@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.357255,0.00022,4.860155,5.833673,6.523845,7.933552,0.415074,0.441762,0.455209,2.144351,-40.044949,0.562801,0.809951,3.074402,0.220473,0.208443,0.189138,0.114262,0.023542,0.037893,0.066265,0.072021,0.037426,0.000085,0.109935,0.067909,0.077339,0.005044,0.000112,0.000071,0.158703,0.209737,1.003184,0.00087,0,61.2995,4.01021,1.272301,0.776409,0.572869,0.876079,0.06158,31.3481,5.998884,116.2774,1.061143,0.038848,0.096102,0.054292,0.000302,0.007263,796.7347,1.196846,0,0.822903,0.10486,0,0.145831,0.004044,503.3384,233490.7
0.090811,0.001401,4.745821,6.211773,6.699818,8.4123,0.416299,0.429346,0.422758,2.092414,-502.471546,0.530649,0.859163,3.528594,0.200731,0.210026,0.183407,0.146898,0.03206,0.035603,0.046859,0.081089,0.033368,0.000322,0.096886,0.08035,0.033608,0.005712,0.000311,0.000231,0.151091,0.214173,1.006519,0.00103,0.010109,68.54565,4.287517,1.280527,0.749133,0.893492,0.898864,0.149903,131.3424,5.983515,139.917,0.88859,0.022778,0.095581,0.310822,0.000162,0.008294,9867.55,0.62506,0,0.796937,0.088682,0,0.161936,0.004322,397.0585,58514.73
-0.14194,0.000476,3.969932,6.127938,6.312096,9.147069,0.454802,0.486178,0.449253,2.098398,-112.004718,0.536074,0.759049,3.418677,0.218056,0.200542,0.16799,0.151691,0.03367,0.056212,0.038526,0.057097,0.043919,0.000125,0.077612,0.054408,0.082223,0.006778,0.000322,0.000296,0.155004,0.206448,1.00657,0.00136,0.010769,62.03488,4.737735,1.418828,0.753947,0.689817,0.897134,0.081529,30.71259,4.942163,99.70247,0.933759,0.026916,0.022031,0.141327,0.000113,0.007261,780.2956,0.429231,0,0.850866,0.104268,0,0.126978,0.003225,461.5408,221885.6
0.64847,0.000659,5.360251,6.043479,7.01627,8.870941,0.278797,0.368536,0.338128,2.150158,-36.529358,0.736812,0.92639,3.530443,0.215057,0.250695,0.186447,0.14883,0.04634,0.052581,0.067192,0.096923,0.049872,0.000087,0.101738,0.082844,0.047154,0.007003,0.000101,0.000083,0.158009,0.212586,1.009358,0.001284,0.020289,82.26908,6.03647,1.581483,0.5347,0.904575,0.893211,0.045296,15.53245,4.870168,174.7765,0.715324,0.018085,0.048335,0.392729,0.000173,0.00958,496.0838,0.488319,0,0.890812,0.103291,0,0.097331,0.003531,959.6816,411609.9
0.112613,0.000583,3.546164,4.553916,7.174365,9.169474,0.538109,0.513255,0.50172,2.072315,-744.75825,0.53734,0.708204,3.991905,0.221788,0.198272,0.180746,0.11551,0.044054,0.036357,0.041962,0.0917,0.073256,0.000238,0.121875,0.066023,0.123651,0.005431,0.000351,0.000304,0.148545,0.212278,1.004998,0.001017,0.006848,80.94971,5.085072,1.38295,0.733375,1.064175,0.899348,0.062479,24.52263,5.721194,262.8599,0.79265,0.012993,0.070403,0.471569,0.000193,0.008454,689.1227,0.666737,0,0.693742,0.050863,0,0.212606,0.002769,530.9785,141714.4
0.136177,0.000072,4.503361,5.023549,6.128595,9.010272,0.448424,0.379742,0.455818,2.110179,-301.037239,0.521174,0.783153,3.385361,0.214945,0.209704,0.18331,0.135415,0.038583,0.034619,0.053093,0.07227,0.030313,0.000026,0.100897,0.061694,0.050012,0.010252,0.000023,0.000021,0.155958,0.21172,1.005567,0.001138,0.009095,80.70129,4.72373,1.303105,0.795388,1.248016,0.89936,0.131034,102.95,6.347638,337.1961,0.883706,0.016715,0.061002,0.427768,0.000219,0.016861,13866.97,0.826412,0,0.876165,0.112109,0,0.108572,0.004164,445.3515,62752.65
0.087443,0.000052,4.331022,5.65712,6.678727,9.087189,0.42742,0.474931,0.437676,2.152705,-33.952409,0.470518,0.75048,3.724066,0.203061,0.176498,0.152267,0.152616,0.021499,0.039706,0.07536,0.061488,0.040263,0.00003,0.119044,0.092334,0.064292,0.008644,0.00003,0.000056,0.164097,0.217499,1.004185,0.000908,0.005939,63.72404,3.754134,1.181584,0.709984,0.598163,0.860436,0.136873,108.3192,7.076686,400.5494,1.935673,0.055999,0.081543,0.12363,0.001069,0.009144,4526.177,2.180115,0,0.725033,0.080295,0,0.199493,0.004937,457.8528,242643.4
0.354517,0.000148,5.077406,6.237409,6.150835,7.631245,0.4166,0.413892,0.413759,2.11107,-129.265145,0.718795,0.804679,3.924673,0.229602,0.236448,0.210786,0.182929,0.028937,0.062506,0.062058,0.074569,0.035525,0.000056,0.118708,0.106494,0.045251,0.00819,0.000056,0.000111,0.154333,0.215967,1.006101,0.001178,0.004684,55.55565,3.947788,1.246872,1.18535,0.685687,0.876117,0.031371,32.6795,6.016758,385.5137,1.710988,0.053988,0.465244,0.280395,0.000804,0.001848,1719.571,2.325371,0,0.917443,0.102155,0,0.075791,0.002261,364.9553,192425.3
0.175145,0.001174,4.788765,6.090651,8.569156,8.90631,0.423794,0.389677,0.40124,2.100075,-276.659872,0.471804,0.788733,5.703878,0.204071,0.187507,0.175572,0.185738,0.023201,0.069563,0.063696,0.08418,0.053018,0.000295,0.104193,0.121334,0.113134,0.009111,0.000444,0.000399,0.152784,0.215646,1.006811,0.001119,0.006182,46.67415,3.361781,1.159052,1.103263,0.555067,0.872996,0.058653,111.6462,6.290154,202.2095,1.175234,0.044535,0.204978,0.307057,0.000595,0.003419,13705.08,2.307366,0,0.859521,0.0828,0,0.120825,0.002366,178.6,16981.06
0.42334,0.000569,4.182987,5.463637,6.1342,7.876988,0.44327,0.473297,0.419563,2.117723,-90.558498,0.560477,0.798436,2.76985,0.221204,0.211857,0.18153,0.145203,0.041173,0.040643,0.055133,0.072857,0.059421,0.000134,0.081772,0.074041,0.047076,0.004773,0.000112,0.000073,0.154105,0.213147,1.005332,0.001119,0.00729,76.67374,5.142858,1.419503,0.695387,1.076055,0.898188,0.06389,22.72517,5.43049,170.9574,0.875337,0.024561,0.045526,0.23898,0.000166,0.006715,559.9665,0.706627,0,0.834887,0.120336,0,0.137943,0.004856,659.6408,282530.6
0.01958,0.000074,3.968426,5.772148,6.973378,11.377657,0.492901,0.45364,0.444436,2.14503,-95.985522,0.614869,0.826084,4.1621,0.212255,0.213948,0.176656,0.131549,0.032389,0.05142,0.055381,0.074575,0.03471,0.000023,0.105658,0.072154,0.079505,0.005014,0.000034,0.000031,0.156735,0.212651,1.003719,0.000882,0.002073,63.42301,4.279426,1.305023,0.878565,0.700602,0.888657,0.043512,31.21806,5.814347,472.2183,1.076181,0.024566,0.140511,0.236383,0.000237,0.003183,962.5031,1.545231,0,0.605193,0.057092,0,0.239094,0.003517,357.93,86671.88
0.23136,0.00012,5.035162,5.593776,7.171343,9.122865,0.416503,0.416614,0.437032,2.140487,-46.484049,0.529394,0.752322,3.817643,0.189355,0.188713,0.159778,0.127821,0.036513,0.03894,0.047742,0.066625,0.059982,0.000024,0.105787,0.067272,0.057506,0.006286,0.000066,0.00006,0.15676,0.216209,1.004771,0.000903,0.002861,68.20847,4.910718,1.414629,0.763393,0.821149,0.902945,0.120768,89.0587,5.38613,175.885,1.605063,0.042736,0.069592,0.180962,0.000151,0.007716,4906.229,0.661884,0,0.749667,0.099858,0,0.187791,0.004689,554.5234,481179.3
0.236707,0.000354,5.000611,5.702431,6.10407,7.945733,0.424619,0.420116,0.440365,2.108556,-392.901032,0.609278,0.850874,3.507686,0.227564,0.229572,0.202065,0.138844,0.076147,0.087145,0.069669,0.119789,0.058528,0.000064,0.096779,0.059814,0.031606,0.014081,0.000071,0.000048,0.147844,0.21276,1.006783,0.001327,0.005624,83.51854,6.176132,1.584337,0.562834,1.099776,0.886079,0.087679,30.60083,4.64077,395.5394,1.268461,0.023354,0.036348,0.476467,0.000153,0.016809,1860.19,0.698129,0,0.922104,0.110317,0,0.071876,0.00294,1158.885,617875.5
0.342742,0.000599,4.949088,5.557168,6.677831,7.725759,0.439865,0.467872,0.430185,2.103749,-129.253938,0.620597,0.857224,3.410346,0.267876,0.247103,0.210028,0.157416,0.037201,0.052254,0.061818,0.078849,0.040665,0.000146,0.110704,0.060146,0.085227,0.008599,0.000385,0.000262,0.154644,0.215238,1.008948,0.001613,0.015096,52.67136,3.589952,1.199388,1.030871,0.787142,0.880493,0.023869,14.2237,6.04584,296.8078,0.767858,0.023381,0.228283,0.679785,0.000528,0.003443,363.3592,1.479471,0,0.804261,0.090126,0,0.15753,0.00368,215.8614,17318.72
0.537578,0.000452,4.285514,5.306504,7.018135,8.092442,0.529247,0.503444,0.49092,2.111907,-142.2329,0.583185,0.865001,3.396928,0.212637,0.214701,0.227159,0.140671,0.057241,0.052824,0.063899,0.076632,0.052425,0.000192,0.096116,0.06902,0.049868,0.008751,0.000266,0.000253,0.146312,0.213949,1.009703,0.001636,0.024056,76.70211,5.449915,1.486374,0.63881,0.967674,0.897127,0.090716,41.55257,4.976943,412.3504,1.808664,0.033921,0.025031,0.351328,0.000193,0.017808,5667.921,0.801928,0,0.842876,0.116125,0,0.132524,0.0039,857.5365,609875.5
0.395179,0.000196,5.133036,5.688502,7.859102,9.855667,0.466444,0.377033,0.382727,2.129781,-42.679884,0.611181,0.65774,4.784254,0.225378,0.208744,0.19169,0.137108,0.043766,0.045252,0.035577,0.057117,0.042807,0.00004,0.079509,0.071566,0.057773,0.005394,0.000136,0.000064,0.157044,0.21668,1.007947,0.001217,0.013327,84.69055,5.770525,1.503647,0.588521,0.978129,0.899652,0.107947,46.08124,5.098013,299.1969,1.111004,0.015773,0.013438,0.197738,0.000107,0.012192,6671.445,0.40824,0,0.656458,0.099596,0,0.225671,0.006463,631.9531,131152.3
0.231559,0.000275,4.130131,5.272754,7.092095,9.873044,0.526281,0.514497,0.48241,2.132776,-45.505909,0.573541,0.785916,5.643287,0.208749,0.20181,0.188579,0.138814,0.044575,0.076096,0.067715,0.089934,0.130422,0.000118,0.100706,0.06917,0.078588,0.008268,0.000092,0.000081,0.156494,0.214654,1.007462,0.001306,0.017139,76.48989,5.82746,1.547909,0.728808,1.166483,0.895035,0.09014,44.2836,5.000367,506.8318,2.295496,0.050697,0.079901,0.519531,0.00027,0.012471,2817.74,1.25185,0,0.687084,0.093344,0,0.215143,0.005546,639.8033,649456
0.271394,0.000237,5.594668,5.845225,6.705295,8.467582,0.394516,0.40207,0.377302,2.122054,-114.367368,0.466575,0.788258,3.477464,0.194757,0.17982,0.174657,0.146245,0.028355,0.034873,0.054529,0.087319,0.058445,0.000121,0.137167,0.084368,0.076038,0.004825,0.000088,0.000117,0.153781,0.211893,1.004649,0.000949,0.003113,84.07944,5.244807,1.395554,0.627294,1.089976,0.892109,0.079676,55.94243,5.921847,406.4504,1.541072,0.032223,0.054384,0.473718,0.000259,0.005251,1632.296,1.003448,0,0.605859,0.080105,0,0.238953,0.005963,555.0191,209391.9
-0.151917,0.000884,4.691628,5.789112,5.977448,7.967073,0.438454,0.370473,0.461929,2.092809,-188.72954,0.525707,0.737163,3.205765,0.210647,0.197429,0.191896,0.122129,0.032537,0.044699,0.061958,0.066184,0.087051,0.000198,0.145113,0.068537,0.124612,0.007772,0.000202,0.000176,0.154107,0.215156,1.00704,0.001242,0.0116,67.10848,4.307644,1.279431,0.738679,0.888538,0.89471,0.100962,60.2186,6.035329,180.6343,0.873204,0.019662,0.069591,0.195091,0.000205,0.006474,1956.333,0.565365,0,0.86285,0.106262,0,0.118419,0.004723,269.7981,41291.53
0.436418,0.000506,4.232983,5.053957,6.055105,8.090247,0.499264,0.4673,0.432117,2.153036,-44.038678,0.634335,0.879248,3.263569,0.284594,0.228815,0.196378,0.141318,0.076303,0.08849,0.072666,0.081024,0.13371,0.0002,0.101093,0.064738,0.0796,0.009683,0.000251,0.000211,0.157221,0.215539,1.009814,0.002063,0.016625,43.07838,4.356114,1.524081,0.804571,0.40074,0.876964,0.056961,16.25792,3.829553,449.5122,1.573044,0.092664,0.324552,0.279913,0.000562,0.012329,818.3182,3.485372,0,0.519308,0.057264,0,0.249794,0.004646,978.7801,1750122
0.215264,0.000304,5.004494,5.820817,6.497915,8.365989,0.362969,0.352413,0.397782,2.126556,-78.844979,0.545898,0.924048,3.312869,0.221594,0.215672,0.206118,0.158958,0.038928,0.04729,0.062455,0.076518,0.070536,0.000078,0.084293,0.086928,0.062503,0.006527,0.000128,0.000095,0.15178,0.214655,1.008575,0.001346,0.013227,74.68835,5.145606,1.432782,0.650377,1.031649,0.897339,0.072077,36.8707,5.365726,265.2496,0.967121,0.021544,0.063493,0.497085,0.000251,0.007185,1580.137,0.668827,0,0.904128,0.117134,0,0.086738,0.003618,671.8402,280630.8
0.094765,0.000066,4.102135,5.508677,6.325722,8.510159,0.431561,0.470898,0.46418,2.106079,-107.158799,0.549575,0.926118,3.158322,0.2062,0.203542,0.191306,0.145981,0.040026,0.04242,0.046576,0.086596,0.063655,0.000016,0.12609,0.079318,0.034971,0.007221,0.000033,0.000023,0.151151,0.210367,1.009673,0.001511,0.021967,82.81907,5.980308,1.564251,0.568235,1.035126,0.894327,0.067865,26.01524,4.846744,161.3675,0.51338,0.010882,0.01437,0.475048,0.000227,0.010845,1397.586,0.497289,0,0.864181,0.107424,0,0.11745,0.004289,955.6519,277721
-0.109346,0.000275,5.791323,4.429987,4.820837,4.654655,0.425501,0.458146,0.530614,2.061073,-1025.569984,0.509336,0.747912,2.820567,0.195423,0.19067,0.173849,0.15332,0.01652,0.053528,0.067484,0.066344,0.030568,0.000118,0.08751,0.11765,0.048208,0.008747,0.000109,0.00008,0.151853,0.21863,1.004643,0.001033,0.006241,51.13893,3.156323,1.085551,0.909073,0.516046,0.861541,0.027772,30.22013,6.892251,402.8114,2.450957,0.073157,0.118565,0.155109,0.000607,0.002937,1496.588,2.946905,0,0.919441,0.114526,0,0.074119,0.00244,394.9388,124636.9
0.175733,0.000649,5.234281,6.37743,6.531238,8.716847,0.382896,0.354765,0.398033,2.137626,-60.88716,0.592371,0.827099,3.742013,0.229507,0.228163,0.200761,0.168358,0.044158,0.075317,0.100198,0.103882,0.058555,0.000309,0.088097,0.067648,0.072755,0.007506,0.000455,0.000358,0.156982,0.215708,1.007655,0.001082,0.013248,58.3774,4.800039,1.500067,0.685868,0.515104,0.878373,0.062624,30.69229,4.467125,373.1057,1.499211,0.056256,0.198794,0.295067,0.000313,0.008648,1958.672,2.360476,0,0.699734,0.084685,0,0.210246,0.005175,893.4026,1029342
-0.539102,0.000584,4.805188,5.040124,5.074735,7.375206,0.375272,0.440944,0.457282,2.116397,-256.32321,0.558997,0.62909,3.315287,0.237344,0.217753,0.193898,0.16079,0.035125,0.054222,0.080705,0.083682,0.061277,0.000376,0.08638,0.087007,0.088039,0.006962,0.000352,0.000296,0.155531,0.21464,1.008388,0.001443,0.025392,66.43505,4.485531,1.334448,0.656089,0.701971,0.876681,0.066322,59.05139,5.793668,465.6917,2.158412,0.059187,0.160035,0.524229,0.000887,0.006198,3809.849,3.626236,0,0.683089,0.081121,0,0.216623,0.005496,545.5639,183713
0.084325,0.000341,4.942866,5.914783,6.553411,9.035047,0.500287,0.431003,0.398326,2.126675,-38.999304,0.508166,0.619124,3.213461,0.218074,0.196083,0.169083,0.117717,0.021235,0.036157,0.030373,0.05201,0.039639,0.000053,0.083321,0.047835,0.019938,0.005763,0.000035,0.000032,0.156796,0.215473,1.003095,0.000854,0,83.87672,5.828185,1.507336,0.585766,0.997727,0.901907,0.158312,112.6777,5.193165,61.73983,0.449313,0.010492,0.007998,0.056489,0.000067,0.014229,9720.354,0.191025,0,0.858189,0.105915,0,0.121782,0.004275,555.0942,56306.24
-0.088935,0.000605,4.122056,4.58946,5.991938,7.464263,0.446554,0.465852,0.503055,2.115124,-123.636907,0.540373,0.793493,2.723648,0.218947,0.217234,0.199121,0.13095,0.041784,0.068846,0.091113,0.065302,0.059413,0.000248,0.119833,0.079461,0.081646,0.006201,0.000227,0.000204,0.151457,0.212665,1.005948,0.001314,0.011749,59.19419,3.947421,1.248913,0.954573,0.857703,0.881328,0.03563,13.29329,6.256092,341.4534,1.144393,0.043174,0.235246,0.402302,0.000472,0.00631,522.3408,2.548179,0,0.8249,0.096825,0,0.144536,0.00396,403.193,270738.3
-0.00205,0.000242,4.128813,4.749564,6.454422,7.998569,0.510291,0.491953,0.483918,2.147408,-83.211945,0.44826,0.747778,3.084622,0.201408,0.177254,0.186125,0.127918,0.030197,0.075167,0.089629,0.081297,0.066575,0.000092,0.129128,0.081226,0.108112,0.008391,0.00021,0.00017,0.157419,0.217097,1.010353,0.00166,0.022216,56.01538,4.363816,1.363739,0.651108,0.536107,0.8903,0.061877,53.43473,5.192588,355.2697,1.696072,0.04688,0.059185,0.391898,0.000265,0.003242,2777.503,1.566157,0,0.670439,0.082702,0,0.221098,0.006031,353.4148,134659.7
0.207958,0.000239,4.691603,5.249414,6.617875,9.316242,0.391779,0.43333,0.44094,2.105021,-85.972088,0.609563,0.694699,3.638669,0.220545,0.22074,0.184943,0.12454,0.027495,0.039454,0.043476,0.066515,0.07044,0.000105,0.103191,0.079601,0.062046,0.004322,0.000098,0.000071,0.156644,0.214699,1.0029,0.000837,0.001411,71.17459,4.800497,1.370769,0.646776,0.738303,0.900888,0.10133,89.07375,5.4823,355.0365,1.44676,0.026461,0.037861,0.164098,0.000115,0.007551,7934.891,0.409405,0,0.750333,0.101524,0,0.187458,0.005636,559.4325,160679.6
0.052194,0.000366,5.565909,5.707923,5.640725,7.438836,0.380065,0.427181,0.488785,2.128665,-254.259265,0.460932,0.602443,3.935472,0.209623,0.194127,0.16067,0.170655,0.01763,0.024325,0.045945,0.089136,0.0089,0.000203,0.101314,0.154947,0.014094,0.01183,0.000128,0.000171,0.152079,0.222218,1.003003,0.000851,0,56.93677,2.921466,1.017903,0.741507,0.571086,0.855234,0.163718,190.6958,8.17858,260.0973,1.194243,0.038122,0.059582,0.068372,0.000401,0.012626,16459.69,2.598141,0,0.956724,0.090646,0,0.04143,0.002967,374.7656,18488.19
-0.252745,0.000467,5.352594,6.292414,6.748215,7.934928,0.357321,0.377098,0.37529,2.143597,-66.82642,0.547249,0.631658,2.878864,0.204866,0.191779,0.153922,0.12168,0.027959,0.031279,0.04693,0.068379,0.024202,0.000178,0.137465,0.089365,0.05562,0.003589,0.000314,0.000245,0.15332,0.213804,1.005678,0.000964,0.005381,64.25421,4.087376,1.271259,0.64251,0.639468,0.885237,0.057901,61.78395,6.055141,127.5118,0.402332,0.015315,0.052668,0.168665,0.000432,0.002892,1660.019,1.075408,0,0.856858,0.117116,0,0.122734,0.004321,360.5371,36920.28
0.229647,0.000204,5.029921,7.579884,6.705863,9.759877,0.36819,0.367477,0.332574,2.105719,-190.680661,0.630757,0.900935,3.935056,0.227186,0.233511,0.196272,0.161411,0.043238,0.046095,0.058548,0.073637,0.061632,0.000031,0.127094,0.115946,0.11159,0.005996,0.00005,0.000018,0.152148,0.212744,1.00578,0.001099,0.005182,59.21177,4.076027,1.264666,0.810462,0.61649,0.885624,0.053,57.05487,5.773049,425.6712,1.576507,0.032834,0.188287,0.235595,0.000306,0.003937,5561.796,0.833799,0,0.984021,0.091145,0,0.015734,0.001759,311.1482,84341.52
0.219692,0.00116,3.882661,4.628601,5.481255,7.699157,0.489913,0.502885,0.497667,2.119209,-98.207286,0.527597,0.800861,2.659686,0.215743,0.213337,0.179507,0.128838,0.037837,0.0508,0.060457,0.078937,0.042676,0.00018,0.090965,0.069116,0.064699,0.005282,0.000201,0.000163,0.156849,0.218158,1.008094,0.001178,0.012931,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.158262,0.000113,6.211855,6.679211,6.383036,7.215656,0.305486,0.345364,0.366398,2.126893,-176.819803,0.589173,0.774987,2.957241,0.174579,0.202471,0.181875,0.159302,0.025286,0.041743,0.060174,0.088127,0.025732,0.000099,0.155158,0.11241,0.049222,0.008137,0.000101,0.000122,0.157763,0.216917,1.005373,0.001208,0.00631,74.90077,4.372266,1.283356,0.593353,0.738982,0.868204,0.084499,77.31068,6.346948,716.3243,1.686261,0.030621,0.057978,0.487697,0.00075,0.005899,4779.639,1.346125,0,0.646471,0.094624,0,0.228698,0.006174,531.1796,77277.08
0.440421,0.000462,4.560879,5.500538,6.079663,8.228439,0.44803,0.469248,0.44668,2.139927,-87.26199,0.546709,0.759938,3.255942,0.229311,0.221946,0.190561,0.136294,0.029876,0.044206,0.046252,0.07593,0.045684,0.000197,0.112543,0.064028,0.067836,0.004429,0.000188,0.000142,0.152886,0.210242,1.004554,0.000919,0.004455,71.37098,4.428769,1.301246,0.717681,0.821799,0.893365,0.060523,38.94518,6.11883,208.3031,0.554101,0.019364,0.056166,0.213774,0.000249,0.004713,1247.399,1.042735,0,0.851531,0.095518,0,0.12651,0.004234,406.704,80182.93
0.181801,0.000419,5.50126,5.347746,6.74064,9.493289,0.324531,0.420111,0.435489,2.129542,-65.845381,0.608038,0.847288,3.704022,0.215932,0.227688,0.193044,0.148633,0.038162,0.037652,0.044045,0.075918,0.056363,0.000077,0.121722,0.103757,0.079677,0.00515,0.000139,0.000128,0.15188,0.211199,1.008461,0.00146,0.011147,74.75436,5.362177,1.490846,0.563864,0.721269,0.897088,0.192411,203.8761,4.904779,237.9151,0.906622,0.018061,0.018924,0.177637,0.000201,0.038974,49600.34,0.325925,0,0.814913,0.082723,0,0.15093,0.004201,565.4542,129698.9
0.832263,0.000388,2.355792,2.732891,2.89836,2.754963,0.769287,0.782652,0.773955,2.172815,-20.297454,0.485854,0.576114,1.619018,0.231174,0.180596,0.1637,0.156816,0.008528,0.030345,0.066383,0.054659,0.163669,0.000128,0.134523,0.159877,0.184266,0.043818,0.00006,0.00005,0.159122,0.224792,1.003006,0.000975,0,19.32499,1.254788,0.612444,1.535525,0.235861,0.744747,0.02678,25.4719,13.34732,57.87852,0.347671,0.048792,0.221766,0.040955,0.003513,0.000678,275.7769,32.24794,0,0.484687,0.043471,0,0.249932,0.002764,87.89949,926.1678
0.186416,0.000394,4.143323,5.164016,5.998658,7.884138,0.48155,0.446541,0.455971,2.149817,-66.881895,0.582428,0.814242,3.066868,0.218349,0.222911,0.188389,0.137863,0.034302,0.057107,0.060885,0.070505,0.043155,0.00014,0.110666,0.067017,0.064575,0.008418,0.000262,0.000156,0.153873,0.215342,1.00729,0.001151,0.017345,67.98384,4.995746,1.427119,0.928107,1.092893,0.901805,0.106898,70.80996,5.300992,298.6949,1.252232,0.032966,0.278304,0.588568,0.000225,0.008664,5874.338,0.933317,0,0.790945,0.108812,0,0.165461,0.004802,461.674,301667.6
0.328328,0.0003,4.575277,5.531039,6.391772,7.786307,0.430751,0.440408,0.422806,2.154264,-163.248927,0.539622,0.914991,2.647675,0.247964,0.240665,0.229544,0.151634,0.050299,0.089879,0.083391,0.14009,0.058385,0.00009,0.072528,0.056968,0.037809,0.011171,0.000164,0.000129,0.156495,0.212656,1.01244,0.001719,0.020131,80.3273,5.863916,1.543151,0.576965,0.953707,0.895833,0.026111,7.589173,5.18938,332.4477,1.969982,0.044603,0.025553,0.414171,0.000272,0.003261,139.7192,0.751953,0,0.762983,0.095632,0,0.180961,0.003959,829.1066,469191.3
0.512483,0.000267,4.793463,6.136796,8.063523,8.355214,0.455707,0.420616,0.355297,2.13939,-76.951729,0.58928,0.84953,4.000504,0.211491,0.213322,0.163868,0.143537,0.026019,0.037695,0.046517,0.085005,0.152886,0.000101,0.098662,0.084493,0.152431,0.00642,0.000076,0.000056,0.149637,0.213694,1.003367,0.000938,0,49.925,3.509905,1.206178,0.787779,0.381334,0.878891,0.101462,163.5986,6.067336,108.7467,0.680231,0.031537,0.072548,0.047472,0.000472,0.005093,13012.4,1.188867,0,0.98269,0.090627,0,0.017022,0.00169,243.6544,72431.34
-0.143978,0.000093,3.915999,4.825275,5.892482,8.558145,0.514583,0.470814,0.368608,2.103816,-99.387461,0.476583,0.659719,3.165035,0.216344,0.196139,0.176944,0.130788,0.02684,0.033936,0.03821,0.058816,0.057568,0.000038,0.091402,0.089448,0.049807,0.006171,0.000026,0.000021,0.155218,0.213682,1.003935,0.000881,0.003338,100.2677,6.142744,1.484351,0.616174,1.316967,0.899049,0.125394,42.25528,5.659498,170.9528,0.723386,0.010829,0.00678,0.1408,0.00009,0.013883,1643.071,0.180531,0,0.564581,0.079037,0,0.245993,0.006691,884.4527,151680
0.139774,0.000396,4.965625,5.803043,4.406974,4.306309,0.383604,0.292751,0.303452,2.078602,-2001.961598,0.657973,0.926806,2.689526,0.242889,0.229387,0.203715,0.181676,0.044307,0.07087,0.059078,0.127542,0.07222,0.000101,0.121438,0.0895,0.094325,0.008549,0.000198,0.000178,0.145906,0.217493,1.006004,0.00132,0.012042,69.18626,4.116916,1.224712,0.705554,0.994223,0.884218,0.097582,74.27493,6.468854,426.0587,1.670536,0.032856,0.063157,0.619027,0.000282,0.014568,7745.31,1.160103,0,0.70972,0.075763,0,0.206155,0.004255,325.4427,74567.67
-0.103545,0.001136,4.691363,6.503739,10.145951,9.753494,0.461491,0.362561,0.400263,2.119992,-111.451994,0.572939,0.747715,4.047635,0.22688,0.205066,0.180449,0.139529,0.025978,0.057865,0.052259,0.061722,0.23825,0.000211,0.116515,0.126851,0.175385,0.007471,0.000209,0.000162,0.163808,0.20996,1.007259,0.001076,0.014037,53.89368,3.92085,1.255612,1.043559,0.70669,0.886161,0.043868,31.96061,5.830287,206.428,0.893605,0.027968,0.259118,0.23497,0.000915,0.003632,1157.262,0.964894,0,0.715712,0.057837,0,0.203604,0.002638,184.6952,31490.6
-0.509082,0.000539,5.327205,6.997051,5.797514,8.11242,0.355038,0.413999,0.353123,2.118519,-202.929188,0.58096,0.714741,2.887582,0.203829,0.200076,0.168552,0.123526,0.028977,0.033681,0.050429,0.080028,0.082332,0.000343,0.13906,0.102283,0.037577,0.004189,0.000239,0.00021,0.152344,0.213325,1.003141,0.000834,0,67.34104,4.61923,1.378322,0.50844,0.616918,0.875185,0.152905,89.60992,5.075306,437.1289,2.197041,0.035626,0.021033,0.277678,0.000727,0.015215,3962.449,0.41558,0,0.784288,0.108098,0,0.169293,0.005474,828.5499,157727.1
0.19727,0.000889,5.138178,6.352152,7.445234,8.091561,0.323256,0.391094,0.427049,2.137093,-33.129129,0.58144,0.814637,3.316023,0.213636,0.223929,0.210974,0.157991,0.059148,0.052894,0.059453,0.065617,0.064893,0.000175,0.106186,0.064822,0.110084,0.008487,0.000186,0.00013,0.155823,0.21885,1.008651,0.001575,0.016363,67.58123,4.991623,1.450737,0.654681,0.749593,0.891306,0.03482,14.10262,4.915433,280.9443,0.766066,0.012402,0.081229,0.203418,0.000297,0.0038,774.0589,0.321884,0,0.874834,0.098598,0,0.109573,0.004135,448.0652,123131.6
0.100977,0.000476,5.100806,6.280036,6.948469,8.712787,0.364292,0.358566,0.352158,2.093033,-374.765391,0.581957,0.951892,3.753023,0.263592,0.228516,0.19914,0.154421,0.043096,0.062587,0.055015,0.087306,0.101281,0.000209,0.126225,0.093051,0.11525,0.006911,0.00045,0.000396,0.147303,0.21318,1.006833,0.00126,0.009719,66.21436,4.892678,1.439912,0.559927,0.618505,0.886392,0.099031,75.8483,4.767935,546.546,2.088128,0.047574,0.044541,0.307591,0.000366,0.00895,5087.774,1.192661,0,0.723702,0.08677,0,0.200091,0.004905,691.6041,511069.7
