@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.01618,-0.19469,0.000438,0.000498,7.443332,0.245634,0.305832,0.309707,0.293045,2.142777,11.666528,0.000195,0.824813,0.688796,6.791664,0.141477,0.138684,0.037126,0.041463,0.010859,0.097237,0.064435,0.011025,0.004773,0.212716,1.004219,0.000956,0.29576,0,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
0.01618,-0.19469,0.000438,0.000498,7.443332,0.245634,0.305832,0.309707,0.293045,2.142777,11.666528,0.000195,0.824813,0.688796,6.791664,0.141477,0.138684,0.037126,0.041463,0.010859,0.097237,0.064435,0.011025,0.004773,0.212716,1.004219,0.000956,0.29576,0,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
-0.344153,-0.282957,0.000154,0.00023,6.49006,0.27807,0.311762,0.376097,0.496468,2.116305,22.187386,0.000155,0.937838,0.733159,4.002982,0.124582,0.140998,0.024621,0.041436,0.021218,0.09431,0.071031,0.046366,0.006015,0.21949,1.003076,0.000876,0.285226,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.344153,-0.282957,0.000154,0.00023,6.49006,0.27807,0.311762,0.376097,0.496468,2.116305,22.187386,0.000155,0.937838,0.733159,4.002982,0.124582,0.140998,0.024621,0.041436,0.021218,0.09431,0.071031,0.046366,0.006015,0.21949,1.003076,0.000876,0.285226,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.344153,-0.282957,0.000154,0.00023,6.49006,0.27807,0.311762,0.376097,0.496468,2.116305,22.187386,0.000155,0.937838,0.733159,4.002982,0.124582,0.140998,0.024621,0.041436,0.021218,0.09431,0.071031,0.046366,0.006015,0.21949,1.003076,0.000876,0.285226,0.001545,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
0.365598,-0.087315,0.000101,0.000113,8.11445,0.344345,0.326742,0.3393,0.332702,2.080162,17.030207,0.000193,0.759613,0.800708,3.111141,0.175976,0.138786,0.039145,0.046802,0.036567,0.143844,0.10347,0.037868,0.005082,0.213315,1.007934,0.001384,0.313368,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.365598,-0.087315,0.000101,0.000113,8.11445,0.344345,0.326742,0.3393,0.332702,2.080162,17.030207,0.000193,0.759613,0.800708,3.111141,0.175976,0.138786,0.039145,0.046802,0.036567,0.143844,0.10347,0.037868,0.005082,0.213315,1.007934,0.001384,0.313368,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.365598,-0.087315,0.000101,0.000113,8.11445,0.344345,0.326742,0.3393,0.332702,2.080162,17.030207,0.000193,0.759613,0.800708,3.111141,0.175976,0.138786,0.039145,0.046802,0.036567,0.143844,0.10347,0.037868,0.005082,0.213315,1.007934,0.001384,0.313368,0.017654,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
0.345768,-0.078289,0.00004,0.000031,8.066358,0.347226,0.308379,0.279258,0.324581,2.055956,40.352386,0.000032,0.751901,0.759105,4.869002,0.167942,0.143758,0.036825,0.04776,0.052378,0.111155,0.060979,0.062243,0.009117,0.213962,1.003172,0.000894,0.291673,0.002053,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
0.345768,-0.078289,0.00004,0.000031,8.066358,0.347226,0.308379,0.279258,0.324581,2.055956,40.352386,0.000032,0.751901,0.759105,4.869002,0.167942,0.143758,0.036825,0.04776,0.052378,0.111155,0.060979,0.062243,0.009117,0.213962,1.003172,0.000894,0.291673,0.002053,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
0.345768,-0.078289,0.00004,0.000031,8.066358,0.347226,0.308379,0.279258,0.324581,2.055956,40.352386,0.000032,0.751901,0.759105,4.869002,0.167942,0.143758,0.036825,0.04776,0.052378,0.111155,0.060979,0.062243,0.009117,0.213962,1.003172,0.000894,0.291673,0.002053,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
-0.277635,0.339078,0.000084,0.000093,8.656408,0.387447,0.30318,0.236156,0.348925,2.031585,48.117854,0.000032,0.758326,0.843116,4.238897,0.154566,0.102671,0.035624,0.044694,0.01568,0.085234,0.049457,0.023274,0.005605,0.212507,1.00271,0.000831,0.29533,0,71.78439,4.337265,1.256977,0.585946,0.66435,0.887835,0.108043,86.04478,6.245695,139.6184,0.580288,0.014318,0.015978,0.056229,0.000087,0.006513,2997.702,0.505383,0,0.665779,0.062699,0,0.222666,0.002409,381.3835,15262.63
-0.049309,0.096716,0.000522,0.000646,6.799665,0.372905,0.297149,0.293565,0.303919,2.070251,12.19588,0.000351,0.840218,0.752266,4.736805,0.147609,0.12031,0.038486,0.049988,0.05775,0.110105,0.09809,0.073038,0.007492,0.21535,1.004114,0.000896,0.282055,0.002754,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2
-0.049309,0.096716,0.000522,0.000646,6.799665,0.372905,0.297149,0.293565,0.303919,2.070251,12.19588,0.000351,0.840218,0.752266,4.736805,0.147609,0.12031,0.038486,0.049988,0.05775,0.110105,0.09809,0.073038,0.007492,0.21535,1.004114,0.000896,0.282055,0.002754,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2
0.012775,-0.075684,0.000057,0.000054,5.865561,0.356761,0.385804,0.400432,0.467857,2.098308,22.582385,0.000076,0.749622,0.699956,3.523918,0.152732,0.136895,0.032625,0.040584,0.050995,0.11626,0.092,0.067275,0.004458,0.209397,1.002753,0.000846,0.2781,0,72.64244,3.94171,1.201058,0.736626,0.844904,0.87723,0.17648,169.8052,7.051896,630.8009,2.156748,0.061937,0.055865,0.292617,0.000323,0.015542,19026.43,3.268813,0,0.92277,0.131295,0,0.071313,0.002663,570.0248,461436.4
0.064054,-0.161097,0.000892,0.00126,6.18068,0.434042,0.376914,0.362688,0.414402,2.151027,4.300333,0.001319,0.8,0.82161,3.052239,0.193141,0.177256,0.059279,0.070331,0.086812,0.085425,0.057446,0.091861,0.005992,0.216097,1.009063,0.001345,0.295232,0.016911,70.81272,5.278077,1.508952,0.678162,0.838591,0.890292,0.053621,15.7461,4.767996,186.7578,0.724115,0.024898,0.171018,0.485705,0.000248,0.008784,408.985,1.141272,0,0.723702,0.11637,0,0.200091,0.006048,873.9773,753425.1
0.419327,0.287052,0.000022,0.000034,7.949031,0.335401,0.339493,0.318951,0.465881,2.14673,18.565052,0.000018,0.856915,0.831431,3.456469,0.170302,0.13918,0.037294,0.047821,0.035329,0.148331,0.089625,0.014614,0.007239,0.218915,1.002503,0.000805,0.291624,0,52.95264,3.153627,1.112908,0.688484,0.350588,0.865861,0.079884,97.94457,6.39447,518.3034,1.287396,0.033532,0.125471,0.066697,0.00049,0.005581,5296.886,1.204116,0,0.946072,0.11864,0,0.051054,0.001713,416.405,130937.3
0.419327,0.287052,0.000022,0.000034,7.949031,0.335401,0.339493,0.318951,0.465881,2.14673,18.565052,0.000018,0.856915,0.831431,3.456469,0.170302,0.13918,0.037294,0.047821,0.035329,0.148331,0.089625,0.014614,0.007239,0.218915,1.002503,0.000805,0.291624,0,52.95264,3.153627,1.112908,0.688484,0.350588,0.865861,0.079884,97.94457,6.39447,518.3034,1.287396,0.033532,0.125471,0.066697,0.00049,0.005581,5296.886,1.204116,0,0.946072,0.11864,0,0.051054,0.001713,416.405,130937.3
0.3591,0.333399,0.000427,0.000624,5.382893,0.33702,0.498759,0.463821,0.344757,2.138087,4.192072,0.000645,0.769531,0.716169,6.93314,0.19458,0.14006,0.05321,0.069128,0.068726,0.103589,0.07371,0.041769,0.005371,0.213776,1.007837,0.001229,0.290771,0.016313,69.95847,6.000194,1.648118,0.577198,0.810076,0.888326,0.074671,20.35709,4.165921,141.01,0.773132,0.022809,0.056465,0.306641,0.000177,0.013912,736.5915,0.435117,0,0.898802,0.11915,0,0.091018,0.003511,945.2235,720220.6
0.3591,0.333399,0.000427,0.000624,5.382893,0.33702,0.498759,0.463821,0.344757,2.138087,4.192072,0.000645,0.769531,0.716169,6.93314,0.19458,0.14006,0.05321,0.069128,0.068726,0.103589,0.07371,0.041769,0.005371,0.213776,1.007837,0.001229,0.290771,0.016313,69.95847,6.000194,1.648118,0.577198,0.810076,0.888326,0.074671,20.35709,4.165921,141.01,0.773132,0.022809,0.056465,0.306641,0.000177,0.013912,736.5915,0.435117,0,0.898802,0.11915,0,0.091018,0.003511,945.2235,720220.6
0.125325,0.051323,0.000744,0.001098,5.831178,0.251493,0.31624,0.385356,0.384728,2.049745,26.276677,0.000576,0.661827,0.669273,3.503375,0.169228,0.134591,0.036882,0.034261,0.057529,0.125878,0.120261,0.114401,0.004744,0.218511,1.004097,0.000899,0.290771,0.002998,90.36765,5.282582,1.382722,0.534687,1.075511,0.876344,0.147682,195.4057,6.216584,224.6145,1.052251,0.019332,0.030302,0.25871,0.000468,0.014487,28733.96,0.491953,0,0.715047,0.078804,0,0.203891,0.005761,493.8016,75228.28
0.125325,0.051323,0.000744,0.001098,5.831178,0.251493,0.31624,0.385356,0.384728,2.049745,26.276677,0.000576,0.661827,0.669273,3.503375,0.169228,0.134591,0.036882,0.034261,0.057529,0.125878,0.120261,0.114401,0.004744,0.218511,1.004097,0.000899,0.290771,0.002998,90.36765,5.282582,1.382722,0.534687,1.075511,0.876344,0.147682,195.4057,6.216584,224.6145,1.052251,0.019332,0.030302,0.25871,0.000468,0.014487,28733.96,0.491953,0,0.715047,0.078804,0,0.203891,0.005761,493.8016,75228.28
0.26011,0.165223,0.00015,0.000138,6.351471,0.467169,0.455944,0.397402,0.399735,2.114527,12.567701,0.000105,0.741055,0.78017,3.799093,0.159773,0.13145,0.039107,0.046542,0.01249,0.091335,0.061644,0.015709,0.007539,0.214166,1.005143,0.001223,0.280919,0.006361,69.65752,3.990377,1.201325,0.789558,0.798704,0.890163,0.149314,171.5949,6.695805,286.8936,0.941748,0.017454,0.02015,0.159019,0.000238,0.01475,25481.35,0.716815,0,0.814913,0.105575,0,0.15093,0.003995,361.6678,11625.2
0.240163,0.321586,0.000313,0.000308,5.251755,0.45918,0.451825,0.360287,0.376416,2.099113,9.594818,0.000295,0.853676,0.744927,3.560473,0.182172,0.137845,0.054773,0.05125,0.05252,0.074009,0.058886,0.033003,0.005897,0.213675,1.003911,0.000917,0.299719,0.003073,98.66378,6.968339,1.657787,0.538293,0.981884,0.886455,0.12968,34.08581,4.633863,228.896,0.720097,0.012082,0.004934,0.114204,0.000101,0.026335,1611.396,0.361918,0,0.852863,0.112453,0,0.125571,0.00417,1576.365,383624.9
0.219692,0.010288,0.000897,0.00116,4.628601,0.489913,0.502885,0.497667,0.479944,2.119209,8.887608,0.00087,0.765884,0.800861,2.659686,0.170462,0.128838,0.0508,0.060457,0.042676,0.090965,0.069116,0.064699,0.005282,0.218158,1.008094,0.001178,0.279167,0.012931,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.219692,0.010288,0.000897,0.00116,4.628601,0.489913,0.502885,0.497667,0.479944,2.119209,8.887608,0.00087,0.765884,0.800861,2.659686,0.170462,0.128838,0.0508,0.060457,0.042676,0.090965,0.069116,0.064699,0.005282,0.218158,1.008094,0.001178,0.279167,0.012931,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.219692,0.010288,0.000897,0.00116,4.628601,0.489913,0.502885,0.497667,0.479944,2.119209,8.887608,0.00087,0.765884,0.800861,2.659686,0.170462,0.128838,0.0508,0.060457,0.042676,0.090965,0.069116,0.064699,0.005282,0.218158,1.008094,0.001178,0.279167,0.012931,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
0.219692,0.010288,0.000897,0.00116,4.628601,0.489913,0.502885,0.497667,0.479944,2.119209,8.887608,0.00087,0.765884,0.800861,2.659686,0.170462,0.128838,0.0508,0.060457,0.042676,0.090965,0.069116,0.064699,0.005282,0.218158,1.008094,0.001178,0.279167,0.012931,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5
-0.185375,0.100139,0.000195,0.000211,7.079563,0.35203,0.339569,0.317093,0.272293,2.067594,17.322002,0.000192,0.687419,0.659867,4.982179,0.159625,0.166168,0.038781,0.039498,0.028846,0.107328,0.046558,0.014707,0.004777,0.211923,1.010286,0.001396,0.286947,0.015935,88.04457,5.769192,1.46808,0.494835,1.148978,0.902183,0.135872,142.103,5.405881,101.74,0.46857,0.006681,0.008734,0.271103,0.000052,0.006613,13140.33,0.094861,0,0.859521,0.126177,0,0.120825,0.004319,690.8921,98258.55
-0.058408,-0.25104,0.000145,0.000207,7.160884,0.311446,0.362899,0.346304,0.474748,2.167698,9.800661,0.000124,0.696664,0.808635,3.388834,0.13743,0.150976,0.026936,0.036031,0.017529,0.139787,0.132932,0.007564,0.005826,0.215401,1.003128,0.000828,0.282096,0.002127,49.79701,2.922139,1.081868,0.685645,0.286311,0.843669,0.048287,94.16735,6.734488,371.9356,0.656432,0.022622,0.111548,0.050133,0.00064,0.002455,3684.454,2.203076,0,0.748336,0.091103,0,0.188455,0.004541,371.5626,15637.34
0.084528,0.098088,0.000314,0.000361,5.349844,0.375543,0.441193,0.4313,0.400888,2.143422,7.090572,0.000209,0.816754,0.710216,3.219401,0.169162,0.146604,0.03803,0.050216,0.021435,0.07879,0.063112,0.043324,0.005982,0.216641,1.003405,0.000863,0.289543,0.003228,71.48283,4.247804,1.25143,0.817492,1.100731,0.897762,0.150231,132.6651,6.706026,96.46214,0.580039,0.019488,0.040297,0.158452,0.000162,0.009621,9230.012,0.825067,0,0.874168,0.117865,0,0.110072,0.004478,340.278,25799.54
0.122566,0.360992,0.000004,0.000005,5.841334,0.426665,0.400579,0.43183,0.375271,2.097958,9.861757,0.000003,0.76627,0.773025,3.412527,0.169453,0.115711,0.039183,0.049934,0.039543,0.126948,0.081509,0.10057,0.006184,0.22067,1.002778,0.000873,0.276128,0,61.84175,3.761133,1.194821,0.776975,0.522017,0.877701,0.057403,77.99895,6.53288,502.9346,0.70887,0.015937,0.097604,0.116845,0.000361,0.003696,3204.691,1.758876,0,0.629827,0.058165,0,0.2333,0.003103,304.0965,38018.6
0.262531,0.010074,0.000956,0.001588,7.9824,0.304694,0.293399,0.312168,0.387422,2.108569,15.271912,0.001261,0.932513,0.922858,5.824989,0.215246,0.180193,0.059143,0.079433,0.186794,0.109659,0.108388,0.091943,0.013516,0.215621,1.012084,0.001618,0.268443,0.026068,50.6824,4.004917,1.327829,0.730005,0.40934,0.878122,0.025516,12.68016,4.867791,431.3479,1.864001,0.054651,0.295373,0.191317,0.000424,0.002992,313.8392,2.067517,0,0.762983,0.070538,0,0.180961,0.003189,444.5279,345037.2
0.214169,0.284198,0.000774,0.001066,5.150431,0.586554,0.49197,0.468365,0.394473,2.14365,2.948536,0.001014,0.66409,0.680071,3.380748,0.173331,0.133419,0.05353,0.052458,0.06204,0.084994,0.062419,0.040134,0.004731,0.216336,1.009096,0.001353,0.286478,0.016076,74.59823,5.650937,1.532172,0.723891,1.037922,0.909754,0.266978,172.2256,5.027626,218.4725,1.152976,0.027077,0.051681,0.440395,0.000121,0.041973,29145.19,0.557665,0,0.87217,0.096526,0,0.111563,0.003878,561.1286,226628.3
0.015989,-0.425789,0.000182,0.000092,9.219573,0.19729,0.185197,0.20359,0.285329,2.062354,29.609487,0.000095,0.718908,0.69724,5.361182,0.155296,0.127579,0.030271,0.049481,0.024423,0.135408,0.083481,0.014017,0.005534,0.204775,1.003331,0.000857,0.291979,0.002731,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.015989,-0.425789,0.000182,0.000092,9.219573,0.19729,0.185197,0.20359,0.285329,2.062354,29.609487,0.000095,0.718908,0.69724,5.361182,0.155296,0.127579,0.030271,0.049481,0.024423,0.135408,0.083481,0.014017,0.005534,0.204775,1.003331,0.000857,0.291979,0.002731,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.015989,-0.425789,0.000182,0.000092,9.219573,0.19729,0.185197,0.20359,0.285329,2.062354,29.609487,0.000095,0.718908,0.69724,5.361182,0.155296,0.127579,0.030271,0.049481,0.024423,0.135408,0.083481,0.014017,0.005534,0.204775,1.003331,0.000857,0.291979,0.002731,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.015989,-0.425789,0.000182,0.000092,9.219573,0.19729,0.185197,0.20359,0.285329,2.062354,29.609487,0.000095,0.718908,0.69724,5.361182,0.155296,0.127579,0.030271,0.049481,0.024423,0.135408,0.083481,0.014017,0.005534,0.204775,1.003331,0.000857,0.291979,0.002731,71.32089,4.349429,1.313819,0.558123,0.535759,0.869448,0.098869,77.54994,5.589384,192.6394,0.771645,0.019413,0.018597,0.043349,0.000464,0.007889,2617.826,0.559305,0,0.756991,0.114705,0,0.184078,0.005808,667.0574,116437.9
0.349058,-0.266227,0.000128,0.000158,10.856855,0.266278,0.275707,0.192765,0.345565,2.070334,25.48566,0.000143,0.878439,0.804907,4.345982,0.157778,0.123094,0.035597,0.05597,0.035754,0.107242,0.077665,0.039548,0.00671,0.21381,1.003353,0.000908,0.264936,0.001752,89.2729,5.351114,1.378115,0.655826,0.788454,0.881302,0.049538,40.60153,6.129921,901.6699,2.313327,0.032019,0.095138,0.113161,0.000172,0.00266,1761.074,1.037112,0,0.460719,0.0696,0,0.248623,0.005922,537.8088,80636.13
0.349058,-0.266227,0.000128,0.000158,10.856855,0.266278,0.275707,0.192765,0.345565,2.070334,25.48566,0.000143,0.878439,0.804907,4.345982,0.157778,0.123094,0.035597,0.05597,0.035754,0.107242,0.077665,0.039548,0.00671,0.21381,1.003353,0.000908,0.264936,0.001752,89.2729,5.351114,1.378115,0.655826,0.788454,0.881302,0.049538,40.60153,6.129921,901.6699,2.313327,0.032019,0.095138,0.113161,0.000172,0.00266,1761.074,1.037112,0,0.460719,0.0696,0,0.248623,0.005922,537.8088,80636.13
-0.119319,0.211147,0.000176,0.000244,8.227406,0.473655,0.320777,0.290529,0.303525,2.11446,19.486617,0.000188,0.725131,0.74247,4.844692,0.186854,0.124198,0.030975,0.048511,0.087926,0.093228,0.195217,0.04778,0.008516,0.218676,1.00517,0.001029,0.29582,0.002962,81.70138,5.335417,1.415947,0.672845,1.03887,0.891228,0.112311,67.55399,5.731189,475.8052,2.675518,0.066482,0.102335,0.356479,0.000294,0.011894,4477.456,2.388103,0,0.896804,0.096972,0,0.092608,0.003499,752.6852,339610.3
-0.119319,0.211147,0.000176,0.000244,8.227406,0.473655,0.320777,0.290529,0.303525,2.11446,19.486617,0.000188,0.725131,0.74247,4.844692,0.186854,0.124198,0.030975,0.048511,0.087926,0.093228,0.195217,0.04778,0.008516,0.218676,1.00517,0.001029,0.29582,0.002962,81.70138,5.335417,1.415947,0.672845,1.03887,0.891228,0.112311,67.55399,5.731189,475.8052,2.675518,0.066482,0.102335,0.356479,0.000294,0.011894,4477.456,2.388103,0,0.896804,0.096972,0,0.092608,0.003499,752.6852,339610.3
0.039242,0.270508,0.000418,0.000499,6.051723,0.434903,0.451381,0.438775,0.348907,2.129907,3.659926,0.000178,0.782125,0.687321,4.753154,0.167963,0.111981,0.032781,0.038211,0.05311,0.131822,0.061212,0.034166,0.003883,0.216299,1.003278,0.000877,0.282357,0,86.79584,6.236805,1.583378,0.554373,0.906052,0.905034,0.120847,62.03051,4.915446,55.17236,0.295499,0.008392,0.005728,0.024213,0.000076,0.014032,2938.308,0.236448,0,0.878828,0.144785,0,0.10656,0.00408,759.9834,84142.26
-0.016561,0.216349,0.000639,0.000671,4.654124,0.428621,0.415035,0.490836,0.488637,2.12754,15.656886,0.000691,0.69286,0.74722,2.906021,0.175942,0.144175,0.0536,0.063554,0.032924,0.071113,0.071105,0.056783,0.016863,0.213935,1.006635,0.001444,0.257089,0.008178,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
-0.016561,0.216349,0.000639,0.000671,4.654124,0.428621,0.415035,0.490836,0.488637,2.12754,15.656886,0.000691,0.69286,0.74722,2.906021,0.175942,0.144175,0.0536,0.063554,0.032924,0.071113,0.071105,0.056783,0.016863,0.213935,1.006635,0.001444,0.257089,0.008178,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
-0.016561,0.216349,0.000639,0.000671,4.654124,0.428621,0.415035,0.490836,0.488637,2.12754,15.656886,0.000691,0.69286,0.74722,2.906021,0.175942,0.144175,0.0536,0.063554,0.032924,0.071113,0.071105,0.056783,0.016863,0.213935,1.006635,0.001444,0.257089,0.008178,67.65857,4.515067,1.326209,0.767376,0.803162,0.899233,0.094789,55.35361,5.864028,314.5376,1.670176,0.042844,0.04866,0.234826,0.000205,0.011051,3977.285,1.828601,0,0.915446,0.108213,0,0.077456,0.003475,437.6289,160537.9
0.054427,-0.106082,0.000044,0.000035,7.235382,0.261762,0.271768,0.3154,0.384363,2.144358,17.36519,0.000046,0.718623,0.835711,3.366312,0.168238,0.152581,0.034081,0.053704,0.072466,0.169285,0.129942,0.052542,0.004835,0.217556,1.003688,0.000929,0.29464,0,49.01063,3.732678,1.289969,0.574579,0.20155,0.86254,0.070764,73.61492,4.484893,919.2132,3.297149,0.069829,0.089866,0.036999,0.000546,0.006659,4479.319,0.534596,0,0.778296,0.089977,0,0.172667,0.003274,731.3445,259682
-0.321183,-0.034152,0.000235,0.000308,8.124768,0.315347,0.324963,0.31368,0.139956,2.090584,14.093704,0.00008,0.842409,0.780226,6.845426,0.158105,0.130303,0.041082,0.03537,0.051951,0.090147,0.084439,0.043497,0.00456,0.209065,1.00239,0.000841,0.283823,0,80.75252,5.204699,1.416468,0.620851,0.791551,0.894681,0.225353,136.2412,5.512459,754.4751,1.718234,0.024625,0.038056,0.150514,0.000175,0.01394,5233.864,1.422473,0,0.877497,0.094421,0,0.107568,0.003584,690.8828,252953.1
0.305093,0.443416,0.000029,0.000046,5.515743,0.510003,0.443249,0.368931,0.296317,2.090788,7.34325,0.000026,0.819608,0.789337,2.929218,0.156558,0.111939,0.049571,0.037757,0.0709,0.086657,0.053497,0.067139,0.004125,0.215006,1.003688,0.00094,0.290203,0,87.55856,6.190192,1.547568,0.557152,1.139072,0.90065,0.13494,64.9726,5.146473,189.9319,1.184146,0.021452,0.009297,0.133144,0.000052,0.014,2699.057,0.223275,0,0.981358,0.093476,0,0.018306,0.002533,701.83,347411.5
0.491849,-0.383354,0.000557,0.000763,5.454072,0.406223,0.424305,0.473889,0.483794,2.140151,5.257171,0.00039,0.858559,0.88442,2.809167,0.175784,0.121008,0.034794,0.037841,0.033047,0.094392,0.067446,0.018763,0.004193,0.217825,1.003873,0.000905,0.270068,0.002052,93.42326,6.243594,1.551302,0.576361,1.168921,0.898289,0.131301,48.23045,5.025811,84.62841,0.195115,0.003237,0.008451,0.138893,0.000084,0.016664,2100.261,0.202513,0,0.943409,0.145054,0,0.053424,0.002784,1120.158,80497.61
0.491849,-0.383354,0.000557,0.000763,5.454072,0.406223,0.424305,0.473889,0.483794,2.140151,5.257171,0.00039,0.858559,0.88442,2.809167,0.175784,0.121008,0.034794,0.037841,0.033047,0.094392,0.067446,0.018763,0.004193,0.217825,1.003873,0.000905,0.270068,0.002052,93.42326,6.243594,1.551302,0.576361,1.168921,0.898289,0.131301,48.23045,5.025811,84.62841,0.195115,0.003237,0.008451,0.138893,0.000084,0.016664,2100.261,0.202513,0,0.943409,0.145054,0,0.053424,0.002784,1120.158,80497.61
