@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_5 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_7 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_20 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_5 numeric
@attribute BeatHisto_Sum numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Std numeric
@attribute output {sad,notsad}

@data

0.044837,0.035009,0.056894,0.079778,7.34775,2.326728,0.772005,1.564098,4.24663,7.120295,0.437341,0.108106,0.221369,0.676531,1.33206,0.024509,0.000052,0.266341,0.378861,0.541751,0.218773,0.200469,0.185154,0.187776,0.18402,0.172899,0.168551,0.159579,0.02457,1.407305,0.307007,0.464545,0.346838,0.311062,0.346342,0.370492,0.118003,0.101813,0.038534,0.080308,0.132816,0.189712,0.256757,1089.671298,0.035929,0.034802,4.825597,0.921939,0.124636,0.214804,0.143414,0.040129,0.04022,0.029249,0.03353,0.056596,3270.292646,7.487072,1.002528,0.000828,sad
0.074108,0.054748,0.109679,0.073621,6.402481,1.17948,-0.196719,1.349679,5.035161,8.997356,0.501254,0.163622,0.27632,0.69678,1.31015,0.016186,0.000179,0.263043,0.438376,0.480447,0.205139,0.199241,0.177536,0.168748,0.15499,0.146923,0.13323,0.138989,0.020051,1.108077,0.38977,0.250209,0.176188,0.265958,0.325721,0.372566,0.126444,0.094259,0.03676,0.087754,0.137981,0.186287,0.252743,5641.752048,0.021163,0.016997,3.48954,0.543019,0.128839,0.137404,0.168868,0.032821,0.030907,0.02913,0.026504,0.056164,11164.012121,21.80715,1.00325,0.000824,sad
0.050044,0.033122,0.059105,0.078194,6.698762,2.3474,-0.109024,1.341915,3.810182,6.585034,0.392151,0.136354,0.231696,0.690651,1.273165,0.008996,0.000033,0.254546,0.378269,0.43889,0.216819,0.192118,0.182116,0.181499,0.167967,0.165195,0.151511,0.140539,0.015759,0.932494,0.221824,0.491571,0.270516,0.393943,0.264868,0.370337,0.160846,0.168722,0.041096,0.079888,0.128686,0.178384,0.256833,4482.645408,0.005226,0.003274,4.554636,0.499554,0.101208,0.158195,0.099092,0.037838,0.042037,0.0295,0.016266,0.052238,5062.269595,11.992842,1.002515,0.000817,sad
0.04915,0.038494,0.06658,0.081418,7.439342,2.482951,-0.038808,1.36982,4.39667,10.227007,0.279327,0.12838,0.238897,0.697087,1.225955,0.015796,0.00013,0.254106,0.409857,0.473944,0.229182,0.194073,0.16457,0.179449,0.162203,0.130042,0.142298,0.141061,0.028293,1.154569,0.364456,0.279439,0.268155,0.236724,0.27317,0.359341,0.111795,0.100124,0.040438,0.08173,0.12674,0.181408,0.259258,5019.75213,0.011021,0.012468,3.827946,0.531597,0.117065,0.142309,0.151831,0.050137,0.054634,0.036383,0.035737,0.052702,7586.371323,13.627813,1.003481,0.000891,sad
0.054765,0.041903,0.06454,0.078377,6.720674,1.478901,-0.362955,1.46928,4.597158,8.448339,0.468237,0.145931,0.229548,0.739158,1.325111,0.011848,0.000029,0.277422,0.447741,0.677394,0.214247,0.186979,0.19107,0.192773,0.16895,0.148773,0.143956,0.132276,0.022749,0.877876,0.250965,0.387825,0.318124,0.219091,0.274817,0.439649,0.126461,0.096832,0.031235,0.090412,0.135249,0.193834,0.257903,738.269529,0.012856,0.009294,3.835006,0.466496,0.128903,0.15888,0.219649,0.037527,0.034893,0.031459,0.022486,0.050887,4936.00664,15.375594,1.003267,0.000866,sad
0.063219,0.048982,0.085981,0.076983,7.002498,1.340705,0.007225,1.524676,4.31162,9.041632,0.387007,0.15807,0.252049,0.687266,1.293375,0.016279,0.000025,0.28196,0.444968,0.546778,0.222468,0.214196,0.191871,0.188406,0.183152,0.166585,0.160923,0.139233,0.028023,1.142445,0.431784,0.453215,0.317739,0.273586,0.344842,0.449533,0.126668,0.140538,0.044718,0.085761,0.137644,0.19525,0.258197,10131.345976,0.014194,0.012266,4.400669,0.657739,0.154345,0.159312,0.179506,0.043197,0.049118,0.039486,0.031157,0.046364,4035.807859,10.287358,1.002676,0.000871,sad
0.14437,0.102073,0.256964,0.076939,2.703701,1.13494,0.065659,1.429777,3.627945,5.235835,0.531474,0.205524,0.355366,0.789023,1.378711,0.048003,0.000507,0.298019,0.40461,0.550137,0.234507,0.208556,0.20971,0.191248,0.166543,0.16712,0.154378,0.147678,0.033208,0.812294,0.406786,0.263946,0.219991,0.231059,0.255576,0.28126,0.085204,0.089657,0.052921,0.093275,0.141786,0.194178,0.260342,652.272891,0.017956,0.016112,3.208503,0.280118,0.089592,0.137869,0.148173,0.033676,0.029937,0.028229,0.023832,0.058125,23671.810389,46.175849,1.002354,0.000809,notsad
0.127421,0.09414,0.204383,0.080947,2.91143,0.860683,0.060877,1.421315,4.254258,5.907561,0.481062,0.205717,0.336862,0.783302,1.357403,0.033977,0.000028,0.283722,0.439276,0.596495,0.218694,0.228052,0.216518,0.2049,0.189867,0.177095,0.170932,0.169003,0.033591,0.822658,0.331571,0.467663,0.28381,0.287435,0.247123,0.322358,0.095679,0.117397,0.050424,0.090715,0.136184,0.187069,0.251307,1925.393067,0.013237,0.011536,4.098397,0.206793,0.099335,0.129557,0.114991,0.04155,0.044218,0.035553,0.022091,0.058765,6993.230356,21.600778,1.003377,0.000883,notsad
0.064953,0.045285,0.219937,0.095076,3.91902,1.140744,0.747457,1.522465,3.356219,5.92415,0.478725,0.13172,0.316822,0.754396,1.402749,0.039159,0.000299,0.301679,0.477778,0.581204,0.241975,0.230278,0.230228,0.205069,0.19021,0.177128,0.160588,0.155516,0.057618,1.432232,0.29903,0.21711,0.190421,0.281826,0.249198,0.333607,0.112782,0.100287,0.053925,0.093452,0.150803,0.198436,0.265794,4736.940041,0.023244,0.024306,3.625147,0.391099,0.134317,0.137374,0.211334,0.033978,0.036094,0.030688,0.027839,0.048942,9156.277742,33.881523,1.008289,0.001266,notsad
0.045332,0.02954,0.093159,0.083111,4.86854,1.679898,0.870841,1.495565,3.49455,4.825183,0.498948,0.100589,0.230111,0.808327,1.423582,0.025526,0.000031,0.300148,0.495669,0.640994,0.234532,0.205498,0.208067,0.201816,0.190943,0.186955,0.165691,0.163825,0.033441,1.071318,0.287921,0.269293,0.23469,0.170918,0.261123,0.329844,0.100038,0.099592,0.037116,0.097613,0.144947,0.196446,0.262256,238.00469,0.021122,0.018653,4.363862,0.499606,0.113974,0.144689,0.164725,0.027739,0.033083,0.035513,0.027537,0.061256,3432.906835,6.103022,1.007268,0.001287,notsad
0.102816,0.067219,0.144438,0.08229,4.041027,1.036833,0.499047,1.47346,3.994691,5.798727,0.518755,0.167154,0.302003,0.785582,1.403174,0.033648,0.000423,0.301729,0.429504,0.620314,0.215955,0.196905,0.218835,0.210018,0.193938,0.185429,0.174085,0.172137,0.033049,0.770812,0.296752,0.251287,0.172614,0.358345,0.238855,0.371678,0.07962,0.091094,0.038686,0.092487,0.142817,0.191395,0.256521,437.760826,0.013327,0.012153,3.449675,0.281939,0.092115,0.132507,0.104399,0.035946,0.030442,0.035206,0.020862,0.056697,13310.056284,89.955386,1.007131,0.001113,notsad
0.082683,0.052575,0.130045,0.07891,4.462768,1.562266,0.011386,1.428879,5.25298,5.80019,0.527093,0.167746,0.318469,0.737085,1.343487,0.020084,0.000241,0.292119,0.444457,0.601714,0.202336,0.202646,0.1961,0.184718,0.186526,0.177523,0.162405,0.160731,0.02857,0.750753,0.246733,0.297834,0.28347,0.148394,0.208964,0.388413,0.088199,0.097683,0.040423,0.085939,0.136329,0.190888,0.256898,1107.418051,0.005782,0.004851,3.501916,0.281309,0.098333,0.122125,0.130729,0.029184,0.038106,0.028726,0.021121,0.054309,14328.074402,65.416403,1.00478,0.000955,notsad
0.069481,0.05363,0.089237,0.080249,6.091024,1.750636,1.152002,1.473623,3.964522,6.215845,0.442272,0.126649,0.250721,0.74969,1.404948,0.047161,0.000038,0.289795,0.475409,0.549833,0.234089,0.21305,0.228908,0.200644,0.184268,0.197877,0.169709,0.167484,0.034216,0.930808,0.199678,0.239403,0.207795,0.202653,0.335433,0.275891,0.095649,0.100474,0.039805,0.091369,0.142445,0.20028,0.265372,57.893576,0.052756,0.051011,3.956848,0.695012,0.106419,0.147347,0.159927,0.03107,0.032378,0.027522,0.022559,0.054352,4643.476822,20.430049,1.004588,0.001014,notsad
0.047996,0.032058,0.082048,0.094379,5.960768,1.065056,0.798298,1.506014,4.156785,6.136737,0.422606,0.125407,0.248457,0.731037,1.388645,0.017481,0.000118,0.282841,0.444063,0.554459,0.243319,0.242672,0.24103,0.227551,0.218908,0.220542,0.20272,0.190095,0.034088,1.110106,0.367925,0.31581,0.286897,0.158033,0.261329,0.308375,0.079721,0.11363,0.034499,0.088738,0.137886,0.191021,0.253616,1963.16617,0.008218,0.006587,4.391081,0.452396,0.108054,0.118141,0.147629,0.032854,0.036685,0.033683,0.032434,0.052531,6653.582496,20.956964,1.00549,0.001283,notsad
0.110543,0.077138,0.176732,0.08094,2.964214,0.780926,0.15979,1.495473,4.311045,5.904505,0.421148,0.189339,0.347586,0.780105,1.382654,0.046745,0.000626,0.283858,0.452265,0.587894,0.232837,0.223904,0.217335,0.199666,0.181123,0.17213,0.165115,0.163831,0.044932,0.58017,0.21197,0.258607,0.232437,0.238107,0.285781,0.306763,0.08899,0.085574,0.044093,0.094964,0.139767,0.196409,0.260266,771.973905,0.016766,0.017229,3.648177,0.355424,0.104354,0.128039,0.195031,0.029181,0.028191,0.025897,0.021591,0.051393,14984.234003,56.9315,1.005928,0.001128,notsad
0.110543,0.077138,0.176732,0.08094,2.964214,0.780926,0.15979,1.495473,4.311045,5.904505,0.421148,0.189339,0.347586,0.780105,1.382654,0.046745,0.000626,0.283858,0.452265,0.587894,0.232837,0.223904,0.217335,0.199666,0.181123,0.17213,0.165115,0.163831,0.044932,0.58017,0.21197,0.258607,0.232437,0.238107,0.285781,0.306763,0.08899,0.085574,0.044093,0.094964,0.139767,0.196409,0.260266,771.973905,0.016766,0.017229,3.648177,0.355424,0.104354,0.128039,0.195031,0.029181,0.028191,0.025897,0.021591,0.051393,14984.234003,56.9315,1.005928,0.001128,notsad
0.070715,0.055507,0.103309,0.081455,6.708365,0.517938,0.270765,1.547578,4.062561,7.148652,0.496007,0.157371,0.259641,0.737943,1.406313,0.037204,0.000067,0.27523,0.479881,0.600668,0.228176,0.227056,0.205963,0.192506,0.181966,0.180697,0.168417,0.156599,0.031,0.880168,0.198593,0.202501,0.248063,0.210993,0.281927,0.364604,0.093724,0.090048,0.031737,0.086089,0.141763,0.194944,0.263155,1048.371231,0.035226,0.032205,3.948277,0.513108,0.108429,0.148111,0.140819,0.026345,0.027614,0.027263,0.02027,0.055645,7027.51431,20.9429,1.004133,0.001039,notsad
0.094116,0.066943,0.177489,0.088571,3.517955,0.560186,0.33413,1.501927,4.176552,6.364204,0.524876,0.19518,0.346115,0.746594,1.378383,0.042434,0.000407,0.300427,0.456681,0.648966,0.225805,0.226857,0.222468,0.212272,0.199326,0.199342,0.193141,0.174376,0.06301,0.725214,0.247815,0.298854,0.219363,0.168625,0.251995,0.328149,0.101541,0.08715,0.045603,0.087922,0.141375,0.19335,0.254837,567.285958,0.015924,0.013288,3.584832,0.318019,0.105252,0.171889,0.106164,0.028757,0.027513,0.027635,0.015693,0.054955,11096.531074,43.300016,1.006657,0.001135,notsad
0.046369,0.025261,0.069949,0.081878,3.670347,1.629581,0.241827,1.481467,3.394157,5.934731,0.562864,0.104296,0.328737,0.774954,1.354582,0.015881,0.00044,0.300337,0.461257,0.585309,0.214416,0.211115,0.203957,0.189265,0.178705,0.163784,0.161031,0.16054,0.031646,1.26611,0.250959,0.16555,0.174962,0.18853,0.239435,0.315086,0.100783,0.087687,0.052521,0.09513,0.140115,0.18927,0.258272,677.293634,0.009758,0.008405,3.544037,0.339862,0.105798,0.139648,0.139197,0.030234,0.032982,0.029918,0.021973,0.055191,12111.001909,36.682259,1.00459,0.00101,notsad
0.115355,0.080502,0.202026,0.086162,3.276836,0.854872,0.249457,1.427533,4.398822,7.037606,0.580932,0.185014,0.345291,0.790261,1.387743,0.05074,0.000124,0.289818,0.473836,0.578206,0.243317,0.201577,0.219186,0.199261,0.202758,0.20342,0.181922,0.163493,0.050078,1.014863,0.170544,0.166214,0.158981,0.127642,0.240713,0.334822,0.104476,0.10878,0.043718,0.091569,0.138568,0.194945,0.260381,329.998552,0.021883,0.024537,3.902004,0.411936,0.116572,0.136984,0.118046,0.037678,0.031811,0.044017,0.019999,0.058907,8560.764039,73.270263,1.009041,0.001191,notsad
0.115355,0.080502,0.202026,0.086162,3.276836,0.854872,0.249457,1.427533,4.398822,7.037606,0.580932,0.185014,0.345291,0.790261,1.387743,0.05074,0.000124,0.289818,0.473836,0.578206,0.243317,0.201577,0.219186,0.199261,0.202758,0.20342,0.181922,0.163493,0.050078,1.014863,0.170544,0.166214,0.158981,0.127642,0.240713,0.334822,0.104476,0.10878,0.043718,0.091569,0.138568,0.194945,0.260381,329.998552,0.021883,0.024537,3.902004,0.411936,0.116572,0.136984,0.118046,0.037678,0.031811,0.044017,0.019999,0.058907,8560.764039,73.270263,1.009041,0.001191,notsad
0.061724,0.039226,0.09123,0.082423,4.665133,1.442888,-0.15874,1.577137,4.026966,6.425488,0.485965,0.138514,0.283828,0.768701,1.350568,0.030353,0.000372,0.291251,0.447693,0.599571,0.216699,0.214767,0.189661,0.191173,0.180589,0.179329,0.174607,0.165221,0.03475,0.71787,0.161563,0.194666,0.173087,0.13785,0.229393,0.386385,0.100695,0.076898,0.034823,0.091429,0.138674,0.189514,0.266592,444.955482,0.020116,0.0205,3.611476,0.320123,0.117446,0.149196,0.132,0.027892,0.031002,0.026614,0.018266,0.051946,11441.667192,45.417768,1.007178,0.001124,notsad
0.183334,0.149242,0.391519,0.08339,1.185929,0.803291,0.69018,1.571314,5.281028,6.043386,0.513662,0.225041,0.397024,0.83087,1.442615,0.108394,0.000334,0.293614,0.520315,0.452038,0.230168,0.234426,0.216577,0.205816,0.195027,0.211864,0.21914,0.183247,0.074692,0.96404,0.434803,0.434298,0.333743,0.1503,0.278883,0.282498,0.10476,0.092056,0.048499,0.112532,0.151053,0.199562,0.263982,141.568829,0.03216,0.037836,3.433682,0.589973,0.103531,0.123957,0.114472,0.030759,0.030623,0.037015,0.028266,0.054461,8583.436414,110.48095,1.013613,0.001781,notsad
0.183334,0.149242,0.391519,0.08339,1.185929,0.803291,0.69018,1.571314,5.281028,6.043386,0.513662,0.225041,0.397024,0.83087,1.442615,0.108394,0.000334,0.293614,0.520315,0.452038,0.230168,0.234426,0.216577,0.205816,0.195027,0.211864,0.21914,0.183247,0.074692,0.96404,0.434803,0.434298,0.333743,0.1503,0.278883,0.282498,0.10476,0.092056,0.048499,0.112532,0.151053,0.199562,0.263982,141.568829,0.03216,0.037836,3.433682,0.589973,0.103531,0.123957,0.114472,0.030759,0.030623,0.037015,0.028266,0.054461,8583.436414,110.48095,1.013613,0.001781,notsad
0.080803,0.05859,0.191428,0.081301,5.406909,1.696763,-0.012314,1.454231,5.586751,8.979217,0.53568,0.170533,0.307684,0.674274,1.231725,0.028585,0.000562,0.282313,0.426907,0.472078,0.216646,0.208884,0.197683,0.183103,0.179525,0.172941,0.151942,0.144932,0.034767,1.551497,0.274025,0.542344,0.482242,0.211377,0.280316,0.231586,0.101823,0.091929,0.048874,0.08875,0.130414,0.185461,0.248325,14985.948474,0.018389,0.017731,3.607766,0.548478,0.09062,0.153797,0.148024,0.037132,0.038509,0.033269,0.049323,0.049699,12272.582678,66.752081,1.005705,0.000974,notsad
0.111613,0.070405,0.180088,0.078639,3.176354,1.408912,0.352417,1.529919,4.326695,5.799752,0.418871,0.160099,0.336905,0.812286,1.427977,0.036427,0.000181,0.278794,0.426247,0.550809,0.22331,0.217835,0.214922,0.203363,0.179365,0.18336,0.173855,0.162673,0.033943,0.777185,0.326191,0.39166,0.240933,0.186055,0.280829,0.333522,0.097324,0.099171,0.043895,0.094196,0.146818,0.197192,0.262048,119.002571,0.018649,0.016871,3.4366,0.240369,0.097184,0.117534,0.140279,0.032094,0.039355,0.037027,0.020466,0.060587,11184.946615,26.207904,1.003737,0.000867,notsad
0.112313,0.084201,0.18217,0.081707,3.941805,0.471154,-0.910181,1.515627,5.325835,8.042478,0.507425,0.201429,0.314262,0.796232,1.304353,0.041938,0.000278,0.286981,0.440769,0.561481,0.205044,0.190855,0.19966,0.197092,0.181218,0.169435,0.157618,0.158458,0.037589,0.829492,0.370616,0.501429,0.384853,0.307387,0.229596,0.335808,0.087724,0.103829,0.044018,0.089869,0.134331,0.18895,0.256901,870.12294,0.025864,0.021987,3.536563,0.283817,0.117539,0.131918,0.144865,0.0286,0.031785,0.035816,0.023796,0.063014,9539.885568,29.204137,1.003647,0.000952,notsad
0.112313,0.084201,0.18217,0.081707,3.941805,0.471154,-0.910181,1.515627,5.325835,8.042478,0.507425,0.201429,0.314262,0.796232,1.304353,0.041938,0.000278,0.286981,0.440769,0.561481,0.205044,0.190855,0.19966,0.197092,0.181218,0.169435,0.157618,0.158458,0.037589,0.829492,0.370616,0.501429,0.384853,0.307387,0.229596,0.335808,0.087724,0.103829,0.044018,0.089869,0.134331,0.18895,0.256901,870.12294,0.025864,0.021987,3.536563,0.283817,0.117539,0.131918,0.144865,0.0286,0.031785,0.035816,0.023796,0.063014,9539.885568,29.204137,1.003647,0.000952,notsad
0.049244,0.036796,0.066475,0.076923,8.63099,0.808808,0.280797,1.431537,5.727864,6.041073,0.355002,0.132919,0.223621,0.684909,1.379329,0.014897,0.000056,0.28311,0.423029,0.489892,0.199441,0.189142,0.163891,0.188749,0.145806,0.139407,0.149162,0.168652,0.024119,1.728208,0.350834,0.412805,0.480539,0.255499,0.346947,0.34203,0.100219,0.109981,0.037377,0.104291,0.166631,0.199037,0.260829,4832.272446,0.021729,0.017949,3.791006,0.820912,0.108279,0.155042,0.217633,0.033397,0.042997,0.055824,0.047287,0.050311,6069.944927,15.063458,1.00259,0.000841,notsad
0.106388,0.063576,0.168171,0.077163,3.236209,1.185002,0.717624,1.471921,3.588484,6.23797,0.503975,0.182755,0.350474,0.78852,1.408243,0.026532,0.000478,0.290034,0.443538,0.649775,0.21424,0.22885,0.220597,0.219595,0.199786,0.182034,0.153118,0.155042,0.033434,0.57304,0.192126,0.158238,0.234692,0.262272,0.24522,0.345421,0.102198,0.099719,0.040211,0.090425,0.140619,0.19688,0.264415,62.230153,0.009089,0.006862,3.090995,0.192581,0.099795,0.16165,0.149718,0.034353,0.032286,0.024576,0.026657,0.058412,21649.83923,75.468612,1.003648,0.000914,notsad
0.04274,0.038378,0.0528,0.093383,9.416657,1.715334,0.368627,1.462279,4.59503,5.721287,0.381326,0.119731,0.186631,0.645523,1.273087,0.019424,0.000025,0.276759,0.410516,0.542359,0.167205,0.174125,0.168226,0.158785,0.168244,0.149937,0.140353,0.143702,0.023252,2.43194,0.369473,0.559815,0.452195,0.508269,0.345139,0.416701,0.19691,0.167234,0.035572,0.106544,0.144852,0.201427,0.26585,9923.494846,0.039322,0.038504,4.535137,0.595055,0.173586,0.247603,0.160747,0.037802,0.055329,0.053994,0.078808,0.055368,3378.67645,9.830687,1.003043,0.000867,notsad
0.04274,0.038378,0.0528,0.093383,9.416657,1.715334,0.368627,1.462279,4.59503,5.721287,0.381326,0.119731,0.186631,0.645523,1.273087,0.019424,0.000025,0.276759,0.410516,0.542359,0.167205,0.174125,0.168226,0.158785,0.168244,0.149937,0.140353,0.143702,0.023252,2.43194,0.369473,0.559815,0.452195,0.508269,0.345139,0.416701,0.19691,0.167234,0.035572,0.106544,0.144852,0.201427,0.26585,9923.494846,0.039322,0.038504,4.535137,0.595055,0.173586,0.247603,0.160747,0.037802,0.055329,0.053994,0.078808,0.055368,3378.67645,9.830687,1.003043,0.000867,notsad
0.04274,0.038378,0.0528,0.093383,9.416657,1.715334,0.368627,1.462279,4.59503,5.721287,0.381326,0.119731,0.186631,0.645523,1.273087,0.019424,0.000025,0.276759,0.410516,0.542359,0.167205,0.174125,0.168226,0.158785,0.168244,0.149937,0.140353,0.143702,0.023252,2.43194,0.369473,0.559815,0.452195,0.508269,0.345139,0.416701,0.19691,0.167234,0.035572,0.106544,0.144852,0.201427,0.26585,9923.494846,0.039322,0.038504,4.535137,0.595055,0.173586,0.247603,0.160747,0.037802,0.055329,0.053994,0.078808,0.055368,3378.67645,9.830687,1.003043,0.000867,notsad
0.093201,0.061784,0.141079,0.079829,3.916303,1.216146,-0.024601,1.501255,4.271943,6.022517,0.501307,0.157842,0.304907,0.799634,1.376772,0.037049,0.000133,0.300806,0.479132,0.612162,0.237244,0.231246,0.215381,0.189357,0.177181,0.172615,0.17544,0.171726,0.031413,1.036821,0.342041,0.228734,0.184573,0.312873,0.289996,0.318285,0.10953,0.107816,0.0464,0.09503,0.141631,0.190679,0.25773,1273.16578,0.029757,0.030485,3.525968,0.508544,0.126981,0.149023,0.133813,0.036149,0.030385,0.032739,0.029173,0.057849,11404.378165,44.591663,1.004085,0.000955,notsad
0.119591,0.086307,0.19492,0.08586,2.220008,1.147881,0.223099,1.461689,3.92858,6.287728,0.504709,0.185319,0.362433,0.798987,1.411144,0.056819,0.000076,0.26744,0.439151,0.613034,0.242804,0.212207,0.227448,0.219364,0.198798,0.194667,0.183977,0.182533,0.062541,0.623027,0.207347,0.302834,0.286891,0.234162,0.257206,0.293629,0.10116,0.135559,0.047471,0.09806,0.144668,0.193482,0.261069,178.840601,0.017235,0.016304,3.831161,0.338973,0.112382,0.129955,0.140371,0.030626,0.028632,0.033485,0.015046,0.053335,5403.811986,61.627523,1.012067,0.001464,notsad
0.040086,0.026298,0.046597,0.081705,6.990649,1.366362,0.343404,1.639886,5.239707,7.425105,0.389777,0.135465,0.238372,0.702571,1.324029,0.009055,0.000214,0.254605,0.449646,0.559818,0.211412,0.185289,0.179796,0.175307,0.164185,0.141477,0.125418,0.132046,0.020713,1.110931,0.357564,0.504884,0.304156,0.43419,0.275314,0.526323,0.111574,0.107117,0.031882,0.088982,0.136237,0.198014,0.263838,2158.815768,0.005302,0.003657,3.632345,0.554076,0.103331,0.136698,0.175768,0.039954,0.042852,0.03919,0.036441,0.050621,10754.113991,43.522363,1.004219,0.000956,notsad
0.040086,0.026298,0.046597,0.081705,6.990649,1.366362,0.343404,1.639886,5.239707,7.425105,0.389777,0.135465,0.238372,0.702571,1.324029,0.009055,0.000214,0.254605,0.449646,0.559818,0.211412,0.185289,0.179796,0.175307,0.164185,0.141477,0.125418,0.132046,0.020713,1.110931,0.357564,0.504884,0.304156,0.43419,0.275314,0.526323,0.111574,0.107117,0.031882,0.088982,0.136237,0.198014,0.263838,2158.815768,0.005302,0.003657,3.632345,0.554076,0.103331,0.136698,0.175768,0.039954,0.042852,0.03919,0.036441,0.050621,10754.113991,43.522363,1.004219,0.000956,notsad
0.095752,0.069084,0.143879,0.083981,4.356591,0.963583,0.019652,1.499781,4.414539,6.814581,0.484304,0.185662,0.310615,0.752321,1.35476,0.035587,0.000089,0.290599,0.455282,0.616059,0.22359,0.216496,0.22103,0.201457,0.18409,0.181998,0.169639,0.168087,0.038324,0.949556,0.351757,0.328857,0.438684,0.299934,0.263,0.391082,0.089404,0.129327,0.049065,0.086666,0.13794,0.189365,0.255553,1478.257506,0.021568,0.019939,3.912108,0.382504,0.099637,0.143734,0.147071,0.033202,0.041629,0.033887,0.021966,0.058358,7019.244291,22.379263,1.005333,0.001059,notsad
0.045557,0.035224,0.061377,0.078256,9.220519,1.055519,-0.227516,1.488532,4.359908,6.218931,0.381773,0.137357,0.204963,0.629169,1.254133,0.014025,0.000177,0.282437,0.32742,0.452489,0.199492,0.168335,0.148589,0.157985,0.1266,0.124582,0.119536,0.121507,0.018281,1.703579,0.464888,0.434966,0.200482,0.424878,0.309335,0.327564,0.115185,0.112821,0.026557,0.095001,0.142848,0.184548,0.256625,6687.346658,0.018534,0.014693,4.131641,0.879503,0.138684,0.17212,0.169395,0.044032,0.042011,0.037747,0.041426,0.047912,8353.460855,23.112715,1.003076,0.000876,notsad
0.045557,0.035224,0.061377,0.078256,9.220519,1.055519,-0.227516,1.488532,4.359908,6.218931,0.381773,0.137357,0.204963,0.629169,1.254133,0.014025,0.000177,0.282437,0.32742,0.452489,0.199492,0.168335,0.148589,0.157985,0.1266,0.124582,0.119536,0.121507,0.018281,1.703579,0.464888,0.434966,0.200482,0.424878,0.309335,0.327564,0.115185,0.112821,0.026557,0.095001,0.142848,0.184548,0.256625,6687.346658,0.018534,0.014693,4.131641,0.879503,0.138684,0.17212,0.169395,0.044032,0.042011,0.037747,0.041426,0.047912,8353.460855,23.112715,1.003076,0.000876,notsad
0.045557,0.035224,0.061377,0.078256,9.220519,1.055519,-0.227516,1.488532,4.359908,6.218931,0.381773,0.137357,0.204963,0.629169,1.254133,0.014025,0.000177,0.282437,0.32742,0.452489,0.199492,0.168335,0.148589,0.157985,0.1266,0.124582,0.119536,0.121507,0.018281,1.703579,0.464888,0.434966,0.200482,0.424878,0.309335,0.327564,0.115185,0.112821,0.026557,0.095001,0.142848,0.184548,0.256625,6687.346658,0.018534,0.014693,4.131641,0.879503,0.138684,0.17212,0.169395,0.044032,0.042011,0.037747,0.041426,0.047912,8353.460855,23.112715,1.003076,0.000876,notsad
0.083707,0.062671,0.129182,0.086351,5.698787,0.970552,0.10116,1.508487,4.511477,6.544437,0.464092,0.178406,0.30321,0.701506,1.298451,0.029598,0.000161,0.283004,0.470664,0.496992,0.242429,0.217629,0.229439,0.208849,0.185978,0.175976,0.167891,0.151322,0.042788,0.995328,0.505515,0.22464,0.255775,0.252945,0.253877,0.358401,0.140663,0.144267,0.03921,0.081862,0.136971,0.190336,0.256782,1633.15262,0.012611,0.009907,4.26057,0.407094,0.11006,0.158407,0.146547,0.035034,0.038343,0.040679,0.027871,0.05367,7351.458275,49.155581,1.007934,0.001384,notsad
0.083707,0.062671,0.129182,0.086351,5.698787,0.970552,0.10116,1.508487,4.511477,6.544437,0.464092,0.178406,0.30321,0.701506,1.298451,0.029598,0.000161,0.283004,0.470664,0.496992,0.242429,0.217629,0.229439,0.208849,0.185978,0.175976,0.167891,0.151322,0.042788,0.995328,0.505515,0.22464,0.255775,0.252945,0.253877,0.358401,0.140663,0.144267,0.03921,0.081862,0.136971,0.190336,0.256782,1633.15262,0.012611,0.009907,4.26057,0.407094,0.11006,0.158407,0.146547,0.035034,0.038343,0.040679,0.027871,0.05367,7351.458275,49.155581,1.007934,0.001384,notsad
0.083707,0.062671,0.129182,0.086351,5.698787,0.970552,0.10116,1.508487,4.511477,6.544437,0.464092,0.178406,0.30321,0.701506,1.298451,0.029598,0.000161,0.283004,0.470664,0.496992,0.242429,0.217629,0.229439,0.208849,0.185978,0.175976,0.167891,0.151322,0.042788,0.995328,0.505515,0.22464,0.255775,0.252945,0.253877,0.358401,0.140663,0.144267,0.03921,0.081862,0.136971,0.190336,0.256782,1633.15262,0.012611,0.009907,4.26057,0.407094,0.11006,0.158407,0.146547,0.035034,0.038343,0.040679,0.027871,0.05367,7351.458275,49.155581,1.007934,0.001384,notsad
