@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {sad,notsad}

@data
5.069639,1.443833,0.914521,0.898036,19.31623,5.260877,0.004983,861.9298,0.003662,623.8671,368331,notsad
3.937046,1.26586,0.503243,0.869163,72.56228,5.612521,0.009541,10939.2,0.002536,496.2645,154594.6,notsad
3.937046,1.26586,0.503243,0.869163,72.56228,5.612521,0.009541,10939.2,0.002536,496.2645,154594.6,notsad
4.880401,1.374076,1.029236,0.902716,65.37017,5.808719,0.006374,2405.98,0.003058,366.7553,51717.62,notsad
4.880401,1.374076,1.029236,0.902716,65.37017,5.808719,0.006374,2405.98,0.003058,366.7553,51717.62,notsad
4.880401,1.374076,1.029236,0.902716,65.37017,5.808719,0.006374,2405.98,0.003058,366.7553,51717.62,notsad
6.091701,1.605879,0.852046,0.885796,33.91592,4.558989,0.008598,1434.803,0.005422,1229.532,444002.9,notsad
6.045794,1.671952,0.681941,0.88479,13.7937,3.881248,0.015705,310.577,0.000836,600.4045,296171.3,notsad
5.770525,1.503647,0.978129,0.899652,46.08124,5.098013,0.012192,6671.445,0.006463,631.9531,131152.3,notsad
5.770525,1.503647,0.978129,0.899652,46.08124,5.098013,0.012192,6671.445,0.006463,631.9531,131152.3,notsad
6.189179,1.488937,1.124654,0.899727,156.5869,5.833664,0.010535,13341.76,0.002461,697.3229,509705.6,notsad
6.254381,1.527104,1.226191,0.902236,26.48163,5.353251,0.01402,1115.842,0.003097,961.3209,196401.5,notsad
5.224477,1.425692,0.994218,0.901991,52.70387,5.529702,0.009308,1693.373,0.004584,495.393,46604.75,notsad
5.857807,1.407111,1.648519,0.89605,100.0234,6.072183,0.017786,8320.24,0.003046,600.7339,57134.05,notsad
6.355222,1.521852,1.461705,0.896642,54.9183,5.572732,0.01337,7749.863,0.003327,738.7858,360509.7,notsad
4.79678,1.399224,0.71682,0.897542,73.58806,5.460298,0.013023,4708.248,0.003766,415.0912,206255.9,notsad
4.79678,1.399224,0.71682,0.897542,73.58806,5.460298,0.013023,4708.248,0.003766,415.0912,206255.9,notsad
4.79678,1.399224,0.71682,0.897542,73.58806,5.460298,0.013023,4708.248,0.003766,415.0912,206255.9,notsad
4.79678,1.399224,0.71682,0.897542,73.58806,5.460298,0.013023,4708.248,0.003766,415.0912,206255.9,notsad
4.29546,1.259842,0.696644,0.888329,117.8099,6.362303,0.003987,5506.341,0.00172,441.1463,44650.58,notsad
5.763101,1.498627,1.122203,0.891773,18.96289,5.426343,0.016139,1555.94,0.00335,864.4428,296573,notsad
3.659915,1.225658,0.593103,0.893709,46.29536,5.743023,0.002836,2466.354,0.005239,178.518,11205.07,notsad
4.911323,1.335947,0.888143,0.89149,168.8532,6.155882,0.011921,16787.09,0.002531,617.1582,217110.2,notsad
4.671966,1.315297,0.965418,0.901684,108.8899,6.004067,0.006598,4068.678,0.004196,550.1719,23153.58,notsad
5.774409,1.518377,1.153582,0.902111,36.75581,5.157303,0.012138,2289.923,0.004677,695.9775,701661.6,notsad
6.323073,1.559772,1.303576,0.887347,57.35276,4.955803,0.014504,2509.446,0.004378,840.4328,137643.9,notsad
6.323073,1.559772,1.303576,0.887347,57.35276,4.955803,0.014504,2509.446,0.004378,840.4328,137643.9,notsad
6.323073,1.559772,1.303576,0.887347,57.35276,4.955803,0.014504,2509.446,0.004378,840.4328,137643.9,notsad
6.07657,1.483344,1.447538,0.894385,49.62952,5.586073,0.010891,2192.15,0.006677,873.3383,235733.4,notsad
5.737449,1.498739,1.130283,0.896257,35.26219,5.113477,0.010552,1661.047,0.005107,851.2426,219965.9,notsad
5.222377,1.478536,0.831857,0.888808,37.99405,4.956841,0.007731,1560.036,0.004219,600.4154,356908.6,notsad
5.390289,1.399247,1.085412,0.902206,63.48364,5.891057,0.00998,3843.619,0.002862,635.3813,233465.1,notsad
5.390289,1.399247,1.085412,0.902206,63.48364,5.891057,0.00998,3843.619,0.002862,635.3813,233465.1,notsad
4.634742,1.405386,0.719161,0.90259,60.25821,5.278215,0.006433,2781.523,0.003875,258.5176,54709.31,notsad
4.842848,1.329875,1.024385,0.895195,114.4259,6.183227,0.008149,9112.51,0.004935,623.5244,90180.4,notsad
4.152669,1.264377,0.578456,0.881399,97.4366,6.159069,0.002641,4024.179,0.002331,469.4949,584001.5,notsad
5.343727,1.40473,1.060756,0.896865,46.71865,5.726209,0.006634,1928.392,0.004721,779.0966,50493.91,notsad
5.343727,1.40473,1.060756,0.896865,46.71865,5.726209,0.006634,1928.392,0.004721,779.0966,50493.91,notsad
5.947084,1.49943,1.145207,0.898877,62.48883,5.31117,0.010133,3188.879,0.004164,724.3481,66162.13,notsad
6.434427,1.547454,1.21235,0.89449,75.96813,5.20199,0.040995,6586.63,0.003175,923.0846,112994.4,notsad
6.434427,1.547454,1.21235,0.89449,75.96813,5.20199,0.040995,6586.63,0.003175,923.0846,112994.4,notsad
3.919965,1.18909,0.728485,0.88599,192.3856,6.700689,0.010072,15862.35,0.005609,492.8964,84458.77,notsad
4.962348,1.372217,0.72818,0.894097,34.17953,5.823538,0.004623,1084.634,0.002445,651.1419,121730.7,notsad
4.558126,1.330457,0.666199,0.884673,5.038738,5.514094,0.005697,104.6973,0.005747,607.5722,121657.1,notsad
4.558126,1.330457,0.666199,0.884673,5.038738,5.514094,0.005697,104.6973,0.005747,607.5722,121657.1,notsad
4.703869,1.324021,0.892832,0.888366,137.5,6.019067,0.022235,19393.08,0.00457,753.3265,466689.1,notsad
4.703869,1.324021,0.892832,0.888366,137.5,6.019067,0.022235,19393.08,0.00457,753.3265,466689.1,notsad
6.540439,1.600211,1.130495,0.896778,52.52333,4.858698,0.008746,4393.826,0.003726,1016.456,311853,notsad
4.753037,1.384453,0.764152,0.888196,66.51247,5.494068,0.010388,4195.803,0.004333,589.979,393410.7,notsad
4.875517,1.333104,1.24119,0.897743,120.3442,6.28494,0.016333,14964.35,0.002143,452.5185,47185.26,notsad
6.524152,1.549462,1.299318,0.898036,36.06784,5.256334,0.023139,1923.391,0.003219,1103.728,64437.88,notsad
6.338788,1.589707,1.197064,0.900245,31.066,4.873022,0.017796,1902.008,0.004262,1168.797,625495.5,notsad
6.338788,1.589707,1.197064,0.900245,31.066,4.873022,0.017796,1902.008,0.004262,1168.797,625495.5,notsad
6.338788,1.589707,1.197064,0.900245,31.066,4.873022,0.017796,1902.008,0.004262,1168.797,625495.5,notsad
5.385904,1.459696,0.897589,0.891975,34.06821,5.322289,0.010216,1358.761,0.0035,657.5709,54766.47,notsad
5.385904,1.459696,0.897589,0.891975,34.06821,5.322289,0.010216,1358.761,0.0035,657.5709,54766.47,notsad
4.301569,1.294458,0.547769,0.878738,35.25223,5.762383,0.004328,1562.66,0.001978,407.8473,99164.65,notsad
3.2193,1.120191,0.897592,0.883678,80.40698,6.487825,0.005127,2599.604,0.001846,230.1995,17115.16,notsad
4.498494,1.219506,1.096317,0.8864,33.73161,7.642626,0.00259,771.3474,0.003192,386.3001,55627.42,notsad
4.126602,1.260169,0.94897,0.896309,13.70494,5.982737,0.004588,484.6476,0.003761,249.9736,61163.39,notsad
6.259544,1.522132,1.238836,0.896539,63.50377,5.376111,0.008804,5145.655,0.003716,828.3929,260329.7,notsad
3.806905,1.249064,0.4321,0.873301,42.91168,5.61071,0.004138,1111.445,0.004366,491.8223,92015.46,notsad
3.806905,1.249064,0.4321,0.873301,42.91168,5.61071,0.004138,1111.445,0.004366,491.8223,92015.46,notsad
3.806905,1.249064,0.4321,0.873301,42.91168,5.61071,0.004138,1111.445,0.004366,491.8223,92015.46,notsad
3.48089,1.120005,0.636227,0.8669,187.7205,7.494149,0.007014,17650.03,0.002634,340.6489,22294.17,notsad
4.16298,1.209744,1.172067,0.878332,27.68218,7.158593,0.007105,755.4146,0.00609,414.5472,17908.96,notsad
4.518703,1.26888,1.344403,0.899846,141.5002,6.309238,0.013258,5919.586,0.003035,459.1787,15680.18,notsad
4.340451,1.274118,0.79603,0.883856,98.03571,6.291967,0.009455,6782.915,0.001614,468.5796,68546.76,notsad
4.301819,1.366938,0.527723,0.898274,134.6531,4.805814,0.013899,10985.25,0.003012,459.6081,91728.62,notsad
4.070957,1.19846,1.019712,0.881828,147.7706,7.002161,0.013727,13379.3,0.002959,538.6737,59450.85,notsad
5.590025,1.493605,0.878378,0.896075,42.61003,5.12039,0.010423,1520.067,0.003776,821.9623,650234.2,notsad
5.324249,1.47694,0.863447,0.901897,39.28129,5.104804,0.006446,1136.274,0.005502,517.436,101384.7,notsad
5.771839,1.475545,0.748805,0.893182,62.01995,5.379165,0.006339,2251.866,0.002525,695.1059,224446.4,notsad
5.771839,1.475545,0.748805,0.893182,62.01995,5.379165,0.006339,2251.866,0.002525,695.1059,224446.4,notsad
5.771839,1.475545,0.748805,0.893182,62.01995,5.379165,0.006339,2251.866,0.002525,695.1059,224446.4,notsad
5.771839,1.475545,0.748805,0.893182,62.01995,5.379165,0.006339,2251.866,0.002525,695.1059,224446.4,notsad
4.520366,1.295265,0.916054,0.889382,59.47967,6.066362,0.013277,2238.984,0.006218,524.2406,40212.31,notsad
4.520366,1.295265,0.916054,0.889382,59.47967,6.066362,0.013277,2238.984,0.006218,524.2406,40212.31,notsad
3.622426,1.1912,0.499756,0.875392,63.08987,6.297386,0.006407,2889.007,0.003431,411.9623,94055.68,notsad
5.204191,1.391384,1.15292,0.906212,66.90185,5.877834,0.00764,2858.443,0.002852,442.2269,36390.27,notsad
4.354219,1.256842,1.046601,0.895298,204.1397,6.589581,0.015638,15109.27,0.003328,298.6182,163553.2,notsad
3.302787,1.135893,0.410492,0.853508,78.8806,6.497687,0.011292,4729.115,0.004924,454.1977,36012.04,notsad
2.811514,1.026385,0.575815,0.858603,219.709,7.665655,0.012064,14058.32,0.001395,411.1086,116545.6,notsad
3.792696,1.306007,0.458041,0.872767,20.40493,4.942139,0.007002,431.3136,0.004054,588.9131,501523,notsad
3.792696,1.306007,0.458041,0.872767,20.40493,4.942139,0.007002,431.3136,0.004054,588.9131,501523,notsad
4.698762,1.286189,1.003521,0.890433,118.7359,6.620364,0.008057,9256.525,0.001992,497.7503,217258.8,notsad
4.698762,1.286189,1.003521,0.890433,118.7359,6.620364,0.008057,9256.525,0.001992,497.7503,217258.8,notsad
5.094339,1.403113,0.704862,0.881129,61.86778,5.439697,0.003599,1952.656,0.002239,786.2035,45133.17,notsad
5.231172,1.36556,1.118776,0.893384,110.3818,6.114261,0.0191,8336.209,0.004015,913.0019,40363.7,notsad
4.76288,1.329818,0.988325,0.901746,82.84793,5.971395,0.011994,12352.69,0.004873,547.3149,45225.65,notsad
5.157029,1.410877,0.705958,0.887055,65.54514,5.544396,0.007713,2606.794,0.001881,727.1942,247927.3,notsad
4.798442,1.365175,1.071225,0.896146,39.84261,5.817527,0.005842,1976.879,0.005649,630.9762,249617.8,notsad
4.988063,1.380785,0.88498,0.902487,39.08897,5.748999,0.007132,954.5178,0.00369,388.5159,56453.59,notsad
4.988063,1.380785,0.88498,0.902487,39.08897,5.748999,0.007132,954.5178,0.00369,388.5159,56453.59,notsad
5.980118,1.516578,1.213905,0.901943,37.01101,5.223774,0.013937,3000.76,0.004514,828.9324,231331.4,notsad
3.503975,1.166386,0.557445,0.876874,133.4156,6.541514,0.006475,15698.9,0.002322,377.753,212688.1,notsad
3.503975,1.166386,0.557445,0.876874,133.4156,6.541514,0.006475,15698.9,0.002322,377.753,212688.1,notsad
5.14351,1.423656,0.82421,0.900406,183.3713,5.318598,0.016882,14624.04,0.002114,648.0649,223074.8,notsad
5.14351,1.423656,0.82421,0.900406,183.3713,5.318598,0.016882,14624.04,0.002114,648.0649,223074.8,notsad
4.616615,1.2258,0.974065,0.873325,167.415,7.633121,0.006646,14153.31,0.006864,496.5853,215313.5,notsad
5.374136,1.431305,0.922797,0.899015,37.79317,5.503775,0.009961,1619.68,0.002218,501.7781,167000.6,notsad
6.279514,1.509499,1.334992,0.903752,50.01596,5.504524,0.011394,1910.133,0.003693,728.8776,86351.68,notsad
5.17983,1.497559,0.72345,0.902286,38.72944,4.533344,0.016913,1596.142,0.002886,539.3978,148836.3,notsad
5.17983,1.497559,0.72345,0.902286,38.72944,4.533344,0.016913,1596.142,0.002886,539.3978,148836.3,notsad
6.601814,1.660068,1.039328,0.898215,18.2622,4.464993,0.015102,791.4097,0.006767,1218.678,754817.2,notsad
6.197018,1.578177,1.003353,0.90377,27.48977,4.989632,0.014291,1813.874,0.002963,881.4828,258123.2,notsad
6.197018,1.578177,1.003353,0.90377,27.48977,4.989632,0.014291,1813.874,0.002963,881.4828,258123.2,notsad
6.197018,1.578177,1.003353,0.90377,27.48977,4.989632,0.014291,1813.874,0.002963,881.4828,258123.2,notsad
4.315806,1.260717,0.690287,0.881807,110.1934,6.526379,0.004953,6399.864,0.002156,394.3199,150290.6,notsad
6.629521,1.592125,1.239226,0.892991,46.72142,4.938046,0.012148,3526.15,0.002797,967.2645,308240.7,notsad
5.130925,1.386615,1.274914,0.900891,74.89592,5.665152,0.018137,8550.201,0.006167,486.7113,60992.71,notsad
5.362177,1.490846,0.721269,0.897088,203.8761,4.904779,0.038974,49600.34,0.004201,565.4542,129698.9,notsad
5.476145,1.487868,0.860858,0.88401,59.87889,5.012335,0.004603,5140.778,0.002847,588.7673,124111.4,notsad
5.476145,1.487868,0.860858,0.88401,59.87889,5.012335,0.004603,5140.778,0.002847,588.7673,124111.4,notsad
5.476145,1.487868,0.860858,0.88401,59.87889,5.012335,0.004603,5140.778,0.002847,588.7673,124111.4,notsad
5.471306,1.447699,0.881428,0.897245,73.81498,5.53154,0.006167,3730.007,0.001904,729.4577,604865.8,notsad
4.112849,1.377913,0.323806,0.870652,48.83336,4.63177,0.003201,1715.01,0.005908,679.7664,615663,notsad
4.027469,1.36995,0.303258,0.870111,52.5072,4.587333,0.004199,1941.086,0.0058,674.1383,617018.1,notsad
3.509905,1.206178,0.381334,0.878891,163.5986,6.067336,0.005093,13012.4,0.00169,243.6544,72431.34,notsad
3.509905,1.206178,0.381334,0.878891,163.5986,6.067336,0.005093,13012.4,0.00169,243.6544,72431.34,notsad
4.580182,1.42506,0.341682,0.886402,36.23513,4.753536,0.002094,1047.608,0.001167,329.5785,104578.4,notsad
3.639872,1.210075,0.485062,0.86907,98.20224,6.454513,0.008565,4665.643,0.002702,395.0876,25574.28,notsad
4.982204,1.374768,1.178747,0.904883,75.82653,5.634856,0.009361,3817.347,0.002079,456.9065,17194.24,notsad
3.92085,1.255612,0.70669,0.886161,31.96061,5.830287,0.003632,1157.262,0.002638,184.6952,31490.6,notsad
6.54622,1.505861,1.45565,0.890593,65.22498,5.892647,0.014053,4638.094,0.004136,835.903,343064.8,notsad
5.209508,1.406358,0.910969,0.885521,41.1044,5.400087,0.007406,2552.29,0.00405,591.8906,111769.3,notsad
5.209508,1.406358,0.910969,0.885521,41.1044,5.400087,0.007406,2552.29,0.00405,591.8906,111769.3,notsad
5.209508,1.406358,0.910969,0.885521,41.1044,5.400087,0.007406,2552.29,0.00405,591.8906,111769.3,notsad
5.209508,1.406358,0.910969,0.885521,41.1044,5.400087,0.007406,2552.29,0.00405,591.8906,111769.3,notsad
5.209508,1.406358,0.910969,0.885521,41.1044,5.400087,0.007406,2552.29,0.00405,591.8906,111769.3,notsad
5.253015,1.409806,1.068254,0.897282,57.39074,5.483435,0.007519,5008.912,0.002681,592.3667,163164.2,notsad
3.947673,1.215549,0.508321,0.878421,74.00348,6.621455,0.006986,4874.64,0.001293,458.5906,279080.1,notsad
3.947673,1.215549,0.508321,0.878421,74.00348,6.621455,0.006986,4874.64,0.001293,458.5906,279080.1,notsad
4.418912,1.360392,0.727121,0.89445,7.023078,5.034453,0.007618,174.2831,0.004913,263.5534,86774.59,notsad
5.032376,1.390689,1.134524,0.904691,60.55991,5.68915,0.013615,4043.026,0.003077,483.1463,220165.1,notsad
4.849671,1.379781,0.888381,0.887344,37.0074,5.582253,0.008315,1272.923,0.004401,713.0566,489107.1,notsad
5.58845,1.44721,0.875919,0.893898,109.1544,5.479394,0.006194,7875.522,0.003378,786.5424,163845.5,notsad
6.140027,1.513167,1.373229,0.898306,23.97994,5.398497,0.009519,967.9403,0.003478,776.5012,153011.6,notsad
4.481741,1.315153,1.063325,0.899341,43.85755,5.868628,0.012476,2048.563,0.003152,324.4202,32055.16,notsad
4.481741,1.315153,1.063325,0.899341,43.85755,5.868628,0.012476,2048.563,0.003152,324.4202,32055.16,notsad
5.362743,1.41506,1.118744,0.902504,82.04555,5.590182,0.013274,5663.235,0.003015,676.3525,104969.9,notsad
5.362743,1.41506,1.118744,0.902504,82.04555,5.590182,0.013274,5663.235,0.003015,676.3525,104969.9,notsad
4.598983,1.366838,0.585145,0.88463,118.3679,5.46386,0.007028,10596.92,0.002918,545.7889,58100.2,notsad
6.043072,1.513221,1.273769,0.902089,45.42118,5.259994,0.013151,2360.496,0.003305,802.8574,167641.2,notsad
7.618882,1.678526,1.49653,0.900352,32.65887,5.119984,0.007847,1544.603,0.003861,1213.14,212529.6,notsad
5.253,1.403165,1.132519,0.905712,68.8145,5.679194,0.012609,4032.13,0.003901,631.3883,106194.1,notsad
3.754473,1.166526,1.046618,0.88468,15.87767,6.907124,0.003219,522.28,0.00346,304.1052,188838.6,notsad
6.143389,1.412427,1.562289,0.889806,94.53557,6.306537,0.014363,7994.571,0.005672,861.0226,96914.02,notsad
5.937308,1.491564,0.903505,0.89235,75.49348,5.322719,0.011633,3893.854,0.004778,1058.086,247879,notsad
5.76396,1.486102,1.013489,0.897601,105.4238,5.323157,0.016976,9297.952,0.004579,785.7396,150728.2,notsad
4.256525,1.308524,0.442174,0.877544,107.8004,5.61741,0.01806,11647.69,0.003225,530.6116,70780.68,notsad
4.991623,1.450737,0.749593,0.891306,14.10262,4.915433,0.0038,774.0589,0.004135,448.0652,123131.6,notsad
4.991623,1.450737,0.749593,0.891306,14.10262,4.915433,0.0038,774.0589,0.004135,448.0652,123131.6,notsad
4.564048,1.322173,0.72102,0.893314,182.1761,5.79374,0.008259,24429.47,0.001989,519.8325,93816.92,notsad
4.09906,1.303797,0.52801,0.892279,108.9898,5.572866,0.008184,11553.01,0.003201,425.9031,455098.1,notsad
5.869393,1.412653,1.531328,0.893255,58.70498,6.161088,0.004944,2838.115,0.00349,593.4771,243724.1,notsad
3.260438,1.219633,0.331796,0.859042,31.90779,5.345578,0.007841,2827.203,0.006102,458.9841,248839.9,notsad
4.537359,1.291746,0.832962,0.890291,54.76244,6.36055,0.002696,1711.447,0.002406,491.8027,171347.7,notsad
3.123169,1.04815,0.623334,0.874136,69.83909,8.086623,0.002514,2495.484,0.002177,253.749,80045.23,notsad
3.123169,1.04815,0.623334,0.874136,69.83909,8.086623,0.002514,2495.484,0.002177,253.749,80045.23,notsad
3.574767,1.153719,0.853556,0.883183,39.79175,6.750889,0.004966,3694.256,0.002378,232.2376,21336.33,notsad
3.574767,1.153719,0.853556,0.883183,39.79175,6.750889,0.004966,3694.256,0.002378,232.2376,21336.33,notsad
3.574767,1.153719,0.853556,0.883183,39.79175,6.750889,0.004966,3694.256,0.002378,232.2376,21336.33,notsad
7.327893,1.730324,1.257885,0.889723,39.88089,4.40811,0.037747,7420.193,0.003439,1434.209,528846.5,notsad
6.686627,1.528495,1.446196,0.889615,92.34677,5.718358,0.017787,6423.153,0.003432,1074.801,493475.5,notsad
4.242469,1.263779,0.91663,0.89585,124.3312,6.260305,0.009892,9264.328,0.003839,323.5362,42735.99,notsad
4.737735,1.418828,0.689817,0.897134,30.71259,4.942163,0.007261,780.2956,0.003225,461.5408,221885.6,notsad
6.306795,1.519081,1.181102,0.890983,63.8241,5.526098,0.015214,2707.645,0.002323,1035.172,249579.3,notsad
5.749151,1.529305,0.96403,0.891833,63.0712,4.850752,0.020758,6505.652,0.00307,1062.665,538333.2,notsad
5.757031,1.460472,1.138099,0.891217,47.63795,5.645295,0.009955,2447.844,0.003855,863.7398,163854.7,notsad
5.829728,1.543334,0.676657,0.892718,61.08183,4.972786,0.003158,2185.663,0.00322,810.7038,326999.7,notsad
5.451427,1.40278,0.832508,0.895108,132.9527,6.06682,0.006858,9169.747,0.003481,521.017,158496,notsad
5.451427,1.40278,0.832508,0.895108,132.9527,6.06682,0.006858,9169.747,0.003481,521.017,158496,notsad
4.595041,1.307181,1.38512,0.898188,55.08501,6.3576,0.008639,4160.777,0.002697,438.066,230426.3,notsad
4.595041,1.307181,1.38512,0.898188,55.08501,6.3576,0.008639,4160.777,0.002697,438.066,230426.3,notsad
4.595041,1.307181,1.38512,0.898188,55.08501,6.3576,0.008639,4160.777,0.002697,438.066,230426.3,notsad
5.82746,1.547909,1.166483,0.895035,44.2836,5.000367,0.012471,2817.74,0.005546,639.8033,649456,notsad
5.82746,1.547909,1.166483,0.895035,44.2836,5.000367,0.012471,2817.74,0.005546,639.8033,649456,notsad
3.807313,1.182917,0.819466,0.863039,88.6722,6.865216,0.010381,9100.138,0.003898,536.712,123919.5,notsad
4.780786,1.396064,0.922137,0.900823,22.79235,5.612894,0.004613,738.9839,0.003223,347.3658,59302.33,notsad
4.780786,1.396064,0.922137,0.900823,22.79235,5.612894,0.004613,738.9839,0.003223,347.3658,59302.33,notsad
4.780786,1.396064,0.922137,0.900823,22.79235,5.612894,0.004613,738.9839,0.003223,347.3658,59302.33,notsad
3.715364,1.219291,0.74583,0.891454,57.32831,6.199726,0.00344,3322.164,0.003737,211.1616,60419.53,notsad
