@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_skewness numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_linregc2 numeric
@attribute mfcc_sma[2]_linregc1 numeric
@attribute mfcc_sma[7]_amean numeric
@attribute mfcc_sma[7]_kurtosis numeric
@attribute mfcc_sma[9]_amean numeric
@attribute mfcc_sma[9]_linregc2 numeric
@attribute mfcc_sma[10]_linregc2 numeric
@attribute mfcc_sma[11]_kurtosis numeric
@attribute mfcc_sma[12]_linregerrQ numeric
@attribute pcm_zcr_sma_max numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_linregerrQ numeric
@attribute voiceProb_sma_amean numeric
@attribute F0_sma_amean numeric
@attribute pcm_RMSenergy_sma_de_skewness numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[1]_kurtosis numeric
@attribute mfcc_sma_de[2]_amean numeric
@attribute mfcc_sma_de[3]_kurtosis numeric
@attribute mfcc_sma_de[4]_maxPos numeric
@attribute mfcc_sma_de[4]_linregc1 numeric
@attribute mfcc_sma_de[5]_amean numeric
@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[5]_skewness numeric
@attribute mfcc_sma_de[6]_minPos numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute output {funny,notfunny}

@data
0.718139,-13.284,-13.47083,0.000074,-4.140157,3.954727,-2.617618,1.362057,-5.913743,5.149829,15.94775,0.588022,0.140464,0.123696,0.006008,0.375618,66.17134,0.940756,7.726576,-0.397212,5.755716,0.004658,3.688359,2939,-0.000008,-0.001177,0.836692,-0.152792,2089,1.000185,14.32411,funny
0.776584,-6.878232,-6.963935,-0.00054,-1.870156,3.353882,-2.979215,-3.42627,-2.280116,3.208527,12.55558,0.126437,0.04487,0.043796,0.000307,0.284878,2.800824,0.905666,8.709136,-0.134674,5.135027,0.001107,2.961974,375,-0.000002,0.005164,0.740118,-0.013867,1338,1.055466,4.165794,funny
0.815114,-9.194887,-8.905215,0.000084,-3.16283,2.87594,-0.521565,-1.814786,-6.89246,2.282324,30.22832,0.46703,0.100647,0.104867,0.00388,0.527295,134.4842,0.484466,12.5997,-0.064657,10.32524,-0.000861,5.426048,2011,-0.000004,0.004756,0.821199,-0.390985,1518,0.961437,13.54509,funny
0.653241,-8.19339,-6.384531,-0.00059,-4.629722,3.226601,-1.364937,0.387972,-4.101086,3.077432,19.39523,0.456745,0.1061,0.091155,0.003413,0.422946,74.04981,0.931107,7.322517,-0.284087,6.020887,-0.001634,4.224307,1045,-0.000005,-0.000164,0.800495,0.119826,1505,1.105416,11.29352,funny
0.000342,-17.06695,-17.81766,-0.000475,0.673185,3.164371,0.270768,1.690019,-3.513584,4.420269,23.20984,0.653963,0.178166,0.204035,0.008224,0.365231,43.8738,1.0313,6.705735,1.495132,12.85453,-0.002068,5.489425,7,-0.000001,-0.000404,1.179281,0.031767,83,1.275733,13.13201,funny
1.165784,-9.886563,-5.738074,-0.000434,2.426963,3.810237,-0.903215,2.325857,2.579663,4.905667,24.60651,0.633394,0.085591,0.045151,0.00516,0.39778,79.10203,0.314619,5.638412,-0.122534,4.566427,-0.000332,3.717846,1502,-0.000005,0.001026,1.785684,0.197356,1739,1.844241,13.05051,funny
0.042558,-14.36899,-16.17026,0.000901,1.209954,3.233995,1.498223,0.977079,-0.979285,6.405916,28.21692,0.638839,0.138679,0.166479,0.003189,0.314377,44.81245,0.946164,5.418311,-0.011771,3.975087,-0.00175,4.215154,1028,0.000006,-0.00167,1.550952,0.086006,1582,1.687096,10.99428,funny
0.731502,-8.934183,-5.796101,0.000375,-1.606718,3.026275,-2.334892,-3.902759,-3.584434,4.449401,29.54486,0.274652,0.079421,0.08304,0.002964,0.45883,121.9385,0.899165,7.676767,-0.490698,6.811904,-0.0037,5.141073,520,0.000003,0.007359,0.978874,0.014587,921,1.160358,6.193137,funny
2.828987,-12.34229,-12.30551,-0.001393,5.117909,2.993922,-1.494762,-1.33134,-2.36126,3.096807,12.69593,0.518451,0.106441,0.094089,0.004216,0.261546,0.883175,0.903943,17.78938,-0.978688,5.39331,-0.001039,3.907377,1049,0.000003,0.000278,0.631626,0.050826,1112,0.86191,7.024498,funny
0.342316,-11.89692,-12.51526,-0.00005,3.147707,2.584547,1.901129,1.540234,-1.50419,3.541489,17.22279,0.428917,0.10375,0.119502,0.002986,0.373004,56.54185,0.825454,5.730287,-0.056643,6.622718,-0.00009,3.98329,434,0.000005,-0.001943,0.953732,0.051878,962,1.224561,6.766547,funny
-0.648378,-13.02716,-13.60516,-0.00048,-5.50335,2.916962,-2.580262,-2.316459,-3.398865,3.821678,15.06844,0.251664,0.139159,0.145287,0.000756,0.342215,34.42291,0.815866,5.159205,-0.301993,4.13975,-0.000324,4.64006,1872,0.000005,0.000205,0.751914,0.257694,1947,0.972808,4.245005,funny
0.929336,-13.27609,-14.09496,0.001233,1.058743,3.044864,-7.998398,-9.938729,-4.893929,3.054346,27.02319,0.565638,0.119781,0.140627,0.007941,0.33393,46.93444,0.972448,4.832612,-1.107105,5.525313,-0.001362,3.706577,178,0.000002,0.00103,1.69794,0.392226,1954,1.764869,7.184056,funny
0.492675,-8.119664,-8.387425,-0.0003,-2.045041,2.866942,2.587548,2.837977,-0.028965,3.129425,11.54388,0.263158,0.07987,0.081543,0.000913,0.355684,34.06509,0.86421,6.21026,-0.532489,5.563791,-0.001262,4.135092,1073,0.000002,-0.00031,0.841976,-0.057368,2773,0.826986,6.955916,funny
0.492517,-10.29927,-10.28792,-0.000277,-1.13615,3.308115,-7.126494,-7.438562,-6.062275,3.224615,12.20291,0.234725,0.097291,0.091656,0.001327,0.366221,37.355,0.474231,4.063713,-0.610129,4.015074,-0.001736,3.87939,851,-0.000004,-0.002637,1.112615,-0.120309,1420,1.072746,3.434425,funny
-0.336713,-8.999552,-10.2888,0.000123,1.655715,2.99535,0.762979,0.878435,-4.247372,4.078405,11.97024,0.205082,0.104531,0.113029,0.001629,0.338374,14.7945,0.71311,3.926758,-1.024865,5.818647,-0.002226,3.370389,1166,0.000002,0.000461,0.605238,0.227432,2743,0.904337,4.347814,funny
1.881568,-11.9312,-10.98315,0.001222,1.088314,3.879093,1.245128,0.420491,-1.570836,3.980551,19.95172,0.4634,0.136955,0.115826,0.004108,0.3326,24.30921,1.28111,9.988191,-0.690906,7.743439,-0.003594,4.177954,2166,0,0.001785,1.045281,-0.060955,2165,1.161675,8.789363,funny
0.525725,-6.077127,-4.936017,-0.000173,-4.285806,2.811692,-3.255682,-2.182085,2.034876,3.05377,23.77219,0.278887,0.069504,0.058662,0.000918,0.523308,131.9171,0.843025,5.875073,-0.812087,7.901898,-0.004723,4.284632,1850,-0.000003,0.002634,0.960464,0.136499,2936,1.157307,10.02229,funny
1.921621,-6.352007,-5.573653,0.000525,-5.357395,3.859256,-4.26158,-4.867046,-2.881587,3.618556,31.74392,0.578947,0.058982,0.057126,0.002784,0.347045,23.09714,1.232152,9.105367,-1.678554,8.516556,0.002246,4.455117,2901,0.000002,0.001769,1.417958,-0.38354,2720,1.737387,10.60125,funny
0.694613,-6.859998,-7.86875,-0.00101,-2.103053,4.094002,-4.823875,-9.067085,-8.287047,3.592311,35.38216,0.562613,0.061959,0.070355,0.001673,0.506873,144.6408,1.001599,7.828289,-0.508533,6.876129,-0.000024,5.103269,1193,0.000006,0.000017,1.467913,-0.05138,156,1.379191,49.04533,funny
0.804371,-13.05013,-12.81827,-0.000056,1.467445,4.432251,1.131532,0.810746,1.356727,3.283142,15.69215,0.472474,0.125639,0.122309,0.002724,0.279702,12.39448,0.840017,5.94904,-0.622955,4.564167,-0.000549,4.049566,1533,0.000002,-0.001433,0.88331,0.289549,1421,0.969133,6.383998,funny
0.573552,-10.69882,-12.0838,0.000929,2.798741,2.649163,0.728282,0.476226,-3.041045,3.236964,21.73735,0.448881,0.113062,0.130128,0.003806,0.512886,126.9042,0.438255,6.223236,-0.635151,5.752276,-0.000008,3.998502,1382,-0.000003,0.000774,1.170816,0.35885,2706,1.571134,8.717834,funny
1.114494,-11.12364,-13.19102,-0.002055,-3.401529,3.722619,-2.606624,-1.520499,-1.508167,3.442967,12.97081,0.465215,0.113348,0.12115,0.003313,0.350129,21.08293,1.555425,9.614501,-0.285623,5.598355,-0.001393,6.31499,89,0.000002,-0.001544,0.914906,0.248221,1109,0.980492,6.27019,funny
1.197203,-10.80031,-9.938581,0.003243,-1.190325,2.707641,-0.632069,-1.112247,-3.242038,3.321671,20.87101,0.575923,0.114517,0.124814,0.004624,0.302779,12.74933,0.304152,5.52665,0.093782,4.399053,0.007476,3.408985,776,0.000001,0.000757,1.143656,0.184581,132,1.926684,11.01301,funny
0.649293,-5.310401,-4.097232,-0.005205,1.149437,3.588547,-4.39708,-2.700529,-5.372065,3.203557,15.26406,0.486993,0.056966,0.031108,0.001748,0.337377,31.99947,1.464867,8.063994,-1.589961,11.86317,-0.006371,5.544171,2431,0,-0.002245,0.854416,0.241901,464,0.862284,27.97124,funny
0.67601,-8.776065,-5.323184,-0.000582,-5.510358,3.172662,-4.694292,-5.131543,-5.147046,3.606084,31.91,0.436177,0.115511,0.079138,0.002604,0.443865,67.13683,1.015974,6.136264,-0.817571,6.401553,0.00227,4.615241,2143,-0.000003,0.002481,0.978557,-0.047269,1379,1.142897,16.41039,funny
2.018787,-2.141059,-2.133721,-0.000047,-3.201657,3.234239,1.741659,3.076027,-1.560031,4.542202,20.08335,0.480339,0.060506,0.057081,0.002934,0.44452,73.41237,2.145671,20.69571,-1.867387,10.33063,0.002773,5.637123,514,0.000002,0.002147,0.783917,-0.191477,1935,0.862737,26.89172,funny
0.233924,-15.40591,-15.67562,0.000419,-1.655767,2.699357,-1.088378,0.321374,-6.427453,3.469498,18.99798,0.535995,0.176762,0.170038,0.003245,0.333768,20.97329,1.423855,10.48514,-0.09465,6.429224,-0.001534,4.750419,1104,0.000005,0.001298,1.226544,0.082018,2925,1.297118,9.968175,funny
0.473378,-6.763202,-6.96236,0.000089,-1.250289,2.689556,-2.347005,-1.845835,-3.142327,2.947732,13.20754,0.23896,0.085938,0.086915,0.000478,0.359986,26.28521,0.452078,5.104437,-0.294921,6.008937,-0.001724,3.882421,102,0,-0.002375,0.683658,0.189042,2257,0.949822,7.490414,funny
1.148403,-11.36452,-12.49438,-0.000533,-6.909387,2.878839,0.090926,1.193707,-3.515471,3.051007,19.51573,0.590442,0.115906,0.130689,0.003221,0.334879,23.16331,1.542794,8.542735,-0.587857,6.17395,0.002276,4.792297,1145,-0.000001,-0.000143,1.189138,0.502064,1734,1.364852,19.30485,funny
0.331986,-11.20405,-12.78227,0.00051,0.540445,4.362535,0.045199,-0.23932,-1.855989,3.962364,19.21679,0.317604,0.085258,0.099662,0.001902,0.413003,66.25513,0.765917,4.87675,-0.996999,6.333466,-0.000746,4.828566,2648,0.000003,-0.000649,1.351481,0.239203,591,2.495394,4.124055,funny
0.718459,-14.23106,-12.74564,-0.001435,-1.300188,3.830746,-2.152832,-1.432649,-0.355868,3.870491,18.6846,0.563823,0.146781,0.105092,0.005915,0.290712,25.56367,1.00894,5.201529,-0.298324,6.272469,-0.001495,5.493062,1288,-0.000004,-0.001798,1.216548,-0.004681,1682,1.547045,8.901937,funny
0.881033,-10.83654,-10.48141,-0.001561,3.969158,3.036186,3.403337,4.234386,-2.631177,3.16865,17.36959,0.365396,0.078366,0.084403,0.002403,0.238307,0.807221,1.053127,4.943247,-0.56499,5.530194,-0.002282,4.205287,173,-0.000003,-0.002247,0.958603,-0.141852,1564,1.252844,6.447195,funny
1.249262,-5.173332,-7.188569,0.000162,1.657328,3.884421,-2.744098,-4.030697,2.578232,3.475757,16.64974,0.23533,0.063045,0.085663,0.0008,0.372525,23.19297,1.48261,15.5786,-1.359194,7.500814,-0.001235,3.870736,444,-0.000001,-0.002493,0.739766,-0.130825,2786,0.863718,9.318897,funny
0.515894,-10.95388,-12.44037,0.001471,-6.111751,3.011585,-2.734385,-3.479563,-4.90198,3.154405,21.95486,0.387175,0.108844,0.137962,0.001211,0.357371,71.56176,1.041591,6.906126,-0.295954,3.541356,0.002941,3.690855,967,-0.000001,0.003339,0.751644,0.299839,749,0.928446,12.66726,funny
1.917778,-6.745088,-7.411024,-0.000658,-3.090447,3.47009,-0.69625,-1.42007,-3.177489,4.304335,40.28666,0.99637,0.077653,0.107026,0.011961,0.40924,84.7437,1.09954,7.570128,-0.223572,5.225885,0.005675,4.740127,1386,-0.000014,-0.004176,2.581156,0.364318,473,2.422736,26.83447,funny
1.350182,-6.765365,-7.121802,-0.000173,-1.39893,3.033359,-1.041944,-0.147212,-2.011768,3.092021,33.90182,0.478524,0.069855,0.069604,0.00283,0.421517,72.83565,0.95617,10.48657,0.242126,5.868179,-0.002924,4.530536,2181,-0.000012,-0.001886,1.349589,0.283781,1030,1.563235,17.63276,funny
2.114475,-6.431743,-7.240526,0.000063,-0.575291,3.207884,0.55004,-1.143219,-1.551211,3.304404,22.31721,0.497278,0.071388,0.084209,0.001397,0.350782,29.87919,1.531885,15.93401,-1.500811,8.507666,-0.000011,6.237225,2563,0.000003,-0.000564,0.677027,0.113889,236,0.964184,28.21081,funny
1.245635,-8.599616,-8.084863,-0.000585,-0.063486,3.661012,0.2783,1.865096,-0.516194,4.929086,22.83245,0.739867,0.070643,0.041598,0.004928,0.366267,66.64282,1.643582,7.761049,-0.782298,5.383486,-0.000016,5.412374,2459,0.000003,0.002124,1.331383,0.072811,1774,1.23882,27.08274,funny
1.149739,-10.63894,-10.11456,-0.00071,-4.020935,3.090649,-2.132392,0.026307,-2.720274,3.537415,12.80349,0.432547,0.1071,0.095303,0.001934,0.288956,13.94107,1.346316,6.990093,-0.516691,7.308406,-0.000017,4.107872,2144,-0.000002,0.001549,0.820876,0.025368,1039,1.088242,11.05499,funny
0.547032,-11.21871,-11.11188,-0.000545,-1.776129,3.062935,-0.054728,0.897342,0.965612,3.295995,16.50623,0.358137,0.117914,0.112725,0.0022,0.370298,57.55781,1.356351,5.909258,-0.374013,3.354671,-0.000041,3.388181,628,-0.000002,0.003307,1.347426,0.120984,2009,1.240878,4.338089,funny
1.83092,-8.550291,-8.78153,0.000906,-3.832678,2.724605,-8.629478,-10.90042,-3.042844,3.422256,29.79977,0.278887,0.109606,0.121629,0.001517,0.622824,237.8101,0.439731,15.47754,0.252109,6.304573,-0.001892,3.673045,2444,0.000004,0.001271,0.773647,0.465847,2144,1.161245,4.249522,funny
1.677313,-6.675436,-7.203774,0.000451,1.3555,3.189131,2.695066,3.021486,2.837062,4.190489,21.8339,0.208107,0.056047,0.062722,0.000867,0.41148,76.01479,0.460042,11.50639,-0.68902,5.368436,0.001412,5.139077,854,0,0.002138,0.731319,0.233502,113,0.833939,6.663639,funny
2.349927,-5.925747,-4.609956,-0.004172,-3.340973,3.038588,1.005052,0.259842,4.004586,2.674317,38.20553,0.211736,0.067476,0.06173,0.001654,0.476505,136.7762,1.451062,8.476058,-0.402984,3.42517,-0.005028,3.703229,493,-0.000011,-0.002315,1.811165,-0.275775,2454,1.644808,4.650308,funny
1.169081,-0.819246,-0.766412,-0.001879,-5.251433,3.489735,0.53087,-0.130097,-5.198858,2.911237,25.75241,0.401089,0.071048,0.061429,0.001873,0.50506,122.4338,1.560842,12.76969,-1.687406,14.68079,-0.000435,6.020156,2263,0,-0.001398,1.078263,-0.192885,563,1.103501,25.83455,funny
3.648206,-7.583662,-7.420182,0.001105,-2.876268,2.793272,-4.116961,-1.176106,-2.11202,3.194137,42.744,0.226255,0.095658,0.095196,0.000924,0.546597,171.7119,1.467721,42.87004,-0.878843,7.017185,0.001113,3.83125,1715,0.000002,-0.002202,0.781622,0.206921,2834,1.096374,5.209475,funny
1.954923,-2.918018,-2.587768,-0.00055,-4.449238,2.748234,-6.251962,-6.961057,-4.224317,3.087937,22.73334,0.30732,0.08484,0.081568,0.001571,0.429358,65.38631,1.399924,14.09412,-1.267848,9.735174,-0.000525,3.804007,2,-0.000006,0.001335,1.214857,-0.110857,25,0.937102,13.518,funny
1.436524,-7.55366,-7.501219,0.000475,-2.124483,2.751997,-5.40057,-5.804261,-4.526627,3.184251,16.48965,0.179673,0.084331,0.085106,0.000533,0.442113,77.22414,-0.430869,11.49123,-0.121651,4.891895,0.000389,3.664409,456,0,-0.000512,0.852931,0.005261,1592,0.772901,4.827816,funny
2.356199,-9.461708,-8.723759,0.002123,-2.278659,3.480059,-5.928936,-7.761642,-5.128205,3.210798,12.97197,0.504537,0.116047,0.120274,0.002548,0.353949,19.7271,1.247004,25.5899,-0.714566,5.339081,0.000722,3.831707,2388,-0.000001,0.0023,0.691543,0.189789,1333,0.85583,18.24383,funny
0.666898,-13.62086,-12.08159,0.000799,-0.068273,2.889398,0.492974,2.835002,1.572186,5.340173,23.72557,0.441621,0.137989,0.102618,0.00263,0.349157,57.58413,0.519386,5.518676,0.84889,7.309828,0.001728,3.795547,780,0.000002,-0.000155,1.01242,0.16793,1891,1.134617,6.760945,funny
1.258801,-10.82325,-10.88881,-0.000725,0.203787,2.8394,0.674591,1.644203,0.126965,3.284296,22.98984,0.650938,0.113138,0.114994,0.008025,0.339198,35.34909,1.195454,5.530671,-0.429187,4.082589,0.001202,4.412993,1978,-0.000003,0.003448,1.273353,0.054318,1031,1.674632,6.119025,funny
0.619178,-12.21829,-12.49966,0.000683,1.45569,2.644611,0.801131,1.847134,-3.992523,3.273713,23.21442,0.353297,0.125844,0.127004,0.002232,0.395871,74.5771,0.68067,7.607391,-0.322115,4.911998,0.001143,3.673026,1464,0.000001,-0.00003,0.885632,-0.148827,1816,1.111876,5.452879,notfunny
2.047073,-8.550108,-10.26006,0.002145,5.0177,3.31,4.419504,7.326378,-0.730741,3.121311,19.02272,0.637629,0.065571,0.076867,0.003724,0.324138,22.11178,1.920487,10.21797,-0.651906,3.737066,0.003846,3.853988,2976,0,0.000687,2.030782,-0.878275,1219,1.858904,19.62115,notfunny
2.031073,-6.432794,-6.913595,0.000182,-2.802912,2.801357,-0.473367,-0.217499,-0.352392,4.186193,17.44812,0.376891,0.043845,0.044311,0.001835,0.361752,40.11545,0.808227,9.825665,-0.311551,7.061761,-0.003657,4.408442,1998,0.000007,-0.004413,1.396326,0.030439,1578,1.088977,12.6914,notfunny
0.460966,-10.25116,-10.22506,0.0004,-2.974044,3.328796,-1.115789,-0.511664,-1.809687,2.904789,18.5893,0.331518,0.099316,0.104181,0.002013,0.325393,42.36724,0.868079,4.367746,-0.633998,4.677892,0.003151,4.559478,1814,-0.000007,-0.000777,0.926443,0.101032,312,1.433253,4.970418,notfunny
0.702834,-7.84274,-8.996593,-0.000894,3.150233,2.647996,-3.989312,-4.441393,-3.784875,2.96813,16.99119,0.22686,0.082259,0.085047,0.000609,0.373234,28.36467,1.240503,9.648346,-1.177376,5.089596,-0.002294,3.637269,1827,0,0.001604,0.630882,-0.028533,2257,0.989329,6.060762,notfunny
0.868707,-3.785745,-5.543818,-0.000627,-1.596834,3.248742,-0.736105,1.452076,-0.211525,3.041319,17.07376,0.210526,0.045828,0.044742,0.00067,0.413823,63.74953,0.942002,5.413425,-0.818691,3.886106,0.001101,3.764737,476,-0.000003,-0.00354,1.662786,0.022684,181,1.658468,7.818204,notfunny
0.342316,-11.89692,-12.51526,-0.00005,3.147707,2.584547,1.901129,1.540234,-1.50419,3.541489,17.22279,0.428917,0.10375,0.119502,0.002986,0.373004,56.54185,0.825454,5.730287,-0.056643,6.622718,-0.00009,3.98329,434,0.000005,-0.001943,0.953732,0.051878,962,1.224561,6.766547,notfunny
2.157045,-5.88091,-4.614113,0.000892,-8.170114,2.802546,-5.846123,-5.942015,-11.86694,3.172068,17.94572,0.53418,0.074135,0.059,0.00432,0.405585,50.63684,0.489452,13.70966,-0.365962,7.284833,0.004874,4.211444,2754,0.000003,-0.00042,0.910767,0.033395,1540,1.023456,19.35648,notfunny
2.157045,-5.88091,-4.614113,0.000892,-8.170114,2.802546,-5.846123,-5.942015,-11.86694,3.172068,17.94572,0.53418,0.074135,0.059,0.00432,0.405585,50.63684,0.489452,13.70966,-0.365962,7.284833,0.004874,4.211444,2754,0.000003,-0.00042,0.910767,0.033395,1540,1.023456,19.35648,notfunny
0.571143,-10.05431,-10.87136,-0.001441,2.223935,3.282468,3.044283,4.683087,-0.31851,3.026526,15.63208,0.408953,0.095177,0.088663,0.002516,0.399416,64.78857,0.945961,7.701565,-0.515805,4.345984,0.000291,3.843194,1328,-0.000004,-0.004202,1.626989,0.190188,24,1.582756,8.833071,notfunny
1.114494,-11.12364,-13.19102,-0.002055,-3.401529,3.722619,-2.606624,-1.520499,-1.508167,3.442967,12.97081,0.465215,0.113348,0.12115,0.003313,0.350129,21.08293,1.555425,9.614501,-0.285623,5.598355,-0.001393,6.31499,89,0.000002,-0.001544,0.914906,0.248221,1109,0.980492,6.27019,notfunny
2.219127,-7.124928,-6.885217,-0.000426,3.133339,2.617434,-0.772199,-1.624076,-2.323299,2.860081,16.76591,0.376891,0.062,0.056478,0.001961,0.353552,33.77666,0.541788,9.088211,-0.856149,5.312037,-0.002791,4.499398,1974,-0.000001,-0.001437,0.902228,-0.005625,1029,1.352659,12.02538,notfunny
1.879772,-16.9885,-17.82505,-0.00019,-2.593317,2.455632,5.247689,4.578247,2.737198,3.577501,33.29305,0.636419,0.17952,0.185542,0.014226,0.304774,25.68948,1.733229,11.48214,-0.499963,9.404021,-0.000369,7.28653,370,-0.000002,-0.000773,1.261175,0.408432,1155,2.822389,7.608114,notfunny
1.879772,-16.9885,-17.82505,-0.00019,-2.593317,2.455632,5.247689,4.578247,2.737198,3.577501,33.29305,0.636419,0.17952,0.185542,0.014226,0.304774,25.68948,1.733229,11.48214,-0.499963,9.404021,-0.000369,7.28653,370,-0.000002,-0.000773,1.261175,0.408432,1155,2.822389,7.608114,notfunny
1.638238,-3.472583,-6.118427,-0.000206,3.766593,4.030111,-3.520856,-1.581105,-5.130471,5.416039,24.95532,0.387175,0.073706,0.096514,0.002439,0.510211,122.9306,0.622679,8.837318,-0.66226,6.727329,0.000724,4.547759,1452,0.000001,0.0026,0.942227,0.217058,142,1.517632,9.007213,notfunny
1.284713,-11.62909,-11.79848,0.001432,-3.588464,3.045564,-0.13453,1.562269,-3.882352,3.263941,16.50688,0.413188,0.108987,0.116035,0.002594,0.333218,21.7247,0.586911,7.43292,-0.48119,4.81258,-0.000277,4.463439,142,0.000001,0.001052,0.910629,0.183967,287,1.095227,7.990755,notfunny
0.561358,-8.704226,-10.21679,0.000858,-2.372999,2.651528,-0.88184,-3.371036,1.269346,2.992919,37.42447,0.46461,0.103506,0.124592,0.002937,0.571503,223.3466,0.782946,10.13978,-0.876089,7.59501,-0.001264,3.917331,2660,0.000003,-0.000941,0.842126,0.182893,2705,1.065377,10.829,notfunny
0.561358,-8.704226,-10.21679,0.000858,-2.372999,2.651528,-0.88184,-3.371036,1.269346,2.992919,37.42447,0.46461,0.103506,0.124592,0.002937,0.571503,223.3466,0.782946,10.13978,-0.876089,7.59501,-0.001264,3.917331,2660,0.000003,-0.000941,0.842126,0.182893,2705,1.065377,10.829,notfunny
0.561358,-8.704226,-10.21679,0.000858,-2.372999,2.651528,-0.88184,-3.371036,1.269346,2.992919,37.42447,0.46461,0.103506,0.124592,0.002937,0.571503,223.3466,0.782946,10.13978,-0.876089,7.59501,-0.001264,3.917331,2660,0.000003,-0.000941,0.842126,0.182893,2705,1.065377,10.829,notfunny
0.27874,-0.417096,-4.582312,0.003673,-1.180081,4.520105,-1.159198,-5.057114,-0.861943,4.035998,21.60022,0.142771,0.044563,0.061233,0.000172,0.464849,100.3034,0.374968,7.880706,-1.208194,15.48769,0.001889,6.151545,2843,-0.000004,0.001099,0.730928,0.013951,2283,0.846875,4.664883,notfunny
0.656734,-1.991752,-1.201681,0.000806,-11.22736,2.818356,-9.484556,-9.563577,-4.646615,3.025971,30.33799,0.146401,0.044799,0.050271,0.000302,0.5578,146.3127,2.497417,25.43093,-2.051425,11.17682,0.00095,7.797502,2276,-0.000011,-0.002442,0.939084,0.650185,53,1.147125,13.33226,notfunny
3.345009,0.897068,4.978157,0.005051,-2.007777,2.607605,-4.84605,-5.196549,-0.249353,3.095078,37.23124,0.379915,0.047891,0.059067,0.000795,0.491348,103.2024,-1.296281,62.28035,-1.118949,13.57812,0.004529,7.123353,54,-0.000003,-0.001068,0.928823,-0.521871,56,0.901485,60.92897,notfunny
0.558559,-11.5529,-11.85139,-0.000214,-3.520143,2.778466,-4.482025,-4.399068,-3.866721,2.921632,18.30006,0.267393,0.106392,0.109528,0.001329,0.315933,25.60154,1.005546,5.05984,-0.609579,5.022469,0.000385,3.84651,967,-0.000001,0.001663,1.000066,-0.025376,1188,1.225134,5.229035,notfunny
2.545834,4.288026,5.698926,0.000892,-8.972784,2.566194,-4.55238,-5.527614,-8.938107,3.987792,37.66801,0.590442,0.043489,0.040419,0.002226,0.540602,135.1154,0.736012,35.73103,-0.941014,6.482155,-0.000133,4.157561,2196,-0.000007,0.007203,1.043697,0.114972,2257,1.246829,76.89747,notfunny
2.545834,4.288026,5.698926,0.000892,-8.972784,2.566194,-4.55238,-5.527614,-8.938107,3.987792,37.66801,0.590442,0.043489,0.040419,0.002226,0.540602,135.1154,0.736012,35.73103,-0.941014,6.482155,-0.000133,4.157561,2196,-0.000007,0.007203,1.043697,0.114972,2257,1.246829,76.89747,notfunny
2.545834,4.288026,5.698926,0.000892,-8.972784,2.566194,-4.55238,-5.527614,-8.938107,3.987792,37.66801,0.590442,0.043489,0.040419,0.002226,0.540602,135.1154,0.736012,35.73103,-0.941014,6.482155,-0.000133,4.157561,2196,-0.000007,0.007203,1.043697,0.114972,2257,1.246829,76.89747,notfunny
2.060924,-9.654689,-8.296092,0.000691,-1.632419,3.149863,-1.226627,-0.584835,-2.211371,3.90287,18.36213,0.479734,0.093854,0.082698,0.003946,0.360343,28.36923,0.112015,13.64847,-0.64218,7.72612,0.00133,4.445003,582,-0.000001,-0.005034,1.2041,0.306984,914,1.160724,15.68618,notfunny
2.195387,-1.659672,0.822942,-0.00001,-1.65747,2.503488,2.895223,3.975449,2.753067,2.59746,40.13567,0.343013,0.042,0.037621,0.000508,0.469242,85.13491,1.024534,22.34584,-1.068244,5.766183,-0.001203,4.00666,567,-0.000004,0.000568,0.688251,0.229888,1965,0.967275,34.34737,notfunny
2.195387,-1.659672,0.822942,-0.00001,-1.65747,2.503488,2.895223,3.975449,2.753067,2.59746,40.13567,0.343013,0.042,0.037621,0.000508,0.469242,85.13491,1.024534,22.34584,-1.068244,5.766183,-0.001203,4.00666,567,-0.000004,0.000568,0.688251,0.229888,1965,0.967275,34.34737,notfunny
2.195387,-1.659672,0.822942,-0.00001,-1.65747,2.503488,2.895223,3.975449,2.753067,2.59746,40.13567,0.343013,0.042,0.037621,0.000508,0.469242,85.13491,1.024534,22.34584,-1.068244,5.766183,-0.001203,4.00666,567,-0.000004,0.000568,0.688251,0.229888,1965,0.967275,34.34737,notfunny
