@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {romantic,notromantic}

@data
0.045771,1.145756,1.575605,2.399314,0.268084,0.137287,0.016795,0.000098,0.376075,0.190961,0.157333,0.099192,0.465288,0.430708,0.373978,0.161079,0.120371,0.11932,0.1308,0.08684,0.248939,17.300256,22.128819,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,romantic
0.040837,1.367399,1.471557,2.118009,0.407462,0.159542,0.020744,0.000219,0.422292,0.221387,0.186462,0.068713,0.233575,0.360678,0.281281,0.113483,0.092731,0.102304,0.087854,0.058814,0.151812,24.964706,37.278996,78.91388,4.995108,1.371712,0.696707,1.00061,0.898217,0.114486,48.222,5.733126,109.8098,0.534622,0.012952,0.024598,0.167092,0.00014,0.012428,2004.47,0.403101,0,0.748336,0.074512,0,0.188455,0.004611,470.8381,101596.7,romantic
0.023491,2.106001,1.431042,2.074621,0.453845,0.120247,0.006605,0.000014,0.395998,0.193696,0.171692,0.072166,0.280861,0.236985,0.270752,0.10137,0.129598,0.135516,0.113985,0.044577,0.217489,14.749851,14.809781,55.35686,3.448691,1.160088,0.901968,0.694428,0.884466,0.185168,166.1819,6.63795,67.71308,0.21833,0.005853,0.159458,0.232145,0.000168,0.007136,7646.28,0.461664,0,0.738349,0.081227,0,0.193319,0.004066,255.8751,4833.377,romantic
0.032428,2.169071,1.500719,2.177892,0.3684,0.101469,0.018389,0.000013,0.365537,0.189529,0.190176,0.084571,0.472559,0.725075,0.317235,0.140856,0.112847,0.119104,0.12772,0.118929,0.134099,9.877668,8.129484,63.70865,4.788817,1.394275,0.70867,0.689523,0.88276,0.119688,140.1274,5.248175,242.0566,1.649823,0.046007,0.187479,0.266315,0.000248,0.01404,21729.17,0.809056,0,0.976032,0.130339,0,0.023409,0.001634,366.7589,64991.8,romantic
0.047291,1.227294,1.489116,2.306214,0.398343,0.142607,0.019338,0.000045,0.436287,0.229059,0.184223,0.079981,0.612362,0.644541,0.396731,0.131421,0.194532,0.160477,0.172835,0.067018,0.359005,20.46623,14.525078,82.36292,5.209508,1.406358,0.654998,0.910969,0.885521,0.065566,41.1044,5.400087,1746.771,3.853515,0.036672,0.086641,0.51578,0.000555,0.007406,2552.29,2.546806,0,0.808921,0.093559,0,0.154671,0.00405,591.8906,111769.3,romantic
0.030104,0.957557,1.452834,1.991336,0.500389,0.104341,0.030141,0.000049,0.391071,0.197264,0.187329,0.069986,0.494306,0.362274,0.312002,0.119664,0.117343,0.143106,0.130757,0.13583,0.412263,6.553402,10.144966,51.73104,3.151563,1.079172,0.928426,0.579442,0.87569,0.140277,155.2047,7.080297,566.0012,2.64357,0.071911,0.101048,0.24398,0.000415,0.012046,18107.48,2.504889,0,0.86285,0.103979,0,0.118419,0.003359,326.354,226228.4,romantic
0.05006,1.335709,1.494133,2.143785,0.343373,0.145386,0.024019,0.000233,0.433971,0.216386,0.19813,0.076909,0.416484,0.307297,0.330295,0.099926,0.143134,0.132034,0.111125,0.049556,0.196714,24.566277,33.108334,78.0753,5.180085,1.406018,0.61793,0.837295,0.900373,0.089528,75.08418,5.525769,311.5399,1.054974,0.016733,0.048895,0.164818,0.000116,0.00611,3341.416,0.395089,0,0.896804,0.090236,0,0.092608,0.003218,558.9785,100548.2,romantic
0.019814,0.170511,1.524729,2.235036,0.382897,0.144506,0.009988,0.000105,0.413119,0.20419,0.194488,0.070025,0.339145,0.260888,0.326833,0.107925,0.112,0.097398,0.101711,0.066014,0.070634,9.972372,11.567866,85.57868,5.082864,1.347703,0.70915,1.280548,0.893023,0.089052,35.07129,6.38062,248.2474,1.410256,0.027014,0.038181,0.226452,0.00011,0.01224,1056.044,1.143606,0,0.476032,0.076276,0,0.249592,0.007597,377.2888,125243.2,romantic
0.059699,1.441937,1.498315,2.101315,0.456165,0.149882,0.040135,0.000276,0.465624,0.218608,0.20562,0.079928,0.282409,0.211078,0.285531,0.1078,0.112663,0.109702,0.085545,0.046105,0.132316,68.305839,58.019285,85.22177,5.900389,1.52402,0.681207,1.165543,0.904438,0.098777,52.91644,5.250995,142.5631,0.634649,0.015144,0.04618,0.206326,0.00014,0.010016,2934.529,0.346067,0,0.855526,0.108764,0,0.123684,0.004655,687.283,205506.1,romantic
0.016321,0.387262,1.454478,2.107706,0.427945,0.096955,0.010775,0.000253,0.342839,0.201924,0.187079,0.070666,0.525853,0.265205,0.286404,0.105274,0.108412,0.108008,0.135556,0.056935,0.153242,20.392429,25.094976,50.65903,3.791832,1.260945,1.127074,0.569564,0.895603,0.111004,69.51845,5.6136,83.67684,0.165329,0.00563,0.139693,0.10047,0.000156,0.007314,3079.657,0.529536,0,0.782956,0.088837,0,0.170049,0.004425,179.1466,14219.84,romantic
0.035739,1.45551,1.577329,2.380324,0.498727,0.129749,0.014434,0.000027,0.386159,0.195823,0.187836,0.063199,0.459145,0.567725,0.400604,0.153813,0.137984,0.11867,0.133399,0.089724,0.210503,13.339685,7.010522,61.40604,3.826212,1.217435,0.647904,0.421473,0.870499,0.056199,84.28444,6.40779,534.14,1.155654,0.029584,0.095202,0.231363,0.000551,0.00412,6856.08,2.588129,0,0.906791,0.094833,0,0.084577,0.001568,357.5709,83720.02,romantic
0.034419,1.069825,1.48509,2.395503,0.524018,0.125823,0.010479,0.000112,0.427131,0.213617,0.175988,0.08101,0.476989,0.465429,0.348412,0.175423,0.163039,0.173525,0.11098,0.184602,0.203293,16.303203,18.139911,53.98695,3.0633,1.086142,0.773382,0.458379,0.867438,0.139329,222.9461,6.975616,258.5012,1.120758,0.035751,0.07756,0.051722,0.000382,0.008332,17856.22,1.518495,0,0.83289,0.112191,0,0.139277,0.004841,392.6566,32002.46,romantic
0.033774,1.007181,1.430396,2.064998,0.305856,0.14865,0.010804,0.000438,0.415344,0.210259,0.183932,0.080823,0.327503,0.315968,0.28573,0.125336,0.119591,0.109042,0.086984,0.055056,0.166439,46.836457,48.861821,73.4455,4.273861,1.262879,0.803975,1.066842,0.898347,0.1604,119.8649,6.492361,76.06573,0.270141,0.00674,0.03454,0.117067,0.000128,0.011282,9353.986,0.288364,0,0.905459,0.122616,0,0.08566,0.004058,410.1105,22074.78,romantic
0.034725,1.53743,1.589183,2.40211,0.451354,0.120806,0.03041,0.000103,0.387191,0.203611,0.205746,0.073461,0.535719,0.329745,0.455575,0.145738,0.121532,0.143106,0.110207,0.061536,0.315552,8.63781,12.984176,58.37353,4.241707,1.327304,0.706772,0.43183,0.884982,0.054654,54.6558,5.416322,278.3496,1.740713,0.055415,0.096726,0.074664,0.000321,0.003017,2284.824,2.013377,0,0.856192,0.08045,0,0.12321,0.003556,428.2147,547857.9,romantic
0.054382,1.353992,1.534453,2.120693,0.194609,0.149918,0.016555,0.000115,0.41032,0.205062,0.189497,0.116223,0.646544,0.359727,0.317626,0.108669,0.096959,0.087923,0.093282,0.046351,0.151795,17.410313,20.386504,80.75252,5.204699,1.416468,0.620851,0.791551,0.894681,0.225353,136.2412,5.512459,754.4751,1.718234,0.024625,0.038056,0.150514,0.000175,0.01394,5233.864,1.422473,0,0.877497,0.094421,0,0.107568,0.003584,690.8828,252953.1,romantic
0.07105,2.030797,1.438168,2.360186,0.348726,0.166613,0.030846,0.000094,0.438033,0.213541,0.189575,0.080693,0.589814,0.433279,0.418961,0.110213,0.141304,0.128678,0.138044,0.059986,0.282777,9.38986,13.611487,72.65526,5.070502,1.436267,0.574577,0.528457,0.888533,0.093895,49.5539,4.9463,549.323,2.19406,0.038883,0.042781,0.046453,0.000191,0.007301,1776.872,0.559866,0,0.76032,0.090785,0,0.182355,0.003888,763.9532,309398,romantic
0.040573,1.660215,1.525572,2.688933,0.52053,0.136556,0.015487,0.000036,0.466909,0.233059,0.18144,0.075416,0.596095,0.52335,0.477896,0.150517,0.147242,0.137782,0.107442,0.097367,0.56319,7.753673,11.201022,56.6866,3.302787,1.135893,0.683988,0.410492,0.853508,0.098048,78.8806,6.497687,505.9154,1.175525,0.025806,0.071253,0.06742,0.000669,0.011292,4729.115,1.936975,0,0.468043,0.057423,0,0.249145,0.004924,454.1977,36012.04,romantic
0.105311,0.365899,1.483424,2.142893,0.4685,0.241776,0.028233,0.000319,0.424928,0.210376,0.15759,0.07177,0.347026,0.650062,0.291745,0.09481,0.088582,0.099619,0.097818,0.060374,0.122303,47.677864,37.771534,111.3198,6.888316,1.56648,0.514034,1.433559,0.887881,0.101589,50.40662,5.48372,503.6048,1.90735,0.014432,0.007429,0.650581,0.000452,0.00953,1799.12,0.390098,0,0.921438,0.131561,0,0.072438,0.004064,1145.916,143074.9,romantic
0.038753,0.703466,1.497361,2.238504,0.476891,0.131668,0.030439,0.000189,0.424646,0.215957,0.192498,0.075754,0.270793,0.250484,0.31467,0.105888,0.090703,0.107225,0.107895,0.048677,0.215574,36.432735,20.235287,67.9832,4.517482,1.329353,0.876823,0.952198,0.895918,0.107797,66.68266,6.00508,248.1766,0.932962,0.02462,0.08215,0.377063,0.000271,0.007439,2976.603,0.967863,0,0.911451,0.108634,0,0.080762,0.00347,430.47,230520.4,romantic
0.029855,2.232116,1.530684,2.33954,0.42207,0.10606,0.015374,0.000069,0.380343,0.197778,0.190397,0.075633,0.544208,0.421438,0.319282,0.106417,0.097973,0.106283,0.113189,0.098479,0.26188,16.836611,11.325339,69.03368,4.084638,1.203211,0.786936,0.709983,0.88598,0.07075,89.08819,6.817334,311.3441,1.513011,0.035146,0.107692,0.093478,0.000225,0.003099,3921.809,1.174456,0,0.994674,0.111357,0,0.005301,0.001627,336.0701,33547.96,romantic
0.039363,1.816891,1.50586,2.303466,0.389007,0.129795,0.017862,0.000244,0.420118,0.20571,0.171476,0.071341,0.433303,0.337963,0.338029,0.132523,0.10887,0.111179,0.148475,0.114078,0.359093,21.628166,30.251454,62.15828,3.622721,1.170552,0.737501,0.579236,0.879345,0.083149,127.9889,6.548529,301.3981,0.951027,0.031139,0.110709,0.113039,0.000298,0.00434,10276.15,1.536365,0,0.913449,0.129444,0,0.079113,0.003049,451.4134,101145.5,romantic
0.056426,0.445694,1.445957,2.469502,0.433889,0.179781,0.018146,0.000086,0.482055,0.247834,0.196713,0.076602,0.416154,0.564127,0.419292,0.107201,0.147108,0.127309,0.14416,0.186417,0.198436,29.872686,38.963917,64.50285,3.533762,1.172517,0.819607,0.70638,0.851733,0.061868,33.39887,6.577462,258.6253,1.171969,0.034232,0.021824,0.142566,0.000567,0.006325,1889.235,2.006024,0,0.659787,0.087118,0,0.224618,0.005782,596.3165,63769.56,romantic
0.055152,1.523152,1.496912,2.560243,0.395265,0.154098,0.039203,0.000235,0.41242,0.232104,0.21704,0.077328,0.395845,0.313542,0.429905,0.110148,0.126086,0.117037,0.11125,0.060035,0.285068,46.644131,44.915265,74.74166,4.821299,1.378963,0.563062,0.717648,0.885025,0.061277,49.23537,5.56736,478.7314,1.484767,0.035899,0.060556,0.235946,0.000298,0.006654,4824.217,0.872437,0,0.739015,0.06045,0,0.193001,0.002768,651.545,234685.5,romantic
0.058448,1.166856,1.478473,2.289088,0.301321,0.171105,0.027614,0.00012,0.430413,0.218305,0.180401,0.084751,0.3981,0.208979,0.357094,0.126876,0.109514,0.118551,0.107828,0.036837,0.257874,15.373109,20.242018,81.16412,4.962348,1.372217,0.578326,0.72818,0.894097,0.053521,34.17953,5.823538,79.49626,0.263354,0.012307,0.019914,0.051963,0.000146,0.004623,1084.634,0.644442,0,0.902796,0.105111,0,0.087814,0.002445,651.1419,121730.7,romantic
0.018855,1.955215,1.508161,2.509508,0.468007,0.089144,0.008687,0.000202,0.355516,0.178479,0.193656,0.067029,0.254267,0.24486,0.471431,0.098569,0.106889,0.204228,0.102418,0.046585,0.22703,19.56105,28.149583,50.36423,3.655264,1.221728,0.868393,0.415151,0.879635,0.052028,63.91687,5.922287,89.81263,0.573788,0.019671,0.097396,0.095839,0.000338,0.003713,2316.22,0.767898,0,0.932756,0.101486,0,0.062764,0.002707,208.9211,27442.57,romantic
0.038674,2.673517,1.48835,2.330665,0.411538,0.13506,0.027593,0.000073,0.375109,0.192991,0.185515,0.076368,0.369966,0.507121,0.406348,0.121994,0.098125,0.102362,0.114644,0.068957,0.299941,16.242437,17.560825,69.48446,4.187568,1.251894,0.612512,0.679663,0.885037,0.059925,60.00738,6.447853,322.4345,1.24932,0.034963,0.040578,0.116154,0.000194,0.003398,2444.46,1.5317,0,0.843542,0.082343,0,0.132067,0.002625,415.3768,98109.33,romantic
0.033036,1.424415,1.475934,2.275205,0.388074,0.137356,0.012318,0.000614,0.45133,0.22845,0.209149,0.082404,0.229811,0.356192,0.459654,0.103333,0.107712,0.112239,0.120618,0.066488,0.172663,42.226188,33.034509,69.00092,4.145082,1.234471,0.757449,0.92632,0.888987,0.106967,133.2746,6.495071,120.9269,0.412347,0.012972,0.102847,0.156394,0.000311,0.006442,9713.048,0.674445,0,0.977364,0.124715,0,0.022139,0.003076,348.9895,23474.95,romantic
0.021528,1.450505,1.623558,2.262049,0.433809,0.098775,0.009592,0.000221,0.453637,0.233925,0.196335,0.076174,0.401821,0.306664,0.3341,0.140302,0.138263,0.108204,0.128974,0.046836,0.194799,21.32233,29.827972,65.81409,4.22647,1.254922,0.907281,0.801526,0.88908,0.063014,100.4124,6.511076,144.5756,0.767318,0.021016,0.099277,0.179711,0.000255,0.00303,7975.815,0.731352,0,0.997337,0.101863,0,0.002658,0.001273,241.9865,17581.63,romantic
0.048748,2.011631,1.429531,2.315092,0.386697,0.126279,0.035977,0.000013,0.455929,0.226134,0.198634,0.081126,0.36447,0.318784,0.328782,0.117177,0.126153,0.119266,0.098673,0.049085,0.282202,7.350974,10.835624,73.40571,4.931948,1.388386,0.713707,0.866823,0.890481,0.072248,35.9064,5.498555,282.6688,1.756395,0.041327,0.065057,0.150832,0.000236,0.008571,1583.047,1.168789,0,0.923435,0.130606,0,0.07075,0.002816,592.9365,274222.8,romantic
0.042202,1.052905,1.620036,2.858514,0.364275,0.132134,0.020492,0.000133,0.381898,0.197528,0.162525,0.074818,0.742827,0.524689,0.691924,0.129046,0.128585,0.162232,0.140541,0.119103,0.360076,24.886208,38.460796,71.93905,4.419672,1.297478,0.580957,0.648124,0.867734,0.050775,53.96938,6.60891,408.3875,1.733874,0.044898,0.07096,0.377636,0.000806,0.003549,1520.829,2.253939,0,0.894807,0.087215,0,0.09419,0.002332,448.7897,226426,romantic
0.06951,2.458724,1.49732,2.396445,0.039531,0.143412,0.031995,0.000004,0.409386,0.207815,0.178317,0.067397,0.762079,0.539651,0.389761,0.12112,0.137244,0.097226,0.100134,0.105691,0.288739,5.671851,9.131502,85.33072,5.687533,1.470731,0.56014,0.875798,0.891488,0.079799,48.53947,5.308292,253.0923,1.596446,0.036114,0.019578,0.10501,0.000162,0.005357,1666.779,0.601296,0,0.886818,0.126134,0,0.100439,0.003769,784.2737,253207.3,romantic
0.117208,1.540931,1.447149,2.285816,0.400326,0.202845,0.034064,0.000381,0.411557,0.213956,0.184324,0.074626,0.303873,0.212054,0.363268,0.13057,0.107115,0.094188,0.129471,0.040605,0.108515,52.066509,61.246229,100.8699,7.118438,1.662661,0.487297,1.113045,0.89191,0.159452,88.27521,4.753358,60.26924,0.270537,0.005381,0.00297,0.156161,0.000074,0.014182,3272.713,0.1349,0,0.843542,0.110951,0,0.132067,0.004544,1362.148,140488.6,romantic
0.03307,2.000561,1.496158,2.265657,0.461914,0.118917,0.030594,0.000595,0.463653,0.224783,0.201913,0.077048,0.364185,0.43518,0.360952,0.134095,0.118109,0.120235,0.107069,0.047073,0.251052,42.299462,59.160909,61.88078,4.440074,1.344119,0.803322,0.715036,0.892429,0.08399,40.51755,5.597885,201.9723,0.896353,0.02657,0.1052,0.205053,0.000281,0.007577,1581.827,0.909413,0,0.905459,0.092473,0,0.08566,0.003142,358.9778,189762.7,romantic
0.033718,1.612897,1.462031,2.207127,0.326324,0.127489,0.012622,0.000054,0.402215,0.202924,0.181594,0.107433,0.355481,0.327588,0.333257,0.098717,0.113067,0.096131,0.109141,0.077783,0.314549,12.763115,13.906688,64.87022,3.955007,1.219987,0.827103,0.705797,0.892679,0.134652,104.5614,6.275896,244.5467,0.793345,0.01784,0.062137,0.092741,0.000162,0.007865,6408.559,0.551783,0,0.860852,0.10377,0,0.119866,0.003841,390.9773,31782.73,romantic
0.025807,1.403387,1.498246,2.18633,0.412416,0.125316,0.016582,0.000153,0.394775,0.199831,0.191194,0.078688,0.302662,0.257754,0.358787,0.141073,0.14628,0.112216,0.115021,0.063308,0.184295,26.76785,21.434946,60.35212,4.03589,1.271521,0.745954,0.601359,0.896628,0.136215,133.5562,5.863801,167.5322,0.541555,0.013058,0.035777,0.116202,0.000362,0.007697,7184.64,0.570898,0,0.896139,0.088045,0,0.093136,0.003678,282.964,53632.75,romantic
0.050648,1.101901,1.471976,2.429915,0.373479,0.160038,0.023687,0.000217,0.432181,0.218095,0.190297,0.074992,0.27318,0.363952,0.392066,0.105944,0.13217,0.110456,0.107954,0.070706,0.1758,42.502257,42.991757,79.52189,4.885944,1.350226,0.677326,0.842626,0.894592,0.086694,60.76431,5.945909,220.9169,0.679585,0.0158,0.04746,0.093862,0.000184,0.006659,3695.329,0.513484,0,0.984687,0.111246,0,0.015088,0.001915,563.2759,113926.4,romantic
0.039903,1.959172,1.518791,2.151221,0.472536,0.124353,0.032795,0.0002,0.44327,0.23421,0.206085,0.074874,0.301845,0.291633,0.297259,0.115164,0.113137,0.135244,0.113938,0.081601,0.241744,25.383476,47.716827,57.36142,4.03588,1.298389,0.8824,0.778971,0.887863,0.082981,36.07704,5.363319,332.1141,0.908896,0.029089,0.158886,0.39191,0.000391,0.0085,1173.404,1.452864,0,0.97004,0.138395,0,0.029082,0.002679,438.1712,276539,romantic
0.04362,1.498313,1.434393,2.197654,0.417398,0.141525,0.012385,0.000109,0.400042,0.213616,0.182013,0.093235,0.499965,0.395308,0.29775,0.131244,0.112115,0.148307,0.100274,0.143706,0.34478,0,16.830041,66.30875,3.872789,1.218314,0.648665,0.575568,0.882177,0.107356,99.35356,6.282824,265.4485,0.990011,0.026257,0.023427,0.080174,0.000225,0.006993,4769.435,0.941828,0,0.9747,0.122015,0,0.024676,0.001304,535.8604,49446.01,romantic
0.05607,0.95961,1.491582,2.209439,0.362945,0.176396,0.024074,0.000189,0.400171,0.20671,0.192732,0.081747,0.472601,0.436879,0.308259,0.109043,0.100219,0.118024,0.112399,0.08639,0.27108,32.817394,50.115196,76.60232,5.069802,1.415578,0.556211,0.641178,0.893834,0.090764,54.31625,5.356807,168.2104,0.643566,0.014788,0.028936,0.043221,0.000172,0.007982,2477.041,0.365818,0,0.94008,0.087777,0,0.056367,0.001973,606.3603,94478.76,romantic
0.018599,1.632908,1.535835,2.399293,0.52424,0.08068,0.009439,0.000239,0.434178,0.219629,0.192687,0.073332,0.492321,0.337642,0.364944,0.111113,0.144991,0.13513,0.135946,0.139512,0.252511,15.83176,10.954337,58.04172,3.173446,1.04492,1.238276,0.952904,0.866227,0.075198,109.4342,8.29326,505.1321,1.330918,0.039312,0.292659,0.385938,0.000574,0.006134,16689.55,3.362938,0,0.880826,0.112819,0,0.105042,0.003558,219.5102,30436.17,romantic
0.04146,0.580554,1.523395,2.349774,0.42928,0.131715,0.02278,0.000286,0.417433,0.21285,0.187016,0.075241,0.378387,0.550804,0.425835,0.123829,0.109198,0.107566,0.099839,0.077018,0.146885,42.144434,17.745547,68.88245,4.430229,1.301279,0.773961,0.905247,0.890254,0.074976,62.24895,6.119209,317.2074,1.543417,0.036872,0.050261,0.293615,0.00032,0.003767,3266.492,0.949535,0,0.912117,0.123222,0,0.080213,0.003672,453.5491,82179.54,romantic
0.030633,1.391628,1.480507,2.105421,0.367159,0.115316,0.018083,0.000106,0.449298,0.225537,0.191936,0.080289,0.233432,0.300479,0.278263,0.131149,0.108891,0.122,0.129515,0.051584,0.209711,37.526385,46.006132,67.94062,4.629351,1.347301,0.836511,0.951337,0.89722,0.097694,93.82027,5.904164,190.7658,0.840884,0.023362,0.097809,0.231502,0.000188,0.006393,5311.126,0.732759,0,0.830892,0.119269,0,0.140604,0.00507,326.6114,41291.87,romantic
0.058088,1.35495,1.459409,2.179483,0.435316,0.163434,0.030023,0.000328,0.409678,0.209782,0.18692,0.075148,0.47942,0.200676,0.359822,0.110015,0.088217,0.097983,0.119717,0.049204,0.173509,33.844094,49.511297,83.48557,4.842848,1.329875,0.62357,1.024385,0.895195,0.124619,114.4259,6.183227,133.3572,0.6201,0.018771,0.025875,0.250292,0.000139,0.008149,9112.51,0.807411,0,0.834221,0.110176,0,0.138388,0.004935,623.5244,90180.4,romantic
0.049619,1.890166,1.403651,2.301042,0.246452,0.131054,0.022298,0.00003,0.41445,0.203532,0.186259,0.081195,0.426873,0.465915,0.3286,0.111942,0.140778,0.121584,0.124173,0.117966,0.239772,11.659714,22.125254,90.05117,5.451427,1.40278,0.532319,0.832508,0.895108,0.121411,132.9527,6.06682,624.2954,2.107736,0.037017,0.037568,0.217341,0.000333,0.006858,9169.747,1.591053,0,0.727031,0.070869,0,0.198589,0.003481,521.017,158496,romantic
0.045663,2.151969,1.447865,2.342107,0.433443,0.128086,0.035042,0.000395,0.39221,0.207669,0.22012,0.080138,0.427133,0.278394,0.333776,0.102728,0.1137,0.09008,0.121171,0.069499,0.24135,40.132379,18.424788,63.78683,4.362623,1.324396,0.766985,0.659416,0.889558,0.077552,39.04234,5.618176,207.4904,0.805452,0.034204,0.151282,0.234366,0.000251,0.008205,1214.904,1.77959,0,0.917443,0.115006,0,0.075791,0.003779,485.2332,213361,romantic
0.037489,1.748962,1.506461,2.499096,0.438866,0.120289,0.013652,0.000178,0.430316,0.243056,0.163006,0.078984,0.559522,0.379306,0.395253,0.104792,0.147245,0.132277,0.104335,0.099597,0.208821,17.101554,29.180106,56.08538,3.47513,1.210506,0.5659,0.367196,0.868229,0.094322,98.0902,5.634784,314.717,0.727495,0.017308,0.053374,0.050848,0.000388,0.009169,7294.352,0.857523,0,0.895473,0.122589,0,0.093664,0.003524,409.3525,25857.6,romantic
0.070448,1.516976,1.474996,2.160963,0.452395,0.151655,0.062915,0.000105,0.418379,0.215912,0.189813,0.075373,0.377677,0.358286,0.282592,0.106427,0.102947,0.115534,0.120532,0.089692,0.240517,18.577537,28.912843,87.8485,5.50086,1.416028,0.650747,1.139174,0.897156,0.111443,87.91311,5.931212,336.5321,2.031728,0.050771,0.03647,0.183202,0.000196,0.008506,6147.693,0.997062,0,0.961385,0.117828,0,0.037149,0.00246,779.3617,1018020,romantic
0.018215,1.960924,1.650447,2.298475,0.469318,0.064083,0.010781,0.000026,0.409796,0.201533,0.201343,0.077737,0.506177,0.348649,0.379119,0.156599,0.149224,0.120697,0.159271,0.159838,0.476242,12.115936,5.319265,42.83,2.84406,1.013773,1.120416,0.360397,0.826123,0.036857,63.3676,7.77071,718.9181,2.082315,0.065293,0.219306,0.18293,0.003298,0.002955,2602.219,7.069405,0,0.787617,0.084775,0,0.167388,0.002332,222.0954,51766.49,romantic
0.03208,1.562946,1.446639,2.387615,0.483948,0.109696,0.025258,0.000141,0.412716,0.2052,0.182749,0.072865,0.338889,0.290938,0.429196,0.11862,0.119366,0.105149,0.097053,0.045501,0.340926,19.362961,23.151795,72.32233,4.811941,1.350998,0.753066,0.922092,0.892919,0.066871,55.17731,6.103016,173.3567,1.212112,0.036956,0.084092,0.210939,0.000271,0.004311,1956.648,1.084593,0,0.885486,0.083346,0,0.101468,0.002954,378.1739,183075.6,romantic
0.045771,1.145756,1.575605,2.399314,0.268084,0.137287,0.016795,0.000098,0.376075,0.190961,0.157333,0.099192,0.465288,0.430708,0.373978,0.161079,0.120371,0.11932,0.1308,0.08684,0.248939,17.300256,22.128819,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516,romantic
