@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_19 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Std_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_PeakRatio_Chroma_C# numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_LSP_17 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_5 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute output {romantic,notromantic}

@data

0.065204,0.634386,1.56182,2.506291,0.282525,0.156197,0.044541,0.00012,0.485114,0.220936,0.181438,0.080483,0.364668,0.35641,0.409272,0.150775,0.197056,0.154227,0.126447,0.046421,0.227614,13.982988,16.383077,notromantic
0.087689,0.878931,1.462525,2.298706,0.482671,0.188103,0.043627,0.000093,0.494848,0.241344,0.20218,0.067154,0.291966,0.242337,0.344486,0.106899,0.093336,0.09947,0.087613,0.039697,0.198844,45.602132,32.709258,notromantic
0.047127,1.344307,1.502072,2.23022,0.378792,0.142293,0.022498,0.000136,0.432212,0.216276,0.182658,0.075274,0.611747,0.350844,0.328258,0.13025,0.102303,0.116179,0.138593,0.083044,0.344001,14.25277,22.622238,notromantic
0.0454,1.686842,1.452447,2.302306,0.402213,0.149869,0.017702,0.000382,0.465298,0.231289,0.195598,0.070301,0.420766,0.20948,0.341239,0.121239,0.107908,0.09132,0.093885,0.058343,0.214685,28.896158,38.887884,notromantic
0.066415,1.013608,1.44927,2.182265,0.473213,0.167123,0.028837,0.000158,0.473422,0.22522,0.194732,0.068227,0.220328,0.262486,0.304792,0.119383,0.098736,0.109244,0.102462,0.039066,0.167899,21.081053,31.611666,notromantic
0.051317,1.79627,1.493402,2.067898,0.332831,0.159176,0.01812,0.000149,0.435803,0.206614,0.146911,0.084719,0.546695,0.770787,0.286047,0.109799,0.107349,0.148956,0.183278,0.164852,0.136772,16.024908,31.681119,notromantic
0.066144,0.756909,1.442068,2.242986,0.470922,0.163788,0.038871,0.0004,0.447742,0.21781,0.193707,0.073389,0.428911,0.671495,0.311029,0.094097,0.110678,0.127094,0.12045,0.043064,0.222153,43.447589,80.743267,notromantic
0.033233,1.996859,1.419406,2.228338,0.481515,0.115622,0.028054,0.000299,0.48012,0.231878,0.207698,0.070824,0.430791,0.212311,0.395285,0.100464,0.105402,0.117095,0.120817,0.051318,0.233056,27.327477,39.855834,notromantic
0.033233,1.996859,1.419406,2.228338,0.481515,0.115622,0.028054,0.000299,0.48012,0.231878,0.207698,0.070824,0.430791,0.212311,0.395285,0.100464,0.105402,0.117095,0.120817,0.051318,0.233056,27.327477,39.855834,notromantic
0.033233,1.996859,1.419406,2.228338,0.481515,0.115622,0.028054,0.000299,0.48012,0.231878,0.207698,0.070824,0.430791,0.212311,0.395285,0.100464,0.105402,0.117095,0.120817,0.051318,0.233056,27.327477,39.855834,notromantic
0.041893,1.257821,1.479582,2.375215,0.350245,0.159087,0.017157,0.00006,0.432854,0.220796,0.179856,0.078045,0.666654,0.539702,0.35651,0.126822,0.099012,0.111349,0.092174,0.065236,0.216286,22.344185,24.775792,notromantic
0.041893,1.257821,1.479582,2.375215,0.350245,0.159087,0.017157,0.00006,0.432854,0.220796,0.179856,0.078045,0.666654,0.539702,0.35651,0.126822,0.099012,0.111349,0.092174,0.065236,0.216286,22.344185,24.775792,notromantic
0.063881,0.392975,1.580632,2.15079,0.42295,0.178828,0.031701,0.000727,0.466765,0.224027,0.199398,0.075358,0.649757,0.476618,0.280511,0.103572,0.094859,0.094137,0.08199,0.046239,0.294584,76.187843,107.562991,notromantic
0.015304,1.440118,1.478081,2.316316,0.46611,0.091873,0.009984,0.000449,0.428388,0.227553,0.20866,0.071285,0.236711,0.220352,0.325556,0.147885,0.116817,0.121229,0.12155,0.068302,0.149905,73.183134,95.917709,notromantic
0.050466,0.95428,1.401705,2.404356,0.292885,0.166149,0.023323,0.000049,0.418124,0.218449,0.181826,0.081813,0.515959,0.24216,0.443514,0.110603,0.130821,0.146484,0.114693,0.079991,0.174458,16.525524,16.252625,notromantic
0.050466,0.95428,1.401705,2.404356,0.292885,0.166149,0.023323,0.000049,0.418124,0.218449,0.181826,0.081813,0.515959,0.24216,0.443514,0.110603,0.130821,0.146484,0.114693,0.079991,0.174458,16.525524,16.252625,notromantic
0.048665,1.191821,1.465997,2.164388,0.439588,0.167149,0.01229,0.00036,0.417123,0.210681,0.181963,0.068746,0.163659,0.158175,0.304055,0.110146,0.117552,0.136928,0.114818,0.038935,0.071781,46.967234,54.210596,notromantic
0.069058,1.243937,1.51774,2.294561,0.44451,0.148706,0.055355,0.000645,0.460715,0.23646,0.199721,0.076687,0.27198,0.240051,0.454696,0.129191,0.104449,0.105462,0.133667,0.054264,0.277374,44.227396,52.80581,notromantic
0.07884,2.727313,1.438853,2.018592,0.471959,0.174451,0.035173,0.000115,0.412257,0.207855,0.192097,0.070869,0.125474,0.196191,0.247165,0.10359,0.086472,0.083634,0.078777,0.035147,0.140307,39.813996,28.419033,notromantic
0.07884,2.727313,1.438853,2.018592,0.471959,0.174451,0.035173,0.000115,0.412257,0.207855,0.192097,0.070869,0.125474,0.196191,0.247165,0.10359,0.086472,0.083634,0.078777,0.035147,0.140307,39.813996,28.419033,notromantic
0.07884,2.727313,1.438853,2.018592,0.471959,0.174451,0.035173,0.000115,0.412257,0.207855,0.192097,0.070869,0.125474,0.196191,0.247165,0.10359,0.086472,0.083634,0.078777,0.035147,0.140307,39.813996,28.419033,notromantic
0.082878,1.720977,1.418896,2.181051,0.466025,0.182427,0.044852,0.000024,0.433832,0.224716,0.188495,0.073477,0.214641,0.193171,0.279616,0.1137,0.12081,0.106661,0.109802,0.04001,0.188608,14.015826,13.660619,notromantic
0.079336,1.943602,1.511519,2.291904,0.424913,0.163106,0.043035,0.000258,0.368286,0.171089,0.204616,0.090329,0.426269,0.224982,0.373196,0.09845,0.110547,0.085786,0.125399,0.040293,0.171131,68.451208,113.734103,notromantic
0.056497,1.315524,1.53484,2.426649,0.492743,0.125561,0.051552,0.000336,0.467445,0.235566,0.209087,0.075119,0.298587,0.290951,0.345044,0.125486,0.116569,0.137527,0.112453,0.058693,0.191423,80.603175,90.260708,notromantic
0.056497,1.315524,1.53484,2.426649,0.492743,0.125561,0.051552,0.000336,0.467445,0.235566,0.209087,0.075119,0.298587,0.290951,0.345044,0.125486,0.116569,0.137527,0.112453,0.058693,0.191423,80.603175,90.260708,notromantic
0.056497,1.315524,1.53484,2.426649,0.492743,0.125561,0.051552,0.000336,0.467445,0.235566,0.209087,0.075119,0.298587,0.290951,0.345044,0.125486,0.116569,0.137527,0.112453,0.058693,0.191423,80.603175,90.260708,notromantic
0.055028,1.174382,1.527316,2.272759,0.453063,0.158898,0.037322,0.000194,0.365604,0.210451,0.203749,0.075831,0.433051,0.278503,0.3952,0.111881,0.097122,0.0897,0.094748,0.070151,0.182535,42.568429,26.868639,notromantic
0.025317,1.22454,1.534547,2.22176,0.415025,0.109683,0.031099,0.000446,0.41333,0.201164,0.192034,0.069121,0.561977,0.379709,0.345087,0.127312,0.111083,0.101588,0.102943,0.068946,0.213677,60.18023,92.397099,notromantic
0.061059,1.058231,1.497012,2.474925,0.312004,0.170382,0.020919,0.000118,0.362282,0.181877,0.177374,0.084279,0.293532,0.250281,0.341259,0.101495,0.134563,0.120101,0.084029,0.063813,0.280049,21.385248,22.205595,notromantic
0.040929,1.644766,1.405562,2.447327,0.364724,0.112141,0.036702,0.000079,0.412697,0.203371,0.193816,0.074807,0.580891,0.71162,0.365677,0.152904,0.216804,0.132353,0.208337,0.098226,0.294904,6.975917,11.740319,notromantic
0.072734,0.922215,1.398394,2.133035,0.430837,0.204513,0.021494,0.000181,0.446674,0.216463,0.190187,0.06841,0.443569,0.308692,0.297276,0.098112,0.101395,0.102191,0.084181,0.050554,0.163916,63.164182,86.235905,notromantic
0.072734,0.922215,1.398394,2.133035,0.430837,0.204513,0.021494,0.000181,0.446674,0.216463,0.190187,0.06841,0.443569,0.308692,0.297276,0.098112,0.101395,0.102191,0.084181,0.050554,0.163916,63.164182,86.235905,notromantic
0.08245,1.678428,1.50762,2.040232,0.464377,0.198197,0.031097,0.000621,0.468173,0.230948,0.203529,0.073215,0.304161,0.24044,0.276193,0.104586,0.089876,0.097341,0.092278,0.043813,0.181175,55.93825,43.259874,notromantic
0.08245,1.678428,1.50762,2.040232,0.464377,0.198197,0.031097,0.000621,0.468173,0.230948,0.203529,0.073215,0.304161,0.24044,0.276193,0.104586,0.089876,0.097341,0.092278,0.043813,0.181175,55.93825,43.259874,notromantic
0.04679,1.143958,1.466963,2.050635,0.355516,0.150484,0.017923,0.000038,0.382944,0.194578,0.179754,0.074916,0.403686,0.364969,0.318221,0.120284,0.09699,0.09043,0.140148,0.10961,0.191148,11.27367,13.932459,notromantic
0.058448,1.166856,1.478473,2.289088,0.301321,0.171105,0.027614,0.00012,0.430413,0.218305,0.180401,0.084751,0.3981,0.208979,0.357094,0.126876,0.109514,0.118551,0.107828,0.036837,0.257874,15.373109,20.242018,notromantic
0.053642,1.658703,1.518404,2.454577,0.393521,0.137464,0.028328,0.000005,0.488159,0.236321,0.236185,0.088557,0.525785,0.350634,0.378199,0.10122,0.097855,0.085542,0.101945,0.068835,0.33674,6.850981,6.667547,notromantic
0.053642,1.658703,1.518404,2.454577,0.393521,0.137464,0.028328,0.000005,0.488159,0.236321,0.236185,0.088557,0.525785,0.350634,0.378199,0.10122,0.097855,0.085542,0.101945,0.068835,0.33674,6.850981,6.667547,notromantic
0.066552,1.549723,1.447865,2.229661,0.422041,0.163935,0.037737,0.00012,0.397776,0.203168,0.194345,0.084448,0.413899,0.345671,0.284377,0.107437,0.103493,0.102921,0.094713,0.100058,0.370926,50.148512,72.768782,notromantic
0.066552,1.549723,1.447865,2.229661,0.422041,0.163935,0.037737,0.00012,0.397776,0.203168,0.194345,0.084448,0.413899,0.345671,0.284377,0.107437,0.103493,0.102921,0.094713,0.100058,0.370926,50.148512,72.768782,notromantic
0.093279,1.388002,1.472848,2.161303,0.461926,0.179973,0.0505,0.00063,0.411824,0.208445,0.207869,0.063864,0.378017,0.297318,0.300247,0.104508,0.101283,0.085392,0.100131,0.035958,0.141603,73.041998,107.098868,notromantic
0.037653,0.556591,1.409108,2.23566,0.409776,0.136967,0.014241,0.000014,0.404319,0.206617,0.200129,0.073058,0.49097,0.419173,0.320845,0.108422,0.145828,0.110232,0.118221,0.040279,0.17276,13.565595,12.469212,notromantic
0.100814,1.343006,1.453721,2.061706,0.451644,0.22019,0.026197,0.000318,0.467886,0.232111,0.18812,0.068069,0.140591,0.155535,0.251925,0.098478,0.092326,0.093,0.092168,0.037656,0.129616,36.1912,49.353987,notromantic
0.100869,1.104807,1.469754,2.127746,0.504528,0.190733,0.057826,0.000426,0.486462,0.243564,0.207925,0.067181,0.370164,0.211131,0.286487,0.098402,0.094915,0.087944,0.110847,0.037337,0.208842,46.694972,41.385145,notromantic
