@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.070448,4.787765,0.000172,1.474996,2.449798,0.151655,0.062915,0.000102,2.476308,0.377677,0.358286,0.341857,0.282592,0.106427,0.102947,0.120532,0.240517,0.076413,28.912843,0.577052,1.003201,0.491328,87.8485,5.50086,1.416028,0.650747,1.139174,0.897156,0.111443,87.91311,5.931212,336.5321,2.031728,0.050771,0.03647,0.183202,0.000196,0.008506,6147.693,0.997062,0,0.961385,0.117828,0,0.037149,0.00246,779.3617,1018020
0.086428,2.333607,0.00016,1.509321,2.510371,0.175165,0.035192,0.000098,2.826371,0.320889,0.204965,0.226734,0.363246,0.099278,0.101948,0.093854,0.091912,0.07415,27.680246,0.58227,1.002906,0.494928,94.31582,6.609911,1.592958,0.517127,1.273948,0.89188,0.182265,98.71905,5.050738,29.47961,0.174904,0.004846,0.005286,0.083971,0.000077,0.018116,4974.043,0.128227,0,0.651132,0.07659,0,0.227311,0.005491,918.8404,135221.8
0.019162,5.203435,0.000043,1.573975,2.81417,0.10301,0.010423,0.000039,1.991873,0.513479,0.364839,0.411339,0.407386,0.128945,0.103808,0.122031,0.224262,0.093151,23.637258,0.597912,1.005015,0.561272,60.30648,3.948809,1.221863,1.099373,0.98631,0.888773,0.063645,62.51124,6.402448,149.2499,0.748985,0.02446,0.222955,0.167621,0.000383,0.004772,3871.537,0.711852,0,0.934754,0.097794,0,0.06103,0.002672,204.8637,25279.47
0.094335,3.342823,0.000473,1.511457,2.867683,0.231476,0.030149,0.000371,2.059121,0.302434,0.323527,0.263446,0.2745,0.106979,0.120341,0.112721,0.209045,0.094185,48.14271,0.57988,1.003092,0.502149,93.50886,5.946776,1.500063,0.545963,0.914037,0.895333,0.144528,60.76677,5.255287,119.2074,0.427926,0.007577,0.01298,0.08617,0.000125,0.016917,2614.738,0.264925,0,0.954061,0.087827,0,0.043858,0.002326,1029.466,133886.3
0.068949,5.340637,0.000177,1.546073,2.738736,0.170681,0.028586,0.000115,3.022036,0.591025,0.426374,0.469746,0.410962,0.124922,0.139422,0.12347,0.443928,0.087095,11.01271,0.599473,1.005129,0.546372,66.2847,4.693882,1.412753,0.562149,0.447998,0.877881,0.044701,19.5705,4.676042,647.5358,2.037442,0.031228,0.061413,0.083124,0.000305,0.006734,796.1611,0.673055,0,0.286285,0.04224,0,0.204462,0.004949,757.5792,160811.1
0.045994,3.520154,0.000105,1.450064,2.354981,0.143371,0.023095,0.000095,2.022964,0.402877,0.202548,0.267178,0.272392,0.100323,0.101953,0.088261,0.17399,0.072615,27.644729,0.553686,1.005956,0.535224,81.50565,5.57787,1.467738,0.609049,0.94563,0.903487,0.117063,75.29558,5.379533,323.2806,0.733868,0.009679,0.020021,0.169997,0.000093,0.005674,2167.824,0.343357,0,0.99534,0.093842,0,0.004642,0.00219,494.761,75446.61
0.069658,5.282384,0.000009,1.600266,2.721915,0.173451,0.040148,0.000093,3.114948,0.338875,0.564341,0.361554,0.335991,0.185933,0.107441,0.171521,0.226217,0.115848,11.079059,0.584416,1.00345,0.436917,53.09016,4.535868,1.48717,0.478236,0.248377,0.8704,0.059267,65.53266,3.839292,326.5884,1.623843,0.036011,0.015829,0.02388,0.00035,0.003312,2369.08,0.346651,0,0.639814,0.082652,0,0.230606,0.005744,853.1522,595165.1
0.057362,6.5397,0.000432,1.462086,2.961662,0.160226,0.039548,0.000448,2.714139,0.96095,0.325712,0.330495,0.489668,0.14624,0.129081,0.133266,0.206724,0.081976,71.421159,0.51879,1.00897,0.443253,96.45628,5.501767,1.37966,0.680928,1.18313,0.880957,0.113514,95.49109,6.679479,1056.271,3.683662,0.053199,0.047523,0.90258,0.000487,0.01154,9226.309,1.644973,0,0.726365,0.092337,0,0.198891,0.005317,651.5783,407665.8
0.038378,9.416657,0.000046,1.462279,2.743704,0.119731,0.019424,0.000011,2.768681,0.581042,0.369473,0.559815,0.416701,0.103711,0.204701,0.19691,0.397095,0.077017,9.830687,0.569481,1.003043,0.512098,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.029855,6.287856,0.000073,1.530684,2.597374,0.10606,0.015374,0.000088,3.306256,0.544208,0.421438,0.482227,0.319282,0.106417,0.097973,0.113189,0.26188,0.091702,11.325339,0.583416,1.002546,0.482624,69.03368,4.084638,1.203211,0.786936,0.709983,0.88598,0.07075,89.08819,6.817334,311.3441,1.513011,0.035146,0.107692,0.093478,0.000225,0.003099,3921.809,1.174456,0,0.994674,0.111357,0,0.005301,0.001627,336.0701,33547.96
0.035258,7.091189,0.0001,1.569135,2.98623,0.130661,0.013176,0.000112,2.856252,0.662462,0.405868,0.376246,0.428356,0.129429,0.121319,0.110245,0.21449,0.095309,13.510022,0.596217,1.003534,0.472775,62.01411,3.684428,1.19722,0.780473,0.577829,0.873589,0.062548,43.93799,6.456382,349.5862,0.435867,0.009261,0.167356,0.109646,0.000316,0.005943,2257.926,1.105366,0,0.889481,0.102213,0,0.09837,0.003563,409.2239,45523.46
0.053304,4.772523,0.000122,1.438804,2.829795,0.139121,0.046281,0.000303,2.17165,0.399435,0.190012,0.251351,0.343246,0.11034,0.112674,0.084871,0.188283,0.080708,59.870185,0.535707,1.008737,0.437827,70.35708,5.069639,1.443833,0.742124,0.914521,0.898036,0.045981,19.31623,5.260877,312.9748,1.029646,0.030704,0.105,0.386054,0.000228,0.004983,861.9298,1.080512,0,0.908123,0.11211,0,0.083492,0.003662,623.8671,368331
0.025583,6.050458,0.00005,1.531672,2.24551,0.091483,0.026913,0.000042,1.709016,0.525873,0.362961,0.33608,0.346886,0.139966,0.118977,0.100469,0.299312,0.094297,7.911752,0.524703,1.002933,0.473235,62.45355,4.031806,1.219618,1.143332,0.836141,0.889618,0.092072,47.64775,6.471171,1240.319,3.623765,0.05317,0.145405,0.405879,0.000314,0.017243,2538.493,1.306175,0,0.672437,0.092655,0,0.220412,0.004999,239.4904,343760.1
0.025278,5.252685,0.000291,1.577862,2.79026,0.092217,0.013165,0.00048,2.162438,0.438447,0.42225,0.42427,0.436886,0.149464,0.198488,0.120866,0.344231,0.103137,14.864195,0.575145,1.003423,0.480136,48.22364,3.632242,1.247352,0.990972,0.353633,0.873672,0.058704,67.82372,5.325188,519.6259,1.281832,0.033181,0.257877,0.110649,0.000472,0.005036,5346.422,0.948396,0,0.91012,0.08067,0,0.081856,0.001746,299.6803,61367.43
0.085447,4.208724,0.000115,1.558483,2.786703,0.192266,0.045763,0.000074,2.139127,0.426943,0.225316,0.410169,0.353421,0.1429,0.12302,0.141513,0.438082,0.097619,29.629647,0.556925,1.003303,0.470078,93.97978,5.842485,1.47029,0.566395,1.098965,0.895833,0.112929,70.37472,5.559383,615.1384,1.403587,0.018078,0.024569,0.330602,0.000203,0.012753,4211.361,0.898885,0,0.932091,0.120708,0,0.06334,0.003187,912.1929,273458.7
0.056426,8.34675,0.000121,1.445957,2.625352,0.179781,0.018146,0.000091,2.764412,0.416154,0.564127,0.354245,0.419292,0.107201,0.147108,0.14416,0.198436,0.083334,38.963917,0.562178,1.007619,0.462242,64.50285,3.533762,1.172517,0.819607,0.70638,0.851733,0.061868,33.39887,6.577462,258.6253,1.171969,0.034232,0.021824,0.142566,0.000567,0.006325,1889.235,2.006024,0,0.659787,0.087118,0,0.224618,0.005782,596.3165,63769.56
0.030856,7.59893,0.000041,1.605895,2.855789,0.111349,0.012761,0.000015,2.247134,0.68666,0.555893,0.439314,0.363362,0.147076,0.120386,0.122722,0.255138,0.091894,7.230596,0.578756,1.00285,0.495903,71.88882,3.953085,1.178645,0.920565,0.8072,0.865483,0.085576,77.44211,7.21489,1114.438,2.249815,0.033937,0.250834,0.22014,0.000651,0.008868,2603.274,1.586359,0,0.587217,0.091672,0,0.242555,0.006572,358.919,40072.54
0.032092,6.438385,0.000041,1.440273,2.759432,0.104444,0.026678,0.000058,2.204796,0.69164,0.289876,0.352804,0.354103,0.128088,0.124191,0.089386,0.345714,0.075607,20.088676,0.554784,1.013891,0.57838,55.54987,4.057206,1.31588,0.75848,0.617045,0.883331,0.069101,29.55309,5.505519,385.2931,1.67634,0.058554,0.13128,0.271012,0.000672,0.006102,772.1589,2.883567,0,0.742344,0.088536,0,0.191397,0.005504,359.3637,105721.9
0.026927,7.058653,0.000176,1.554723,2.694845,0.10421,0.0185,0.000123,2.371741,0.732139,0.312054,0.314903,0.329311,0.110902,0.105578,0.108078,0.263654,0.091548,10.19071,0.624372,1.003197,0.48434,49.86349,3.143856,1.10323,1.030373,0.495245,0.871405,0.05775,59.35214,6.958207,213.487,0.88638,0.033025,0.155729,0.103203,0.000556,0.003943,3838.208,1.812279,0,0.986019,0.112509,0,0.013795,0.001018,280.926,72304.99
0.042202,6.763153,0.000212,1.620036,2.856381,0.132134,0.020492,0.000148,2.474707,0.742827,0.524689,0.343605,0.691924,0.129046,0.128585,0.140541,0.360076,0.101089,38.460796,0.575903,1.006485,0.472648,71.93905,4.419672,1.297478,0.580957,0.648124,0.867734,0.050775,53.96938,6.60891,408.3875,1.733874,0.044898,0.07096,0.377636,0.000806,0.003549,1520.829,2.253939,0,0.894807,0.087215,0,0.09419,0.002332,448.7897,226426
0.05752,4.593387,0.000295,1.555388,2.849293,0.166945,0.027235,0.000396,2.549446,0.441741,0.338681,0.401367,0.368288,0.175943,0.137725,0.105587,0.183537,0.088115,56.853467,0.557638,1.004671,0.515252,79.6132,5.24231,1.436208,0.619992,0.971825,0.892048,0.058365,29.05301,5.324391,211.7676,0.668522,0.017179,0.023401,0.145209,0.000209,0.004638,810.7425,0.682523,0,0.788948,0.130246,0,0.16662,0.005842,681.06,166738.1
0.023802,6.281334,0.000454,1.47052,2.607893,0.105029,0.013934,0.000459,2.007069,0.449487,0.390643,0.297471,0.301181,0.104834,0.109371,0.116571,0.197893,0.080943,27.146194,0.60254,1.00366,0.489984,65.42101,4.008297,1.21717,0.992723,0.979757,0.893655,0.081175,75.52494,6.662362,190.4952,0.919125,0.030941,0.152336,0.226487,0.000242,0.005257,3916.076,1.294845,0,0.882823,0.107014,0,0.103516,0.004042,280.4825,51821.44
0.105311,3.785963,0.000212,1.483424,2.439483,0.241776,0.028233,0.000375,2.536666,0.347026,0.650062,0.332249,0.291745,0.09481,0.088582,0.097818,0.122303,0.077272,37.771534,0.585806,1.004344,0.502167,111.3198,6.888316,1.56648,0.514034,1.433559,0.887881,0.101589,50.40662,5.48372,503.6048,1.90735,0.014432,0.007429,0.650581,0.000452,0.00953,1799.12,0.390098,0,0.921438,0.131561,0,0.072438,0.004064,1145.916,143074.9
0.021528,4.986804,0.000392,1.623558,2.616085,0.098775,0.009592,0.000239,1.961882,0.401821,0.306664,0.297019,0.3341,0.140302,0.138263,0.128974,0.194799,0.10275,29.827972,0.581639,1.002965,0.469754,65.81409,4.22647,1.254922,0.907281,0.801526,0.88908,0.063014,100.4124,6.511076,144.5756,0.767318,0.021016,0.099277,0.179711,0.000255,0.00303,7975.815,0.731352,0,0.997337,0.101863,0,0.002658,0.001273,241.9865,17581.63
0.019814,6.323527,0.000142,1.524729,2.460704,0.144506,0.009988,0.000125,2.229828,0.339145,0.260888,0.208034,0.326833,0.107925,0.112,0.101711,0.070634,0.07446,11.567866,0.579666,1.00255,0.507294,85.57868,5.082864,1.347703,0.70915,1.280548,0.893023,0.089052,35.07129,6.38062,248.2474,1.410256,0.027014,0.038181,0.226452,0.00011,0.01224,1056.044,1.143606,0,0.476032,0.076276,0,0.249592,0.007597,377.2888,125243.2
0.036757,5.043728,0.000387,1.504942,2.911594,0.112816,0.034186,0.000665,2.532262,0.681014,0.488001,0.48042,0.346198,0.148399,0.162221,0.130487,0.250485,0.107829,37.387949,0.56011,1.004359,0.570239,59.29742,4.235203,1.32274,0.626696,0.558495,0.885857,0.069087,82.3768,5.480887,180.9912,1.117163,0.042481,0.088457,0.129301,0.00037,0.005369,5721.912,1.066367,0,0.635819,0.079638,0,0.231708,0.004699,391.6199,182420.7
0.070419,9.383828,0.000045,1.25706,3.399116,0.169674,0.017688,0.000038,3.567903,0.779857,0.369955,0.560116,0.388873,0.124857,0.142502,0.169461,0.243392,0.105868,6.684014,0.620856,1.004946,0.451425,67.55215,3.701865,1.250206,0.507602,0.460841,0.834545,0.079309,42.16552,5.634431,548.7328,1.08252,0.016431,0.046471,0.04485,0.000522,0.010264,2058.69,0.861932,0,0.83755,0.160988,0,0.136151,0.005382,784.6858,50086.46
0.053,4.685276,0.000382,1.482567,2.469782,0.165516,0.01769,0.000208,2.572623,0.264185,0.238775,0.216522,0.294307,0.10436,0.09592,0.121416,0.133609,0.077303,68.369187,0.592155,1.004997,0.458825,82.19545,5.170146,1.392398,0.625217,1.008921,0.902337,0.181824,100.9218,5.681728,89.4458,0.437076,0.008827,0.008219,0.08199,0.000088,0.016986,6745.197,0.195276,0,0.901465,0.09319,0,0.088885,0.002266,593.2135,35397.28
0.049946,4.79354,0.000098,1.459073,2.50395,0.142715,0.040169,0.000284,1.987482,0.454376,0.3293,0.345147,0.356057,0.105751,0.122816,0.107173,0.157248,0.07983,28.028182,0.567081,1.004771,0.479081,68.20847,4.910718,1.414629,0.763393,0.821149,0.902945,0.120768,89.0587,5.38613,175.885,1.605063,0.042736,0.069592,0.180962,0.000151,0.007716,4906.229,0.661884,0,0.749667,0.099858,0,0.187791,0.004689,554.5234,481179.3
0.058232,6.578384,0.00004,1.493006,2.87046,0.16396,0.024729,0.000026,2.788935,0.445898,0.346606,0.39472,0.436966,0.126915,0.103571,0.109938,0.267048,0.077599,15.586591,0.60649,1.003172,0.521807,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
0.045771,6.866933,0.000254,1.575605,2.760441,0.137287,0.016795,0.000156,2.240639,0.465288,0.430708,0.377863,0.373978,0.161079,0.120371,0.1308,0.248939,0.099927,22.128819,0.550904,1.002864,0.506478,77.14972,4.83655,1.353481,0.535596,0.583553,0.889605,0.080361,110.5758,5.862444,405.6582,1.310656,0.024801,0.036399,0.070313,0.000241,0.003893,9283.686,0.76884,0,0.952064,0.113133,0,0.045669,0.002218,547.6121,97516
0.019542,5.841584,0.000381,1.448596,2.731093,0.091324,0.008834,0.000436,2.239584,0.582441,0.387986,0.244098,0.372342,0.125279,0.154077,0.160562,0.261751,0.088146,25.820597,0.614259,1.004764,0.535826,58.65412,4.020389,1.230227,0.828299,0.618081,0.879124,0.069762,79.86032,6.795526,419.1836,2.202795,0.08066,0.15845,0.241856,0.001173,0.004845,3947.413,4.618264,0,0.919441,0.078264,0,0.074119,0.002508,232.3813,22867.99
0.036655,4.68484,0.000473,1.399427,2.537043,0.140144,0.018086,0.000576,2.066712,0.323622,0.239842,0.249413,0.302327,0.103944,0.111151,0.097369,0.239426,0.076031,39.213957,0.562582,1.00439,0.514878,76.86675,4.790814,1.337374,0.705631,1.059398,0.897713,0.100394,51.77673,5.831395,210.1255,0.526894,0.009747,0.04287,0.207665,0.0001,0.009537,2456.041,0.405758,0,0.695073,0.111869,0,0.212088,0.006352,451.6446,50253.42
0.041903,6.720674,0.000055,1.46928,2.81539,0.145931,0.011848,0.000041,2.180183,0.355731,0.250965,0.387825,0.439649,0.114885,0.122612,0.126461,0.225418,0.087303,15.375594,0.549213,1.003267,0.492335,58.68635,3.833611,1.25431,0.533345,0.443439,0.881935,0.124541,122.3629,5.571587,187.4829,0.342478,0.009045,0.056924,0.078063,0.0002,0.007305,6781.02,0.948839,0,0.938748,0.125887,0,0.057538,0.002443,477.8652,25607.11
0.030104,8.12965,0.000041,1.452834,2.609307,0.104341,0.030141,0.000041,1.597002,0.494306,0.362274,0.360071,0.312002,0.119664,0.117343,0.130757,0.412263,0.090558,10.144966,0.529858,1.002872,0.479979,51.73104,3.151563,1.079172,0.928426,0.579442,0.87569,0.140277,155.2047,7.080297,566.0012,2.64357,0.071911,0.101048,0.24398,0.000415,0.012046,18107.48,2.504889,0,0.86285,0.103979,0,0.118419,0.003359,326.354,226228.4
0.045513,6.232462,0.000053,1.540657,2.971431,0.139597,0.021121,0.00005,2.837632,0.439672,0.398782,0.500617,0.479385,0.124538,0.133901,0.143826,0.233451,0.093651,10.427979,0.584103,1.004027,0.502244,66.63235,4.254855,1.301063,0.673364,0.572669,0.878304,0.040868,39.90031,5.856583,376.4468,1.082418,0.031946,0.145052,0.135473,0.00029,0.002662,1599.033,1.927749,0,0.884155,0.108058,0,0.102494,0.003245,499.3787,117830.7
0.031158,7.381896,0.000038,1.451554,2.661459,0.125312,0.006962,0.000032,1.994472,0.203309,0.199474,0.259203,0.316413,0.107584,0.105273,0.0979,0.09034,0.081324,12.244184,0.584679,1.003081,0.509635,68.83942,3.60638,1.122801,0.878265,0.912047,0.889267,0.127505,106.1993,7.330171,53.51808,0.154009,0.005091,0.07229,0.089867,0.000144,0.006069,3966.29,0.733804,0,0.978695,0.126049,0,0.020865,0.002224,342.0625,6970.287
0.03847,9.233508,0.000107,1.498389,2.660659,0.131427,0.009245,0.000091,2.454111,0.548659,0.44238,0.299513,0.366005,0.103839,0.113723,0.115161,0.361926,0.084411,13.137036,0.578669,1.002836,0.481598,57.97261,3.185564,1.102469,0.610025,0.425021,0.870487,0.078518,86.15623,6.678225,195.6898,0.582637,0.018093,0.043366,0.052783,0.000389,0.004836,3879.19,0.997668,0,0.923435,0.11208,0,0.07075,0.002704,416.6789,17838.07
0.049619,5.578024,0.000029,1.403651,2.576402,0.131054,0.022298,0.00003,2.684026,0.426873,0.465915,0.37112,0.3286,0.111942,0.140778,0.124173,0.239772,0.084205,22.125254,0.513704,1.004122,0.529246,90.05117,5.451427,1.40278,0.532319,0.832508,0.895108,0.121411,132.9527,6.06682,624.2954,2.107736,0.037017,0.037568,0.217341,0.000333,0.006858,9169.747,1.591053,0,0.727031,0.070869,0,0.198589,0.003481,521.017,158496
0.058448,5.624544,0.000145,1.478473,2.92869,0.171105,0.027614,0.000081,2.766493,0.3981,0.208979,0.273947,0.357094,0.126876,0.109514,0.107828,0.257874,0.090368,20.242018,0.570016,1.002436,0.511259,81.16412,4.962348,1.372217,0.578326,0.72818,0.894097,0.053521,34.17953,5.823538,79.49626,0.263354,0.012307,0.019914,0.051963,0.000146,0.004623,1084.634,0.644442,0,0.902796,0.105111,0,0.087814,0.002445,651.1419,121730.7
0.03208,4.955852,0.000192,1.446639,2.538462,0.109696,0.025258,0.000151,2.066533,0.338889,0.290938,0.463906,0.429196,0.11862,0.119366,0.097053,0.340926,0.091483,23.151795,0.608388,1.003045,0.510742,72.32233,4.811941,1.350998,0.753066,0.922092,0.892919,0.066871,55.17731,6.103016,173.3567,1.212112,0.036956,0.084092,0.210939,0.000271,0.004311,1956.648,1.084593,0,0.885486,0.083346,0,0.101468,0.002954,378.1739,183075.6
0.016786,6.678072,0.000273,1.630335,2.504391,0.072738,0.00359,0.000226,2.139563,0.306607,0.263636,0.267543,0.346059,0.140342,0.096833,0.127652,0.271169,0.102329,22.533238,0.561507,1.003246,0.494147,46.95811,2.973008,1.054712,1.455246,0.67727,0.859824,0.071708,104.4768,7.349464,83.17783,0.405683,0.019607,0.234036,0.182715,0.000514,0.003885,7395.093,1.732963,0,0.835553,0.107028,0,0.137496,0.003371,186.485,1591.798
0.07876,4.974005,0.00008,1.478235,2.383741,0.191109,0.033235,0.000105,3.882294,0.529222,0.291181,0.371377,0.354218,0.09846,0.093876,0.080977,0.121526,0.083141,41.27427,0.547174,1.006568,0.508451,82.82284,5.688724,1.506182,0.63787,1.002451,0.897436,0.107878,51.4607,5.182901,64.34888,0.284087,0.004922,0.019441,0.150976,0.000073,0.011405,2330.807,0.092626,0,0.951398,0.134731,0,0.046271,0.002013,862.9735,132379.8
0.044576,5.342106,0.000466,1.449353,2.578297,0.162037,0.015101,0.000385,2.04408,0.267403,0.213022,0.259078,0.303858,0.105158,0.125992,0.112246,0.121375,0.075982,66.408836,0.563881,1.00475,0.49514,80.9214,4.911936,1.33275,0.746698,1.237892,0.901162,0.141274,93.73117,6.183296,152.2777,1.036189,0.021492,0.023532,0.204948,0.000098,0.00979,5372.562,0.481547,0,0.831558,0.106245,0,0.140163,0.004369,469.2338,32815.08
0.032088,4.511427,0.000065,1.530018,2.616788,0.095084,0.038022,0.00014,2.539796,0.474881,0.573357,0.329595,0.272572,0.130347,0.15443,0.128839,0.226936,0.087364,20.698333,0.541987,1.007794,0.527368,61.18724,4.505174,1.349551,0.943364,0.775876,0.890541,0.08265,81.70352,5.622205,257.4558,1.372919,0.039886,0.177149,0.207477,0.000212,0.005665,6194.889,1.137593,0,0.737683,0.107111,0,0.193636,0.005991,364.9806,162965.6
0.052398,5.519754,0.000087,1.387575,2.335777,0.158046,0.031793,0.000112,1.765216,0.268459,0.237781,0.239884,0.331301,0.109509,0.141127,0.121108,0.272551,0.081359,59.456904,0.603282,1.007283,0.484289,80.2144,5.127237,1.38708,0.71872,1.031834,0.902467,0.214742,135.5778,5.717236,400.6324,1.841514,0.03414,0.028947,0.245358,0.000102,0.018996,15067.02,0.750846,0,0.826232,0.108749,0,0.143669,0.005127,583.1913,134288.6
0.050534,4.063265,0.000534,1.459781,2.667967,0.139941,0.030894,0.000549,3.310595,0.404983,0.37075,0.264932,0.296956,0.12108,0.129445,0.091471,0.274477,0.07511,52.698535,0.540263,1.007475,0.565907,76.1579,5.253951,1.437108,0.636617,0.895172,0.889949,0.069714,49.95555,5.364593,257.4136,0.930696,0.01809,0.074774,0.230401,0.000227,0.007219,3567.192,0.458105,0,0.928762,0.097731,0,0.066208,0.002752,569.3424,121978.2
0.103623,1.735593,0.000833,1.465105,2.506255,0.194356,0.065192,0.001322,3.295462,0.361692,0.358654,0.230872,0.297664,0.113489,0.122596,0.091961,0.218643,0.078505,96.412844,0.56238,1.00698,0.499182,89.96901,6.713255,1.65609,0.511045,1.162903,0.893023,0.047708,15.79906,4.611147,241.3026,0.97548,0.021588,0.042405,0.607808,0.000189,0.005396,503.2157,0.752911,0,0.633156,0.084331,0,0.232424,0.006011,1137.92,538465.1
0.036582,7.62101,0.000005,1.542611,2.584751,0.152992,0.009681,0.000004,2.475641,0.385977,0.285181,0.328549,0.438603,0.123533,0.12187,0.144213,0.099487,0.090668,5.893067,0.580044,1.003427,0.522206,72.42995,3.875092,1.179606,0.729321,0.917752,0.889857,0.282238,332.2546,6.889429,358.667,0.727384,0.011086,0.025197,0.241699,0.000257,0.021298,27678.7,0.910854,0,0.992011,0.15361,0,0.007931,0.001642,409.4555,12352.24
0.040837,4.730381,0.000267,1.471557,2.52137,0.159542,0.020744,0.000263,2.326054,0.233575,0.360678,0.289608,0.281281,0.113483,0.092731,0.087854,0.151812,0.086942,37.278996,0.606854,1.003741,0.50395,78.91388,4.995108,1.371712,0.696707,1.00061,0.898217,0.114486,48.222,5.733126,109.8098,0.534622,0.012952,0.024598,0.167092,0.00014,0.012428,2004.47,0.403101,0,0.748336,0.074512,0,0.188455,0.004611,470.8381,101596.7
0.054382,5.254192,0.000235,1.534453,2.297906,0.149918,0.016555,0.000143,2.763052,0.646544,0.359727,0.27798,0.317626,0.108669,0.096959,0.093282,0.151795,0.084257,20.386504,0.542985,1.00239,0.492732,80.75252,5.204699,1.416468,0.620851,0.791551,0.894681,0.225353,136.2412,5.512459,754.4751,1.718234,0.024625,0.038056,0.150514,0.000175,0.01394,5233.864,1.422473,0,0.877497,0.094421,0,0.107568,0.003584,690.8828,252953.1
0.025023,6.252668,0.000543,1.588942,2.655116,0.0971,0.016648,0.000299,2.355843,0.453696,0.411159,0.438745,0.392744,0.114501,0.127234,0.103094,0.227259,0.091723,31.234201,0.568202,1.002949,0.48313,58.57839,3.842623,1.222028,0.955163,0.606992,0.883674,0.054332,48.8197,6.458023,87.16562,0.836735,0.029236,0.185254,0.092483,0.000247,0.003258,2289.456,1.060421,0,0.797603,0.063997,0,0.16154,0.002002,280.6163,62970.86
0.039131,6.678361,0.000131,1.509633,2.466164,0.131456,0.014825,0.00008,2.654105,0.387731,0.231028,0.353788,0.532911,0.149547,0.123415,0.14344,0.197643,0.102661,27.383887,0.590032,1.00465,0.516555,62.94221,3.954796,1.242095,0.671969,0.524298,0.885721,0.126388,128.6412,6.029037,304.6177,1.334575,0.034337,0.057201,0.080425,0.000282,0.005262,6278.401,1.07207,0,0.994008,0.108645,0,0.00596,0.001432,418.6065,44105.06
0.040108,5.021679,0.000587,1.562375,2.491039,0.124907,0.028826,0.000457,1.991681,0.345949,0.230588,0.224092,0.335534,0.122309,0.125878,0.108847,0.229356,0.090118,56.969595,0.552375,1.004413,0.477283,70.88614,4.684497,1.339444,0.830522,0.815225,0.897039,0.084128,84.53054,6.026234,153.4643,1.042736,0.031484,0.081414,0.173983,0.000186,0.005756,5880.759,0.946273,0,0.782956,0.061155,0,0.170049,0.001971,412.8112,148972.2
0.057372,8.514495,0.000022,1.519485,2.496486,0.166614,0.019411,0.000058,2.262161,0.792215,0.334861,0.857836,0.36121,0.133321,0.141483,0.144302,0.313378,0.078241,18.028189,0.516851,1.006179,0.510512,35.14821,2.765838,1.171583,0.782015,0.270467,0.853278,0.160086,91.84317,4.92648,560.6961,1.447686,0.061029,0.13951,0.148162,0.001294,0.026856,13377.19,6.080771,0,0.695739,0.091164,0,0.211827,0.004908,562.233,192515.4
0.023491,7.249784,0.000012,1.431042,3.112033,0.120247,0.006605,0.000018,2.886459,0.280861,0.236985,0.301658,0.270752,0.10137,0.129598,0.113985,0.217489,0.082149,14.809781,0.536392,1.004678,0.508212,55.35686,3.448691,1.160088,0.901968,0.694428,0.884466,0.185168,166.1819,6.63795,67.71308,0.21833,0.005853,0.159458,0.232145,0.000168,0.007136,7646.28,0.461664,0,0.738349,0.081227,0,0.193319,0.004066,255.8751,4833.377
0.03077,6.614643,0.000383,1.466559,2.936798,0.108621,0.018144,0.000415,2.16048,0.351292,0.36931,0.295374,0.347377,0.100525,0.10283,0.093519,0.187781,0.083267,20.894687,0.571249,1.007076,0.490167,57.50239,3.704311,1.201984,0.991807,0.676131,0.887524,0.080055,62.10265,6.130651,200.7971,0.77934,0.020832,0.095509,0.159723,0.000217,0.006017,3539.794,0.987838,0,0.799601,0.115642,0,0.160346,0.004354,324.7134,58951.11
0.026604,5.443222,0.000017,1.540932,2.850279,0.094651,0.01592,0.000044,2.089334,0.683306,0.359181,0.51823,0.488798,0.140748,0.128551,0.119098,0.277282,0.095917,5.294061,0.559517,1.002888,0.46225,56.77335,3.905362,1.247836,0.848575,0.364448,0.863674,0.04601,53.62759,5.964696,942.1707,2.075688,0.039561,0.221515,0.102926,0.000697,0.00388,1668.015,2.047451,0,0.843542,0.077018,0,0.132067,0.002221,377.0502,173065.5
0.059699,3.76608,0.000354,1.498315,2.631239,0.149882,0.040135,0.000302,1.898365,0.282409,0.211078,0.212962,0.285531,0.1078,0.112663,0.085545,0.132316,0.094815,58.019285,0.563645,1.007214,0.517199,85.22177,5.900389,1.52402,0.681207,1.165543,0.904438,0.098777,52.91644,5.250995,142.5631,0.634649,0.015144,0.04618,0.206326,0.00014,0.010016,2934.529,0.346067,0,0.855526,0.108764,0,0.123684,0.004655,687.283,205506.1
