@attribute Std_Acc1000_Std_Mem40_LSP_6 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_7 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_10 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute Std_Acc1000_Std_Mem40_LPCC_1 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHistoHighBPM numeric
@attribute BeatHisto_MaxHPS numeric
@attribute output {lonely,notlonely}

@data

0.136858,0.000624,2.429337,2.63873,11.901336,0.591781,0.463821,0.344757,0.392181,0.517338,2.019975,0.000745,0.297911,0.14006,0.1354,0.069084,0.078292,0.075765,0.45236,0.379338,0.4351,0.526712,0.441147,0.000104,0.167835,0.260206,0.352871,0.691278,0.878793,0.096846,0.093457,0.101482,0.117068,0.257179,0.206847,0.401842,0.074574,0.105383,0.092711,0.123124,0.176683,0.134908,0.300814,0.042926,0.028144,0.034397,0.032186,0.022573,0.022644,0.014783,0.050094,0.071077,0.084305,0.120091,0.213776,0.078899,106.868549,98.086787,124,1.007837,notlonely
0.136858,0.000624,2.429337,2.63873,11.901336,0.591781,0.463821,0.344757,0.392181,0.517338,2.019975,0.000745,0.297911,0.14006,0.1354,0.069084,0.078292,0.075765,0.45236,0.379338,0.4351,0.526712,0.441147,0.000104,0.167835,0.260206,0.352871,0.691278,0.878793,0.096846,0.093457,0.101482,0.117068,0.257179,0.206847,0.401842,0.074574,0.105383,0.092711,0.123124,0.176683,0.134908,0.300814,0.042926,0.028144,0.034397,0.032186,0.022573,0.022644,0.014783,0.050094,0.071077,0.084305,0.120091,0.213776,0.078899,106.868549,98.086787,124,1.007837,notlonely
0.065331,0.001098,2.553774,2.881295,7.932389,0.556444,0.385356,0.384728,0.312499,0.412138,1.912823,0.00073,0.255543,0.134591,0.127007,0.031257,0.065367,0.071629,1.360014,0.581813,0.907824,0.63528,0.527154,0.000513,0.159036,0.301992,0.267539,0.578637,3.603943,0.10138,0.111538,0.08415,0.120534,0.253333,0.60241,0.217947,0.081332,0.116612,0.177817,0.147924,0.185405,0.219729,0.18305,0.055309,0.040619,0.035551,0.035661,0.030198,0.041266,0.049812,0.035447,0.052909,0.065656,0.107982,0.218511,0.188896,34.148509,39.951604,150,1.004097,notlonely
0.065331,0.001098,2.553774,2.881295,7.932389,0.556444,0.385356,0.384728,0.312499,0.412138,1.912823,0.00073,0.255543,0.134591,0.127007,0.031257,0.065367,0.071629,1.360014,0.581813,0.907824,0.63528,0.527154,0.000513,0.159036,0.301992,0.267539,0.578637,3.603943,0.10138,0.111538,0.08415,0.120534,0.253333,0.60241,0.217947,0.081332,0.116612,0.177817,0.147924,0.185405,0.219729,0.18305,0.055309,0.040619,0.035551,0.035661,0.030198,0.041266,0.049812,0.035447,0.052909,0.065656,0.107982,0.218511,0.188896,34.148509,39.951604,150,1.004097,notlonely
0.062347,0.000573,2.537043,2.758381,11.220747,0.520354,0.411097,0.348658,0.291216,0.483303,1.934316,0.000515,0.285713,0.133784,0.14063,0.035013,0.064757,0.080303,0.722472,0.671515,0.323622,0.239842,0.251076,0.000115,0.167122,0.293236,0.302327,0.545606,1.005498,0.103944,0.111151,0.093046,0.097313,0.251603,0.32705,0.158718,0.076031,0.105753,0.131368,0.148704,0.201848,0.185035,0.241289,0.050599,0.033812,0.034049,0.024394,0.024328,0.031,0.034868,0.042443,0.0654,0.075687,0.11355,0.209933,0.111619,33.956266,39.213957,150,1.00439,notlonely
0.043296,0.000138,2.418249,2.875158,8.595395,0.527192,0.397402,0.399735,0.236681,0.387937,1.976027,0.000106,0.271729,0.13145,0.141343,0.022,0.061723,0.069169,1.108092,0.316782,0.404412,0.217998,0.230559,0.000079,0.220557,0.260337,0.320914,0.490588,1.363055,0.127458,0.106658,0.091516,0.099903,0.258857,0.447566,0.125061,0.079278,0.114923,0.13043,0.139185,0.162969,0.172775,0.197026,0.050038,0.033826,0.048298,0.027697,0.034965,0.039662,0.054248,0.037492,0.065354,0.075988,0.111699,0.214166,0.117216,54.704901,14.852489,150.5,1.005143,notlonely
0.173562,0.000308,2.599235,2.638919,9.193364,0.488576,0.360287,0.376416,0.35911,0.545233,1.955531,0.000333,0.29973,0.137845,0.128336,0.037647,0.073105,0.074537,0.596481,0.478393,0.329288,0.294997,0.291727,0.000233,0.189475,0.276694,0.386574,0.52909,0.936042,0.097364,0.096334,0.11377,0.105199,0.25669,0.278867,0.250973,0.077345,0.097965,0.15965,0.169218,0.173969,0.12785,0.197121,0.047115,0.032,0.03522,0.025787,0.023658,0.023576,0.014915,0.049368,0.06961,0.076912,0.116923,0.213675,0.085955,48.061382,61.04461,137,1.003911,notlonely
0.173562,0.000308,2.599235,2.638919,9.193364,0.488576,0.360287,0.376416,0.35911,0.545233,1.955531,0.000333,0.29973,0.137845,0.128336,0.037647,0.073105,0.074537,0.596481,0.478393,0.329288,0.294997,0.291727,0.000233,0.189475,0.276694,0.386574,0.52909,0.936042,0.097364,0.096334,0.11377,0.105199,0.25669,0.278867,0.250973,0.077345,0.097965,0.15965,0.169218,0.173969,0.12785,0.197121,0.047115,0.032,0.03522,0.025787,0.023658,0.023576,0.014915,0.049368,0.06961,0.076912,0.116923,0.213675,0.085955,48.061382,61.04461,137,1.003911,notlonely
0.083756,0.000355,2.562453,2.785532,9.299401,0.552563,0.464257,0.409861,0.309602,0.525856,2.034827,0.000392,0.303708,0.142946,0.14323,0.049293,0.066637,0.08264,1.089963,0.755415,0.503907,0.617082,0.593925,0.000173,0.17032,0.359335,0.457237,0.712698,1.072133,0.120514,0.172812,0.187681,0.118518,0.261875,0.537438,0.264377,0.095406,0.143871,0.174677,0.190157,0.250458,0.230971,0.281137,0.037134,0.054717,0.055091,0.038767,0.033624,0.033328,0.065838,0.045871,0.074049,0.08712,0.121513,0.220149,0.114337,38.034677,35.52005,130,1.007126,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.065424,0.00116,2.376237,2.691188,7.699157,0.576885,0.497667,0.479944,0.29536,0.462584,1.98642,0.001087,0.295595,0.128838,0.124433,0.037837,0.071749,0.072783,0.739827,0.583343,0.286695,0.200352,0.298158,0.000222,0.177472,0.268306,0.315655,0.593933,0.783517,0.093132,0.094371,0.09486,0.11035,0.262154,0.404339,0.217517,0.066315,0.096188,0.153337,0.156255,0.24489,0.239447,0.32394,0.044874,0.045305,0.031305,0.025083,0.025634,0.021832,0.022467,0.039733,0.065557,0.076313,0.113426,0.218158,0.15007,65.915586,109.09593,103,1.008094,notlonely
0.099233,0.000211,2.645324,2.874896,11.974838,0.48193,0.317093,0.272293,0.340106,0.504374,1.931585,0.000186,0.29179,0.166168,0.163927,0.024869,0.062049,0.069143,0.482197,0.363089,0.199269,0.146121,0.225802,0.000035,0.173236,0.211558,0.317709,0.608122,1.820848,0.101295,0.099546,0.101282,0.103254,0.253385,0.19253,0.127525,0.072163,0.115604,0.11073,0.199418,0.155274,0.178806,0.235976,0.049524,0.040215,0.037774,0.025167,0.022698,0.023319,0.012973,0.045637,0.066787,0.078415,0.113275,0.211923,0.099671,65.391065,117.353271,126.75,1.010286,notlonely
0.040098,0.000207,2.879279,4.01504,7.594966,0.339342,0.346304,0.474748,0.168464,0.30571,2.04394,0.00016,0.252609,0.150976,0.147657,0.017364,0.083438,0.080157,1.399924,0.908224,1.016839,0.57496,0.523701,0.000211,0.222326,0.375963,0.481872,1.020428,1.249238,0.127275,0.188654,0.120656,0.118879,0.260116,0.670791,0.383349,0.101969,0.160249,0.288432,0.313047,0.33955,0.410061,0.443331,0.062333,0.06942,0.058376,0.081689,0.037726,0.037077,0.04429,0.035943,0.056846,0.08269,0.105304,0.215401,0.145649,11.719005,11.030849,144.5,1.003128,notlonely
0.050527,0.000361,2.792123,2.883234,7.962835,0.421836,0.4313,0.400888,0.266885,0.40555,2.007739,0.000229,0.25184,0.146604,0.137509,0.021852,0.087723,0.081002,1.095811,0.338484,0.275295,0.253985,0.212262,0.000065,0.203744,0.26004,0.307852,0.4459,1.094015,0.102402,0.088936,0.107589,0.107936,0.263686,0.461156,0.301627,0.092775,0.104555,0.136085,0.243019,0.173135,0.21057,0.159395,0.044402,0.036811,0.034846,0.031271,0.029632,0.030344,0.050514,0.03949,0.062179,0.080171,0.115124,0.216641,0.178429,36.328531,38.250332,145.5,1.003405,notlonely
0.035996,0.000005,2.568101,2.989315,8.797948,0.459485,0.43183,0.375271,0.233123,0.440555,1.967894,0.000003,0.282617,0.115711,0.116721,0.024292,0.064472,0.07626,1.385963,1.049815,0.605191,0.386177,0.322987,0.000004,0.203265,0.357092,0.422493,0.619903,1.544975,0.119771,0.155578,0.169291,0.106577,0.254915,0.4852,0.23253,0.09363,0.118359,0.169789,0.133583,0.233264,0.263799,0.186357,0.038822,0.050323,0.046935,0.035999,0.030581,0.022182,0.033914,0.050614,0.067128,0.080639,0.119218,0.22067,0.144528,4.413768,4.061306,135,1.002778,notlonely
0.058746,0.001588,2.958587,3.292622,10.541913,0.392546,0.312168,0.387422,0.285756,0.453134,1.976657,0.001763,0.296715,0.180193,0.186084,0.067065,0.077393,0.088517,1.263389,0.714791,0.702663,0.392035,0.312842,0.000994,0.20053,0.285494,0.351976,0.622476,1.612077,0.124902,0.107297,0.121321,0.103106,0.254636,0.460341,0.439042,0.083985,0.135043,0.159537,0.181944,0.198289,0.196186,0.200136,0.050539,0.040049,0.030388,0.029509,0.02906,0.04014,0.049858,0.037711,0.068361,0.082028,0.110439,0.215621,0.160462,113.249014,96.768201,121.5,1.012084,notlonely
0.06594,0.000391,2.510566,2.705325,7.809167,0.523809,0.383946,0.465442,0.284746,0.439401,1.981048,0.00043,0.292663,0.159157,0.15059,0.048038,0.094998,0.077329,1.407343,0.718607,0.669752,0.320398,0.215376,0.00017,0.204966,0.31079,0.314962,0.587648,1.185603,0.120917,0.140761,0.098022,0.118381,0.262184,0.580467,0.501672,0.075423,0.126066,0.158766,0.204029,0.190868,0.205015,0.272478,0.056063,0.041254,0.0356,0.02889,0.036424,0.026814,0.055353,0.039698,0.061901,0.070993,0.099392,0.216567,0.199186,51.060623,65.827316,142,1.007082,notlonely
0.08786,0.001066,2.210078,2.375929,8.554071,0.640708,0.468365,0.394473,0.32249,0.48706,2.010205,0.00131,0.282944,0.133419,0.13077,0.043386,0.0713,0.063849,0.708794,0.136662,0.182641,0.112965,0.17176,0.000264,0.174019,0.228077,0.250201,0.325011,1.529623,0.101263,0.093847,0.091294,0.113154,0.261746,0.223127,0.132959,0.074838,0.089949,0.108643,0.118317,0.174177,0.164077,0.148244,0.048783,0.042485,0.034541,0.026714,0.026178,0.024185,0.015255,0.044989,0.068593,0.080037,0.119638,0.216336,0.048206,111.793532,144.197455,127,1.009096,notlonely
0.037828,0.000468,2.472975,2.890126,6.990783,0.57446,0.488805,0.484287,0.258637,0.384499,1.977871,0.000241,0.274768,0.148033,0.140805,0.040224,0.068897,0.06969,1.335738,0.819253,0.496581,0.772029,0.394788,0.000185,0.177221,0.33408,0.291422,0.656359,1.395367,0.125794,0.119525,0.122936,0.115558,0.260129,0.778995,0.350924,0.103983,0.094534,0.141323,0.219991,0.264217,0.240884,0.279848,0.040114,0.038576,0.029247,0.033696,0.035093,0.038651,0.052909,0.03415,0.052473,0.065157,0.109858,0.217598,0.169955,52.415994,60.773008,142,1.006791,notlonely
0.071988,0.000092,2.760052,3.171156,12.022732,0.414397,0.20359,0.285329,0.246496,0.404103,1.923462,0.000094,0.262666,0.127579,0.132126,0.028932,0.063569,0.079325,1.254796,0.450602,0.570062,0.463667,0.469488,0.000046,0.203267,0.326338,0.428556,0.977109,3.387024,0.125731,0.141548,0.132194,0.097496,0.251475,0.437816,0.145547,0.09474,0.136343,0.138082,0.194316,0.246602,0.239465,0.448871,0.065306,0.048395,0.043367,0.047667,0.03355,0.032506,0.054148,0.038252,0.067342,0.077721,0.115646,0.204775,0.106458,17.041697,18.270372,154.5,1.003331,notlonely
0.071988,0.000092,2.760052,3.171156,12.022732,0.414397,0.20359,0.285329,0.246496,0.404103,1.923462,0.000094,0.262666,0.127579,0.132126,0.028932,0.063569,0.079325,1.254796,0.450602,0.570062,0.463667,0.469488,0.000046,0.203267,0.326338,0.428556,0.977109,3.387024,0.125731,0.141548,0.132194,0.097496,0.251475,0.437816,0.145547,0.09474,0.136343,0.138082,0.194316,0.246602,0.239465,0.448871,0.065306,0.048395,0.043367,0.047667,0.03355,0.032506,0.054148,0.038252,0.067342,0.077721,0.115646,0.204775,0.106458,17.041697,18.270372,154.5,1.003331,notlonely
0.071988,0.000092,2.760052,3.171156,12.022732,0.414397,0.20359,0.285329,0.246496,0.404103,1.923462,0.000094,0.262666,0.127579,0.132126,0.028932,0.063569,0.079325,1.254796,0.450602,0.570062,0.463667,0.469488,0.000046,0.203267,0.326338,0.428556,0.977109,3.387024,0.125731,0.141548,0.132194,0.097496,0.251475,0.437816,0.145547,0.09474,0.136343,0.138082,0.194316,0.246602,0.239465,0.448871,0.065306,0.048395,0.043367,0.047667,0.03355,0.032506,0.054148,0.038252,0.067342,0.077721,0.115646,0.204775,0.106458,17.041697,18.270372,154.5,1.003331,notlonely
0.071988,0.000092,2.760052,3.171156,12.022732,0.414397,0.20359,0.285329,0.246496,0.404103,1.923462,0.000094,0.262666,0.127579,0.132126,0.028932,0.063569,0.079325,1.254796,0.450602,0.570062,0.463667,0.469488,0.000046,0.203267,0.326338,0.428556,0.977109,3.387024,0.125731,0.141548,0.132194,0.097496,0.251475,0.437816,0.145547,0.09474,0.136343,0.138082,0.194316,0.246602,0.239465,0.448871,0.065306,0.048395,0.043367,0.047667,0.03355,0.032506,0.054148,0.038252,0.067342,0.077721,0.115646,0.204775,0.106458,17.041697,18.270372,154.5,1.003331,notlonely
0.060628,0.000158,2.996399,3.200528,8.515748,0.340759,0.192765,0.345565,0.225345,0.410415,1.926365,0.000093,0.28541,0.123094,0.144104,0.022248,0.06815,0.075874,1.161057,1.140758,0.588932,0.577146,0.353941,0.000144,0.195332,0.304083,0.470577,0.757101,1.380922,0.134826,0.134197,0.113942,0.106209,0.260741,0.646312,0.342055,0.098348,0.134712,0.181759,0.194289,0.261641,0.236078,0.246367,0.055158,0.045792,0.056759,0.034453,0.023426,0.030133,0.052556,0.041526,0.065637,0.076616,0.108907,0.21381,0.220288,13.629097,13.407815,148.75,1.003353,notlonely
0.09425,0.000244,2.402085,2.542259,11.038485,0.59722,0.290529,0.303525,0.28992,0.462126,1.933598,0.000184,0.268554,0.124198,0.136217,0.035746,0.063936,0.076414,2.436488,0.417474,0.254679,0.476181,0.274929,0.000178,0.16063,0.246343,0.272858,0.687087,2.950681,0.111752,0.093672,0.091163,0.123105,0.253095,0.741508,0.223435,0.087494,0.086378,0.135476,0.188997,0.20262,0.157734,0.167393,0.058152,0.036397,0.031371,0.029652,0.070285,0.06973,0.084783,0.03577,0.058192,0.069057,0.115375,0.218676,0.147099,34.463788,59.997535,142.5,1.00517,notlonely
0.09425,0.000244,2.402085,2.542259,11.038485,0.59722,0.290529,0.303525,0.28992,0.462126,1.933598,0.000184,0.268554,0.124198,0.136217,0.035746,0.063936,0.076414,2.436488,0.417474,0.254679,0.476181,0.274929,0.000178,0.16063,0.246343,0.272858,0.687087,2.950681,0.111752,0.093672,0.091163,0.123105,0.253095,0.741508,0.223435,0.087494,0.086378,0.135476,0.188997,0.20262,0.157734,0.167393,0.058152,0.036397,0.031371,0.029652,0.070285,0.06973,0.084783,0.03577,0.058192,0.069057,0.115375,0.218676,0.147099,34.463788,59.997535,142.5,1.00517,notlonely
0.12549,0.000499,2.311179,2.712328,11.093552,0.580644,0.438775,0.348907,0.346953,0.501264,1.983928,0.000197,0.288988,0.111981,0.116769,0.024894,0.05674,0.063723,0.820113,0.441507,0.154709,0.243288,0.165862,0.000138,0.189606,0.255916,0.319741,0.656945,0.848793,0.095869,0.131447,0.116131,0.116816,0.258164,0.27334,0.115898,0.061129,0.157243,0.141998,0.148721,0.183788,0.149179,0.187686,0.052244,0.032157,0.029852,0.036908,0.021219,0.020606,0.016042,0.049466,0.070681,0.084729,0.122121,0.216299,0.049505,43.451926,44.593166,143.5,1.003278,notlonely
0.060811,0.000671,2.555777,2.678087,6.79626,0.533758,0.490836,0.488637,0.276093,0.425006,1.987998,0.000633,0.287319,0.144175,0.133065,0.041926,0.075039,0.074865,1.801635,0.459834,0.421408,0.185881,0.188769,0.000172,0.206183,0.302147,0.302279,0.383868,0.863181,0.109344,0.115384,0.109772,0.116753,0.263374,0.822431,0.253492,0.077628,0.119654,0.137017,0.175587,0.120082,0.18373,0.164701,0.045806,0.036478,0.032302,0.024224,0.044934,0.053745,0.100257,0.037401,0.065449,0.07551,0.110955,0.213935,0.28238,43.076987,38.361243,127.5,1.006635,notlonely
0.060811,0.000671,2.555777,2.678087,6.79626,0.533758,0.490836,0.488637,0.276093,0.425006,1.987998,0.000633,0.287319,0.144175,0.133065,0.041926,0.075039,0.074865,1.801635,0.459834,0.421408,0.185881,0.188769,0.000172,0.206183,0.302147,0.302279,0.383868,0.863181,0.109344,0.115384,0.109772,0.116753,0.263374,0.822431,0.253492,0.077628,0.119654,0.137017,0.175587,0.120082,0.18373,0.164701,0.045806,0.036478,0.032302,0.024224,0.044934,0.053745,0.100257,0.037401,0.065449,0.07551,0.110955,0.213935,0.28238,43.076987,38.361243,127.5,1.006635,notlonely
0.060811,0.000671,2.555777,2.678087,6.79626,0.533758,0.490836,0.488637,0.276093,0.425006,1.987998,0.000633,0.287319,0.144175,0.133065,0.041926,0.075039,0.074865,1.801635,0.459834,0.421408,0.185881,0.188769,0.000172,0.206183,0.302147,0.302279,0.383868,0.863181,0.109344,0.115384,0.109772,0.116753,0.263374,0.822431,0.253492,0.077628,0.119654,0.137017,0.175587,0.120082,0.18373,0.164701,0.045806,0.036478,0.032302,0.024224,0.044934,0.053745,0.100257,0.037401,0.065449,0.07551,0.110955,0.213935,0.28238,43.076987,38.361243,127.5,1.006635,notlonely
0.077949,0.000035,3.154102,3.605691,8.267273,0.330123,0.3154,0.384363,0.246191,0.424826,1.985545,0.000111,0.253522,0.152581,0.147686,0.032343,0.097155,0.078119,1.988776,0.721349,0.815624,0.665363,0.407542,0.000049,0.20554,0.36934,0.348276,0.816068,2.406407,0.141139,0.166527,0.13884,0.098704,0.265137,0.476793,0.558897,0.098713,0.163881,0.144651,0.199729,0.269149,0.229464,0.178777,0.074134,0.046323,0.048544,0.05374,0.033013,0.036203,0.033024,0.042556,0.066454,0.079654,0.118846,0.217556,0.214424,6.095538,9.890395,129.25,1.003688,notlonely
0.077542,0.000308,2.297906,2.913998,16.467842,0.545137,0.31368,0.139956,0.259724,0.44882,1.93309,0.000218,0.289626,0.130303,0.111975,0.022564,0.065845,0.116223,1.063979,0.418,0.646544,0.359727,0.381462,0.000094,0.200599,0.263713,0.317626,0.702574,1.87849,0.108669,0.096959,0.10136,0.099291,0.255868,0.240518,0.138062,0.084257,0.098943,0.12252,0.135943,0.217766,0.147229,0.197399,0.042217,0.035101,0.037257,0.029755,0.025174,0.032783,0.027497,0.047228,0.077535,0.088069,0.119522,0.209065,0.062501,17.410313,20.386504,153.5,1.00239,notlonely
0.104925,0.000046,2.336474,2.850682,8.300184,0.577675,0.368931,0.296317,0.333854,0.548674,1.96313,0.000035,0.293084,0.111939,0.113362,0.028765,0.066095,0.081013,0.550605,0.301065,0.297076,0.2228,0.196285,0.000019,0.193317,0.221706,0.27741,0.349593,1.078451,0.112654,0.095131,0.08209,0.1112,0.261006,0.336412,0.216391,0.081009,0.103708,0.121078,0.142977,0.224187,0.201363,0.221377,0.044463,0.025062,0.032843,0.028587,0.025183,0.015475,0.018135,0.043318,0.069874,0.078397,0.114624,0.215006,0.137085,12.715936,14.253942,126.75,1.003688,notlonely
0.141126,0.000763,2.55558,3.125951,8.044279,0.526472,0.473889,0.483794,0.365541,0.480961,2.016594,0.0006,0.292411,0.121008,0.12649,0.033153,0.060895,0.068395,0.538619,0.408633,0.285507,0.211033,0.193831,0.000212,0.159275,0.247275,0.252853,0.552792,0.639897,0.110051,0.086274,0.117027,0.103626,0.261859,0.189409,0.169771,0.089941,0.080012,0.115658,0.181851,0.177131,0.189389,0.249177,0.038849,0.039441,0.035113,0.02886,0.028677,0.028278,0.016713,0.048421,0.068425,0.085707,0.120233,0.217825,0.097498,60.978529,47.909882,135.5,1.003873,notlonely
0.141126,0.000763,2.55558,3.125951,8.044279,0.526472,0.473889,0.483794,0.365541,0.480961,2.016594,0.0006,0.292411,0.121008,0.12649,0.033153,0.060895,0.068395,0.538619,0.408633,0.285507,0.211033,0.193831,0.000212,0.159275,0.247275,0.252853,0.552792,0.639897,0.110051,0.086274,0.117027,0.103626,0.261859,0.189409,0.169771,0.089941,0.080012,0.115658,0.181851,0.177131,0.189389,0.249177,0.038849,0.039441,0.035113,0.02886,0.028677,0.028278,0.016713,0.048421,0.068425,0.085707,0.120233,0.217825,0.097498,60.978529,47.909882,135.5,1.003873,notlonely
0.086839,0.000552,2.44319,3.053116,8.238192,0.544002,0.482514,0.42266,0.311869,0.476281,2.007018,0.000462,0.28014,0.138467,0.118304,0.038238,0.062721,0.072192,0.713296,0.396578,0.315973,0.195043,0.391743,0.000087,0.182268,0.234647,0.346402,0.700219,0.774987,0.09868,0.098957,0.098668,0.107649,0.262479,0.272864,0.347578,0.07192,0.127487,0.091247,0.16322,0.187853,0.230691,0.217992,0.04523,0.038306,0.037952,0.032541,0.028195,0.020923,0.014623,0.046367,0.071349,0.082872,0.119822,0.21417,0.104403,77.43327,62.353122,144,1.006374,notlonely
0.090127,0.000635,2.623609,3.215554,8.382555,0.467825,0.320614,0.375473,0.29165,0.45623,1.964256,0.000903,0.279792,0.146504,0.156404,0.043969,0.074169,0.07355,1.475763,0.619869,0.603401,0.272848,0.35179,0.00031,0.184731,0.221662,0.356817,0.492768,1.146085,0.099295,0.097576,0.117789,0.120259,0.256172,0.42307,0.181814,0.074462,0.106031,0.120215,0.183308,0.182854,0.2057,0.232919,0.047077,0.043569,0.033768,0.041657,0.027024,0.019913,0.03604,0.03949,0.061143,0.076649,0.112502,0.21233,0.12002,29.789965,50.596819,122,1.004332,notlonely
0.038021,0.000031,2.817286,2.673021,9.176475,0.507769,0.338588,0.427095,0.247616,0.410563,1.901564,0.000042,0.278479,0.133659,0.159792,0.020774,0.13254,0.122226,1.03817,0.835489,0.444824,0.295126,0.220477,0.000019,0.161505,0.209763,0.322562,0.436032,1.719784,0.111883,0.09579,0.118799,0.097173,0.255434,0.540301,0.381558,0.09569,0.110944,0.140395,0.231476,0.149786,0.13665,0.197367,0.03753,0.035939,0.029908,0.024065,0.079371,0.074703,0.040244,0.035634,0.058123,0.066932,0.09462,0.213393,0.276602,8.862612,13.219624,115.5,1.003588,notlonely
0.038021,0.000031,2.817286,2.673021,9.176475,0.507769,0.338588,0.427095,0.247616,0.410563,1.901564,0.000042,0.278479,0.133659,0.159792,0.020774,0.13254,0.122226,1.03817,0.835489,0.444824,0.295126,0.220477,0.000019,0.161505,0.209763,0.322562,0.436032,1.719784,0.111883,0.09579,0.118799,0.097173,0.255434,0.540301,0.381558,0.09569,0.110944,0.140395,0.231476,0.149786,0.13665,0.197367,0.03753,0.035939,0.029908,0.024065,0.079371,0.074703,0.040244,0.035634,0.058123,0.066932,0.09462,0.213393,0.276602,8.862612,13.219624,115.5,1.003588,notlonely
0.055637,0.000111,2.608919,2.883873,8.260044,0.475495,0.351025,0.361284,0.270745,0.426402,1.954869,0.000111,0.278835,0.121406,0.122017,0.024173,0.070543,0.073485,1.139117,0.497886,0.733236,0.491227,0.240208,0.000027,0.20431,0.327346,0.316448,0.675291,1.368751,0.11836,0.113317,0.106407,0.105433,0.263893,0.610619,0.209461,0.077046,0.132394,0.132701,0.214044,0.26025,0.251476,0.175846,0.048484,0.046354,0.02764,0.034032,0.028455,0.03642,0.058636,0.039494,0.065814,0.078407,0.114039,0.218228,0.148429,15.903547,14.377651,150,1.002949,notlonely
