@attribute mfcc_sma_de[5]_linregerrQ numeric
@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[7]_minPos numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[10]_skewness numeric
@attribute mfcc_sma_de[10]_kurtosis numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute mfcc_sma_de[12]_linregc1 numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute output {energetic,notenergetic}

@data

0.03146,-0.000003,0.036083,1.284713,6.239444,-3.818051,-11.62909,-11.79848,1.135181,-16.07695,2.515079,1.00066,-19.21159,-3.588464,-3.321582,-16.33726,29.94694,-2.163012,10.00117,16.50688,0.025408,0.108987,0.140816,0.333218,0.867252,9.364085,7.43292,-0.48119,-0.000277,4.463439,0.910629,1.030184,1978,-0.009146,0.035141,3.433826,-0.001377,0.000001,7.990755,notenergetic
0.031741,-0.000006,0.0411,0.561358,4.363419,0.639612,-8.704226,-10.21679,-5.947502,-15.1146,3.315396,1.884586,-22.70833,-2.372999,3.969009,-21.82998,29.75556,0.485547,26.1418,37.42447,0.008469,0.103506,0.147977,0.571503,-0.304303,1.275132,10.13978,-0.876089,-0.001264,3.917331,0.842126,1.047127,1712,0.006345,0.27768,4.222261,0.001809,0.000004,10.829,notenergetic
0.031741,-0.000006,0.0411,0.561358,4.363419,0.639612,-8.704226,-10.21679,-5.947502,-15.1146,3.315396,1.884586,-22.70833,-2.372999,3.969009,-21.82998,29.75556,0.485547,26.1418,37.42447,0.008469,0.103506,0.147977,0.571503,-0.304303,1.275132,10.13978,-0.876089,-0.001264,3.917331,0.842126,1.047127,1712,0.006345,0.27768,4.222261,0.001809,0.000004,10.829,notenergetic
0.004884,0,0.005253,0.27874,2.712649,13.88595,-0.417096,-4.582312,-3.336813,-12.87121,3.550585,-6.518438,-25.72575,-1.180081,-0.644039,-16.59432,36.45826,0.350183,15.49096,21.60022,0.012704,0.044563,0.197256,0.464849,0.727653,2.381439,7.880706,-1.208194,0.001889,6.151545,0.730928,0.791926,2518,0.010805,-0.489435,5.528704,-0.004794,-0.00001,4.664883,notenergetic
0.011678,-0.000001,0.012602,0.656734,4.483478,9.057861,-1.991752,-1.201681,-2.404655,-25.36671,2.734033,-6.965199,-26.92472,-11.22736,-5.572009,-28.09098,31.09932,-8.637985,11.71314,30.33799,0.015729,0.044799,0.1479,0.5578,-0.13602,1.812749,25.43093,-2.051425,0.00095,7.797502,0.939084,0.686966,2787,0.003653,0.085054,4.076331,0.002608,-0.000001,13.33226,notenergetic
0.009581,-0.000003,0.013454,3.345009,25.59667,14.00945,0.897068,4.978157,1.731429,-24.45972,2.534668,0.569492,-21.20109,-2.007777,-7.577711,-20.43617,25.46598,2.151095,17.71243,37.23124,0.010284,0.047891,0.160695,0.491348,0.050167,2.408803,62.28035,-1.118949,0.004529,7.123353,0.928823,0.705253,1934,-0.000035,-0.059255,5.344401,0.005214,0.000008,60.92897,notenergetic
0.069776,-0.000002,0.072551,0.558559,3.021066,-5.015627,-11.5529,-11.85139,-3.261342,-11.23333,3.032205,-3.413088,-18.02142,-3.520143,-0.696468,-18.29142,18.85066,-2.724135,13.34174,18.30006,0.019359,0.106392,0.142319,0.315933,1.181849,12.36472,5.05984,-0.609579,0.000385,3.84651,1.000066,1.138447,159,0.003265,0.096525,3.169116,0.000353,0.000002,5.229035,notenergetic
0.004999,0.000002,0.002281,2.545834,9.695041,19.09252,4.288026,5.698926,-3.479824,-19.38676,3.118986,-3.308333,-28.4135,-8.972784,-3.798614,-28.60578,34.55438,-4.879733,20.13447,37.66801,0.009074,0.043489,0.155106,0.540602,0.635494,1.90677,35.73103,-0.941014,-0.000133,4.157561,1.043697,1.150302,2683,-0.000342,-0.121272,3.615196,-0.001175,-0.000004,76.89747,notenergetic
0.004999,0.000002,0.002281,2.545834,9.695041,19.09252,4.288026,5.698926,-3.479824,-19.38676,3.118986,-3.308333,-28.4135,-8.972784,-3.798614,-28.60578,34.55438,-4.879733,20.13447,37.66801,0.009074,0.043489,0.155106,0.540602,0.635494,1.90677,35.73103,-0.941014,-0.000133,4.157561,1.043697,1.150302,2683,-0.000342,-0.121272,3.615196,-0.001175,-0.000004,76.89747,notenergetic
0.004999,0.000002,0.002281,2.545834,9.695041,19.09252,4.288026,5.698926,-3.479824,-19.38676,3.118986,-3.308333,-28.4135,-8.972784,-3.798614,-28.60578,34.55438,-4.879733,20.13447,37.66801,0.009074,0.043489,0.155106,0.540602,0.635494,1.90677,35.73103,-0.941014,-0.000133,4.157561,1.043697,1.150302,2683,-0.000342,-0.121272,3.615196,-0.001175,-0.000004,76.89747,notenergetic
0.028971,0.000003,0.024763,2.060924,8.698035,-1.657115,-9.654689,-8.296092,-0.541449,-17.21166,3.066512,-0.699526,-18.27208,-1.632419,-2.515323,-19.23067,23.46138,-0.136182,13.53235,18.36213,0.00726,0.093854,0.136466,0.360343,0.744106,9.368573,13.64847,-0.64218,0.00133,4.445003,1.2041,1.014173,2188,-0.014661,0.11303,4.414149,0.001627,0.000003,15.68618,notenergetic
0.012799,-0.000001,0.01411,0.781292,3.702498,-1.674817,-13.18362,-14.27678,-3.859042,-24.24678,3.874146,1.920655,-13.65075,0.655545,0.240267,-15.98417,22.47175,-2.371738,15.81269,22.65669,0.007864,0.116077,0.106135,0.345844,1.100379,5.688091,11.89679,-0.040602,0.005868,5.535783,1.322658,1.451125,5,-0.005849,0.012956,3.472391,0.001249,-0.000006,11.15695,notenergetic
0.019063,0.000002,0.015357,2.195387,12.72161,9.637214,-1.659672,0.822942,-1.259745,-10.67069,3.292215,-1.341188,-19.3071,-1.65747,5.912946,-16.70793,27.45832,-1.936558,26.80184,40.13567,0.00726,0.042,0.162636,0.469242,0.085551,3.596821,22.34584,-1.068244,-0.001203,4.00666,0.688251,0.72133,607,-0.008971,-0.005458,4.146516,0.001681,0.000002,34.34737,notenergetic
0.019063,0.000002,0.015357,2.195387,12.72161,9.637214,-1.659672,0.822942,-1.259745,-10.67069,3.292215,-1.341188,-19.3071,-1.65747,5.912946,-16.70793,27.45832,-1.936558,26.80184,40.13567,0.00726,0.042,0.162636,0.469242,0.085551,3.596821,22.34584,-1.068244,-0.001203,4.00666,0.688251,0.72133,607,-0.008971,-0.005458,4.146516,0.001681,0.000002,34.34737,notenergetic
0.019063,0.000002,0.015357,2.195387,12.72161,9.637214,-1.659672,0.822942,-1.259745,-10.67069,3.292215,-1.341188,-19.3071,-1.65747,5.912946,-16.70793,27.45832,-1.936558,26.80184,40.13567,0.00726,0.042,0.162636,0.469242,0.085551,3.596821,22.34584,-1.068244,-0.001203,4.00666,0.688251,0.72133,607,-0.008971,-0.005458,4.146516,0.001681,0.000002,34.34737,notenergetic
0.013349,-0.000001,0.015263,1.958779,10.07962,1.259363,-8.382837,-9.452558,-4.329183,-16.98194,3.304255,-0.16817,-16.35583,0.762267,-1.219792,-21.84445,25.91951,-2.533649,16.86499,24.78699,0.014519,0.090935,0.124824,0.444102,0.364159,2.499512,11.60483,-0.102288,0.002268,3.995563,1.527338,1.871261,760,-0.015077,-0.082692,3.380039,-0.00417,-0.000003,17.43361,notenergetic
0.015088,0.000004,0.008399,3.058536,20.76997,12.84344,3.182852,8.188938,-5.490613,-20.21939,2.510352,-6.132484,-23.4632,-4.621318,4.282959,-28.09202,42.24712,-0.395349,19.66107,25.58445,0.005445,0.046779,0.170063,0.486899,0.253875,2.135606,34.45109,-1.323041,0.003612,5.225481,0.818933,0.826565,1951,-0.001431,0.181354,4.120443,-0.002876,0,36.31585,notenergetic
0.015088,0.000004,0.008399,3.058536,20.76997,12.84344,3.182852,8.188938,-5.490613,-20.21939,2.510352,-6.132484,-23.4632,-4.621318,4.282959,-28.09202,42.24712,-0.395349,19.66107,25.58445,0.005445,0.046779,0.170063,0.486899,0.253875,2.135606,34.45109,-1.323041,0.003612,5.225481,0.818933,0.826565,1951,-0.001431,0.181354,4.120443,-0.002876,0,36.31585,notenergetic
0.015088,0.000004,0.008399,3.058536,20.76997,12.84344,3.182852,8.188938,-5.490613,-20.21939,2.510352,-6.132484,-23.4632,-4.621318,4.282959,-28.09202,42.24712,-0.395349,19.66107,25.58445,0.005445,0.046779,0.170063,0.486899,0.253875,2.135606,34.45109,-1.323041,0.003612,5.225481,0.818933,0.826565,1951,-0.001431,0.181354,4.120443,-0.002876,0,36.31585,notenergetic
0.015403,0.000003,0.010715,1.116991,3.974374,3.999089,-5.357898,-6.178779,-7.815289,-18.92821,2.918614,-0.530733,-22.28757,-4.373892,0.373228,-27.00702,31.69943,-0.388505,10.15467,26.2426,0.006655,0.079103,0.159817,0.525486,0.053122,1.428044,9.90955,0.162723,-0.000922,4.743177,1.251877,1.455217,8,-0.004031,0.325122,3.269289,0.000557,0.000005,7.96953,notenergetic
0.015403,0.000003,0.010715,1.116991,3.974374,3.999089,-5.357898,-6.178779,-7.815289,-18.92821,2.918614,-0.530733,-22.28757,-4.373892,0.373228,-27.00702,31.69943,-0.388505,10.15467,26.2426,0.006655,0.079103,0.159817,0.525486,0.053122,1.428044,9.90955,0.162723,-0.000922,4.743177,1.251877,1.455217,8,-0.004031,0.325122,3.269289,0.000557,0.000005,7.96953,notenergetic
0.015403,0.000003,0.010715,1.116991,3.974374,3.999089,-5.357898,-6.178779,-7.815289,-18.92821,2.918614,-0.530733,-22.28757,-4.373892,0.373228,-27.00702,31.69943,-0.388505,10.15467,26.2426,0.006655,0.079103,0.159817,0.525486,0.053122,1.428044,9.90955,0.162723,-0.000922,4.743177,1.251877,1.455217,8,-0.004031,0.325122,3.269289,0.000557,0.000005,7.96953,notenergetic
0.011249,0.000003,0.006135,0.703529,2.653857,12.75189,-3.685483,-1.137552,-7.887565,-29.00414,3.060492,-1.60303,-20.63235,-2.136452,-3.648304,-21.95383,39.08643,0.512572,16.35696,32.19189,0.011494,0.074283,0.1679,0.527105,-0.021669,1.290917,13.0625,-1.167685,0.005286,5.683614,1.037034,1.086355,925,-0.007013,0.036195,3.545429,-0.004196,-0.000004,16.83829,notenergetic
0.011249,0.000003,0.006135,0.703529,2.653857,12.75189,-3.685483,-1.137552,-7.887565,-29.00414,3.060492,-1.60303,-20.63235,-2.136452,-3.648304,-21.95383,39.08643,0.512572,16.35696,32.19189,0.011494,0.074283,0.1679,0.527105,-0.021669,1.290917,13.0625,-1.167685,0.005286,5.683614,1.037034,1.086355,925,-0.007013,0.036195,3.545429,-0.004196,-0.000004,16.83829,notenergetic
0.011249,0.000003,0.006135,0.703529,2.653857,12.75189,-3.685483,-1.137552,-7.887565,-29.00414,3.060492,-1.60303,-20.63235,-2.136452,-3.648304,-21.95383,39.08643,0.512572,16.35696,32.19189,0.011494,0.074283,0.1679,0.527105,-0.021669,1.290917,13.0625,-1.167685,0.005286,5.683614,1.037034,1.086355,925,-0.007013,0.036195,3.545429,-0.004196,-0.000004,16.83829,notenergetic
0.012073,0.000001,0.010067,0.447295,2.716398,5.880125,-2.808384,-1.664308,-5.177252,-11.2662,2.966856,-0.048614,-22.61034,-4.446712,2.304714,-24.26527,33.88875,2.405967,11.9878,28.84185,0.010284,0.057253,0.19715,0.423841,0.561663,10.53728,10.54566,-2.445595,-0.001541,6.476054,0.528201,0.646314,1403,-0.001737,-0.08121,3.382651,-0.002578,-0.000005,4.50458,notenergetic
0.044718,-0.000013,0.06449,0.064623,2.725376,4.555279,-9.767341,-12.45366,-0.268768,-18.66228,2.827894,0.52279,-17.69125,-0.189796,0.620831,-22.84449,35.53772,6.155576,15.15027,18.31483,0.003025,0.093483,0.13843,0.384929,0.833117,9.35611,7.842689,-0.931942,0.000862,4.698067,0.943562,0.990734,2644,-0.012586,0.194342,3.45065,0.002509,0.000002,20.36719,notenergetic
0.044718,-0.000013,0.06449,0.064623,2.725376,4.555279,-9.767341,-12.45366,-0.268768,-18.66228,2.827894,0.52279,-17.69125,-0.189796,0.620831,-22.84449,35.53772,6.155576,15.15027,18.31483,0.003025,0.093483,0.13843,0.384929,0.833117,9.35611,7.842689,-0.931942,0.000862,4.698067,0.943562,0.990734,2644,-0.012586,0.194342,3.45065,0.002509,0.000002,20.36719,notenergetic
0.009507,0.000003,0.004687,2.312962,10.19839,12.30851,0.799196,3.213025,-4.632804,-21.35763,4.009982,-4.976096,-18.75344,-4.795667,-4.000564,-31.21426,31.27573,-1.790687,22.55978,22.46669,0.015729,0.062591,0.151424,0.448049,0.903043,3.411447,29.94273,-0.517153,-0.003551,8.905658,0.743584,0.6958,1730,-0.010477,-0.13806,3.968713,-0.000441,0.000001,45.11108,notenergetic
0.041549,0,0.040862,1.106166,5.480029,-1.375381,-12.36314,-12.37229,-4.800219,-26.20856,2.50992,3.091735,-29.96551,-3.803483,-1.325194,-21.7488,45.21911,0.126854,15.73739,26.05316,0.00363,0.108092,0.141468,0.416746,0.486211,3.334264,8.971683,0.345162,-0.000412,3.876463,3.764638,2.318238,1044,0.004529,0.201265,3.33991,-0.00152,0.000002,14.14055,notenergetic
0.005744,-0.000001,0.007099,1.834975,5.496302,9.755782,2.713221,2.07794,-5.652673,-17.66728,3.17868,1.092522,-27.38995,-5.17214,-2.340664,-21.90835,27.48455,-2.246144,25.70142,40.67165,0.009074,0.042503,0.15555,0.599635,0.203012,1.217061,18.90125,-1.168525,0.005441,6.099805,0.658834,0.76242,170,-0.015456,-0.005856,4.423238,-0.000728,-0.000008,108.8697,notenergetic
0.005744,-0.000001,0.007099,1.834975,5.496302,9.755782,2.713221,2.07794,-5.652673,-17.66728,3.17868,1.092522,-27.38995,-5.17214,-2.340664,-21.90835,27.48455,-2.246144,25.70142,40.67165,0.009074,0.042503,0.15555,0.599635,0.203012,1.217061,18.90125,-1.168525,0.005441,6.099805,0.658834,0.76242,170,-0.015456,-0.005856,4.423238,-0.000728,-0.000008,108.8697,notenergetic
0.039638,-0.000002,0.043186,0.927001,3.685428,-2.415622,-15.99706,-17.32125,3.368399,-7.833368,2.745256,0.795821,-19.21313,-0.572481,-1.442979,-15.78471,44.15286,-2.265516,23.48714,38.26127,0.005445,0.128987,0.143914,0.316827,1.334529,10.62772,4.503702,-0.777304,-0.001371,3.818356,1.325794,1.585058,658,0.005478,0.152746,3.49954,0.001656,0,4.535491,notenergetic
0.032955,0.000006,0.024606,2.056325,12.75099,5.298673,-5.392501,-0.342452,-3.945586,-19.93683,1.923897,-5.979441,-26.38529,-1.638699,-1.188746,-14.37018,43.64987,2.663829,20.43631,45.04643,0.00363,0.067931,0.14112,0.546607,-0.035943,1.314084,5.209569,-0.399609,0.004194,3.816203,0.907666,1.185632,1614,0.01976,-0.11204,3.452141,0.001911,0.000006,5.156488,notenergetic
0.032955,0.000006,0.024606,2.056325,12.75099,5.298673,-5.392501,-0.342452,-3.945586,-19.93683,1.923897,-5.979441,-26.38529,-1.638699,-1.188746,-14.37018,43.64987,2.663829,20.43631,45.04643,0.00363,0.067931,0.14112,0.546607,-0.035943,1.314084,5.209569,-0.399609,0.004194,3.816203,0.907666,1.185632,1614,0.01976,-0.11204,3.452141,0.001911,0.000006,5.156488,notenergetic
0.011536,0.000002,0.00925,1.913867,7.735938,12.15474,-0.794498,0.053723,-1.704229,-11.00507,3.017435,-2.795247,-23.8849,-9.428179,-1.135823,-16.98688,23.42537,-4.498041,10.35003,13.45964,0.013914,0.043041,0.148143,0.336365,1.053842,41.03629,17.45285,-1.868765,-0.002234,3.439008,0.488191,0.727771,2071,0.002375,-0.429334,3.681619,-0.001905,-0.000002,9.047057,notenergetic
0.070591,-0.000003,0.074668,0.233924,4.133445,-6.501786,-15.40591,-15.67562,-6.900081,-19.0092,2.622755,-0.566915,-19.99982,-1.655767,-4.764827,-20.94395,41.26307,-4.19911,12.56788,18.99798,0.046582,0.176762,0.129928,0.333768,1.123138,11.37239,10.48514,-0.09465,-0.001534,4.750419,1.226544,1.388873,123,0.004145,0.175968,3.456856,0.001536,0.000003,9.968175,notenergetic
0.02154,0.000009,0.008718,1.663378,5.465523,4.402365,-14.0686,-14.55085,5.911184,-20.77357,2.443938,-1.405241,-27.08572,0.69136,6.277846,-26.15213,44.92151,2.022103,27.75568,39.35403,0,0.089251,0.127305,0.333749,0.979654,9.297048,6.553602,-1.159217,-0.00487,5.296316,1.507228,1.334298,353,-0.003072,-0.398583,4.347949,-0.001421,-0.000013,7.172947,notenergetic
0.038313,-0.000004,0.04455,1.244701,4.554906,4.366467,-7.815619,-8.270472,1.020991,-16.43805,2.903814,0.605231,-14.71314,1.124293,0.076964,-12.13359,13.82046,-1.311582,18.99452,24.26815,0.005445,0.062233,0.110685,0.307083,1.098742,12.53157,8.532394,-0.756835,0.005272,5.420373,0.796561,0.997087,417,0.001168,-0.093823,3.519564,-0.000197,0.000002,8.691265,notenergetic
0.038313,-0.000004,0.04455,1.244701,4.554906,4.366467,-7.815619,-8.270472,1.020991,-16.43805,2.903814,0.605231,-14.71314,1.124293,0.076964,-12.13359,13.82046,-1.311582,18.99452,24.26815,0.005445,0.062233,0.110685,0.307083,1.098742,12.53157,8.532394,-0.756835,0.005272,5.420373,0.796561,0.997087,417,0.001168,-0.093823,3.519564,-0.000197,0.000002,8.691265,notenergetic
0.038313,-0.000004,0.04455,1.244701,4.554906,4.366467,-7.815619,-8.270472,1.020991,-16.43805,2.903814,0.605231,-14.71314,1.124293,0.076964,-12.13359,13.82046,-1.311582,18.99452,24.26815,0.005445,0.062233,0.110685,0.307083,1.098742,12.53157,8.532394,-0.756835,0.005272,5.420373,0.796561,0.997087,417,0.001168,-0.093823,3.519564,-0.000197,0.000002,8.691265,notenergetic
0.038313,-0.000004,0.04455,1.244701,4.554906,4.366467,-7.815619,-8.270472,1.020991,-16.43805,2.903814,0.605231,-14.71314,1.124293,0.076964,-12.13359,13.82046,-1.311582,18.99452,24.26815,0.005445,0.062233,0.110685,0.307083,1.098742,12.53157,8.532394,-0.756835,0.005272,5.420373,0.796561,0.997087,417,0.001168,-0.093823,3.519564,-0.000197,0.000002,8.691265,notenergetic
0.038313,-0.000004,0.04455,1.244701,4.554906,4.366467,-7.815619,-8.270472,1.020991,-16.43805,2.903814,0.605231,-14.71314,1.124293,0.076964,-12.13359,13.82046,-1.311582,18.99452,24.26815,0.005445,0.062233,0.110685,0.307083,1.098742,12.53157,8.532394,-0.756835,0.005272,5.420373,0.796561,0.997087,417,0.001168,-0.093823,3.519564,-0.000197,0.000002,8.691265,notenergetic
0.029753,0.000001,0.028789,3.035466,19.28676,-3.193744,-9.716957,-9.80346,-3.05709,-12.16639,3.370072,-2.938562,-20.6521,0.710892,-0.183118,-17.86246,20.21185,0.841233,14.21676,17.36809,0.016334,0.098989,0.110054,0.422888,0.660594,4.736134,6.670475,-0.438248,-0.002132,3.480129,0.803559,0.995277,2226,-0.011808,0.042846,3.053131,0.000996,-0.000001,11.77647,notenergetic
0.010302,-0.000001,0.011143,0.766743,3.187439,14.13173,4.432969,5.144678,2.883038,-20.06168,2.200718,-5.654098,-31.62424,-11.63545,-5.139578,-35.07585,54.59987,-6.504047,16.55325,47.27645,0.00726,0.036754,0.19734,0.717417,-0.534302,3.382493,33.93836,-1.110915,0.002796,6.23169,0.812188,0.899867,1524,-0.027683,-0.292538,4.734642,0.005459,-0.000006,49.21035,notenergetic
0.018847,0.000001,0.017437,2.429671,14.83928,9.741319,-2.798935,-4.439806,0.488225,-16.85652,2.793766,-1.90829,-13.25136,-0.652493,-3.070071,-13.27495,20.10693,-0.668482,19.39339,24.16524,0.011494,0.049679,0.142388,0.338666,0.582723,34.98981,20.60152,-1.353978,-0.000453,4.242959,0.588754,0.730873,1562,0.010399,-0.104267,3.549211,0.000031,-0.000001,20.24663,notenergetic
0.002024,0,0.00133,1.404104,4.670588,4.727696,-3.600552,-4.053823,2.313079,-20.32002,3.46081,-2.870341,-15.00035,1.261266,1.85063,-21.48683,35.94918,-2.380203,9.380101,24.97419,0.00605,0.038034,0.153025,0.43748,0.562204,2.664619,13.68819,-0.799275,-0.003203,6.985868,0.601794,0.649143,2829,0.001079,-0.05586,3.21045,-0.002803,-0.000002,14.10282,notenergetic
0.024945,-0.000001,0.026679,2.064397,8.456632,10.20752,-6.846807,-6.350607,-0.991398,-14.44922,2.980525,6.012316,-21.17838,3.130337,6.791862,-27.13903,60.15993,-0.810545,19.10203,29.07771,0.00363,0.052381,0.136701,0.558594,0.001894,1.548367,19.48084,-0.919522,-0.003719,6.847253,1.914447,2.100893,237,-0.015295,-0.203908,4.333963,0.001543,0.000007,15.75787,notenergetic
0.022382,0,0.021788,2.253526,9.337842,9.801003,-5.275951,-3.870145,-2.516394,-14.95681,3.26422,-1.431842,-29.57743,-3.567499,-3.85768,-20.07374,24.62789,-6.994676,8.777207,23.73527,0.00726,0.068856,0.141056,0.407359,0.679836,4.011469,9.825472,-0.024149,0.005942,4.465298,1.440074,1.709849,2810,0.003826,0.245375,4.014551,0.000557,0.000002,17.40126,notenergetic
0.045059,0.000001,0.043822,0.991317,2.955171,-2.582645,-10.70084,-11.25542,2.863123,-9.854497,3.537015,2.687538,-11.29483,1.188245,1.070607,-15.47518,14.72424,-1.035494,13.81709,9.749662,0.004235,0.084664,0.131421,0.279188,1.460042,23.49671,3.791842,0.009645,0.003312,3.640057,0.919695,1.015592,1899,-0.00267,0.117997,3.470879,0.001848,-0.000003,4.711653,notenergetic
0.016046,-0.000002,0.019108,1.831761,7.106831,10.8266,-1.297963,-0.060948,0.424658,-18.97906,2.131298,3.655465,-19.25709,-1.591771,-4.294707,-19.6634,47.12725,-1.641501,18.64228,23.34615,0.005445,0.035872,0.132079,0.41329,0.328071,4.952308,13.9995,-1.189815,0.002759,6.399579,1.49131,1.618152,501,-0.00209,0.114542,3.821024,-0.001355,0,16.52503,notenergetic
0.017368,0.000002,0.014115,2.117747,12.26778,6.203215,-4.026798,-3.562343,-8.625299,-30.90132,3.225172,-9.394593,-34.14466,-8.600306,-3.908602,-25.4616,42.4736,-0.757229,18.09622,56.09106,0.016939,0.071057,0.185782,0.594247,-0.065852,1.439757,16.76021,-0.649222,0.001236,4.667683,0.855851,1.100964,1274,-0.004276,-0.07819,3.445226,-0.005164,-0.000002,64.53481,notenergetic
0.017368,0.000002,0.014115,2.117747,12.26778,6.203215,-4.026798,-3.562343,-8.625299,-30.90132,3.225172,-9.394593,-34.14466,-8.600306,-3.908602,-25.4616,42.4736,-0.757229,18.09622,56.09106,0.016939,0.071057,0.185782,0.594247,-0.065852,1.439757,16.76021,-0.649222,0.001236,4.667683,0.855851,1.100964,1274,-0.004276,-0.07819,3.445226,-0.005164,-0.000002,64.53481,notenergetic
0.017368,0.000002,0.014115,2.117747,12.26778,6.203215,-4.026798,-3.562343,-8.625299,-30.90132,3.225172,-9.394593,-34.14466,-8.600306,-3.908602,-25.4616,42.4736,-0.757229,18.09622,56.09106,0.016939,0.071057,0.185782,0.594247,-0.065852,1.439757,16.76021,-0.649222,0.001236,4.667683,0.855851,1.100964,1274,-0.004276,-0.07819,3.445226,-0.005164,-0.000002,64.53481,notenergetic
0.017368,0.000002,0.014115,2.117747,12.26778,6.203215,-4.026798,-3.562343,-8.625299,-30.90132,3.225172,-9.394593,-34.14466,-8.600306,-3.908602,-25.4616,42.4736,-0.757229,18.09622,56.09106,0.016939,0.071057,0.185782,0.594247,-0.065852,1.439757,16.76021,-0.649222,0.001236,4.667683,0.855851,1.100964,1274,-0.004276,-0.07819,3.445226,-0.005164,-0.000002,64.53481,notenergetic
0.019143,0.000007,0.008089,1.403676,5.471762,8.056558,-4.080058,-2.147221,-4.173546,-16.08841,2.775481,-6.11084,-32.76051,-13.89799,-2.961229,-23.17069,36.64349,-1.550729,14.11688,43.45142,0.012704,0.063389,0.156071,0.569181,-0.261978,1.566758,10.20271,-0.225362,-0.002385,6.23438,0.870694,1.211758,2841,-0.00172,0.018353,3.297322,0.006299,0.000002,26.35999,notenergetic
0.019143,0.000007,0.008089,1.403676,5.471762,8.056558,-4.080058,-2.147221,-4.173546,-16.08841,2.775481,-6.11084,-32.76051,-13.89799,-2.961229,-23.17069,36.64349,-1.550729,14.11688,43.45142,0.012704,0.063389,0.156071,0.569181,-0.261978,1.566758,10.20271,-0.225362,-0.002385,6.23438,0.870694,1.211758,2841,-0.00172,0.018353,3.297322,0.006299,0.000002,26.35999,notenergetic
0.027969,0.000014,0.006367,1.622975,7.72682,17.09386,-6.620082,2.168728,-4.670483,-11.57535,3.041294,-1.088963,-19.70601,-2.481017,-3.786519,-20.68132,32.25524,1.59822,16.22709,18.11925,0.006655,0.09602,0.149657,0.415,0.62964,2.667945,19.44403,0.008784,-0.00101,3.894116,1.013303,1.315215,1012,-0.009817,-0.008877,3.370728,-0.000477,0.000005,7.219036,notenergetic
0.027969,0.000014,0.006367,1.622975,7.72682,17.09386,-6.620082,2.168728,-4.670483,-11.57535,3.041294,-1.088963,-19.70601,-2.481017,-3.786519,-20.68132,32.25524,1.59822,16.22709,18.11925,0.006655,0.09602,0.149657,0.415,0.62964,2.667945,19.44403,0.008784,-0.00101,3.894116,1.013303,1.315215,1012,-0.009817,-0.008877,3.370728,-0.000477,0.000005,7.219036,notenergetic
0.054273,0,0.053609,1.062292,4.633015,-6.475765,-12.79559,-12.18968,-0.183649,-14.53969,2.994743,0.340244,-8.565633,2.04571,0.715435,-12.05825,11.01951,-0.753045,11.01136,7.375069,0.041742,0.124504,0.147422,0.278624,1.73159,34.18279,4.708027,-0.747648,-0.000956,3.897851,0.63426,0.741031,2849,0.012433,-0.044937,3.262381,-0.000729,0.000002,4.434546,notenergetic
0.026228,0.000004,0.020152,2.078643,7.581402,14.92852,-4.567912,2.422336,-2.178392,-18.70356,3.309826,-2.147994,-24.97486,-2.4105,-2.191795,-21.76737,32.30859,-3.665116,12.07265,13.12662,0.00484,0.063602,0.118559,0.312234,1.136953,21.61923,6.423999,-0.40206,-0.002397,6.028558,1.034701,1.333911,1459,-0.000978,0.174097,4.843994,0.001141,0,7.656411,notenergetic
0.026228,0.000004,0.020152,2.078643,7.581402,14.92852,-4.567912,2.422336,-2.178392,-18.70356,3.309826,-2.147994,-24.97486,-2.4105,-2.191795,-21.76737,32.30859,-3.665116,12.07265,13.12662,0.00484,0.063602,0.118559,0.312234,1.136953,21.61923,6.423999,-0.40206,-0.002397,6.028558,1.034701,1.333911,1459,-0.000978,0.174097,4.843994,0.001141,0,7.656411,notenergetic
0.011515,-0.000002,0.014432,1.761508,5.409727,8.282917,-3.678426,-4.350819,-8.252134,-26.58749,3.097736,-8.270302,-18.35777,-1.597037,-4.174698,-22.64743,38.9846,-8.129277,25.48602,44.00064,0.007864,0.073295,0.161225,0.645038,-0.471912,1.832229,21.52635,-1.169715,-0.002759,6.334459,0.836968,0.835935,154,-0.014073,0.138568,3.475524,0.001359,-0.000005,33.36863,notenergetic
0.02592,0,0.026033,1.314429,4.433017,5.826837,-7.72305,-5.59992,-2.903286,-15.3658,2.727061,-8.626451,-28.84642,-6.922898,-1.833403,-15.85383,28.56669,-1.406212,25.20834,29.63403,0.010284,0.089168,0.161176,0.42007,0.394884,6.556082,12.71409,3.692851,0.000838,4.260775,0.68327,0.73353,2541,-0.009195,0.137567,3.627339,0.002456,-0.000005,26.72824,notenergetic
0.012336,0.000001,0.011045,2.828987,14.29013,-2.101835,-12.34229,-12.30551,0.480986,-9.64495,3.093925,2.409908,-7.188778,5.117909,5.861864,-13.41908,13.91798,1.789072,8.580163,12.69593,0.010284,0.106441,0.152258,0.261546,1.879419,204.4578,17.78938,-0.978688,-0.001039,3.907377,0.631626,0.754221,1108,0.010673,-0.00412,2.995344,0.000254,0.000007,7.024498,notenergetic
