@attribute mfcc_sma_de[6]_linregerrQ numeric
@attribute mfcc_sma_de[7]_linregerrQ numeric
@attribute mfcc_sma_de[8]_linregc2 numeric
@attribute mfcc_sma_de[12]_amean numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute F0_sma_de_max numeric
@attribute F0_sma_de_amean numeric
@attribute F0_sma_de_linregc1 numeric
@attribute output {energetic,notenergetic}

@data

0.000053,0.016759,0.000001,0.015968,2.047073,7.518344,-8.550108,-10.26006,5.243504,-1.839902,-16.91997,3.269895,1.78011,3.122758,-11.93108,5.0177,1.102471,30.18045,-16.31906,15.36518,4.362924,0.065571,0.143126,0.324138,1.531315,5.382232,0.000012,1.920487,10.21797,2.100926,1.858904,-0.010368,-0.001744,0.012858,19.62115,124.1118,-0.060113,0.000091,notenergetic
0.000136,0.004549,0.000001,0.003313,2.031073,7.895475,-6.432794,-6.913595,4.564284,7.446664,-13.06999,3.049575,-4.087015,-4.170381,-16.49627,-2.802912,-1.641535,28.93765,-20.33426,10.4538,4.190059,0.043845,0.134207,0.361752,1.053524,3.522181,-0.000013,0.808227,9.825665,1.230529,1.088977,-0.001386,-0.001559,0.009152,12.6914,107.2538,0.122701,0.000192,notenergetic
0.007759,0.034977,0.000001,0.032841,0.460966,2.529356,-10.25116,-10.22506,2.799294,-1.099331,-18.92984,2.833963,-7.493609,-6.695275,-19.3618,-2.974044,-1.673092,21.78591,-16.69023,13.06535,4.318905,0.099316,0.137013,0.325393,1.382119,4.144466,0.000019,0.868079,4.367746,1.140859,1.433253,0.008824,-0.002309,0.010099,4.970418,126.2531,0,-0.000057,notenergetic
0.00653,0.031638,0.000001,0.030854,0.702834,4.959638,-7.84274,-8.996593,2.558073,-5.177896,-10.55252,3.212418,0.13277,-0.251726,-10.5926,3.150233,-3.246008,15.56558,-17.56854,9.58744,4.123204,0.082259,0.144856,0.373234,0.770243,3.295622,-0.000003,1.240503,9.648346,0.847289,0.989329,0.002302,-0.001622,0.006466,6.060762,122.79,0.067093,0.000097,notenergetic
0.000945,0.006366,0,0.006341,2.922663,16.89141,-5.582407,-5.553667,3.819953,-2.071585,-29.4385,2.760616,-9.255556,-9.343826,-25.47608,-9.250192,-9.711082,26.46202,-21.18509,8.761887,4.554714,0.062689,0.13541,0.433306,0.365293,2.330433,0.000002,0.036659,13.21353,0.962011,1.292021,0.011966,0.000675,0.012777,27.05466,118.9997,0.080914,0.000098,notenergetic
0.000397,0.008854,0,0.008489,0.868707,3.103505,-3.785745,-5.543818,4.730772,1.50961,-21.03292,3.410256,-3.779453,-1.954488,-22.15995,-1.596834,-0.652639,32.34745,-18.37012,11.02145,4.157218,0.045828,0.149016,0.413823,0.720755,2.551931,0.000003,0.942002,5.413425,1.668007,1.658468,0.00659,-0.004388,0.006759,7.818204,120.3603,0,-0.000086,notenergetic
0.001535,0.050174,0.000008,0.038127,0.342316,2.677835,-11.89692,-12.51526,3.321992,-4.029462,-17.23005,2.880016,1.731348,-0.889295,-13.35818,3.147707,3.088574,32.17385,-15.29247,9.253647,4.163425,0.10375,0.148135,0.373004,0.875997,2.670632,0.000036,0.825454,5.730287,1.211529,1.224561,0.006341,0.003792,0.010849,6.766547,104.9524,0,-0.000076,notenergetic
0.001535,0.050174,0.000008,0.038127,0.342316,2.677835,-11.89692,-12.51526,3.321992,-4.029462,-17.23005,2.880016,1.731348,-0.889295,-13.35818,3.147707,3.088574,32.17385,-15.29247,9.253647,4.163425,0.10375,0.148135,0.373004,0.875997,2.670632,0.000036,0.825454,5.730287,1.211529,1.224561,0.006341,0.003792,0.010849,6.766547,104.9524,0,-0.000076,notenergetic
0.000878,0.011484,0.000002,0.009223,2.157045,11.28111,-5.88091,-4.614113,3.831461,-4.265271,-23.41339,2.931916,-6.58549,-6.490872,-22.35675,-8.170114,-9.062325,22.57233,-22.99348,10.77181,4.243027,0.074135,0.155572,0.405585,0.370564,2.350489,0.000011,0.489452,13.70966,0.962471,1.023456,-0.001758,-0.000525,0.0135,19.35648,114.1357,0,-0.000068,notenergetic
0.000878,0.011484,0.000002,0.009223,2.157045,11.28111,-5.88091,-4.614113,3.831461,-4.265271,-23.41339,2.931916,-6.58549,-6.490872,-22.35675,-8.170114,-9.062325,22.57233,-22.99348,10.77181,4.243027,0.074135,0.155572,0.405585,0.370564,2.350489,0.000011,0.489452,13.70966,0.962471,1.023456,-0.001758,-0.000525,0.0135,19.35648,114.1357,0,-0.000068,notenergetic
0.002098,0.025764,-0.000001,0.026569,0.571143,3.59586,-10.05431,-10.87136,3.304328,-6.807856,-17.16957,2.744953,3.932492,6.087734,-15.23907,2.223935,-1.164788,26.90367,-16.43624,14.39973,3.957458,0.095177,0.167845,0.399416,0.652554,2.73014,-0.000014,0.945961,7.701565,1.961276,1.582756,0.010734,0.000761,0.010897,8.833071,123.2962,-0.053012,0.000019,notenergetic
0.003005,0.024089,0.000002,0.021727,1.243128,4.487026,-8.042363,-7.028229,3.942559,0.240583,-4.700572,3.304276,2.58009,3.659249,-6.524436,4.64934,1.028313,12.20333,-10.36902,12.97368,3.406384,0.041674,0.122885,0.309432,1.06839,3.682935,0.000008,1.34328,7.073673,0.791592,0.960821,0.000749,0.000444,0.006437,5.776189,119.6032,0,-0.000024,notenergetic
0.003789,0.017388,0.000002,0.014412,1.114494,5.202345,-11.12364,-13.19102,3.880963,-3.784535,-17.49624,3.329242,-2.063985,-1.273252,-22.85239,-3.401529,0.269177,19.52936,-15.03327,15.85341,3.644675,0.113348,0.130095,0.350129,1.001464,5.127312,0.000005,1.555425,9.614501,1.016379,0.980492,-0.013814,0.002474,0.012804,6.27019,124.1118,0,-0.000028,notenergetic
0.003789,0.017388,0.000002,0.014412,1.114494,5.202345,-11.12364,-13.19102,3.880963,-3.784535,-17.49624,3.329242,-2.063985,-1.273252,-22.85239,-3.401529,0.269177,19.52936,-15.03327,15.85341,3.644675,0.113348,0.130095,0.350129,1.001464,5.127312,0.000005,1.555425,9.614501,1.016379,0.980492,-0.013814,0.002474,0.012804,6.27019,124.1118,0,-0.000028,notenergetic
0.003922,0.024063,0.000002,0.020655,2.219127,9.864506,-7.124928,-6.885217,3.658958,-0.908289,-15.0807,3.179519,-0.25747,-1.202267,-12.02513,3.133339,-1.014169,20.30444,-23.10988,12.10529,4.095373,0.062,0.153041,0.353552,0.865917,2.762452,0.000005,0.541788,9.088211,1.14819,1.352659,-0.008792,-0.001502,0.010784,12.02538,108.9338,0,-0.000045,notenergetic
0.002557,0.02961,-0.000001,0.031795,1.879772,7.073087,-16.9885,-17.82505,5.631928,-4.67018,-24.59464,2.375977,-1.006247,-1.197975,-33.5484,-2.593317,3.61461,37.34878,-14.65781,18.15398,5.782544,0.17952,0.140143,0.304774,1.9823,7.147069,0.000002,1.733229,11.48214,2.026572,2.822389,-0.020267,0.004828,0.020202,7.608114,124.4338,0.045594,0.000057,notenergetic
0.002557,0.02961,-0.000001,0.031795,1.879772,7.073087,-16.9885,-17.82505,5.631928,-4.67018,-24.59464,2.375977,-1.006247,-1.197975,-33.5484,-2.593317,3.61461,37.34878,-14.65781,18.15398,5.782544,0.17952,0.140143,0.304774,1.9823,7.147069,0.000002,1.733229,11.48214,2.026572,2.822389,-0.020267,0.004828,0.020202,7.608114,124.4338,0.045594,0.000057,notenergetic
0.009656,0.036587,-0.000006,0.045167,1.638238,6.845665,-3.472583,-6.118427,5.2974,-10.61163,-13.49007,2.969358,-0.861482,-2.163881,-22.2838,3.766593,2.375896,33.69087,-22.90389,16.38048,5.418588,0.073706,0.158486,0.510211,0.532354,2.138205,0.000002,0.622679,8.837318,1.134736,1.517632,-0.021898,0.002715,0.007563,9.007213,125.0497,-0.045285,-0.000074,notenergetic
0.007684,0.03146,-0.000003,0.036083,1.284713,6.239444,-11.62909,-11.79848,3.114815,1.135181,-16.07695,2.515079,1.00066,0.852726,-19.21159,-3.588464,-3.321582,21.82861,-16.33726,10.00117,4.067562,0.108987,0.140816,0.333218,0.867252,2.870445,-0.000009,0.586911,7.43292,1.030184,1.095227,-0.009146,-0.001377,0.012375,7.990755,87.2197,0,-0.000029,notenergetic
0.007684,0.03146,-0.000003,0.036083,1.284713,6.239444,-11.62909,-11.79848,3.114815,1.135181,-16.07695,2.515079,1.00066,0.852726,-19.21159,-3.588464,-3.321582,21.82861,-16.33726,10.00117,4.067562,0.108987,0.140816,0.333218,0.867252,2.870445,-0.000009,0.586911,7.43292,1.030184,1.095227,-0.009146,-0.001377,0.012375,7.990755,87.2197,0,-0.000029,notenergetic
0.001174,0.031741,-0.000006,0.0411,0.561358,4.363419,-8.704226,-10.21679,3.109798,-5.947502,-15.1146,3.315396,1.884586,2.566711,-22.70833,-2.372999,3.969009,33.21665,-21.82998,26.1418,6.128437,0.103506,0.147977,0.571503,-0.304303,1.794087,0.00003,0.782946,10.13978,1.047127,1.065377,0.006345,0.001809,0.009712,10.829,121.3512,0,-0.0003,notenergetic
0.001174,0.031741,-0.000006,0.0411,0.561358,4.363419,-8.704226,-10.21679,3.109798,-5.947502,-15.1146,3.315396,1.884586,2.566711,-22.70833,-2.372999,3.969009,33.21665,-21.82998,26.1418,6.128437,0.103506,0.147977,0.571503,-0.304303,1.794087,0.00003,0.782946,10.13978,1.047127,1.065377,0.006345,0.001809,0.009712,10.829,121.3512,0,-0.0003,notenergetic
0.000126,0.004884,0,0.005253,0.27874,2.712649,-0.417096,-4.582312,3.740953,-3.336813,-12.87121,3.550585,-6.518438,-6.542212,-25.72575,-1.180081,-0.644039,24.87591,-16.59432,15.49096,6.400129,0.044563,0.197256,0.464849,0.727653,2.483303,0.000003,0.374968,7.880706,0.791926,0.846875,0.010805,-0.004794,0.003388,4.664883,123.6466,0.104301,0.000075,notenergetic
0.001227,0.011678,-0.000001,0.012602,0.656734,4.483478,-1.991752,-1.201681,4.009495,-2.404655,-25.36671,2.734033,-6.965199,-3.627554,-26.92472,-11.22736,-5.572009,44.79774,-28.09098,11.71314,5.509457,0.044799,0.1479,0.5578,-0.13602,2.129837,-0.000005,2.497417,25.43093,0.686966,1.147125,0.003653,0.002608,0.004286,13.33226,125.0497,0.055359,0.000062,notenergetic
0.00283,0.009581,-0.000003,0.013454,3.345009,25.59667,0.897068,4.978157,5.093657,1.731429,-24.45972,2.534668,0.569492,2.615484,-21.20109,-2.007777,-7.577711,25.66675,-20.43617,17.71243,6.818396,0.047891,0.160695,0.491348,0.050167,2.404002,-0.000002,-1.296281,62.28035,0.705253,0.901485,-0.000035,0.005214,0.005457,60.92897,126.9186,0.089607,0.000041,notenergetic
0.024823,0.069776,-0.000002,0.072551,0.558559,3.021066,-11.5529,-11.85139,2.105906,-3.261342,-11.23333,3.032205,-3.413088,-3.089981,-18.02142,-3.520143,-0.696468,17.09213,-18.29142,13.34174,4.282019,0.106392,0.142319,0.315933,1.181849,3.905142,-0.00005,1.005546,5.05984,1.138447,1.225134,0.003265,0.000353,0.008326,5.229035,108.3156,0,-0.000034,notenergetic
0.000031,0.004999,0.000002,0.002281,2.545834,9.695041,4.288026,5.698926,8.663571,-3.479824,-19.38676,3.118986,-3.308333,-5.520402,-28.4135,-8.972784,-3.798614,35.13196,-28.60578,20.13447,6.241189,0.043489,0.155106,0.540602,0.635494,2.736387,0.000001,0.736012,35.73103,1.150302,1.246829,-0.000342,-0.001175,0.008974,76.89747,126.239,0.036937,0.000048,notenergetic
0.000031,0.004999,0.000002,0.002281,2.545834,9.695041,4.288026,5.698926,8.663571,-3.479824,-19.38676,3.118986,-3.308333,-5.520402,-28.4135,-8.972784,-3.798614,35.13196,-28.60578,20.13447,6.241189,0.043489,0.155106,0.540602,0.635494,2.736387,0.000001,0.736012,35.73103,1.150302,1.246829,-0.000342,-0.001175,0.008974,76.89747,126.239,0.036937,0.000048,notenergetic
0.000031,0.004999,0.000002,0.002281,2.545834,9.695041,4.288026,5.698926,8.663571,-3.479824,-19.38676,3.118986,-3.308333,-5.520402,-28.4135,-8.972784,-3.798614,35.13196,-28.60578,20.13447,6.241189,0.043489,0.155106,0.540602,0.635494,2.736387,0.000001,0.736012,35.73103,1.150302,1.246829,-0.000342,-0.001175,0.008974,76.89747,126.239,0.036937,0.000048,notenergetic
0.006963,0.028971,0.000003,0.024763,2.060924,8.698035,-9.654689,-8.296092,3.761414,-0.541449,-17.21166,3.066512,-0.699526,0.256998,-18.27208,-1.632419,-2.515323,37.90729,-19.23067,13.53235,4.397068,0.093854,0.136466,0.360343,0.744106,3.088049,0.000015,0.112015,13.64847,1.014173,1.160724,-0.014661,0.001627,0.011978,15.68618,108.5186,0.104023,0.000171,notenergetic
0.000585,0.012799,-0.000001,0.01411,0.781292,3.702498,-13.18362,-14.27678,3.768781,-3.859042,-24.24678,3.874146,1.920655,3.573792,-13.65075,0.655545,0.240267,23.06017,-15.98417,15.81269,4.789039,0.116077,0.106135,0.345844,1.100379,3.316801,-0.000005,2.245075,11.89679,1.451125,1.369781,-0.005849,0.001249,0.015272,11.15695,125.0497,0.100401,0.000328,notenergetic
0.008089,0.019063,0.000002,0.015357,2.195387,12.72161,-1.659672,0.822942,4.383975,-1.259745,-10.67069,3.292215,-1.341188,-1.855388,-19.3071,-1.65747,5.912946,31.33863,-16.70793,26.80184,6.345492,0.042,0.162636,0.469242,0.085551,2.458789,0,1.024534,22.34584,0.72133,0.967275,-0.008971,0.001681,0.005101,34.34737,122.4445,-0.028926,-0.000056,notenergetic
0.008089,0.019063,0.000002,0.015357,2.195387,12.72161,-1.659672,0.822942,4.383975,-1.259745,-10.67069,3.292215,-1.341188,-1.855388,-19.3071,-1.65747,5.912946,31.33863,-16.70793,26.80184,6.345492,0.042,0.162636,0.469242,0.085551,2.458789,0,1.024534,22.34584,0.72133,0.967275,-0.008971,0.001681,0.005101,34.34737,122.4445,-0.028926,-0.000056,notenergetic
0.008089,0.019063,0.000002,0.015357,2.195387,12.72161,-1.659672,0.822942,4.383975,-1.259745,-10.67069,3.292215,-1.341188,-1.855388,-19.3071,-1.65747,5.912946,31.33863,-16.70793,26.80184,6.345492,0.042,0.162636,0.469242,0.085551,2.458789,0,1.024534,22.34584,0.72133,0.967275,-0.008971,0.001681,0.005101,34.34737,122.4445,-0.028926,-0.000056,notenergetic
0.001608,0.013349,-0.000001,0.015263,1.958779,10.07962,-8.382837,-9.452558,3.5772,-4.329183,-16.98194,3.304255,-0.16817,-0.937367,-16.35583,0.762267,-1.219792,26.23076,-21.84445,16.86499,5.083809,0.090935,0.124824,0.444102,0.364159,2.270373,-0.000019,0.362369,11.60483,1.871261,1.528754,-0.015077,-0.00417,0.010771,17.43361,127.4283,0,-0.000139,notenergetic
0.003488,0.015088,0.000004,0.008399,3.058536,20.76997,3.182852,8.188938,5.655253,-5.490613,-20.21939,2.510352,-6.132484,-4.240772,-23.4632,-4.621318,4.282959,34.42318,-28.09202,19.66107,5.120385,0.046779,0.170063,0.486899,0.253875,2.581237,-0.000033,1.606248,34.45109,0.826565,0.975574,-0.001431,-0.002876,0.005548,36.31585,127.7681,-0.055737,-0.000047,notenergetic
0.003488,0.015088,0.000004,0.008399,3.058536,20.76997,3.182852,8.188938,5.655253,-5.490613,-20.21939,2.510352,-6.132484,-4.240772,-23.4632,-4.621318,4.282959,34.42318,-28.09202,19.66107,5.120385,0.046779,0.170063,0.486899,0.253875,2.581237,-0.000033,1.606248,34.45109,0.826565,0.975574,-0.001431,-0.002876,0.005548,36.31585,127.7681,-0.055737,-0.000047,notenergetic
0.003488,0.015088,0.000004,0.008399,3.058536,20.76997,3.182852,8.188938,5.655253,-5.490613,-20.21939,2.510352,-6.132484,-4.240772,-23.4632,-4.621318,4.282959,34.42318,-28.09202,19.66107,5.120385,0.046779,0.170063,0.486899,0.253875,2.581237,-0.000033,1.606248,34.45109,0.826565,0.975574,-0.001431,-0.002876,0.005548,36.31585,127.7681,-0.055737,-0.000047,notenergetic
0.001014,0.015403,0.000003,0.010715,1.116991,3.974374,-5.357898,-6.178779,3.684355,-7.815289,-18.92821,2.918614,-0.530733,0.656331,-22.28757,-4.373892,0.373228,37.95492,-27.00702,10.15467,5.193924,0.079103,0.159817,0.525486,0.053122,1.770865,0.000024,0.359275,9.90955,1.455217,1.359224,-0.004031,0.000557,0.008528,7.96953,116.0257,0.019186,-0.000125,notenergetic
0.001014,0.015403,0.000003,0.010715,1.116991,3.974374,-5.357898,-6.178779,3.684355,-7.815289,-18.92821,2.918614,-0.530733,0.656331,-22.28757,-4.373892,0.373228,37.95492,-27.00702,10.15467,5.193924,0.079103,0.159817,0.525486,0.053122,1.770865,0.000024,0.359275,9.90955,1.455217,1.359224,-0.004031,0.000557,0.008528,7.96953,116.0257,0.019186,-0.000125,notenergetic
0.001014,0.015403,0.000003,0.010715,1.116991,3.974374,-5.357898,-6.178779,3.684355,-7.815289,-18.92821,2.918614,-0.530733,0.656331,-22.28757,-4.373892,0.373228,37.95492,-27.00702,10.15467,5.193924,0.079103,0.159817,0.525486,0.053122,1.770865,0.000024,0.359275,9.90955,1.455217,1.359224,-0.004031,0.000557,0.008528,7.96953,116.0257,0.019186,-0.000125,notenergetic
0.001826,0.011249,0.000003,0.006135,0.703529,2.653857,-3.685483,-1.137552,4.77262,-7.887565,-29.00414,3.060492,-1.60303,-4.812298,-20.63235,-2.136452,-3.648304,30.35744,-21.95383,16.35696,5.676954,0.074283,0.1679,0.527105,-0.021669,1.855528,0.000009,1.559391,13.0625,1.086355,1.21085,-0.007013,-0.004196,0.007079,16.83829,116.9478,0.018507,-0.000139,notenergetic
0.001826,0.011249,0.000003,0.006135,0.703529,2.653857,-3.685483,-1.137552,4.77262,-7.887565,-29.00414,3.060492,-1.60303,-4.812298,-20.63235,-2.136452,-3.648304,30.35744,-21.95383,16.35696,5.676954,0.074283,0.1679,0.527105,-0.021669,1.855528,0.000009,1.559391,13.0625,1.086355,1.21085,-0.007013,-0.004196,0.007079,16.83829,116.9478,0.018507,-0.000139,notenergetic
0.003699,0.012073,0.000001,0.010067,0.447295,2.716398,-2.808384,-1.664308,3.311303,-5.177252,-11.2662,2.966856,-0.048614,1.704194,-22.61034,-4.446712,2.304714,23.19115,-24.26527,11.9878,5.379154,0.057253,0.19715,0.423841,0.561663,3.16194,0.000001,1.651004,10.54566,0.646314,0.810458,-0.001737,-0.002578,0.004422,4.50458,122.3008,0,-0.000038,notenergetic
0.00166,0.044718,-0.000013,0.06449,0.064623,2.725376,-9.767341,-12.45366,4.438354,-0.268768,-18.66228,2.827894,0.52279,2.128625,-17.69125,-0.189796,0.620831,28.8067,-22.84449,15.15027,4.340979,0.093483,0.13843,0.384929,0.833117,3.535756,-0.000024,0.120652,7.842689,0.990734,1.072817,-0.012586,0.002509,0.011029,20.36719,123.4214,0.014831,0.000126,notenergetic
0.00166,0.044718,-0.000013,0.06449,0.064623,2.725376,-9.767341,-12.45366,4.438354,-0.268768,-18.66228,2.827894,0.52279,2.128625,-17.69125,-0.189796,0.620831,28.8067,-22.84449,15.15027,4.340979,0.093483,0.13843,0.384929,0.833117,3.535756,-0.000024,0.120652,7.842689,0.990734,1.072817,-0.012586,0.002509,0.011029,20.36719,123.4214,0.014831,0.000126,notenergetic
0.000937,0.009507,0.000003,0.004687,2.312962,10.19839,0.799196,3.213025,6.203689,-4.632804,-21.35763,4.009982,-4.976096,-1.786477,-18.75344,-4.795667,-4.000564,36.12871,-31.21426,22.55978,4.859022,0.062591,0.151424,0.448049,0.903043,3.377253,0.000006,-0.101303,29.94273,0.6958,0.845017,-0.010477,-0.000441,0.00956,45.11108,115.3943,0.106518,0.000114,notenergetic
0.003445,0.041549,0,0.040862,1.106166,5.480029,-12.36314,-12.37229,4.333302,-4.800219,-26.20856,2.50992,3.091735,3.672212,-29.96551,-3.803483,-1.325194,55.1515,-21.7488,15.73739,5.104959,0.108092,0.141468,0.416746,0.486211,2.135706,-0.000076,1.085467,8.971683,2.318238,2.763032,0.004529,-0.00152,0.020722,14.14055,101.8408,0,-0.000084,notenergetic
0.000384,0.005744,-0.000001,0.007099,1.834975,5.496302,2.713221,2.07794,4.249394,-5.652673,-17.66728,3.17868,1.092522,-0.121676,-27.38995,-5.17214,-2.340664,34.11041,-21.90835,25.70142,6.462843,0.042503,0.15555,0.599635,0.203012,2.00489,0.000003,1.909267,18.90125,0.76242,0.882798,-0.015456,-0.000728,0.0049,108.8697,114.303,0.013934,-0.000056,notenergetic
0.000384,0.005744,-0.000001,0.007099,1.834975,5.496302,2.713221,2.07794,4.249394,-5.652673,-17.66728,3.17868,1.092522,-0.121676,-27.38995,-5.17214,-2.340664,34.11041,-21.90835,25.70142,6.462843,0.042503,0.15555,0.599635,0.203012,2.00489,0.000003,1.909267,18.90125,0.76242,0.882798,-0.015456,-0.000728,0.0049,108.8697,114.303,0.013934,-0.000056,notenergetic
0.003469,0.039638,-0.000002,0.043186,0.927001,3.685428,-15.99706,-17.32125,3.487146,3.368399,-7.833368,2.745256,0.795821,0.87864,-19.21313,-0.572481,-1.442979,45.95945,-15.78471,23.48714,6.1858,0.128987,0.143914,0.316827,1.334529,4.169594,0.000006,0.805915,4.503702,1.585058,1.837907,0.005478,0.001656,0.022749,4.535491,127.7681,0.059504,0.000071,notenergetic
0.007551,0.032955,0.000006,0.024606,2.056325,12.75099,-5.392501,-0.342452,4.313519,-3.945586,-19.93683,1.923897,-5.979441,-9.39325,-26.38529,-1.638699,-1.188746,77.23016,-14.37018,20.43631,7.241515,0.067931,0.14112,0.546607,-0.035943,1.837006,0.000035,0.271604,5.209569,1.185632,1.208185,0.01976,0.001911,0.006902,5.156488,124.3717,0,-0.000239,notenergetic
0.007551,0.032955,0.000006,0.024606,2.056325,12.75099,-5.392501,-0.342452,4.313519,-3.945586,-19.93683,1.923897,-5.979441,-9.39325,-26.38529,-1.638699,-1.188746,77.23016,-14.37018,20.43631,7.241515,0.067931,0.14112,0.546607,-0.035943,1.837006,0.000035,0.271604,5.209569,1.185632,1.208185,0.01976,0.001911,0.006902,5.156488,124.3717,0,-0.000239,notenergetic
0.00528,0.030567,0.000006,0.021343,0.796797,3.522011,-6.80242,-6.007223,2.564503,-3.314007,-9.620118,3.098112,-0.627259,-0.753274,-15.85693,1.65602,-4.615889,23.56452,-15.56129,10.25765,4.243137,0.065831,0.140845,0.387646,0.86892,2.949086,0.00001,0.814185,8.648635,0.815783,1.027654,-0.013356,-0.002029,0.006374,8.834338,120.3017,0,-0.000075,notenergetic
0.002605,0.011536,0.000002,0.00925,1.913867,7.735938,-0.794498,0.053723,4.187864,-1.704229,-11.00507,3.017435,-2.795247,-2.606438,-23.8849,-9.428179,-1.135823,17.39134,-16.98688,10.35003,3.669951,0.043041,0.148143,0.336365,1.053842,4.909276,0.000015,2.834884,17.45285,0.727771,0.746642,0.002375,-0.001905,0.004466,9.047057,110.3556,0,-0.000011,notenergetic
0.009956,0.070591,-0.000003,0.074668,0.233924,4.133445,-15.40591,-15.67562,2.741543,-6.900081,-19.0092,2.622755,-0.566915,-1.81608,-19.99982,-1.655767,-4.764827,39.92807,-20.94395,12.56788,4.388206,0.176762,0.129928,0.333768,1.123138,3.882336,-0.000006,1.423855,10.48514,1.388873,1.297118,0.004145,0.001536,0.012405,9.968175,111.7248,0,-0.000028,notenergetic
0.009956,0.070591,-0.000003,0.074668,0.233924,4.133445,-15.40591,-15.67562,2.741543,-6.900081,-19.0092,2.622755,-0.566915,-1.81608,-19.99982,-1.655767,-4.764827,39.92807,-20.94395,12.56788,4.388206,0.176762,0.129928,0.333768,1.123138,3.882336,-0.000006,1.423855,10.48514,1.388873,1.297118,0.004145,0.001536,0.012405,9.968175,111.7248,0,-0.000028,notenergetic
0.000132,0.02154,0.000009,0.008718,1.663378,5.465523,-14.0686,-14.55085,5.398529,5.911184,-20.77357,2.443938,-1.405241,3.668992,-27.08572,0.69136,6.277846,58.10485,-26.15213,27.75568,6.738874,0.089251,0.127305,0.333749,0.979654,3.158489,-0.000013,1.075292,6.553602,1.334298,1.544494,-0.003072,-0.001421,0.018395,7.172947,126.9873,0,-0.000047,notenergetic
0.001978,0.038313,-0.000004,0.04455,1.244701,4.554906,-7.815619,-8.270472,4.359809,1.020991,-16.43805,2.903814,0.605231,0.992623,-14.71314,1.124293,0.076964,13.85681,-12.13359,18.99452,4.931019,0.062233,0.110685,0.307083,1.098742,3.383318,0.00002,1.074643,8.532394,0.997087,1.223129,0.001168,-0.000197,0.010271,8.691265,127.7681,0,-0.000041,notenergetic
0.001978,0.038313,-0.000004,0.04455,1.244701,4.554906,-7.815619,-8.270472,4.359809,1.020991,-16.43805,2.903814,0.605231,0.992623,-14.71314,1.124293,0.076964,13.85681,-12.13359,18.99452,4.931019,0.062233,0.110685,0.307083,1.098742,3.383318,0.00002,1.074643,8.532394,0.997087,1.223129,0.001168,-0.000197,0.010271,8.691265,127.7681,0,-0.000041,notenergetic
0.001978,0.038313,-0.000004,0.04455,1.244701,4.554906,-7.815619,-8.270472,4.359809,1.020991,-16.43805,2.903814,0.605231,0.992623,-14.71314,1.124293,0.076964,13.85681,-12.13359,18.99452,4.931019,0.062233,0.110685,0.307083,1.098742,3.383318,0.00002,1.074643,8.532394,0.997087,1.223129,0.001168,-0.000197,0.010271,8.691265,127.7681,0,-0.000041,notenergetic
0.001978,0.038313,-0.000004,0.04455,1.244701,4.554906,-7.815619,-8.270472,4.359809,1.020991,-16.43805,2.903814,0.605231,0.992623,-14.71314,1.124293,0.076964,13.85681,-12.13359,18.99452,4.931019,0.062233,0.110685,0.307083,1.098742,3.383318,0.00002,1.074643,8.532394,0.997087,1.223129,0.001168,-0.000197,0.010271,8.691265,127.7681,0,-0.000041,notenergetic
0.001978,0.038313,-0.000004,0.04455,1.244701,4.554906,-7.815619,-8.270472,4.359809,1.020991,-16.43805,2.903814,0.605231,0.992623,-14.71314,1.124293,0.076964,13.85681,-12.13359,18.99452,4.931019,0.062233,0.110685,0.307083,1.098742,3.383318,0.00002,1.074643,8.532394,0.997087,1.223129,0.001168,-0.000197,0.010271,8.691265,127.7681,0,-0.000041,notenergetic
0.012551,0.029753,0.000001,0.028789,3.035466,19.28676,-9.716957,-9.80346,2.527051,-3.05709,-12.16639,3.370072,-2.938562,-3.935295,-20.6521,0.710892,-0.183118,13.61507,-17.86246,14.21676,4.175401,0.098989,0.110054,0.422888,0.660594,3.332461,-0.000034,1.056703,6.670475,0.995277,0.86346,-0.011808,0.000996,0.00772,11.77647,124.1118,0,-0.000093,notenergetic
0.000816,0.010302,-0.000001,0.011143,0.766743,3.187439,4.432969,5.144678,3.545358,2.883038,-20.06168,2.200718,-5.654098,-10.50136,-31.62424,-11.63545,-5.139578,53.87327,-35.07585,16.55325,7.170611,0.036754,0.19734,0.717417,-0.534302,2.351699,0.000008,2.766057,33.93836,0.899867,0.84745,-0.027683,0.005459,0.002302,49.21035,125.439,0.052714,-0.000121,notenergetic
0.00555,0.018847,0.000001,0.017437,2.429671,14.83928,-2.798935,-4.439806,4.478533,0.488225,-16.85652,2.793766,-1.90829,-1.279643,-13.25136,-0.652493,-3.070071,24.73569,-13.27495,19.39339,4.943809,0.049679,0.142388,0.338666,0.582723,2.994812,-0.000004,0.685317,20.60152,0.730873,0.837871,0.010399,0.000031,0.006789,20.24663,122.9462,0,-0.000013,notenergetic
0.00024,0.002024,0,0.00133,1.404104,4.670588,-3.600552,-4.053823,3.414792,2.313079,-20.32002,3.46081,-2.870341,-3.835693,-15.00035,1.261266,1.85063,26.30669,-21.48683,9.380101,5.002923,0.038034,0.153025,0.43748,0.562204,2.353878,0.000002,1.079875,13.68819,0.649143,0.680629,0.001079,-0.002803,0.003856,14.10282,117.9476,0.009471,-0.000097,notenergetic
