@attribute Std_Acc1000_Mean_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_13 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_LowMidBPMRatio numeric
@attribute BeatHisto_MeanACR numeric
@attribute output {sleepy,notsleepy}

@data

0.075867,0.058232,-52.901253,6.578384,1.255157,0.100497,0.155433,0.000031,0.595932,0.279258,0.16396,0.627671,0.500572,0.442945,0.446547,0.029692,0.02471,0.221437,0.272348,0.312736,0.461389,0.109938,4.402254,0.120444,0.049039,0.051113,0.143889,11.913704,0.715217,0.60649,notsleepy
0.075867,0.058232,-52.901253,6.578384,1.255157,0.100497,0.155433,0.000031,0.595932,0.279258,0.16396,0.627671,0.500572,0.442945,0.446547,0.029692,0.02471,0.221437,0.272348,0.312736,0.461389,0.109938,4.402254,0.120444,0.049039,0.051113,0.143889,11.913704,0.715217,0.60649,notsleepy
0.054577,0.032406,-52.237654,5.935328,3.309802,1.024874,-0.158304,0.000093,0.698745,0.236156,0.125702,0.448379,0.441943,0.392098,0.449096,0.015076,0.01029,0.191407,0.215121,0.260991,0.367317,0.13276,3.829291,0.115148,0.0326,0.032443,0.151308,14.103194,0.751323,0.57157,notsleepy
0.100087,0.062586,-44.945345,3.662835,1.154476,0.352927,0.07142,0.000646,0.645184,0.293565,0.177835,0.581293,0.489613,0.39705,0.428903,0.027938,0.034794,0.198099,0.238617,0.347022,0.51035,0.100984,3.615169,0.084257,0.043791,0.051065,0.155837,35.889596,0.5,0.559849,notsleepy
0.100087,0.062586,-44.945345,3.662835,1.154476,0.352927,0.07142,0.000646,0.645184,0.293565,0.177835,0.581293,0.489613,0.39705,0.428903,0.027938,0.034794,0.198099,0.238617,0.347022,0.51035,0.100984,3.615169,0.084257,0.043791,0.051065,0.155837,35.889596,0.5,0.559849,notsleepy
0.057071,0.044084,-55.251445,8.653246,0.610144,0.472001,0.102695,0.000054,0.635149,0.400432,0.135996,0.467806,0.433091,0.351592,0.432918,0.021645,0.027607,0.191947,0.279073,0.330356,0.590374,0.109548,4.260655,0.154148,0.0383,0.042595,0.155926,8.911565,0.478814,0.54415,notsleepy
0.107644,0.083361,-46.85978,3.273047,1.179754,0.100071,-0.340244,0.00126,0.60555,0.362688,0.169227,0.653111,0.555688,0.446186,0.4178,0.06855,0.03595,0.179646,0.22785,0.238499,0.433809,0.095567,3.411875,0.087628,0.033011,0.034277,0.159529,100.353844,0.74878,0.546313,notsleepy
0.041907,0.036103,-58.437311,8.147528,2.0368,0.88872,0.375066,0.000034,0.548351,0.318951,0.130202,0.474844,0.465846,0.386336,0.39265,0.028075,0.019153,0.256492,0.352288,0.377235,0.800674,0.14103,4.321256,0.180558,0.054504,0.053841,0.158452,5.965873,0.65098,0.566997,notsleepy
0.041907,0.036103,-58.437311,8.147528,2.0368,0.88872,0.375066,0.000034,0.548351,0.318951,0.130202,0.474844,0.465846,0.386336,0.39265,0.028075,0.019153,0.256492,0.352288,0.377235,0.800674,0.14103,4.321256,0.180558,0.054504,0.053841,0.158452,5.965873,0.65098,0.566997,notsleepy
0.136858,0.093105,-48.569784,0.806062,1.154372,0.946434,0.380809,0.000624,0.560195,0.463821,0.159095,0.546373,0.53742,0.459855,0.519292,0.069084,0.029947,0.167835,0.260206,0.257203,0.468862,0.083969,3.729195,0.105281,0.024272,0.028144,0.156554,106.868549,0.623116,0.591386,notsleepy
0.136858,0.093105,-48.569784,0.806062,1.154372,0.946434,0.380809,0.000624,0.560195,0.463821,0.159095,0.546373,0.53742,0.459855,0.519292,0.069084,0.029947,0.167835,0.260206,0.257203,0.468862,0.083969,3.729195,0.105281,0.024272,0.028144,0.156554,106.868549,0.623116,0.591386,notsleepy
0.065331,0.03954,-47.926326,6.098035,0.250308,0.401634,0.054617,0.001098,0.695108,0.385356,0.136818,0.544861,0.529462,0.464107,0.370844,0.031257,0.017898,0.159036,0.301992,0.240679,0.506219,0.115793,3.823752,0.099071,0.04609,0.040619,0.146609,34.148509,0.666667,0.564705,notsleepy
0.065331,0.03954,-47.926326,6.098035,0.250308,0.401634,0.054617,0.001098,0.695108,0.385356,0.136818,0.544861,0.529462,0.464107,0.370844,0.031257,0.017898,0.159036,0.301992,0.240679,0.506219,0.115793,3.823752,0.099071,0.04609,0.040619,0.146609,34.148509,0.666667,0.564705,notsleepy
0.062347,0.036655,-46.771789,4.68484,2.028548,0.195555,0.397298,0.000573,0.600957,0.411097,0.140144,0.485549,0.489383,0.482851,0.43264,0.035013,0.015746,0.167122,0.293236,0.240257,0.45156,0.097369,3.581446,0.095394,0.030577,0.033812,0.148899,33.956266,0.666667,0.562582,notsleepy
0.043296,0.031975,-51.417598,7.603205,1.188291,1.0609,-0.115967,0.000138,0.693461,0.397402,0.128769,0.477274,0.39686,0.369308,0.404545,0.022,0.007953,0.220557,0.260337,0.244295,0.418673,0.110506,3.722275,0.105259,0.048565,0.033826,0.154581,54.704901,0.748016,0.631769,notsleepy
0.173562,0.140174,-42.910209,2.136802,1.659545,-0.029438,-0.099099,0.000308,0.634337,0.360287,0.207294,0.659772,0.515981,0.447725,0.468031,0.037647,0.03077,0.189475,0.276694,0.257329,0.396855,0.090992,3.355252,0.093068,0.039381,0.032,0.151042,48.061382,0.668293,0.56902,notsleepy
0.173562,0.140174,-42.910209,2.136802,1.659545,-0.029438,-0.099099,0.000308,0.634337,0.360287,0.207294,0.659772,0.515981,0.447725,0.468031,0.037647,0.03077,0.189475,0.276694,0.257329,0.396855,0.090992,3.355252,0.093068,0.039381,0.032,0.151042,48.061382,0.668293,0.56902,notsleepy
0.083756,0.057839,-55.922154,1.901093,0.912145,0.408538,-0.027115,0.000355,0.585418,0.464257,0.104544,0.488246,0.498059,0.488447,0.457717,0.049293,0.05436,0.17032,0.359335,0.391449,0.594863,0.178601,4.242828,0.134918,0.053082,0.054717,0.16075,38.034677,0.716346,0.614379,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.065424,0.040689,-45.372523,4.361103,1.019169,0.531758,0.36575,0.00116,0.667691,0.497667,0.146344,0.481176,0.483698,0.410753,0.404305,0.037837,0.019925,0.177472,0.268306,0.252734,0.392958,0.092217,3.034808,0.094318,0.043246,0.045305,0.156849,65.915586,0.669927,0.584653,notsleepy
0.099233,0.062988,-46.248168,3.460122,1.840142,0.427808,0.281944,0.000211,0.737014,0.317093,0.172156,0.468949,0.421497,0.387065,0.401569,0.024869,0.015306,0.173236,0.211558,0.229474,0.36611,0.087213,3.560362,0.100511,0.038928,0.040215,0.151471,65.391065,0.748521,0.508827,notsleepy
0.050527,0.029855,-49.130891,6.518204,0.341087,0.539792,0.165625,0.000361,0.62388,0.4313,0.134123,0.505522,0.506519,0.455573,0.387582,0.021852,0.010391,0.203744,0.26004,0.237,0.426638,0.078766,3.453186,0.107171,0.04108,0.036811,0.153352,36.328531,0.697115,0.570851,notsleepy
0.035996,0.024552,-63.933539,5.816135,1.583612,0.284487,0.120258,0.000005,0.600487,0.43183,0.108344,0.512118,0.443734,0.4036,0.396559,0.024292,0.018247,0.203265,0.357092,0.329977,0.527285,0.131119,5.244032,0.129787,0.041806,0.050323,0.15836,4.413768,0.737805,0.570382,notsleepy
0.058746,0.042177,-51.652275,4.040711,1.1856,0.789641,0.240897,0.001588,0.550082,0.312168,0.132958,0.666069,0.571704,0.469689,0.493345,0.067065,0.031555,0.20053,0.285494,0.291406,0.547255,0.101012,4.206757,0.11638,0.042476,0.040049,0.154358,113.249014,0.623077,0.558666,notsleepy
0.06594,0.046804,-50.978448,5.365889,1.739474,1.107463,0.440542,0.000391,0.628336,0.383946,0.130814,0.559077,0.423102,0.444631,0.474004,0.048038,0.029679,0.204966,0.31079,0.24478,0.412661,0.109593,3.815963,0.152838,0.038083,0.041254,0.147324,51.060623,0.74934,0.569513,notsleepy
0.08786,0.051658,-46.462788,3.542666,0.574936,0.461196,0.441785,0.001066,0.714872,0.468365,0.143062,0.346512,0.364064,0.431465,0.416807,0.043386,0.027652,0.174019,0.228077,0.238635,0.289883,0.086716,3.378734,0.087693,0.037658,0.042485,0.158029,111.793532,0.749263,0.49673,notsleepy
0.037828,0.025793,-52.272447,6.85688,0.589078,1.102292,0.460978,0.000468,0.612896,0.488805,0.105502,0.58434,0.488395,0.425053,0.438549,0.040224,0.01413,0.177221,0.33408,0.305944,0.590928,0.098544,3.810208,0.09328,0.052339,0.038576,0.154367,52.415994,0.751323,0.500593,notsleepy
0.071988,0.060055,-50.026918,6.897118,0.719022,0.099875,0.281113,0.000092,0.616015,0.20359,0.175071,0.630073,0.588205,0.355085,0.414359,0.028932,0.015297,0.203267,0.326338,0.323357,0.638895,0.103985,3.674032,0.13495,0.05087,0.048395,0.153737,17.041697,0.669565,0.577284,notsleepy
0.071988,0.060055,-50.026918,6.897118,0.719022,0.099875,0.281113,0.000092,0.616015,0.20359,0.175071,0.630073,0.588205,0.355085,0.414359,0.028932,0.015297,0.203267,0.326338,0.323357,0.638895,0.103985,3.674032,0.13495,0.05087,0.048395,0.153737,17.041697,0.669565,0.577284,notsleepy
0.071988,0.060055,-50.026918,6.897118,0.719022,0.099875,0.281113,0.000092,0.616015,0.20359,0.175071,0.630073,0.588205,0.355085,0.414359,0.028932,0.015297,0.203267,0.326338,0.323357,0.638895,0.103985,3.674032,0.13495,0.05087,0.048395,0.153737,17.041697,0.669565,0.577284,notsleepy
0.071988,0.060055,-50.026918,6.897118,0.719022,0.099875,0.281113,0.000092,0.616015,0.20359,0.175071,0.630073,0.588205,0.355085,0.414359,0.028932,0.015297,0.203267,0.326338,0.323357,0.638895,0.103985,3.674032,0.13495,0.05087,0.048395,0.153737,17.041697,0.669565,0.577284,notsleepy
0.060628,0.04682,-51.836222,6.249515,2.317269,1.193306,-0.440455,0.000158,0.574825,0.192765,0.129605,0.752524,0.60147,0.43251,0.450737,0.022248,0.020688,0.195332,0.304083,0.320227,0.624284,0.092504,4.283687,0.087841,0.047284,0.045792,0.14249,13.629097,0.758701,0.558107,notsleepy
0.09425,0.067644,-49.360119,5.343725,1.227981,0.609629,0.207941,0.000244,0.698122,0.290529,0.175748,0.511857,0.514566,0.440527,0.412693,0.035746,0.055063,0.16063,0.246343,0.224421,0.387386,0.097583,4.555709,0.087719,0.037224,0.036397,0.155381,34.463788,0.624454,0.558261,notsleepy
0.09425,0.067644,-49.360119,5.343725,1.227981,0.609629,0.207941,0.000244,0.698122,0.290529,0.175748,0.511857,0.514566,0.440527,0.412693,0.035746,0.055063,0.16063,0.246343,0.224421,0.387386,0.097583,4.555709,0.087719,0.037224,0.036397,0.155381,34.463788,0.624454,0.558261,notsleepy
0.12549,0.069348,-43.855235,2.9295,0.368136,0.195005,0.181476,0.000499,0.684093,0.438775,0.193005,0.412558,0.393624,0.363085,0.481272,0.024894,0.02032,0.189606,0.255916,0.270671,0.707374,0.098247,3.440777,0.092576,0.02965,0.032157,0.158523,43.451926,0.748954,0.571502,notsleepy
0.060811,0.040326,-49.051313,6.241479,0.95291,0.594779,0.229637,0.000671,0.571979,0.490836,0.131108,0.474383,0.478811,0.482164,0.468961,0.041926,0.017404,0.206183,0.302147,0.255107,0.36222,0.087749,3.54253,0.110761,0.032136,0.036478,0.149279,43.076987,0.664921,0.670926,notsleepy
0.060811,0.040326,-49.051313,6.241479,0.95291,0.594779,0.229637,0.000671,0.571979,0.490836,0.131108,0.474383,0.478811,0.482164,0.468961,0.041926,0.017404,0.206183,0.302147,0.255107,0.36222,0.087749,3.54253,0.110761,0.032136,0.036478,0.149279,43.076987,0.664921,0.670926,notsleepy
0.060811,0.040326,-49.051313,6.241479,0.95291,0.594779,0.229637,0.000671,0.571979,0.490836,0.131108,0.474383,0.478811,0.482164,0.468961,0.041926,0.017404,0.206183,0.302147,0.255107,0.36222,0.087749,3.54253,0.110761,0.032136,0.036478,0.149279,43.076987,0.664921,0.670926,notsleepy
0.077949,0.068677,-57.050157,6.246776,1.125304,0.424912,0.60955,0.000035,0.425329,0.3154,0.173497,0.558388,0.481913,0.416121,0.406511,0.032343,0.039185,0.20554,0.36934,0.360962,0.728781,0.165244,4.808282,0.143081,0.051868,0.046323,0.150484,6.095538,0.549356,0.55695,notsleepy
0.077542,0.054382,-47.259212,5.254192,1.353992,0.513334,-0.645808,0.000308,0.604105,0.31368,0.149918,0.554542,0.558432,0.432871,0.41032,0.022564,0.021902,0.200599,0.263713,0.240458,0.412382,0.093282,3.466784,0.090695,0.029048,0.035101,0.156357,17.410313,0.876228,0.542985,notsleepy
0.104925,0.06232,-53.113197,2.625019,1.527312,-0.131506,0.417943,0.000046,0.696695,0.368931,0.150959,0.477522,0.427694,0.36351,0.461088,0.028765,0.02884,0.193317,0.221706,0.232288,0.380945,0.086445,4.356326,0.13418,0.023968,0.025062,0.149096,12.715936,0.668421,0.62434,notsleepy
0.141126,0.106435,-41.190123,2.995792,0.919826,0.760345,0.103526,0.000763,0.6827,0.473889,0.229497,0.457113,0.453236,0.441172,0.411762,0.033153,0.018119,0.159275,0.247275,0.230446,0.451287,0.117485,3.262645,0.090752,0.039305,0.039441,0.159188,60.978529,0.748899,0.565382,notsleepy
0.141126,0.106435,-41.190123,2.995792,0.919826,0.760345,0.103526,0.000763,0.6827,0.473889,0.229497,0.457113,0.453236,0.441172,0.411762,0.033153,0.018119,0.159275,0.247275,0.230446,0.451287,0.117485,3.262645,0.090752,0.039305,0.039441,0.159188,60.978529,0.748899,0.565382,notsleepy
0.086839,0.055521,-45.015825,4.279124,0.907433,0.348938,0.429213,0.000552,0.667985,0.482514,0.172758,0.486944,0.456344,0.434461,0.460277,0.038238,0.026103,0.182268,0.234647,0.269251,0.49527,0.099038,3.509663,0.086218,0.031315,0.038306,0.157855,77.43327,0.75,0.590745,notsleepy
0.090127,0.065863,-47.044073,4.565924,1.093482,0.400141,0.316492,0.000635,0.68999,0.320614,0.183697,0.594609,0.511411,0.389135,0.399965,0.043969,0.02874,0.184731,0.221662,0.254361,0.48618,0.090983,3.405247,0.088152,0.040598,0.043569,0.153796,29.789965,0.520085,0.570489,notsleepy
0.038021,0.024698,-59.474788,7.529939,2.895658,1.144343,-0.808242,0.000031,0.724347,0.338588,0.098214,0.636003,0.494238,0.375938,0.421767,0.020774,0.011094,0.161505,0.209763,0.248843,0.361332,0.101861,4.325618,0.131714,0.036559,0.035939,0.14344,8.862612,0.673469,0.562038,notsleepy
0.038021,0.024698,-59.474788,7.529939,2.895658,1.144343,-0.808242,0.000031,0.724347,0.338588,0.098214,0.636003,0.494238,0.375938,0.421767,0.020774,0.011094,0.161505,0.209763,0.248843,0.361332,0.101861,4.325618,0.131714,0.036559,0.035939,0.14344,8.862612,0.673469,0.562038,notsleepy
0.055637,0.040615,-51.239504,6.444987,1.346923,0.890421,0.659389,0.000111,0.549822,0.351025,0.140397,0.455725,0.422295,0.417092,0.405348,0.024173,0.02017,0.20431,0.327346,0.29421,0.479125,0.10701,4.10316,0.1218,0.034496,0.046354,0.154982,15.903547,0.75098,0.596377,notsleepy
0.055637,0.040615,-51.239504,6.444987,1.346923,0.890421,0.659389,0.000111,0.549822,0.351025,0.140397,0.455725,0.422295,0.417092,0.405348,0.024173,0.02017,0.20431,0.327346,0.29421,0.479125,0.10701,4.10316,0.1218,0.034496,0.046354,0.154982,15.903547,0.75098,0.596377,notsleepy
0.114435,0.081137,-46.453847,3.208889,1.663555,0.441639,0.009795,0.000205,0.71395,0.417684,0.186896,0.529443,0.459862,0.416409,0.432052,0.045422,0.020092,0.174497,0.215353,0.210496,0.387195,0.089424,3.25093,0.11464,0.037448,0.03493,0.15654,58.885283,0.664948,0.670663,notsleepy
0.114435,0.081137,-46.453847,3.208889,1.663555,0.441639,0.009795,0.000205,0.71395,0.417684,0.186896,0.529443,0.459862,0.416409,0.432052,0.045422,0.020092,0.174497,0.215353,0.210496,0.387195,0.089424,3.25093,0.11464,0.037448,0.03493,0.15654,58.885283,0.664948,0.670663,notsleepy
0.092591,0.062843,-43.540399,4.776193,1.314911,-0.045117,0.01115,0.000435,0.699492,0.454674,0.18361,0.458553,0.40813,0.390053,0.391738,0.019986,0.025963,0.169793,0.245479,0.229649,0.446229,0.090046,3.408414,0.090077,0.039227,0.042444,0.154723,32.915328,0.804762,0.561667,notsleepy
0.045697,0.026902,-51.041921,5.875236,0.842928,0.688316,0.379447,0.000472,0.582838,0.399412,0.114435,0.506185,0.446545,0.419196,0.441351,0.023852,0.014446,0.191878,0.319607,0.351699,0.582039,0.126172,4.191984,0.130933,0.051149,0.043254,0.155159,45.910755,0.751515,0.552116,notsleepy
0.045697,0.026902,-51.041921,5.875236,0.842928,0.688316,0.379447,0.000472,0.582838,0.399412,0.114435,0.506185,0.446545,0.419196,0.441351,0.023852,0.014446,0.191878,0.319607,0.351699,0.582039,0.126172,4.191984,0.130933,0.051149,0.043254,0.155159,45.910755,0.751515,0.552116,notsleepy
0.045697,0.026902,-51.041921,5.875236,0.842928,0.688316,0.379447,0.000472,0.582838,0.399412,0.114435,0.506185,0.446545,0.419196,0.441351,0.023852,0.014446,0.191878,0.319607,0.351699,0.582039,0.126172,4.191984,0.130933,0.051149,0.043254,0.155159,45.910755,0.751515,0.552116,notsleepy
0.058461,0.04012,-47.009955,4.867647,1.774118,0.771794,0.167941,0.001157,0.456238,0.423775,0.123708,0.578767,0.406847,0.47478,0.518076,0.04367,0.021767,0.187642,0.307397,0.337784,0.465727,0.096524,3.241762,0.094161,0.039184,0.042464,0.14807,63.135482,0.666667,0.679439,notsleepy
0.113969,0.075134,-47.638588,3.441718,1.873275,0.201664,0.42441,0.000079,0.65671,0.488568,0.178583,0.399453,0.390391,0.425668,0.398334,0.024576,0.021388,0.173664,0.262437,0.226881,0.327636,0.108261,3.862635,0.094446,0.038155,0.038638,0.15584,18.067211,0.753731,0.572441,notsleepy
0.088253,0.064182,-45.787896,4.414289,2.835477,0.807614,0.456375,0.000317,0.627893,0.392163,0.147582,0.498592,0.520545,0.481636,0.441582,0.034164,0.024199,0.183183,0.261389,0.263013,0.474389,0.099802,3.540778,0.093837,0.037826,0.038619,0.146307,33.357939,0.749271,0.559792,notsleepy
0.044268,0.03525,-55.587645,5.937727,1.299031,0.996206,0.749365,0.000164,0.607137,0.35036,0.091354,0.627816,0.496305,0.394451,0.437734,0.028495,0.03158,0.197666,0.263324,0.310193,0.500314,0.12975,3.78961,0.139399,0.043866,0.035605,0.157124,17.059783,0.813688,0.620315,notsleepy
0.035875,0.027615,-57.489253,5.45079,0.962124,0.048744,-0.746225,0.000111,0.552718,0.322513,0.117605,0.530378,0.580558,0.411399,0.363763,0.019963,0.020578,0.212204,0.340566,0.26468,0.926333,0.196443,4.274627,0.13699,0.033321,0.051059,0.158026,8.104924,0.6625,0.533017,notsleepy
0.035875,0.027615,-57.489253,5.45079,0.962124,0.048744,-0.746225,0.000111,0.552718,0.322513,0.117605,0.530378,0.580558,0.411399,0.363763,0.019963,0.020578,0.212204,0.340566,0.26468,0.926333,0.196443,4.274627,0.13699,0.033321,0.051059,0.158026,8.104924,0.6625,0.533017,notsleepy
0.073777,0.060059,-49.711928,7.209919,1.289815,0.397373,0.305551,0.000062,0.520443,0.307527,0.169477,0.580217,0.629666,0.42878,0.446517,0.028038,0.014449,0.201111,0.312195,0.283417,0.63653,0.128521,3.823684,0.128862,0.035695,0.029745,0.150048,18.217378,0.800813,0.573719,notsleepy
0.073777,0.060059,-49.711928,7.209919,1.289815,0.397373,0.305551,0.000062,0.520443,0.307527,0.169477,0.580217,0.629666,0.42878,0.446517,0.028038,0.014449,0.201111,0.312195,0.283417,0.63653,0.128521,3.823684,0.128862,0.035695,0.029745,0.150048,18.217378,0.800813,0.573719,notsleepy
0.073777,0.060059,-49.711928,7.209919,1.289815,0.397373,0.305551,0.000062,0.520443,0.307527,0.169477,0.580217,0.629666,0.42878,0.446517,0.028038,0.014449,0.201111,0.312195,0.283417,0.63653,0.128521,3.823684,0.128862,0.035695,0.029745,0.150048,18.217378,0.800813,0.573719,notsleepy
0.069024,0.051391,-57.892792,6.084148,0.043497,0.913901,0.595568,0.000009,0.580412,0.344149,0.178973,0.526669,0.529596,0.459794,0.475796,0.044355,0.02146,0.202067,0.273153,0.296541,0.538473,0.141665,4.041817,0.117977,0.031346,0.029907,0.154934,8.242166,0.751678,0.563933,notsleepy
0.116814,0.09012,-48.938141,3.780249,1.089094,0.276034,0.385833,0.00011,0.615326,0.314007,0.211593,0.563208,0.561519,0.473899,0.443292,0.039151,0.038535,0.185205,0.247204,0.283424,0.496078,0.106628,3.720839,0.109489,0.027418,0.034167,0.152755,0,0,0.553611,notsleepy
0.092932,0.069029,-42.633064,5.057323,-0.131584,0.09669,0.208906,0.001087,0.621889,0.38273,0.181757,0.512445,0.480671,0.470016,0.464887,0.033818,0.027311,0.18567,0.248519,0.240141,0.494895,0.102576,3.334008,0.126747,0.03522,0.032723,0.148998,72.118864,0.75,0.621454,notsleepy
0.075219,0.053351,-50.218983,5.427421,0.85983,-0.072409,-0.156402,0.00016,0.576715,0.398803,0.145355,0.60445,0.553034,0.461821,0.426316,0.030458,0.030986,0.200248,0.28129,0.272943,0.364693,0.126743,3.626765,0.164721,0.042636,0.046359,0.154075,20.260918,0.497653,0.553826,notsleepy
