@attribute mfcc_sma_de[12]_linregerrQ numeric
@attribute mfcc_sma_de[12]_stddev numeric
@attribute pcm_zcr_sma_de_linregc2 numeric
@attribute pcm_zcr_sma_de_linregerrQ numeric
@attribute pcm_zcr_sma_de_stddev numeric
@attribute pcm_zcr_sma_de_skewness numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_linregerrQ numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {sleepy,notsleepy}

@data

0.012289,0.007772,-3.906639,-0.972894,-5.221834,0.567211,3.003487,-2.962296,0.059619,4.27395,0.00685,0,18.84301,0.000007,0.410029,3.918238,3.247263,3.299742,0.829451,-0.078119,3.040954,-3.401109,1911,3.362373,4.219276,1192,0.833414,0.912917,0.000022,0.000023,0.004828,-0.149227,0.108804,0.000631,4,notsleepy
0.035312,0.03292,-11.21871,-11.11188,-5.961487,-5.147027,3.062935,-1.858035,0.117914,3.440477,0.017609,0.000016,5.909258,-0.000004,0.907288,3.826608,3.202842,3.636177,1.770431,-0.263258,3.411328,-3.930005,2326,3.085363,4.025358,2776,1.228125,1.108216,-0.000212,0.000107,0.010323,0.160495,0.136643,0.001492,47,notsleepy
0.035312,0.03292,-11.21871,-11.11188,-5.961487,-5.147027,3.062935,-1.858035,0.117914,3.440477,0.017609,0.000016,5.909258,-0.000004,0.907288,3.826608,3.202842,3.636177,1.770431,-0.263258,3.411328,-3.930005,2326,3.085363,4.025358,2776,1.228125,1.108216,-0.000212,0.000107,0.010323,0.160495,0.136643,0.001492,47,notsleepy
0.044475,0.032827,-8.099217,-6.395021,-6.264021,-7.033392,2.717896,-2.574388,0.097168,11.19318,0.027535,0.000016,15.44433,0.000006,0.286693,3.894789,3.824342,3.459171,0.687536,0.04299,3.483906,-2.792638,1264,3.044978,2.624677,91,0.645092,0.803176,0.000017,0.000081,0.008988,0.691135,0.063001,0.000336,105,notsleepy
0.017448,0.018985,-4.187963,-5.07551,6.203397,2.886302,2.850049,-3.273968,0.044084,18.65668,0.021406,0.000009,14.97178,0.000001,0.465866,4.10648,3.784242,4.667865,1.10493,-0.101729,4.228142,-3.852399,887,4.371653,4.29508,2530,0.946649,0.972959,0.000043,0.000076,0.008702,0.316803,0.122709,0.000575,880,notsleepy
0.017448,0.018985,-4.187963,-5.07551,6.203397,2.886302,2.850049,-3.273968,0.044084,18.65668,0.021406,0.000009,14.97178,0.000001,0.465866,4.10648,3.784242,4.667865,1.10493,-0.101729,4.228142,-3.852399,887,4.371653,4.29508,2530,0.946649,0.972959,0.000043,0.000076,0.008702,0.316803,0.122709,0.000575,880,notsleepy
0.017448,0.018985,-4.187963,-5.07551,6.203397,2.886302,2.850049,-3.273968,0.044084,18.65668,0.021406,0.000009,14.97178,0.000001,0.465866,4.10648,3.784242,4.667865,1.10493,-0.101729,4.228142,-3.852399,887,4.371653,4.29508,2530,0.946649,0.972959,0.000043,0.000076,0.008702,0.316803,0.122709,0.000575,880,notsleepy
0.037251,0.041104,-6.138776,-7.255105,0.522007,0.863889,2.746428,-2.010013,0.055475,8.698644,0.027706,0.000027,6.340322,0.000004,1.331669,4.918462,4.489474,4.515115,1.250672,-0.01454,3.136498,-3.695531,384,3.261796,3.735196,2474,1.039759,1.019704,-0.000001,0.000083,0.009086,-0.838242,0.153357,0.001763,85,notsleepy
0.021029,0.021003,-11.30452,-10.54567,-5.306305,-5.057063,3.239974,-0.909515,0.118942,2.853863,0.004262,0.000001,5.821193,0,0.368979,3.361285,3.208549,3.386204,0.880949,0.26087,3.329709,-4.171529,702,3.545082,3.646244,2156,0.799312,0.894046,0.000081,0.000051,0.007116,0.110593,0.098837,0.000403,1337,notsleepy
0.036385,0.033891,-6.865056,-6.728472,-9.115086,-8.056965,3.361018,-1.883361,0.088486,5.770539,0.014916,0.000008,5.598344,0.000011,0.903478,4.06485,4.778699,5.97854,1.253232,-0.018586,4.107596,-3.650478,2739,3.21207,4.105203,1615,1.050593,1.024987,0.000028,0.000052,0.007221,0.172742,0.128959,0.001076,1531,notsleepy
0.013893,0.004937,-3.061799,0.21058,5.731262,10.46717,2.794865,-2.362065,0.045179,21.32784,0.03649,0.000014,32.95866,-0.000011,0.911784,4.731206,6.394114,4.450963,1.467884,0.154638,6.110561,-4.671398,2771,4.925314,4.824512,1947,0.86593,0.930584,-0.000018,0.000137,0.011698,0.850111,0.135919,0.000731,1721,notsleepy
0.006177,0.007923,-3.854789,-6.03897,5.144661,0.440405,2.842581,4.135372,0.033478,3.304595,0.006777,0,59.10294,-0.000001,0.272233,3.948378,4.121869,4.431185,0.98313,0.251771,5.447084,-3.98847,267,4.154691,3.351995,862,0.6714,0.819394,0.000013,0.000011,0.003389,-0.134251,0.116433,0.000536,338,notsleepy
0.006177,0.007923,-3.854789,-6.03897,5.144661,0.440405,2.842581,4.135372,0.033478,3.304595,0.006777,0,59.10294,-0.000001,0.272233,3.948378,4.121869,4.431185,0.98313,0.251771,5.447084,-3.98847,267,4.154691,3.351995,862,0.6714,0.819394,0.000013,0.000011,0.003389,-0.134251,0.116433,0.000536,338,notsleepy
0.018594,0.018678,-3.044755,-3.821532,-9.952903,-9.282354,2.614149,-3.451361,0.073836,14.8128,0.010553,0.000003,6.620452,0.000004,0.926842,4.133804,4.017749,5.15532,1.406702,0.038921,3.79702,-4.07854,2601,3.904469,5.4123,856,1.3643,1.168095,0.000029,0.000041,0.006397,0.558826,0.144986,0.001246,366,notsleepy
0.018594,0.018678,-3.044755,-3.821532,-9.952903,-9.282354,2.614149,-3.451361,0.073836,14.8128,0.010553,0.000003,6.620452,0.000004,0.926842,4.133804,4.017749,5.15532,1.406702,0.038921,3.79702,-4.07854,2601,3.904469,5.4123,856,1.3643,1.168095,0.000029,0.000041,0.006397,0.558826,0.144986,0.001246,366,notsleepy
0.018594,0.018678,-3.044755,-3.821532,-9.952903,-9.282354,2.614149,-3.451361,0.073836,14.8128,0.010553,0.000003,6.620452,0.000004,0.926842,4.133804,4.017749,5.15532,1.406702,0.038921,3.79702,-4.07854,2601,3.904469,5.4123,856,1.3643,1.168095,0.000029,0.000041,0.006397,0.558826,0.144986,0.001246,366,notsleepy
0.004577,0.004957,-3.523473,-5.050646,-6.255314,-9.346523,2.611239,-2.136024,0.065294,28.53222,0.005884,0,31.12818,0.000002,0.485729,4.014033,3.795058,3.72404,0.964232,-0.136264,3.69585,-3.515301,2390,3.735319,3.909768,589,0.791508,0.889706,-0.000146,0.000035,0.005886,-0.522178,0.141231,0.000586,2274,notsleepy
0.025562,0.032501,-9.526824,-11.16341,-6.377835,-6.463698,3.046136,-2.126476,0.114716,4.790335,0.024237,0.000009,11.75066,0.000002,0.644902,4.144807,4.09985,3.636395,1.322382,-0.091347,4.147463,-4.399152,2270,3.140962,4.086446,121,1.123136,1.059785,0.000075,0.000095,0.009721,0.227868,0.143549,0.001456,1235,notsleepy
0.062848,0.07153,-7.758011,-8.117135,-3.106103,-5.878402,3.26732,0.437577,0.088059,19.70376,0.059815,0.000036,16.30302,-0.000008,0.80407,5.013564,4.795041,3.80069,1.270509,0.106769,3.605969,-4.676956,1595,3.456503,3.997932,611,0.993847,0.996943,0.000101,0.00012,0.010955,0.692103,0.136688,0.001162,290,notsleepy
0.021796,0.016581,-7.501665,-5.223217,-1.213755,3.904798,2.738482,-1.70439,0.082015,21.82656,0.018228,0.000008,16.94658,-0.000008,0.905676,4.277622,4.273062,4.596977,1.817592,0.089665,4.030217,-4.249036,821,3.393568,4.625227,1287,1.302325,1.141197,0.000048,0.000179,0.013379,-1.167542,0.128948,0.001364,2039,notsleepy
