@relation 'wav/all//opensmile.arff-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute pcm_RMSenergy_sma_max numeric
@attribute pcm_RMSenergy_sma_amean numeric
@attribute mfcc_sma[1]_amean numeric
@attribute mfcc_sma[1]_skewness numeric
@attribute mfcc_sma[2]_max numeric
@attribute mfcc_sma[2]_linregc2 numeric
@attribute mfcc_sma[7]_linregc2 numeric
@attribute mfcc_sma[8]_linregc2 numeric
@attribute mfcc_sma[11]_amean numeric
@attribute pcm_zcr_sma_min numeric
@attribute pcm_zcr_sma_range numeric
@attribute pcm_zcr_sma_amean numeric
@attribute pcm_zcr_sma_linregc2 numeric
@attribute pcm_zcr_sma_stddev numeric
@attribute voiceProb_sma_amean numeric
@attribute voiceProb_sma_linregc2 numeric
@attribute voiceProb_sma_skewness numeric
@attribute voiceProb_sma_kurtosis numeric
@attribute F0_sma_minPos numeric
@attribute pcm_RMSenergy_sma_de_kurtosis numeric
@attribute mfcc_sma_de[1]_skewness numeric
@attribute mfcc_sma_de[4]_minPos numeric
@attribute mfcc_sma_de[4]_linregerrQ numeric
@attribute mfcc_sma_de[5]_kurtosis numeric
@attribute mfcc_sma_de[8]_amean numeric
@attribute mfcc_sma_de[11]_linregc1 numeric
@attribute mfcc_sma_de[11]_kurtosis numeric
@attribute output {calm,notcalm}

@data
0.016375,0.002315,-4.775436,-0.841611,15.2502,1.17984,-3.446673,-3.074039,-7.519567,0.009074,0.335148,0.046147,0.046299,0.036936,0.523665,0.504826,-0.047151,2.053548,14,31.95484,-0.759325,123,0.602606,4.064002,-0.004083,0.00001,3.081589,calm
0.025473,0.004819,-0.452706,-0.639032,15.06634,-0.142769,-5.534219,2.535082,-2.010004,0.00484,0.144586,0.038225,0.034851,0.020419,0.487827,0.496159,0.398722,2.401237,0,16.01186,-1.132167,581,0.441373,3.328767,0.0009,-0.000009,3.315761,calm
0.038104,0.004999,4.288026,-0.267816,20.01737,-4.812574,-7.803182,-2.316889,-4.879733,0.009074,0.581367,0.043489,0.040419,0.047214,0.540602,0.529211,0.635494,2.736387,113,35.73103,-0.941014,1447,0.730346,6.002146,-0.000616,-0.000011,4.934494,calm
0.10356,0.010514,-4.595821,-0.630172,19.57779,6.634474,-4.638036,-1.50078,0.767566,0.00605,0.309135,0.027727,0.027401,0.022571,0.374358,0.444289,0.457834,2.434438,0,37.68171,-1.015984,2360,0.525934,4.107208,-0.001037,0.000001,3.26467,calm
0.03098,0.005771,-7.023057,-0.952117,14.25346,0.066392,-3.962524,-1.489447,-3.283525,0.007864,0.382335,0.072572,0.068124,0.057929,0.380357,0.34427,0.888644,2.896083,0,15.68181,-0.150821,174,0.730046,3.946109,0.002654,0.000003,3.473836,calm
0.076684,0.041134,-10.38749,0.240368,13.67648,1.060262,-4.19418,-0.941028,-0.346921,0.011494,0.316394,0.091417,0.072674,0.044571,0.401346,0.348465,0.649883,2.371835,0,4.805375,-0.731101,210,0.743727,3.26492,-0.000452,-0.000003,3.486492,calm
0.051224,0.003818,1.821882,-1.435769,26.84979,6.593166,-2.121152,-1.614881,-3.816789,0.003025,0.45856,0.027945,0.030313,0.041117,0.458377,0.419065,0.515169,2.767965,0,54.69044,-0.756862,1036,0.460742,3.693583,0.000874,0.000001,3.420192,calm
0.092999,0.012664,-0.932942,-0.046381,18.20141,0.369608,-3.821752,-1.306624,-4.967757,0.009074,0.316999,0.046536,0.045804,0.033976,0.542331,0.520819,0.005056,1.885071,14,36.74812,-1.059784,1804,0.585984,3.973034,0.004869,-0.000007,3.602139,calm
0.092863,0.017448,-4.187963,-0.390422,22.43464,2.886302,-2.857268,2.352451,-1.416626,0.005445,0.38899,0.044084,0.050552,0.037924,0.369289,0.419886,0.770977,2.767176,0,14.97178,-1.327049,850,0.630468,4.419988,-0.005946,-0.000003,4.371653,calm
0.1762,0.01577,-6.82603,-1.279256,15.01253,3.29614,-1.573739,-1.424944,-1.556427,0.004235,0.485178,0.056641,0.039599,0.072901,0.396036,0.34938,0.630613,2.186266,0,31.48885,0.36826,2071,0.518084,4.690989,-0.001568,0,3.948816,calm
0.146364,0.020813,-2.962177,-0.87711,17.31782,-0.573793,-1.009601,2.164738,-2.377778,0.00363,0.280097,0.033379,0.03137,0.028471,0.408035,0.394095,0.440292,2.750415,0,15.96201,-1.01268,2917,1.033106,4.201093,0.004499,0.000005,3.68611,calm
0.02878,0.005234,3.360721,-0.471732,10.26136,-11.80936,-6.431929,-5.858151,-4.51144,0.009679,0.543255,0.048973,0.068407,0.038729,0.476302,0.502144,0.388724,2.560221,31,23.92462,-0.994994,1009,0.894719,3.569402,0.004137,-0.000004,3.68349,calm
0.058887,0.022948,-7.468345,0.57478,10.62379,-6.700149,-2.601276,-5.488898,-2.160917,0.00363,0.30611,0.079151,0.072159,0.052406,0.329656,0.377691,1.214983,3.785124,18,8.093141,-1.569616,2508,0.669104,3.939219,0.001521,0,3.622844,calm
0.05206,0.010644,-3.704284,-1.465212,10.32283,-2.977748,-7.331316,-1.962455,-4.677296,0.015729,0.289776,0.057596,0.054198,0.02619,0.411349,0.396757,0.55069,2.764507,0,10.15277,-0.788872,2908,0.522909,3.561388,-0.000927,0.000002,3.664109,calm
0.094051,0.011332,-3.481635,-1.350528,15.50219,0.242302,-0.057622,2.563441,-0.126664,0.006655,0.259528,0.035068,0.036895,0.026876,0.394599,0.472981,0.908959,3.565381,0,38.36748,0.259633,2388,0.532247,5.006621,0.002358,-0.000001,4.035428,calm
0.022639,0.003497,5.034483,-0.498712,19.52147,2.119025,-5.764789,-3.876195,-2.348091,0.00605,0.374471,0.030879,0.038676,0.033854,0.412484,0.424265,0.291834,2.584085,0,16.0259,-1.005387,2851,0.92065,4.244759,0.004697,-0.000007,5.002816,calm
0.088251,0.028698,-7.160958,-0.680604,10.58252,-0.861828,2.66476,1.224453,-0.957752,0.008469,0.281307,0.062918,0.054783,0.027823,0.380591,0.383161,0.589689,2.948723,0,9.004518,0.365051,914,0.61267,4.46913,-0.000168,0.000003,3.833011,calm
0.067896,0.013472,-0.80772,-0.820861,14.33812,6.450242,-0.387674,-1.853771,-5.083921,0.00484,0.260133,0.029621,0.021113,0.017318,0.422077,0.396635,0.474155,3.07847,0,12.67861,-0.593204,1852,0.922215,3.368102,0.00097,-0.000001,3.057636,calm
0.099983,0.013931,0.875155,-0.777448,16.42751,-3.976271,-2.891772,-1.648721,2.928173,0.010889,0.323049,0.048279,0.059066,0.025053,0.523664,0.558825,0.320086,2.290426,23,29.57323,-0.683146,853,1.59859,4.838865,0.00484,-0.00001,4.322393,calm
0.078603,0.013269,-2.652569,-0.303919,10.30762,-4.02854,-6.698125,-9.666161,-5.038056,0.016939,0.164549,0.04612,0.044285,0.025225,0.515728,0.512655,0.117152,2.317062,0,14.48769,-1.375643,912,0.680873,4.669574,-0.002619,0,4.42617,calm
0.138083,0.042901,-10.62568,0.432649,12.34349,-7.448782,-11.01878,-0.62549,-0.080945,0.005445,0.511797,0.106425,0.136939,0.077434,0.395666,0.417984,0.779081,2.537412,0,5.649235,-0.868945,2326,1.655256,4.038856,-0.000715,-0.000003,3.878752,calm
0.040828,0.008362,-3.172172,-0.376998,13.39024,-3.788558,-3.199191,-3.007344,-1.807937,0.012099,0.566243,0.080136,0.069159,0.056594,0.539929,0.504366,0.129224,1.669065,79,18.36939,-1.307172,1051,0.735182,4.641252,0.004773,0,5.082914,calm
0.064991,0.020889,-4.400516,0.065313,12.32889,-0.882144,6.879642,-1.24913,-1.319303,0.009679,0.218996,0.052143,0.05204,0.026463,0.367744,0.390251,0.717795,2.836549,0,9.833617,-1.069211,2972,0.919327,3.73601,0.005091,-0.000004,3.848037,calm
0.029059,0.009168,-3.901015,0.347005,11.16948,-0.303588,-7.978209,-0.621516,-3.815929,0.014519,0.179673,0.051969,0.053589,0.019787,0.334181,0.319373,1.018512,3.852463,0,5.482838,-1.394583,503,0.816989,3.666458,-0.000284,-0.000001,3.7889,calm
0.118963,0.023448,-6.587448,-0.228786,9.2009,-1.842306,-5.158036,-4.561899,-2.866268,0.019359,0.237145,0.075072,0.08159,0.024587,0.429686,0.485015,0.5946,2.725132,84,45.44571,-0.391174,1477,0.463117,3.691108,0.001889,0.000012,3.597344,calm
0.095085,0.012297,0.76312,-0.472501,18.35373,4.116147,-7.546523,-10.38259,-4.858431,0.009074,0.429522,0.04069,0.042498,0.033354,0.469193,0.510408,0.288606,2.755864,0,60.39909,-0.906011,375,0.538085,5.079246,-0.001374,-0.000001,3.894467,calm
0.02248,0.005287,7.22631,-0.343679,8.304132,-11.2354,-14.73173,-10.57042,-1.747435,0.018149,0.112523,0.039006,0.045061,0.014191,0.552456,0.541698,0.332045,2.567455,0,8.104894,0.262427,300,1.490729,5.730844,-0.001342,-0.000002,4.268881,calm
0.058115,0.012393,-5.743386,-0.278358,24.7526,5.368331,-3.92889,-8.520076,-0.277071,0.004235,0.22686,0.038765,0.046358,0.033984,0.42998,0.429094,0.577572,2.760973,0,14.14296,-1.138863,1033,0.598124,5.11665,0.001519,-0.000006,3.954744,calm
0.078081,0.017884,6.391558,-0.127534,13.80441,1.659951,-4.329505,0.849945,0.929216,0.016939,0.255293,0.040977,0.036029,0.016454,0.526362,0.495821,0.297543,2.451144,18,23.378,-1.661233,1276,0.675674,5.819323,0.002658,0.000005,4.832437,calm
0.034373,0.005608,-2.421954,0.566452,22.32608,4.533857,-8.573878,-4.376801,-5.731005,0.00363,0.395039,0.04956,0.046151,0.042346,0.429237,0.418694,0.527663,2.72135,0,8.695427,-1.24737,1867,1.495967,3.991621,0.003199,0.000003,3.38395,calm
0.08064,0.007603,5.911315,-2.841222,17.53861,-10.44624,-0.782733,-0.491843,-5.569812,0.008469,0.128252,0.040305,0.039618,0.012,0.406336,0.390008,0.857175,5.067516,0,170.9769,-2.391108,1456,0.379042,2.962626,0.003353,-0.000001,2.770479,calm
0.071396,0.010883,-0.34675,-0.417231,18.81793,4.107093,-1.607179,-0.930578,-1.182729,0.004235,0.245614,0.031964,0.030761,0.025417,0.413019,0.323494,1.054618,3.693237,0,21.95942,-1.674798,1227,0.5714,5.047342,0.001608,0.000001,4.415984,calm
0.038902,0.010091,5.81257,-0.133267,4.908484,-12.4443,-6.659274,-1.025279,-9.238683,0.019359,0.15003,0.043735,0.046548,0.014729,0.513063,0.482009,0.725144,3.060827,0,16.73251,-1.118516,462,0.765891,3.854519,-0.001367,-0.000002,4.110667,calm
0.064515,0.014769,-8.328059,-0.019228,17.22541,3.98042,-0.825923,-0.285675,-1.888117,0.00363,0.5366,0.082705,0.057466,0.065861,0.365106,0.340351,1.048917,3.313589,0,4.936945,-0.911257,1350,0.946353,4.48747,0.00064,0.000003,3.786977,calm
0.100524,0.025924,-7.979817,-0.537383,15.4756,-1.380367,-1.626345,0.874144,2.533158,0.020569,0.397459,0.094814,0.096815,0.05836,0.472698,0.399443,0.491956,2.08249,0,12.06438,-0.604835,877,1.0776,3.774595,-0.000646,0.000003,3.937017,calm
0.062637,0.012282,-4.945662,-1.018,14.49303,1.4193,-0.89898,-0.598626,0.431555,0.005445,0.389595,0.043127,0.04224,0.030859,0.340393,0.324797,1.368466,4.03784,0,19.52371,-1.060936,883,0.545313,3.854642,0.000374,-0.000003,3.191357,calm
0.108476,0.046016,-11.60301,0.436155,4.536552,-14.30671,1.155154,-11.00578,2.613043,0.029038,0.324259,0.13689,0.12305,0.04331,0.41736,0.570222,0.33911,1.873808,0,6.267697,-0.684488,2706,0.670551,3.579089,-0.004346,-0.000003,3.132229,calm
0.013697,0.005531,2.321974,-0.521834,2.91655,-9.900345,0.172901,-1.117284,2.250545,0.015729,0.124017,0.05765,0.057576,0.01753,0.484021,0.486519,0.418008,2.639634,0,6.975471,-0.759417,1042,0.610329,3.628458,-0.003161,-0.000006,3.115676,calm
0.053347,0.00443,2.627483,-1.077807,13.99061,0.77511,0.856523,-0.662501,-1.277319,0.00242,0.436782,0.03819,0.043643,0.049696,0.389987,0.393185,1.163645,3.89063,0,25.35418,-0.736552,884,0.723078,5.534477,-0.000881,-0.000002,4.684421,calm
0.078686,0.012884,-0.669111,-0.08768,15.29951,2.16503,-4.266803,-5.78228,-0.053131,0.00363,0.255293,0.035059,0.027568,0.024957,0.402651,0.446829,0.37086,2.68877,0,16.04373,-1.345667,1317,0.620914,3.930176,-0.000228,-0.000008,3.613338,calm
0.026778,0.007231,-0.474442,-0.08422,22.58075,4.232326,-2.40052,-2.401208,-3.283497,0.00726,0.111313,0.021744,0.022782,0.00948,0.477,0.478114,0.42581,2.811414,0,12.63816,-1.302625,560,0.498539,4.773279,-0.004909,-0.000001,4.211247,calm
0.060009,0.011623,-4.524383,-0.254005,14.94598,-0.464778,-2.34577,0.070685,-3.861285,0.008469,0.534785,0.061373,0.041042,0.050718,0.509332,0.524118,0.213305,2.440836,6,21.75965,-1.299895,2695,0.556341,3.545707,0.001011,0.000003,4.654126,calm
0.159674,0.027612,-5.042141,-0.638181,13.09784,1.820418,-2.217735,-1.637926,-0.354073,0.008469,0.563823,0.057358,0.054074,0.046101,0.376801,0.350179,1.104015,3.878784,37,12.76767,-0.974171,249,0.751403,4.372906,0.001314,0.000005,3.590983,calm
0.049271,0.014625,-6.028282,0.323452,9.939544,-3.157241,-7.201003,0.155332,-0.775987,0.00726,0.170599,0.04925,0.065555,0.027026,0.383106,0.43087,0.633728,2.694862,0,11.72126,-1.996076,2684,0.438517,4.808572,-0.000432,0.000002,3.321583,calm
0.156496,0.037386,-11.58112,-0.328993,19.71642,4.517993,3.128038,-1.221138,-2.224591,0.003025,0.54386,0.102038,0.084349,0.070094,0.352619,0.366947,1.069292,3.084736,5,5.417712,-0.646555,2033,1.361948,4.727484,-0.001849,-0.000001,3.963296,calm
0.085022,0.026096,-5.870307,-0.684516,4.537781,-9.0075,-12.36995,-13.8825,-7.276175,0.016334,0.292196,0.078991,0.071854,0.032879,0.47304,0.483614,0.16807,2.681878,0,7.627637,-0.61789,936,0.761374,3.757895,0.00469,0.000009,3.12283,calm
0.082267,0.015388,-4.97205,0.099472,19.08827,1.583447,-1.463677,2.369061,-4.511808,0.00726,0.344828,0.057264,0.062918,0.037983,0.500352,0.511291,0.370366,2.044523,42,37.66727,-1.401,269,0.505068,4.555041,-0.002736,0.000009,4.513014,calm
0.096918,0.019322,-5.170151,-0.492497,16.29108,2.257981,-1.625354,0.093911,-0.586574,0.005445,0.306715,0.048916,0.060902,0.034226,0.338227,0.277447,1.057805,4.437165,0,14.2683,-1.506812,2803,0.447592,3.639337,0.000596,0.000005,3.499163,calm
0.116382,0.03772,-6.273698,0.080211,14.35677,-4.203378,-3.308712,-1.8992,-0.22918,0.009679,0.433152,0.07876,0.071524,0.042313,0.400035,0.377382,0.62687,2.946024,0,7.223734,-0.723592,989,1.209444,4.922307,-0.002549,0.000003,3.844954,calm
0.057705,0.009304,-6.07713,-0.224917,15.81536,1.44134,-16.82004,-16.28315,-7.772037,0.009679,0.566848,0.044943,0.04005,0.035674,0.45932,0.576084,0.196659,2.065265,4,11.13907,-0.849875,1190,0.707344,4.127965,-0.000713,-0.000007,3.813029,calm
0.12435,0.035551,-8.292964,-0.848644,9.782542,0.40411,-3.122991,0.067054,-0.628327,0.012704,0.335148,0.081201,0.068008,0.044766,0.375407,0.300126,0.934722,3.155762,0,8.347185,-0.96932,29,0.652552,3.620951,0.000529,0.000004,4.11948,calm
0.033836,0.004807,4.882784,-2.019076,13.59095,-1.495076,-8.790741,-9.493351,-6.894342,0.015729,0.361767,0.043627,0.029629,0.023371,0.59197,0.585864,0.112776,2.456653,0,33.18192,-2.379295,2941,0.500249,3.513847,-0.003464,0,3.279686,calm
0.033875,0.005628,0.144448,-0.841778,18.58388,4.34807,3.092722,1.414284,-1.974625,0.00484,0.265578,0.023753,0.027761,0.024056,0.526149,0.547897,0.149221,2.257884,0,23.45085,-1.553019,2212,0.476916,6.423988,0.001628,0.000006,3.911947,calm
0.085885,0.019063,-1.659672,-0.488514,13.8729,-1.244572,-3.428457,6.941141,-1.936558,0.00726,0.335753,0.042,0.037621,0.022678,0.469242,0.507573,0.085551,2.458789,6,22.34584,-1.068244,2390,0.437243,4.040557,-0.00053,-0.000004,3.660449,calm
0.117477,0.041834,-10.01454,-0.053626,8.247998,-1.508518,-2.670019,-2.628485,-5.027883,0.013914,0.251059,0.106829,0.076071,0.049174,0.496961,0.340246,0.156079,1.903824,5,9.765664,-0.409086,1668,0.986444,4.06802,0.000278,0.000002,3.58511,calm
0.070841,0.029524,-2.95183,-0.753738,8.15024,-9.683623,-7.356191,5.756528,-4.961814,0.008469,0.120387,0.054062,0.076352,0.023692,0.41079,0.443466,0.704858,3.572113,0,13.48237,0.396651,2741,0.370208,3.277656,-0.001784,0,3.800233,calm
0.057268,0.017637,-5.67518,-0.034459,9.384549,-2.29866,1.423141,0.445414,-3.114078,0.012099,0.321839,0.057561,0.056109,0.029125,0.305976,0.350035,1.230392,3.806694,0,11.60763,-1.208241,1330,0.461391,3.409568,0.001828,-0.000001,3.291705,calm
0.08649,0.007198,-0.373729,-1.477912,20.41497,-0.493131,-6.294641,-0.954912,-5.611569,0.009074,0.604961,0.044024,0.04998,0.052681,0.512375,0.525198,0.239247,1.813396,51,42.31981,-1.922202,2953,0.612008,4.940989,0.002624,-0.000005,5.686388,calm
0.032879,0.00865,-1.10273,-0.51698,15.32947,3.738394,-7.940391,-10.13934,-7.718114,0.010889,0.094374,0.027013,0.019279,0.013241,0.492446,0.45644,0.42306,2.751415,0,9.426111,-0.93425,2812,0.358626,4.119524,-0.001127,-0.000003,3.291831,calm
0.067626,0.011444,-3.849819,-0.822278,19.40426,-7.491571,-7.440022,-4.36867,-0.316195,0.008469,0.453721,0.062124,0.066706,0.051291,0.480055,0.519954,0.38637,2.521382,16,31.31104,-0.688207,1790,0.62198,4.118273,-0.00108,-0.000005,3.222861,calm
0.144632,0.029555,-6.531741,-0.537768,12.38469,0.382685,3.969785,1.856041,-4.401807,0.00605,0.399879,0.064438,0.067581,0.054015,0.334731,0.332852,1.145877,4.120689,0,11.23372,-1.295741,1254,0.640277,3.488484,0.000802,0.000005,3.177662,calm
0.072369,0.023432,-13.41419,-0.020848,21.62901,10.18123,3.113537,2.366674,0.656282,0.00363,0.533575,0.09236,0.114425,0.10936,0.270684,0.270472,0.653707,3.653785,0,5.467408,-0.423034,949,0.837346,3.446414,-0.002668,-0.000003,3.304281,calm
0.221478,0.052757,-4.808736,-0.274825,14.8763,-1.693953,-1.220879,-1.664742,1.563544,0.016939,0.338173,0.068141,0.068004,0.03699,0.403961,0.409454,0.970849,3.617332,0,26.55313,-0.676188,2922,0.488045,3.420074,0.000326,0.000007,3.780203,calm
0.133334,0.014407,-4.307635,-0.828063,13.41363,-3.083026,-4.085145,-6.101586,-3.646068,0.013309,0.475499,0.056825,0.059067,0.043561,0.463066,0.458903,0.379464,3.522146,26,33.87527,-1.1998,1418,0.474475,6.771181,-0.002097,0.000004,3.549418,calm
0.158622,0.014986,-4.549345,-0.795388,18.864,-0.87013,-3.496393,-8.669985,-0.147851,0.013914,0.496673,0.066892,0.075633,0.061992,0.460035,0.372463,0.517136,2.478107,0,16.95579,-1.044343,591,1.106266,5.074342,-0.002712,-0.000005,4.170251,calm
0.08534,0.009325,-2.475732,-0.870192,12.82479,-5.747127,-6.354668,-5.741879,-0.527824,0.015124,0.475499,0.054765,0.05379,0.038826,0.478287,0.431149,0.488335,1.958032,0,44.69355,-1.06944,1053,0.796645,4.360394,-0.002296,-0.000002,3.53712,calm
0.104734,0.052045,-8.916807,-0.1725,3.651996,-6.352576,-5.361808,-5.275533,-4.425484,0.029643,0.281912,0.103774,0.098867,0.034344,0.318486,0.291018,0.924476,3.554697,0,4.628884,-0.43549,555,0.833064,3.253839,-0.003219,0.000006,3.305815,calm
0.057497,0.013528,-4.105971,-1.064815,14.27551,-3.759554,-9.118097,-4.125202,-4.252086,0.010284,0.324259,0.047664,0.035545,0.03397,0.424028,0.423303,0.362615,2.279852,0,12.2425,-0.24666,1456,0.748076,4.066367,0.005748,-0.00001,4.23455,calm
0.065805,0.00829,-1.45081,-1.272227,11.87364,-5.590516,-9.639775,-4.318585,-6.368757,0.018149,0.381125,0.054367,0.056213,0.035661,0.512011,0.522747,0.199649,2.264209,19,38.79245,-1.400245,2340,0.703003,3.950591,0.000971,0.000007,3.488158,calm
0.012685,0.003821,-4.967145,0.502768,12.89194,-0.5465,2.252099,6.504943,-1.633608,0.009074,0.272232,0.058677,0.046433,0.042748,0.545364,0.571797,0.013802,1.987101,0,7.457312,-1.402935,818,1.001466,3.918662,0.005098,0.000005,3.4881,calm
0.126377,0.014254,-5.728661,-1.417851,21.97675,5.552321,-0.500793,-1.264225,-3.645787,0.007864,0.501512,0.0536,0.070167,0.06978,0.410077,0.387259,0.598052,2.630041,0,24.25825,-0.656223,1987,0.600158,6.62143,-0.000463,0.000005,3.580932,calm
0.052998,0.014984,-0.590351,-0.794066,14.53648,-9.118209,2.180202,-6.381047,-0.918469,0.010284,0.304295,0.052149,0.058639,0.026465,0.461619,0.551552,0.643434,3.122551,23,6.157163,-1.055449,2403,0.77195,3.836575,-0.002089,0,3.100293,calm
0.012092,0.003733,1.669743,-0.542463,18.91366,4.285782,-0.826059,-0.400424,-2.603794,0.00726,0.195402,0.030801,0.024796,0.019272,0.50032,0.540682,0.233442,2.342347,0,9.448818,-0.751454,1012,0.557685,5.058021,0.00043,0.000005,3.594678,calm
0.150631,0.031135,-6.673822,0.043057,12.84635,3.891909,-3.687983,1.084875,-3.960081,0.006655,0.317604,0.061308,0.063889,0.037797,0.334481,0.321042,0.875723,3.150633,0,12.14746,-1.578741,946,0.599167,3.322785,-0.002568,0.000003,3.056474,calm
0.106575,0.015088,3.182852,-0.900219,14.12788,-6.982772,-3.525659,4.523158,-0.395349,0.005445,0.327889,0.046779,0.039654,0.029085,0.486899,0.512458,0.253875,2.581237,43,34.45109,-1.323041,1953,0.75224,4.768341,-0.00349,0.000004,4.232061,calm
0.09715,0.0254,-9.719025,-0.599061,9.878558,-9.457783,-6.353648,-4.929637,-2.788335,0.027828,0.46219,0.107069,0.122296,0.051229,0.473966,0.534064,0.203622,1.690122,16,9.499259,-0.817162,2852,0.654912,4.849028,0.004615,0,3.82737,calm
0.043606,0.015268,-1.283816,-0.931062,13.00592,-3.121352,-6.945117,7.505137,-1.48644,0.012704,0.312765,0.072393,0.06288,0.041288,0.478921,0.479922,-0.27954,1.855302,19,9.042019,-0.545004,1900,0.510772,4.853476,-0.007905,0.000002,3.872872,calm
0.194608,0.02067,-12.8508,0.007978,15.1846,-21.24496,-8.307058,6.481768,-4.852556,0.021779,0.638839,0.122348,0.134852,0.083258,0.579099,0.667027,-0.228727,2.244194,28,38.60581,0.544123,964,0.772527,5.881454,-0.003736,-0.000007,3.877503,calm
0.091768,0.009452,-3.521215,-0.445087,21.61847,6.296246,-5.443664,-5.615299,-2.380079,0.00726,0.474289,0.04418,0.015741,0.050088,0.496395,0.464302,0.057707,2.126669,0,18.11213,-0.080797,214,1.431093,4.107064,0.005914,0.000008,4.436763,calm
0.129565,0.023993,-5.458249,0.07813,17.65267,3.404047,-5.074511,-5.470182,3.040855,0.00605,0.430732,0.06147,0.064608,0.051337,0.472001,0.476601,0.337189,1.957844,0,13.4255,-1.582031,2968,0.951905,5.613166,0.00236,0.000002,3.872399,calm
0.087595,0.020329,-5.884646,-0.652377,13.36854,-0.148731,-0.915404,-2.464041,-7.55022,0.016334,0.452511,0.072383,0.072491,0.058997,0.388658,0.378912,1.158644,3.9008,0,19.22245,-1.567549,1534,0.541561,4.484578,-0.006146,-0.000001,3.941971,calm
0.107388,0.020505,-5.325558,-0.968958,10.1388,-0.305728,-3.083581,-9.013228,2.517194,0.011494,0.321839,0.057719,0.062136,0.045876,0.318748,0.325288,0.745024,3.158076,0,18.06571,-1.454548,1974,0.509925,3.325517,-0.0011,0.000001,3.954134,calm
0.059327,0.013541,1.86374,-0.511417,11.00952,-10.41462,-10.45801,-9.713722,-6.247093,0.022989,0.272232,0.055422,0.053282,0.023945,0.458477,0.474124,0.665922,3.305143,0,21.07419,-1.567053,2243,0.536938,4.21374,0.000503,0.000003,4.738805,calm
0.051635,0.009872,-2.920993,-0.074658,14.87179,-0.135757,1.601405,1.794106,2.053298,0.00605,0.175439,0.038311,0.03777,0.022283,0.460775,0.462858,0.533596,2.654776,0,11.98797,-0.854133,2919,0.671711,4.240857,-0.00132,-0.000017,3.509906,calm
0.030184,0.012326,-4.212569,0.381421,-2.951141,-11.21051,-2.258113,-0.217399,-2.397185,0.015124,0.166364,0.074665,0.08225,0.022291,0.487563,0.507164,0.618343,2.733984,52,4.10288,-0.559392,2568,0.534458,3.095337,0.001455,-0.000004,3.541294,calm
0.084995,0.02258,-1.17108,-0.797502,21.09536,2.229928,-2.553798,1.559775,-0.839926,0.00363,0.339988,0.042221,0.05603,0.031397,0.636209,0.572773,-0.471734,2.572653,0,15.57847,-0.285815,1595,0.904435,5.254548,-0.002086,-0.000003,4.530268,calm
0.036561,0.00791,-3.719514,-0.783509,15.73995,0.75533,1.219467,-3.253414,-3.465805,0.009679,0.30732,0.044322,0.038305,0.0298,0.507634,0.517963,0.110834,2.647136,32,24.21927,-0.839149,211,0.700637,5.128757,-0.001677,0.000006,5.11171,calm
0.041556,0.010158,2.288473,-1.147516,26.28496,7.347241,-2.786491,5.490475,-2.018161,0.003025,0.156685,0.018468,0.022148,0.013282,0.520055,0.505848,0.019543,2.295006,6,11.58923,0.140202,1425,0.844487,3.696054,0.000407,-0.000001,3.794545,calm
0.089883,0.010555,-6.289876,-1.11708,18.65327,-0.736605,-1.129393,-2.511761,-9.93021,0.009074,0.560799,0.065697,0.064539,0.064496,0.574189,0.556682,-0.436312,2.124869,25,17.84471,-0.803503,2291,1.786462,4.925745,0.002673,-0.000009,4.907026,calm
0.125846,0.023306,-5.112343,-0.100477,10.38094,-6.794538,-1.106128,-0.422025,-1.658492,0.00605,0.364186,0.062484,0.069354,0.041247,0.281275,0.347833,0.868173,3.420699,0,11.39146,-1.865912,767,0.732397,3.997005,0.000048,0.000003,3.601389,calm
0.184464,0.013893,-3.061799,-1.282677,27.9679,10.46717,-4.709793,-7.884896,0.554045,0.009074,0.439202,0.045179,0.019907,0.061411,0.502496,0.547114,-0.137263,2.389137,115,32.95866,-0.668176,1014,0.956423,6.168507,-0.003919,0.000003,4.925314,calm
0.046618,0.01245,0.664512,-1.575915,18.97615,-6.859796,-9.542731,-9.606444,-7.676488,0.012704,0.217786,0.041494,0.050299,0.025564,0.537543,0.553943,-0.186521,2.518545,0,15.08451,-2.140225,2685,0.498203,4.293808,-0.001758,0.000001,3.918053,calm
0.094548,0.024521,-7.020234,0.107587,11.35076,-3.436095,-12.66339,-2.764763,0.702758,0.00363,0.317604,0.082632,0.088668,0.045096,0.575496,0.632037,-0.137054,1.919268,0,9.235991,-0.241488,1087,0.985155,4.736539,0.003283,-0.000008,3.787968,calm
0.093798,0.012226,0.995657,-1.162017,15.02379,1.905898,-8.285445,-2.870437,-6.409777,0.010284,0.208711,0.032837,0.032749,0.020335,0.512796,0.478626,0.657262,3.234199,0,52.84314,-0.843056,2377,0.570528,4.517443,0.000502,0.000001,5.071929,calm
