@attribute Std_Acc1000_Std_Mem40_SCF_2 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_4 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_2 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_9 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_HighPeakAmp numeric

@data

0.115355,0.080502,0.202026,-49.854654,3.276836,0.00361,0.854872,0.249457,-0.041076,0.000084,0.000079,1.427533,2.306764,8.235601,9.585783,0.580932,0.527322,0.318183,0.185014,0.63513,0.790261,1.387743,0.473836,2.26771,0.143946,0.151572,0.050078,0.047443,0.055139,0.578802,4.081778,0.240713,0.244225,0.266778,0.896359,0.109118,0.104476,0.034259,0.021883,0.411936,0.140265,0.079753,0.116572,0.136984,0.213295,0.036532,0.026595,0.03516,0.047639,0.103902,0.204635,73.270263
0.115355,0.080502,0.202026,-49.854654,3.276836,0.00361,0.854872,0.249457,-0.041076,0.000084,0.000079,1.427533,2.306764,8.235601,9.585783,0.580932,0.527322,0.318183,0.185014,0.63513,0.790261,1.387743,0.473836,2.26771,0.143946,0.151572,0.050078,0.047443,0.055139,0.578802,4.081778,0.240713,0.244225,0.266778,0.896359,0.109118,0.104476,0.034259,0.021883,0.411936,0.140265,0.079753,0.116572,0.136984,0.213295,0.036532,0.026595,0.03516,0.047639,0.103902,0.204635,73.270263
0.061724,0.039226,0.09123,-47.987762,4.665133,0.694084,1.442888,-0.15874,0.0997,0.000422,0.000348,1.577137,2.563565,7.847307,15.460077,0.485965,0.438091,0.412564,0.138514,0.626048,0.768701,1.350568,0.447693,2.091136,0.135434,0.136786,0.03475,0.064233,0.060231,0.437394,0.566739,0.229393,0.24966,0.33584,0.952953,0.103274,0.100695,0.019142,0.020116,0.320123,0.089511,0.084997,0.117446,0.149196,0.159419,0.03462,0.019539,0.029047,0.043525,0.100852,0.211739,45.417768
0.183334,0.149242,0.391519,-51.318489,1.185929,-0.637377,0.803291,0.69018,-0.259623,0.000172,0.000166,1.571314,2.442249,6.577543,8.067107,0.513662,0.586436,0.355521,0.225041,0.674387,0.83087,1.442615,0.520315,2.353433,0.146168,0.149317,0.074692,0.061661,0.067919,0.679011,14.981542,0.278883,0.304688,0.262102,0.948902,0.122508,0.10476,0.039441,0.03216,0.589973,0.121009,0.096103,0.103531,0.123957,0.156657,0.036024,0.026253,0.035943,0.046076,0.105926,0.213209,110.48095
0.183334,0.149242,0.391519,-51.318489,1.185929,-0.637377,0.803291,0.69018,-0.259623,0.000172,0.000166,1.571314,2.442249,6.577543,8.067107,0.513662,0.586436,0.355521,0.225041,0.674387,0.83087,1.442615,0.520315,2.353433,0.146168,0.149317,0.074692,0.061661,0.067919,0.679011,14.981542,0.278883,0.304688,0.262102,0.948902,0.122508,0.10476,0.039441,0.03216,0.589973,0.121009,0.096103,0.103531,0.123957,0.156657,0.036024,0.026253,0.035943,0.046076,0.105926,0.213209,110.48095
0.080803,0.05859,0.191428,-46.052252,5.406909,-1.75124,1.696763,-0.012314,-0.036781,0.000737,0.000718,1.454231,2.451506,9.718897,9.374606,0.53568,0.416166,0.355898,0.170533,0.563341,0.674274,1.231725,0.426907,2.823607,0.150752,0.145456,0.034767,0.043574,0.040398,0.442985,1.584201,0.280316,0.25029,0.3349,2.23816,0.097035,0.101823,0.042168,0.018389,0.548478,0.163115,0.074033,0.09062,0.153797,0.325686,0.047169,0.020843,0.033461,0.041176,0.08781,0.210919,66.752081
0.111613,0.070405,0.180088,-46.836576,3.176354,0.777338,1.408912,0.352417,0.500263,0.000199,0.000201,1.529919,2.826238,6.339645,9.399394,0.418871,0.45798,0.423205,0.160099,0.664614,0.812286,1.427977,0.426247,2.389318,0.140462,0.131075,0.033943,0.05644,0.052736,0.497479,0.798196,0.280829,0.252462,0.352871,0.922245,0.096779,0.097324,0.026354,0.018649,0.240369,0.11466,0.098686,0.097184,0.117534,0.202023,0.040936,0.023475,0.035733,0.045698,0.106693,0.212807,26.207904
0.111613,0.070405,0.180088,-46.836576,3.176354,0.777338,1.408912,0.352417,0.500263,0.000199,0.000201,1.529919,2.826238,6.339645,9.399394,0.418871,0.45798,0.423205,0.160099,0.664614,0.812286,1.427977,0.426247,2.389318,0.140462,0.131075,0.033943,0.05644,0.052736,0.497479,0.798196,0.280829,0.252462,0.352871,0.922245,0.096779,0.097324,0.026354,0.018649,0.240369,0.11466,0.098686,0.097184,0.117534,0.202023,0.040936,0.023475,0.035733,0.045698,0.106693,0.212807,26.207904
0.112313,0.084201,0.18217,-46.906769,3.941805,-0.51674,0.471154,-0.910181,-0.391006,0.000292,0.000236,1.515627,2.578358,9.051308,11.725047,0.507425,0.385645,0.312357,0.201429,0.590921,0.796232,1.304353,0.440769,2.64682,0.133791,0.133866,0.037589,0.045463,0.052161,0.603005,4.313357,0.229596,0.253667,0.284639,1.565722,0.092312,0.087724,0.033933,0.025864,0.283817,0.101293,0.07172,0.117539,0.131918,0.271514,0.036031,0.021141,0.034384,0.044413,0.105357,0.212981,29.204137
0.112313,0.084201,0.18217,-46.906769,3.941805,-0.51674,0.471154,-0.910181,-0.391006,0.000292,0.000236,1.515627,2.578358,9.051308,11.725047,0.507425,0.385645,0.312357,0.201429,0.590921,0.796232,1.304353,0.440769,2.64682,0.133791,0.133866,0.037589,0.045463,0.052161,0.603005,4.313357,0.229596,0.253667,0.284639,1.565722,0.092312,0.087724,0.033933,0.025864,0.283817,0.101293,0.07172,0.117539,0.131918,0.271514,0.036031,0.021141,0.034384,0.044413,0.105357,0.212981,29.204137
0.112313,0.084201,0.18217,-46.906769,3.941805,-0.51674,0.471154,-0.910181,-0.391006,0.000292,0.000236,1.515627,2.578358,9.051308,11.725047,0.507425,0.385645,0.312357,0.201429,0.590921,0.796232,1.304353,0.440769,2.64682,0.133791,0.133866,0.037589,0.045463,0.052161,0.603005,4.313357,0.229596,0.253667,0.284639,1.565722,0.092312,0.087724,0.033933,0.025864,0.283817,0.101293,0.07172,0.117539,0.131918,0.271514,0.036031,0.021141,0.034384,0.044413,0.105357,0.212981,29.204137
0.050044,0.033122,0.059105,-54.832173,6.698762,-0.113014,2.3474,-0.109024,-0.309465,0.000031,0.000048,1.341915,3.087874,6.390977,8.422748,0.392151,0.593201,0.390375,0.136354,0.562383,0.690651,1.273165,0.378269,1.693138,0.109621,0.104961,0.015759,0.0336,0.032108,0.485792,1.579696,0.264868,0.303183,0.511572,1.127194,0.103221,0.160846,0.016868,0.005226,0.499554,0.063331,0.072275,0.101208,0.158195,0.141941,0.042781,0.015187,0.031998,0.042495,0.09911,0.218824,11.992842
0.046824,0.037633,0.058555,-52.676581,7.7579,0.691982,1.716771,0.456275,0.159883,0.000128,0.000121,1.400942,3.111768,7.506755,9.63699,0.339605,0.342186,0.409889,0.130128,0.519101,0.704664,1.336935,0.428609,2.28227,0.143387,0.153827,0.022923,0.053023,0.0555,0.816445,44.99699,0.368416,0.362304,0.40544,2.188304,0.205169,0.15202,0.025589,0.006286,0.618061,0.098409,0.07126,0.181057,0.227011,0.239393,0.053004,0.021902,0.029578,0.031427,0.104524,0.211355,23.512925
0.049244,0.036796,0.066475,-54.187836,8.63099,0.919007,0.808808,0.280797,1.015474,0.000106,0.000117,1.431537,2.796991,7.139301,8.598961,0.355002,0.364581,0.405453,0.132919,0.521706,0.684909,1.379329,0.423029,2.586792,0.145095,0.15385,0.024119,0.043052,0.065604,1.616163,1.249649,0.346947,0.316311,0.27673,1.141838,0.110223,0.100219,0.021554,0.021729,0.820912,0.116644,0.078751,0.108279,0.155042,0.254315,0.037173,0.015662,0.026622,0.038678,0.111847,0.217097,15.063458
0.106388,0.063576,0.168171,-41.905658,3.236209,-0.138577,1.185002,0.717624,0.018359,0.001065,0.001029,1.471921,2.559182,6.185439,7.877009,0.503975,0.502561,0.444236,0.182755,0.627013,0.78852,1.408243,0.443538,2.422311,0.139998,0.153353,0.033434,0.040066,0.045919,0.324567,0.75083,0.24522,0.255698,0.370033,1.432793,0.095385,0.102198,0.02077,0.009089,0.192581,0.110904,0.081119,0.099795,0.16165,0.253122,0.040986,0.023478,0.034793,0.045411,0.107823,0.217742,75.468612
0.04274,0.038378,0.0528,-61.192701,9.416657,0.554596,1.715334,0.368627,0.274283,0.000074,0.000029,1.462279,2.743704,6.333587,6.383378,0.381326,0.40175,0.60645,0.119731,0.474545,0.645523,1.273087,0.410516,2.768681,0.169292,0.206684,0.023252,0.042812,0.048962,0.835388,54.942895,0.345139,0.326287,0.497164,2.811009,0.204701,0.19691,0.037078,0.039322,0.595055,0.134312,0.077017,0.173586,0.247603,0.262997,0.05459,0.025304,0.035048,0.04264,0.10722,0.205623,9.830687
0.04274,0.038378,0.0528,-61.192701,9.416657,0.554596,1.715334,0.368627,0.274283,0.000074,0.000029,1.462279,2.743704,6.333587,6.383378,0.381326,0.40175,0.60645,0.119731,0.474545,0.645523,1.273087,0.410516,2.768681,0.169292,0.206684,0.023252,0.042812,0.048962,0.835388,54.942895,0.345139,0.326287,0.497164,2.811009,0.204701,0.19691,0.037078,0.039322,0.595055,0.134312,0.077017,0.173586,0.247603,0.262997,0.05459,0.025304,0.035048,0.04264,0.10722,0.205623,9.830687
0.093201,0.061784,0.141079,-47.059197,3.916303,0.753521,1.216146,-0.024601,0.182607,0.000226,0.000206,1.501255,2.558731,7.105916,8.968993,0.501307,0.538109,0.36473,0.157842,0.630972,0.799634,1.376772,0.479132,2.095827,0.130386,0.130672,0.031413,0.052801,0.060377,0.373784,2.118106,0.289996,0.25362,0.315541,1.275492,0.119605,0.10953,0.026477,0.029757,0.508544,0.112897,0.079489,0.126981,0.149023,0.19669,0.033192,0.019845,0.029534,0.043679,0.106547,0.210252,44.591663
0.119591,0.086307,0.19492,-53.604771,2.220008,-0.397619,1.147881,0.223099,0.278747,0.000042,0.000042,1.461689,2.666756,6.551055,8.692698,0.504709,0.470031,0.386023,0.185319,0.646639,0.798987,1.411144,0.439151,2.272075,0.149906,0.15708,0.062541,0.054184,0.059764,0.875766,6.4182,0.257206,0.230453,0.30003,0.984865,0.099768,0.10116,0.038951,0.017235,0.338973,0.182772,0.083978,0.112382,0.129955,0.272836,0.036189,0.026427,0.034478,0.040786,0.108708,0.215541,61.627523
0.040086,0.026298,0.046597,-49.518583,6.990649,0.424226,1.366362,0.343404,-0.529931,0.00053,0.000408,1.639886,2.904957,10.304372,12.689036,0.389777,0.340763,0.293045,0.135465,0.534501,0.702571,1.324029,0.449646,3.02892,0.138684,0.14915,0.020713,0.041463,0.052317,0.593713,0.865168,0.275314,0.327279,0.367667,1.560353,0.102144,0.111574,0.019596,0.005302,0.554076,0.119086,0.105752,0.103331,0.136698,0.220778,0.044871,0.016093,0.029427,0.037757,0.098878,0.212716,43.522363
0.040086,0.026298,0.046597,-49.518583,6.990649,0.424226,1.366362,0.343404,-0.529931,0.00053,0.000408,1.639886,2.904957,10.304372,12.689036,0.389777,0.340763,0.293045,0.135465,0.534501,0.702571,1.324029,0.449646,3.02892,0.138684,0.14915,0.020713,0.041463,0.052317,0.593713,0.865168,0.275314,0.327279,0.367667,1.560353,0.102144,0.111574,0.019596,0.005302,0.554076,0.119086,0.105752,0.103331,0.136698,0.220778,0.044871,0.016093,0.029427,0.037757,0.098878,0.212716,43.522363
0.095752,0.069084,0.143879,-50.947343,4.356591,-0.452295,0.963583,0.019652,0.222199,0.000057,0.000057,1.499781,2.612468,7.26947,10.222634,0.484304,0.445451,0.386109,0.185662,0.599643,0.752321,1.35476,0.455282,2.817692,0.135764,0.132593,0.038324,0.048373,0.051689,0.677295,4.422551,0.263,0.254334,0.290824,1.298528,0.1113,0.089404,0.034503,0.021568,0.382504,0.120899,0.088419,0.099637,0.143734,0.25615,0.035357,0.018986,0.034594,0.044472,0.102292,0.213481,22.379263
0.045557,0.035224,0.061377,-52.607897,9.220519,-0.076535,1.055519,-0.227516,-0.930106,0.000202,0.000196,1.488532,2.827217,6.109923,7.906859,0.381773,0.359291,0.496468,0.137357,0.477819,0.629169,1.254133,0.32742,2.533894,0.140998,0.148603,0.018281,0.041436,0.049216,0.928448,3.02114,0.309335,0.316003,0.32865,1.649236,0.13676,0.115185,0.018731,0.018534,0.879503,0.094383,0.095542,0.138684,0.17212,0.254706,0.045552,0.013463,0.027255,0.037902,0.09604,0.21949,23.112715
0.045557,0.035224,0.061377,-52.607897,9.220519,-0.076535,1.055519,-0.227516,-0.930106,0.000202,0.000196,1.488532,2.827217,6.109923,7.906859,0.381773,0.359291,0.496468,0.137357,0.477819,0.629169,1.254133,0.32742,2.533894,0.140998,0.148603,0.018281,0.041436,0.049216,0.928448,3.02114,0.309335,0.316003,0.32865,1.649236,0.13676,0.115185,0.018731,0.018534,0.879503,0.094383,0.095542,0.138684,0.17212,0.254706,0.045552,0.013463,0.027255,0.037902,0.09604,0.21949,23.112715
0.083707,0.062671,0.129182,-51.3733,5.698787,-1.317457,0.970552,0.10116,0.073121,0.000091,0.000142,1.508487,2.787186,7.979199,8.12134,0.464092,0.454728,0.332702,0.178406,0.555846,0.701506,1.298451,0.470664,2.287014,0.138786,0.147982,0.042788,0.046802,0.047853,0.728617,4.412166,0.253877,0.268015,0.477512,0.990417,0.114305,0.140663,0.031109,0.012611,0.407094,0.127842,0.079073,0.11006,0.158407,0.165678,0.041157,0.020951,0.032605,0.043163,0.103062,0.213315,49.155581
0.083707,0.062671,0.129182,-51.3733,5.698787,-1.317457,0.970552,0.10116,0.073121,0.000091,0.000142,1.508487,2.787186,7.979199,8.12134,0.464092,0.454728,0.332702,0.178406,0.555846,0.701506,1.298451,0.470664,2.287014,0.138786,0.147982,0.042788,0.046802,0.047853,0.728617,4.412166,0.253877,0.268015,0.477512,0.990417,0.114305,0.140663,0.031109,0.012611,0.407094,0.127842,0.079073,0.11006,0.158407,0.165678,0.041157,0.020951,0.032605,0.043163,0.103062,0.213315,49.155581
0.083707,0.062671,0.129182,-51.3733,5.698787,-1.317457,0.970552,0.10116,0.073121,0.000091,0.000142,1.508487,2.787186,7.979199,8.12134,0.464092,0.454728,0.332702,0.178406,0.555846,0.701506,1.298451,0.470664,2.287014,0.138786,0.147982,0.042788,0.046802,0.047853,0.728617,4.412166,0.253877,0.268015,0.477512,0.990417,0.114305,0.140663,0.031109,0.012611,0.407094,0.127842,0.079073,0.11006,0.158407,0.165678,0.041157,0.020951,0.032605,0.043163,0.103062,0.213315,49.155581
0.075867,0.058232,0.115505,-52.901253,6.578384,-0.963616,1.255157,0.073466,0.354383,0.000036,0.000052,1.493006,2.87046,8.102129,10.252936,0.39438,0.378884,0.324581,0.16396,0.54131,0.689178,1.287009,0.446547,2.788935,0.143758,0.142603,0.029692,0.04776,0.052781,0.887924,5.747266,0.272348,0.312736,0.425631,1.720797,0.103571,0.109938,0.029262,0.023031,0.59319,0.112346,0.077599,0.129709,0.177337,0.170178,0.051113,0.019177,0.027903,0.037949,0.089742,0.213962,15.586591
0.075867,0.058232,0.115505,-52.901253,6.578384,-0.963616,1.255157,0.073466,0.354383,0.000036,0.000052,1.493006,2.87046,8.102129,10.252936,0.39438,0.378884,0.324581,0.16396,0.54131,0.689178,1.287009,0.446547,2.788935,0.143758,0.142603,0.029692,0.04776,0.052781,0.887924,5.747266,0.272348,0.312736,0.425631,1.720797,0.103571,0.109938,0.029262,0.023031,0.59319,0.112346,0.077599,0.129709,0.177337,0.170178,0.051113,0.019177,0.027903,0.037949,0.089742,0.213962,15.586591
0.054577,0.032406,0.057979,-52.237654,5.935328,-0.216116,3.309802,-0.659341,-0.029052,0.000089,0.000095,1.491458,2.602577,9.228037,8.921018,0.398246,0.448112,0.348925,0.125702,0.593758,0.720223,1.209704,0.449096,2.614487,0.102671,0.108424,0.015076,0.044694,0.049612,0.30099,1.008229,0.215121,0.260991,0.432866,2.109368,0.098629,0.13276,0.02712,0.004959,0.377573,0.083264,0.072812,0.103104,0.207914,0.308644,0.032443,0.019048,0.029524,0.044484,0.094373,0.212507,20.09946
0.100087,0.062586,0.179933,-44.945345,3.662835,0.563285,1.154476,-0.177874,0.136987,0.000643,0.00056,1.458857,2.884884,8.521542,10.798372,0.417704,0.401695,0.303919,0.177835,0.624397,0.789516,1.381366,0.428903,2.311562,0.12031,0.130369,0.027938,0.049988,0.041266,0.387331,0.889081,0.238617,0.347022,0.296388,2.087174,0.083283,0.100984,0.049968,0.016372,0.473034,0.161349,0.067831,0.101334,0.114981,0.21913,0.051065,0.027019,0.038075,0.051766,0.10921,0.21535,43.752782
0.100087,0.062586,0.179933,-44.945345,3.662835,0.563285,1.154476,-0.177874,0.136987,0.000643,0.00056,1.458857,2.884884,8.521542,10.798372,0.417704,0.401695,0.303919,0.177835,0.624397,0.789516,1.381366,0.428903,2.311562,0.12031,0.130369,0.027938,0.049988,0.041266,0.387331,0.889081,0.238617,0.347022,0.296388,2.087174,0.083283,0.100984,0.049968,0.016372,0.473034,0.161349,0.067831,0.101334,0.114981,0.21913,0.051065,0.027019,0.038075,0.051766,0.10921,0.21535,43.752782
0.057071,0.044084,0.084648,-55.251445,8.653246,-0.351955,0.610144,0.486832,0.102264,0.000051,0.000089,1.470689,2.699912,6.015919,7.293191,0.496599,0.516313,0.467857,0.135996,0.486692,0.654198,1.318638,0.432918,2.046476,0.136895,0.130916,0.021645,0.040584,0.053924,0.962062,3.7827,0.279073,0.330356,0.408717,1.409801,0.124537,0.109548,0.020022,0.0384,0.774922,0.119855,0.085543,0.122662,0.11166,0.177652,0.042595,0.026882,0.038773,0.055935,0.110286,0.209397,11.280995
0.107644,0.083361,0.288611,-46.85978,3.273047,-0.620156,1.179754,0.172837,0.583038,0.000983,0.001024,1.52278,3.071172,6.564638,7.887064,0.401354,0.454012,0.414402,0.169227,0.647707,0.774547,1.429469,0.4178,2.632149,0.177256,0.151306,0.06855,0.070331,0.059537,0.513886,3.457058,0.22785,0.238499,0.361035,0.825853,0.091435,0.095567,0.039367,0.033238,0.403042,0.125867,0.088474,0.138494,0.12037,0.154136,0.034277,0.020609,0.030408,0.045716,0.106419,0.216097,114.7647
0.041907,0.036103,0.060408,-58.437311,8.147528,-0.441324,2.0368,-0.255037,0.265186,0.000027,0.000026,1.565616,2.778161,6.807998,7.352264,0.420059,0.32813,0.465881,0.130202,0.505236,0.660991,1.241373,0.39265,2.697942,0.13918,0.141958,0.028075,0.047821,0.051448,1.19651,9.827369,0.352288,0.377235,0.483945,2.66588,0.148289,0.14103,0.04227,0.007196,0.617319,0.139589,0.109632,0.143072,0.173954,0.222719,0.053841,0.01893,0.027265,0.04293,0.090968,0.218915,5.758155
0.041907,0.036103,0.060408,-58.437311,8.147528,-0.441324,2.0368,-0.255037,0.265186,0.000027,0.000026,1.565616,2.778161,6.807998,7.352264,0.420059,0.32813,0.465881,0.130202,0.505236,0.660991,1.241373,0.39265,2.697942,0.13918,0.141958,0.028075,0.047821,0.051448,1.19651,9.827369,0.352288,0.377235,0.483945,2.66588,0.148289,0.14103,0.04227,0.007196,0.617319,0.139589,0.109632,0.143072,0.173954,0.222719,0.053841,0.01893,0.027265,0.04293,0.090968,0.218915,5.758155
0.136858,0.093105,0.351897,-48.569784,0.806062,0.928845,1.154372,0.938193,0.387431,0.000508,0.00046,1.429194,2.429337,7.412195,11.901336,0.591781,0.525347,0.344757,0.159095,0.706217,0.855757,1.442381,0.519292,2.118749,0.14006,0.1354,0.069084,0.069128,0.066815,0.459946,0.808901,0.260206,0.257203,0.272368,0.878793,0.093457,0.083969,0.035491,0.015308,0.206847,0.120717,0.074574,0.105383,0.092711,0.134908,0.028144,0.033693,0.038113,0.050094,0.108782,0.213776,98.086787
0.136858,0.093105,0.351897,-48.569784,0.806062,0.928845,1.154372,0.938193,0.387431,0.000508,0.00046,1.429194,2.429337,7.412195,11.901336,0.591781,0.525347,0.344757,0.159095,0.706217,0.855757,1.442381,0.519292,2.118749,0.14006,0.1354,0.069084,0.069128,0.066815,0.459946,0.808901,0.260206,0.257203,0.272368,0.878793,0.093457,0.083969,0.035491,0.015308,0.206847,0.120717,0.074574,0.105383,0.092711,0.134908,0.028144,0.033693,0.038113,0.050094,0.108782,0.213776,98.086787
0.065331,0.03954,0.140628,-47.926326,6.098035,-0.182182,0.250308,1.085327,-0.141011,0.000917,0.000741,1.386337,2.553774,7.441955,7.932389,0.556444,0.448688,0.384728,0.136818,0.518283,0.685517,1.37066,0.370844,2.554714,0.134591,0.127007,0.031257,0.034261,0.049882,0.610657,3.200865,0.301992,0.240679,0.400237,3.603943,0.111538,0.115793,0.027293,0.009841,0.60241,0.144597,0.081332,0.116612,0.177817,0.219729,0.040619,0.019061,0.024974,0.035447,0.092303,0.218511,39.951604
0.065331,0.03954,0.140628,-47.926326,6.098035,-0.182182,0.250308,1.085327,-0.141011,0.000917,0.000741,1.386337,2.553774,7.441955,7.932389,0.556444,0.448688,0.384728,0.136818,0.518283,0.685517,1.37066,0.370844,2.554714,0.134591,0.127007,0.031257,0.034261,0.049882,0.610657,3.200865,0.301992,0.240679,0.400237,3.603943,0.111538,0.115793,0.027293,0.009841,0.60241,0.144597,0.081332,0.116612,0.177817,0.219729,0.040619,0.019061,0.024974,0.035447,0.092303,0.218511,39.951604
0.062347,0.036655,0.085582,-46.771789,4.68484,0.000636,2.028548,0.313122,0.590066,0.000518,0.0005,1.399427,2.537043,7.961557,11.220747,0.520354,0.472041,0.348658,0.140144,0.600634,0.744632,1.340155,0.43264,2.066712,0.133784,0.14063,0.035013,0.051655,0.046656,0.463005,0.457924,0.293236,0.240257,0.338749,1.005498,0.111151,0.097369,0.026971,0.00721,0.32705,0.090175,0.076031,0.105753,0.131368,0.185035,0.033812,0.016942,0.03146,0.042443,0.100495,0.209933,39.213957
0.173562,0.140174,0.300814,-42.910209,2.136802,-0.210711,1.659545,-0.467253,0.34193,0.000356,0.000296,1.522679,2.599235,6.728676,9.193364,0.488576,0.531538,0.376416,0.207294,0.676113,0.805097,1.380034,0.468031,2.691676,0.137845,0.128336,0.037647,0.05125,0.045207,0.608974,3.054667,0.276694,0.257329,0.322962,0.936042,0.096334,0.090992,0.029942,0.019989,0.278867,0.093308,0.077345,0.097965,0.15965,0.12785,0.032,0.023622,0.037876,0.049368,0.105244,0.213675,61.04461
0.173562,0.140174,0.300814,-42.910209,2.136802,-0.210711,1.659545,-0.467253,0.34193,0.000356,0.000296,1.522679,2.599235,6.728676,9.193364,0.488576,0.531538,0.376416,0.207294,0.676113,0.805097,1.380034,0.468031,2.691676,0.137845,0.128336,0.037647,0.05125,0.045207,0.608974,3.054667,0.276694,0.257329,0.322962,0.936042,0.096334,0.090992,0.029942,0.019989,0.278867,0.093308,0.077345,0.097965,0.15965,0.12785,0.032,0.023622,0.037876,0.049368,0.105244,0.213675,61.04461
0.083756,0.057839,0.522674,-55.922154,1.901093,1.360696,0.912145,0.805206,-0.315216,0.000272,0.000268,1.455756,2.562453,6.088574,9.299401,0.552563,0.513938,0.409861,0.104544,0.661581,0.870859,1.461614,0.457717,1.977464,0.142946,0.14323,0.049293,0.06615,0.084869,1.12925,1.933819,0.359335,0.391449,0.376232,1.072133,0.172812,0.178601,0.051441,0.037949,0.537438,0.192487,0.095406,0.143871,0.174677,0.230971,0.054717,0.037479,0.032304,0.045871,0.110128,0.220149,35.52005
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.065424,0.040689,0.129732,-45.372523,4.361103,0.644529,1.019169,-0.080889,0.057553,0.000975,0.000896,1.443554,2.376237,5.481255,7.699157,0.576885,0.53768,0.479944,0.146344,0.621605,0.788646,1.37506,0.404305,1.759202,0.128838,0.124433,0.037837,0.060457,0.064446,0.763637,0.687145,0.268306,0.252734,0.329634,0.783517,0.094371,0.092217,0.031447,0.017895,0.404339,0.082339,0.066315,0.096188,0.153337,0.239447,0.045305,0.020535,0.028649,0.039733,0.102983,0.218158,109.09593
0.099233,0.062988,0.177346,-46.248168,3.460122,0.08454,1.840142,0.100667,0.019901,0.000235,0.000201,1.411507,2.645324,8.925275,11.974838,0.48193,0.472896,0.272293,0.172156,0.629466,0.770112,1.334093,0.401569,2.873954,0.166168,0.163927,0.024869,0.039498,0.043272,0.357608,1.095194,0.211558,0.229474,0.28566,1.820848,0.099546,0.087213,0.021592,0.00862,0.19253,0.082649,0.072163,0.115604,0.11073,0.178806,0.040215,0.025165,0.036898,0.045637,0.101687,0.211923,117.353271
