@relation 'arff_file/psysound.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1'

@attribute mean_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute std_Volume numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute output {happy,nothappy}

@data
1.488937,1.124654,0.899727,1025.377,0.031441,0.044767,0.010535,0.607092,0.002461,697.3229,nothappy
1.258266,0.857068,0.884301,1275.674,0.049241,0.068053,0.006589,0.860183,0.004222,490.9633,nothappy
1.407111,1.648519,0.89605,1099.68,0.025449,0.051519,0.017786,0.775573,0.003046,600.7339,nothappy
1.521852,1.461705,0.896642,489.6187,0.038765,0.019222,0.01337,0.597809,0.003327,738.7858,nothappy
1.399224,0.71682,0.897542,165.7585,0.03086,0.055443,0.013023,0.848912,0.003766,415.0912,nothappy
1.399224,0.71682,0.897542,165.7585,0.03086,0.055443,0.013023,0.848912,0.003766,415.0912,nothappy
1.399224,0.71682,0.897542,165.7585,0.03086,0.055443,0.013023,0.848912,0.003766,415.0912,nothappy
1.399224,0.71682,0.897542,165.7585,0.03086,0.055443,0.013023,0.848912,0.003766,415.0912,nothappy
1.259842,0.696644,0.888329,207.7293,0.018194,0.041752,0.003987,0.62034,0.00172,441.1463,nothappy
1.259842,0.696644,0.888329,207.7293,0.018194,0.041752,0.003987,0.62034,0.00172,441.1463,nothappy
1.498627,1.122203,0.891773,113.5107,0.019959,0.030966,0.016139,0.844293,0.00335,864.4428,nothappy
1.225658,0.593103,0.893709,180.9445,0.0289,0.125693,0.002836,0.772037,0.005239,178.518,nothappy
1.335947,0.888143,0.89149,302.4542,0.029261,0.052334,0.011921,0.475332,0.002531,617.1582,nothappy
1.335947,0.888143,0.89149,302.4542,0.029261,0.052334,0.011921,0.475332,0.002531,617.1582,nothappy
1.315297,0.965418,0.901684,36.66622,0.003383,0.016859,0.006598,0.232677,0.004196,550.1719,nothappy
1.518377,1.153582,0.902111,244.27,0.022756,0.028324,0.012138,0.769434,0.004677,695.9775,nothappy
1.559772,1.303576,0.887347,76.72094,0.006998,0.004605,0.014504,0.08316,0.004378,840.4328,nothappy
1.559772,1.303576,0.887347,76.72094,0.006998,0.004605,0.014504,0.08316,0.004378,840.4328,nothappy
1.559772,1.303576,0.887347,76.72094,0.006998,0.004605,0.014504,0.08316,0.004378,840.4328,nothappy
1.483344,1.447538,0.894385,543.4805,0.010709,0.036867,0.010891,0.648522,0.006677,873.3383,nothappy
1.498739,1.130283,0.896257,478.4041,0.015042,0.02699,0.010552,0.578357,0.005107,851.2426,nothappy
1.478536,0.831857,0.888808,444.3104,0.056812,0.133905,0.007731,1.401955,0.004219,600.4154,nothappy
1.478536,0.831857,0.888808,444.3104,0.056812,0.133905,0.007731,1.401955,0.004219,600.4154,nothappy
1.399247,1.085412,0.902206,286.6217,0.026433,0.057544,0.00998,0.507528,0.002862,635.3813,nothappy
1.399247,1.085412,0.902206,286.6217,0.026433,0.057544,0.00998,0.507528,0.002862,635.3813,nothappy
1.180466,0.402955,0.886615,254.0717,0.015605,0.04445,0.012094,0.718933,0.003708,493.7405,nothappy
1.405386,0.719161,0.90259,78.71101,0.024381,0.100065,0.006433,0.601509,0.003875,258.5176,nothappy
1.441912,1.288113,0.899094,976.769,0.035416,0.034245,0.007829,0.470284,0.002462,690.4479,nothappy
1.329875,1.024385,0.895195,133.3572,0.018771,0.025875,0.008149,0.807411,0.004935,623.5244,nothappy
1.264377,0.578456,0.881399,467.8136,0.063265,0.16237,0.002641,1.300525,0.002331,469.4949,nothappy
1.40473,1.060756,0.896865,104.3567,0.009639,0.013233,0.006634,0.278081,0.004721,779.0966,nothappy
1.40473,1.060756,0.896865,104.3567,0.009639,0.013233,0.006634,0.278081,0.004721,779.0966,nothappy
1.547454,1.21235,0.89449,79.50098,0.004603,0.006078,0.040995,0.124051,0.003175,923.0846,nothappy
1.547454,1.21235,0.89449,79.50098,0.004603,0.006078,0.040995,0.124051,0.003175,923.0846,nothappy
1.18909,0.728485,0.88599,409.5699,0.023686,0.06396,0.010072,1.275623,0.005609,492.8964,nothappy
1.372217,0.72818,0.894097,79.49626,0.012307,0.019914,0.004623,0.644442,0.002445,651.1419,nothappy
1.372217,0.72818,0.894097,79.49626,0.012307,0.019914,0.004623,0.644442,0.002445,651.1419,nothappy
1.330457,0.666199,0.884673,466.2477,0.021818,0.161616,0.005697,0.429245,0.005747,607.5722,nothappy
1.330457,0.666199,0.884673,466.2477,0.021818,0.161616,0.005697,0.429245,0.005747,607.5722,nothappy
1.324021,0.892832,0.888366,371.8612,0.040243,0.021021,0.022235,1.256009,0.00457,753.3265,nothappy
1.600211,1.130495,0.896778,110.7348,0.011278,0.012099,0.008746,0.128479,0.003726,1016.456,nothappy
1.384453,0.764152,0.888196,532.0735,0.042899,0.086715,0.010388,1.662987,0.004333,589.979,nothappy
1.333104,1.24119,0.897743,840.9202,0.017319,0.061018,0.016333,0.941782,0.002143,452.5185,nothappy
1.549462,1.299318,0.898036,53.13514,0.003624,0.003096,0.023139,0.102021,0.003219,1103.728,nothappy
1.589707,1.197064,0.900245,309.601,0.022942,0.02171,0.017796,0.490867,0.004262,1168.797,nothappy
1.589707,1.197064,0.900245,309.601,0.022942,0.02171,0.017796,0.490867,0.004262,1168.797,nothappy
1.459696,0.897589,0.891975,197.5783,0.009439,0.024565,0.010216,0.713475,0.0035,657.5709,nothappy
1.459696,0.897589,0.891975,197.5783,0.009439,0.024565,0.010216,0.713475,0.0035,657.5709,nothappy
1.294458,0.547769,0.878738,399.2395,0.030683,0.055718,0.004328,1.446961,0.001978,407.8473,nothappy
1.120191,0.897592,0.883678,64.89623,0.009016,0.411759,0.005127,2.01864,0.001846,230.1995,nothappy
1.434131,1.225252,0.907351,66.07947,0.009401,0.0113,0.009363,0.203529,0.002333,613.5232,nothappy
1.219506,1.096317,0.8864,167.4113,0.015565,0.048648,0.00259,2.24827,0.003192,386.3001,nothappy
1.522132,1.238836,0.896539,471.5202,0.028634,0.032308,0.008804,0.37756,0.003716,828.3929,nothappy
1.249064,0.4321,0.873301,132.0714,0.030291,0.046501,0.004138,0.779687,0.004366,491.8223,nothappy
1.249064,0.4321,0.873301,132.0714,0.030291,0.046501,0.004138,0.779687,0.004366,491.8223,nothappy
1.249064,0.4321,0.873301,132.0714,0.030291,0.046501,0.004138,0.779687,0.004366,491.8223,nothappy
1.249064,0.4321,0.873301,132.0714,0.030291,0.046501,0.004138,0.779687,0.004366,491.8223,nothappy
1.120005,0.636227,0.8669,207.1497,0.027418,0.102268,0.007014,2.746013,0.002634,340.6489,nothappy
1.209744,1.172067,0.878332,424.894,0.014273,0.15092,0.007105,0.687676,0.00609,414.5472,nothappy
1.274118,0.79603,0.883856,209.3709,0.017209,0.06446,0.009455,0.874025,0.001614,468.5796,nothappy
1.366938,0.527723,0.898274,400.9058,0.01806,0.030416,0.013899,0.958157,0.003012,459.6081,nothappy
1.19846,1.019712,0.881828,258.4162,0.017062,0.052098,0.013727,0.715495,0.002959,538.6737,nothappy
1.493605,0.878378,0.896075,121.2045,0.042799,0.020089,0.010423,0.803396,0.003776,821.9623,nothappy
1.47694,0.863447,0.901897,79.06474,0.014196,0.012377,0.006446,0.270852,0.005502,517.436,nothappy
1.475545,0.748805,0.893182,483.715,0.032695,0.029774,0.006339,0.634344,0.002525,695.1059,nothappy
1.475545,0.748805,0.893182,483.715,0.032695,0.029774,0.006339,0.634344,0.002525,695.1059,nothappy
1.475545,0.748805,0.893182,483.715,0.032695,0.029774,0.006339,0.634344,0.002525,695.1059,nothappy
1.475545,0.748805,0.893182,483.715,0.032695,0.029774,0.006339,0.634344,0.002525,695.1059,nothappy
1.34105,1.144655,0.894723,892.1067,0.028849,0.050744,0.014094,1.520984,0.003435,435.4802,nothappy
1.295265,0.916054,0.889382,137.1801,0.015031,0.040339,0.013277,0.665105,0.006218,524.2406,nothappy
1.295265,0.916054,0.889382,137.1801,0.015031,0.040339,0.013277,0.665105,0.006218,524.2406,nothappy
1.270327,1.375487,0.88727,1969.235,0.040403,0.134088,0.006265,1.833828,0.00127,442.8685,nothappy
1.1912,0.499756,0.875392,295.6452,0.048804,0.106367,0.006407,2.247605,0.003431,411.9623,nothappy
1.391384,1.15292,0.906212,79.49234,0.012913,0.015685,0.00764,0.223743,0.002852,442.2269,nothappy
1.256842,1.046601,0.895298,119.2201,0.030336,0.071113,0.015638,0.625136,0.003328,298.6182,nothappy
1.256842,1.046601,0.895298,119.2201,0.030336,0.071113,0.015638,0.625136,0.003328,298.6182,nothappy
1.438051,0.515514,0.882199,990.5821,0.069903,0.108406,0.007126,0.914343,0.004377,843.7663,nothappy
1.135893,0.410492,0.853508,505.9154,0.025806,0.071253,0.011292,1.936975,0.004924,454.1977,nothappy
1.125602,0.264697,0.860705,731.5499,0.053043,0.058478,0.003053,1.101716,0.005286,512.4772,nothappy
1.026385,0.575815,0.858603,321.9428,0.03231,0.078052,0.012064,2.413652,0.001395,411.1086,nothappy
1.026385,0.575815,0.858603,321.9428,0.03231,0.078052,0.012064,2.413652,0.001395,411.1086,nothappy
1.306007,0.458041,0.872767,584.9841,0.048572,0.229112,0.007002,2.223883,0.004054,588.9131,nothappy
1.286189,1.003521,0.890433,482.9585,0.038981,0.133329,0.008057,1.021183,0.001992,497.7503,nothappy
1.286189,1.003521,0.890433,482.9585,0.038981,0.133329,0.008057,1.021183,0.001992,497.7503,nothappy
1.286189,1.003521,0.890433,482.9585,0.038981,0.133329,0.008057,1.021183,0.001992,497.7503,nothappy
1.403113,0.704862,0.881129,247.8309,0.006719,0.015547,0.003599,0.677888,0.002239,786.2035,nothappy
1.329818,0.988325,0.901746,166.7417,0.013362,0.029337,0.011994,0.327413,0.004873,547.3149,nothappy
1.410877,0.705958,0.887055,245.3122,0.023498,0.01977,0.007713,0.532602,0.001881,727.1942,nothappy
1.323656,0.768426,0.897173,214.374,0.026748,0.033055,0.010125,0.739963,0.003444,427.5798,nothappy
1.377212,1.230913,0.895679,751.5848,0.032018,0.056177,0.012717,1.222969,0.003869,525.5016,nothappy
1.365175,1.071225,0.896146,600.4916,0.027214,0.123973,0.005842,1.584142,0.005649,630.9762,nothappy
1.380785,0.88498,0.902487,155.0551,0.015001,0.027988,0.007132,0.297951,0.00369,388.5159,nothappy
1.516578,1.213905,0.901943,175.0756,0.011876,0.017811,0.013937,0.353342,0.004514,828.9324,nothappy
1.166386,0.557445,0.876874,208.2918,0.039671,0.167077,0.006475,2.14389,0.002322,377.753,nothappy
1.166386,0.557445,0.876874,208.2918,0.039671,0.167077,0.006475,2.14389,0.002322,377.753,nothappy
1.423656,0.82421,0.900406,209.9204,0.024505,0.040503,0.016882,0.441933,0.002114,648.0649,nothappy
1.423656,0.82421,0.900406,209.9204,0.024505,0.040503,0.016882,0.441933,0.002114,648.0649,nothappy
1.2258,0.974065,0.873325,936.7604,0.050592,0.066028,0.006646,1.773446,0.006864,496.5853,nothappy
1.431305,0.922797,0.899015,483.0871,0.036221,0.020695,0.009961,0.394036,0.002218,501.7781,nothappy
1.509499,1.334992,0.903752,178.8387,0.008355,0.005608,0.011394,0.214088,0.003693,728.8776,nothappy
1.497559,0.72345,0.902286,209.5121,0.021164,0.027729,0.016913,0.332934,0.002886,539.3978,nothappy
1.279867,1.171921,0.895573,127.9451,0.007364,0.051621,0.006413,0.406954,0.004126,385.7847,nothappy
1.660068,1.039328,0.898215,270.5937,0.015788,0.011381,0.015102,0.378073,0.006767,1218.678,nothappy
1.578177,1.003353,0.90377,278.5964,0.011267,0.02786,0.014291,0.234561,0.002963,881.4828,nothappy
1.578177,1.003353,0.90377,278.5964,0.011267,0.02786,0.014291,0.234561,0.002963,881.4828,nothappy
1.260717,0.690287,0.881807,469.5704,0.049533,0.050173,0.004953,1.505704,0.002156,394.3199,nothappy
1.455542,1.238569,0.908762,187.7355,0.019481,0.033245,0.00974,0.419337,0.003194,620.0043,nothappy
1.592125,1.239226,0.892991,805.0984,0.026395,0.022737,0.012148,0.272523,0.002797,967.2645,nothappy
1.386615,1.274914,0.900891,117.8826,0.008804,0.022945,0.018137,0.201383,0.006167,486.7113,nothappy
1.490846,0.721269,0.897088,237.9151,0.018061,0.018924,0.038974,0.325925,0.004201,565.4542,nothappy
1.487868,0.860858,0.88401,183.8068,0.007834,0.019875,0.004603,0.172649,0.002847,588.7673,nothappy
1.487868,0.860858,0.88401,183.8068,0.007834,0.019875,0.004603,0.172649,0.002847,588.7673,nothappy
1.447699,0.881428,0.897245,231.1646,0.037531,0.041389,0.006167,0.656903,0.001904,729.4577,nothappy
1.447699,0.881428,0.897245,231.1646,0.037531,0.041389,0.006167,0.656903,0.001904,729.4577,nothappy
1.377913,0.323806,0.870652,460.9234,0.047654,0.047553,0.003201,1.751154,0.005908,679.7664,nothappy
1.36995,0.303258,0.870111,462.4434,0.047628,0.048555,0.004199,1.794797,0.0058,674.1383,nothappy
1.206178,0.381334,0.878891,108.7467,0.031537,0.072548,0.005093,1.188867,0.00169,243.6544,nothappy
1.206178,0.381334,0.878891,108.7467,0.031537,0.072548,0.005093,1.188867,0.00169,243.6544,nothappy
1.206178,0.381334,0.878891,108.7467,0.031537,0.072548,0.005093,1.188867,0.00169,243.6544,nothappy
1.42506,0.341682,0.886402,338.4724,0.038148,0.055285,0.002094,0.473582,0.001167,329.5785,nothappy
1.42506,0.341682,0.886402,338.4724,0.038148,0.055285,0.002094,0.473582,0.001167,329.5785,nothappy
1.210075,0.485062,0.86907,248.0677,0.034174,0.124924,0.008565,2.414644,0.002702,395.0876,nothappy
1.210075,0.485062,0.86907,248.0677,0.034174,0.124924,0.008565,2.414644,0.002702,395.0876,nothappy
1.374768,1.178747,0.904883,60.12476,0.004737,0.015892,0.009361,0.172649,0.002079,456.9065,nothappy
1.255612,0.70669,0.886161,206.428,0.027968,0.259118,0.003632,0.964894,0.002638,184.6952,nothappy
1.505861,1.45565,0.890593,943.6104,0.028427,0.029804,0.014053,0.808946,0.004136,835.903,nothappy
1.406358,0.910969,0.885521,1746.771,0.036672,0.086641,0.007406,2.546806,0.00405,591.8906,nothappy
1.406358,0.910969,0.885521,1746.771,0.036672,0.086641,0.007406,2.546806,0.00405,591.8906,nothappy
1.406358,0.910969,0.885521,1746.771,0.036672,0.086641,0.007406,2.546806,0.00405,591.8906,nothappy
1.406358,0.910969,0.885521,1746.771,0.036672,0.086641,0.007406,2.546806,0.00405,591.8906,nothappy
1.406358,0.910969,0.885521,1746.771,0.036672,0.086641,0.007406,2.546806,0.00405,591.8906,nothappy
1.409806,1.068254,0.897282,187.8073,0.016207,0.037731,0.007519,0.604069,0.002681,592.3667,nothappy
1.215549,0.508321,0.878421,196.8071,0.049676,0.026446,0.006986,1.46248,0.001293,458.5906,nothappy
1.215549,0.508321,0.878421,196.8071,0.049676,0.026446,0.006986,1.46248,0.001293,458.5906,nothappy
1.215549,0.508321,0.878421,196.8071,0.049676,0.026446,0.006986,1.46248,0.001293,458.5906,nothappy
1.331567,0.707017,0.890989,603.9068,0.043847,0.049623,0.015292,1.361401,0.002419,556.6996,nothappy
1.360392,0.727121,0.89445,156.721,0.014908,0.075436,0.007618,0.479805,0.004913,263.5534,nothappy
1.390689,1.134524,0.904691,154.2065,0.01925,0.036629,0.013615,0.65941,0.003077,483.1463,nothappy
1.379781,0.888381,0.887344,431.8818,0.060756,0.08782,0.008315,1.994279,0.004401,713.0566,nothappy
1.44721,0.875919,0.893898,167.9538,0.014379,0.017844,0.006194,0.69681,0.003378,786.5424,nothappy
1.513167,1.373229,0.898306,76.28503,0.013967,0.010219,0.009519,0.257708,0.003478,776.5012,nothappy
1.315153,1.063325,0.899341,147.0883,0.024996,0.087371,0.012476,0.492516,0.003152,324.4202,nothappy
1.41506,1.118744,0.902504,94.60348,0.008834,0.015549,0.013274,0.242523,0.003015,676.3525,nothappy
1.513221,1.273769,0.902089,195.7644,0.009536,0.007641,0.013151,0.166813,0.003305,802.8574,nothappy
1.678526,1.49653,0.900352,220.8394,0.008655,0.008437,0.007847,0.27572,0.003861,1213.14,nothappy
1.189097,0.760372,0.896409,437.7772,0.031113,0.024889,0.011225,1.457089,0.002815,327.8216,nothappy
1.403165,1.132519,0.905712,164.8005,0.011578,0.02811,0.012609,0.206482,0.003901,631.3883,nothappy
1.166526,1.046618,0.88468,400.7619,0.031566,0.220777,0.003219,1.536105,0.00346,304.1052,nothappy
1.166526,1.046618,0.88468,400.7619,0.031566,0.220777,0.003219,1.536105,0.00346,304.1052,nothappy
1.412427,1.562289,0.889806,1600.114,0.042089,0.016723,0.014363,0.283484,0.005672,861.0226,nothappy
1.491564,0.903505,0.89235,314.7236,0.019163,0.011992,0.011633,0.452997,0.004778,1058.086,nothappy
1.486102,1.013489,0.897601,161.5368,0.01436,0.012311,0.016976,0.312456,0.004579,785.7396,nothappy
1.486102,1.013489,0.897601,161.5368,0.01436,0.012311,0.016976,0.312456,0.004579,785.7396,nothappy
1.308524,0.442174,0.877544,762.1954,0.025146,0.067208,0.01806,1.656656,0.003225,530.6116,nothappy
1.450737,0.749593,0.891306,280.9443,0.012402,0.081229,0.0038,0.321884,0.004135,448.0652,nothappy
1.450737,0.749593,0.891306,280.9443,0.012402,0.081229,0.0038,0.321884,0.004135,448.0652,nothappy
1.322173,0.72102,0.893314,379.3568,0.025351,0.027267,0.008259,0.945456,0.001989,519.8325,nothappy
1.22392,0.409766,0.883704,550.7576,0.015605,0.065636,0.010776,1.434799,0.002327,428.0892,nothappy
1.143599,0.449082,0.873472,588.5081,0.036459,0.123462,0.002753,2.440369,0.003472,383.1847,nothappy
1.303797,0.52801,0.892279,318.6874,0.031912,0.087372,0.008184,1.245717,0.003201,425.9031,nothappy
1.141758,0.37672,0.870929,275.3583,0.02176,0.04229,0.009884,0.876892,0.004177,416.4927,nothappy
1.219633,0.331796,0.859042,295.2212,0.047244,0.166194,0.007841,3.220275,0.006102,458.9841,nothappy
1.291746,0.832962,0.890291,205.5492,0.031376,0.063298,0.002696,0.96969,0.002406,491.8027,nothappy
1.291746,0.832962,0.890291,205.5492,0.031376,0.063298,0.002696,0.96969,0.002406,491.8027,nothappy
1.04815,0.623334,0.874136,189.4032,0.054596,0.123812,0.002514,5.498868,0.002177,253.749,nothappy
1.04815,0.623334,0.874136,189.4032,0.054596,0.123812,0.002514,5.498868,0.002177,253.749,nothappy
1.153719,0.853556,0.883183,429.0712,0.019366,0.292112,0.004966,1.578773,0.002378,232.2376,nothappy
1.153719,0.853556,0.883183,429.0712,0.019366,0.292112,0.004966,1.578773,0.002378,232.2376,nothappy
1.153719,0.853556,0.883183,429.0712,0.019366,0.292112,0.004966,1.578773,0.002378,232.2376,nothappy
1.730324,1.257885,0.889723,407.4395,0.016533,0.008188,0.037747,0.369502,0.003439,1434.209,nothappy
1.528495,1.446196,0.889615,658.2948,0.036142,0.012757,0.017787,0.582344,0.003432,1074.801,nothappy
1.263779,0.91663,0.89585,260.1207,0.035184,0.141617,0.009892,0.977475,0.003839,323.5362,nothappy
1.418828,0.689817,0.897134,99.70247,0.026916,0.022031,0.007261,0.429231,0.003225,461.5408,nothappy
1.368069,1.066388,0.892536,259.6728,0.047227,0.023553,0.017012,0.894886,0.002138,542.8354,nothappy
1.519081,1.181102,0.890983,173.349,0.016575,0.018418,0.015214,0.572714,0.002323,1035.172,nothappy
1.313908,0.813264,0.883878,607.868,0.033046,0.071349,0.013473,1.101608,0.003843,511.4054,nothappy
1.110907,0.697654,0.867595,249.5613,0.038899,0.11119,0.003097,2.01812,0.003689,293.2293,nothappy
1.529305,0.96403,0.891833,234.5766,0.022747,0.022868,0.020758,0.971201,0.00307,1062.665,nothappy
1.460472,1.138099,0.891217,138.7554,0.013559,0.029722,0.009955,0.350148,0.003855,863.7398,nothappy
1.40278,0.832508,0.895108,624.2954,0.037017,0.037568,0.006858,1.591053,0.003481,521.017,nothappy
1.40278,0.832508,0.895108,624.2954,0.037017,0.037568,0.006858,1.591053,0.003481,521.017,nothappy
1.307181,1.38512,0.898188,390.5856,0.016287,0.114038,0.008639,1.450868,0.002697,438.066,nothappy
1.307181,1.38512,0.898188,390.5856,0.016287,0.114038,0.008639,1.450868,0.002697,438.066,nothappy
1.307181,1.38512,0.898188,390.5856,0.016287,0.114038,0.008639,1.450868,0.002697,438.066,nothappy
1.547909,1.166483,0.895035,506.8318,0.050697,0.079901,0.012471,1.25185,0.005546,639.8033,nothappy
1.547909,1.166483,0.895035,506.8318,0.050697,0.079901,0.012471,1.25185,0.005546,639.8033,nothappy
1.182917,0.819466,0.863039,548.5445,0.043469,0.114901,0.010381,1.973454,0.003898,536.712,nothappy
1.396064,0.922137,0.900823,225.4152,0.015874,0.12471,0.004613,0.437254,0.003223,347.3658,nothappy
1.396064,0.922137,0.900823,225.4152,0.015874,0.12471,0.004613,0.437254,0.003223,347.3658,nothappy
1.396064,0.922137,0.900823,225.4152,0.015874,0.12471,0.004613,0.437254,0.003223,347.3658,nothappy
1.219291,0.74583,0.891454,216.557,0.037297,0.149595,0.00344,1.55696,0.003737,211.1616,nothappy
