@relation 'wav/all/marsyas.arff-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.FilteredSubsetEval -W \"weka.attributeSelection.CfsSubsetEval \" -F \"weka.filters.supervised.instance.SpreadSubsample -M 0.0 -X 0.0 -S 1\"-Sweka.attributeSelection.GreedyStepwise -T -1.7976931348623157E308 -N -1-weka.filters.unsupervised.attribute.Remove-Rlast_arff_file/psysound.arff'

@attribute Mean_Acc1000_Mean_Mem40_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Mean_Mem40_SCF_2 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Mean_Mem40_SFM_21 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_1 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_3 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_7 numeric
@attribute Mean_Acc1000_Mean_Mem40_LSP_17 numeric
@attribute Mean_Acc1000_Std_Mem40_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Mean_Acc1000_Std_Mem40_SCF_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_8 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_10 numeric
@attribute Mean_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_AudioCh0 numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_B numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Chroma_C numeric
@attribute Std_Acc1000_Mean_Mem40_PeakRatio_Average numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_9 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_12 numeric
@attribute Std_Acc1000_Mean_Mem40_SCF_21 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_1 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_8 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_14 numeric
@attribute Std_Acc1000_Mean_Mem40_SFM_15 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_4 numeric
@attribute Std_Acc1000_Mean_Mem40_LSP_5 numeric
@attribute Std_Acc1000_Std_Mem40_PeakRatio_Chroma_D numeric
@attribute Std_Acc1000_Std_Mem40_SCF_3 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_2 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_4 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_19 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_18 numeric
@attribute BeatHisto_LowPeakAmp numeric
@attribute BeatHisto_MidPeakAmp numeric
@attribute BeatHisto_HighPeakAmp numeric
@attribute BeatHisto_MaxHPS numeric
@attribute mean_Loudness numeric
@attribute std_Loudness numeric
@attribute mean_SharpnessA numeric
@attribute std_SharpnessA numeric
@attribute mean_SharpnessZ numeric
@attribute std_SharpnessZ numeric
@attribute mean_Spectral_Dissonance(HK) numeric
@attribute std_Spectral_Dissonance(HK) numeric
@attribute mean_Spectral_Dissonance(S) numeric
@attribute std_Spectral_Dissonance(S) numeric
@attribute mean_Timbral_Width numeric
@attribute std_Timbral_Width numeric
@attribute mean_Tonal_Dissonance(HK) numeric
@attribute std_Tonal_Dissonance(HK) numeric
@attribute mean_Tonal_Dissonance(S) numeric
@attribute std_Tonal_Dissonance(S) numeric
@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric
@attribute output {happy,nothappy}

@data
0.048118,-49.510742,0.233127,0.123008,1.95322,0.41607,0.27941,0.131265,0.434932,1.062699,2.562406,0.549839,0.980032,0.221196,0.217328,0.195069,0.184907,6.013943,0.417317,0.284842,0.000084,0.000095,0.384319,0.46522,0.530654,0.927084,1.521522,0.100359,0.084235,0.08781,0.07452,0.07747,0.074722,0.092053,0.000083,0.158514,0.035748,0.02806,0.027156,0.210364,36.151224,69.051397,36.327944,1.007972,69.17708,4.586864,1.331623,0.89531,1.032066,0.891823,0.047334,31.91611,5.937405,296.3342,1.644056,0.042874,0.128608,0.291457,0.000309,0.004096,1423.59,1.065404,0,0.958056,0.132802,0,0.040212,0.002349,488.5737,397544,happy
0.103764,-45.066032,-0.037999,-0.090545,1.979202,0.381883,0.266278,0.205464,0.46904,1.057811,2.574936,0.465572,0.850302,0.220892,0.193717,0.164654,0.165938,5.79781,0.467911,0.301892,0.000167,0.00016,0.551313,0.462728,0.735247,1.10183,3.162935,0.117708,0.106754,0.091725,0.091122,0.089316,0.069868,0.091807,0.000156,0.112147,0.030777,0.030397,0.037836,0.211299,47.309314,40.295535,70.194557,1.005212,86.07135,5.585228,1.483119,0.556932,0.856953,0.892559,0.138451,84.923,5.160961,382.3083,1.027562,0.020884,0.016802,0.21958,0.00025,0.012491,4878.007,0.715041,0,0.916112,0.117635,0,0.076902,0.002941,1097.646,415001.3,happy
0.036949,-53.115056,0.219885,0.202635,2.016413,0.306082,0.584231,0.144834,0.391685,0.927306,2.53924,0.487986,0.561431,0.204892,0.199807,0.134883,0.138426,6.172248,0.45909,0.223543,0.000017,0.000017,0.376422,0.399493,0.609209,0.98571,2.959972,0.106902,0.1098,0.083153,0.052094,0.054935,0.060241,0.073669,0.000028,0.131251,0.038433,0.035931,0.038332,0.215806,13.141518,24.54421,14.228981,1.004034,74.77005,3.787186,1.137948,0.583041,0.695549,0.885154,0.124747,181.2457,7.354431,154.6412,0.577196,0.013179,0.034398,0.036694,0.000171,0.005789,27642.66,0.809856,0,0.892144,0.109743,0,0.096287,0.002453,417.8757,11999.76,happy
0.055174,-44.304539,0.57349,-0.251143,1.787478,0.461847,0.284845,0.173183,0.448454,1.035777,2.554269,0.457724,0.831492,0.219007,0.205822,0.186651,0.178864,5.106396,0.641517,0.224927,0.000172,0.000214,0.321542,0.468103,0.522494,0.67014,1.24885,0.097734,0.091236,0.085715,0.075972,0.069323,0.072084,0.090812,0.00032,0.080716,0.040296,0.034947,0.024468,0.215376,37.481228,68.797397,51.431209,1.004807,80.67464,5.037358,1.38316,0.688401,0.989376,0.895173,0.091753,40.29642,5.643443,185.8437,0.333651,0.006622,0.018022,0.170438,0.000129,0.009734,1617.265,0.422185,0,0.823569,0.102676,0,0.1454,0.004435,621.8575,87139.46,happy
0.068349,-49.572358,0.361229,0.41657,1.860254,0.312288,0.327414,0.160301,0.435969,1.041889,2.591527,0.460808,0.758084,0.194048,0.186811,0.148743,0.15254,6.20588,0.613457,0.337352,0.000029,0.000035,0.358211,0.506162,0.565262,0.86363,2.071906,0.125834,0.10669,0.074889,0.064152,0.078802,0.079002,0.099349,0.000059,0.108621,0.047504,0.037311,0.029734,0.21114,14.97642,19.416526,16.78428,1.002665,78.22926,5.094892,1.404989,0.585046,0.663585,0.885657,0.18134,155.0245,5.631642,362.4631,2.469506,0.060546,0.041851,0.058831,0.000194,0.007929,8223.159,1.090486,0,0.930093,0.105975,0,0.065063,0.00337,775.879,359895.8,happy
0.078949,-40.608751,0.585032,0.298705,1.80093,0.479987,0.254322,0.210457,0.504296,1.07777,2.571289,0.445453,0.883978,0.206535,0.212849,0.186078,0.176681,4.556593,0.310433,0.188289,0.000202,0.000216,0.245689,0.49874,0.465152,0.649753,0.889043,0.094651,0.075944,0.071885,0.066929,0.066077,0.075935,0.096104,0.000177,0.090533,0.029469,0.033454,0.027078,0.215286,58.240693,52.800661,51.990499,1.003304,90.57838,6.007513,1.503901,0.629767,1.254309,0.901576,0.130671,40.78744,5.309531,72.54185,0.375096,0.00844,0.012813,0.129058,0.000046,0.01978,1552.493,0.182121,0,0.992676,0.110508,0,0.007275,0.002805,741.6727,105974.3,happy
0.104286,-49.223805,0.923952,0.173512,1.913594,0.458806,0.227074,0.201275,0.505582,1.065719,2.551341,0.500798,0.840566,0.21666,0.195368,0.172158,0.156991,6.018652,0.562457,0.281012,0.000032,0.000034,0.268748,0.465511,0.53108,0.986391,1.632888,0.103471,0.106212,0.085109,0.086292,0.079826,0.079503,0.093901,0.000021,0.113854,0.039225,0.030242,0.026451,0.212006,33.317613,27.950102,45.199345,1.004722,117.6718,7.551327,1.629182,0.545184,1.822215,0.897822,0.247826,133.2849,5.498213,700.2926,2.568551,0.032757,0.020621,0.425808,0.000143,0.043775,15660.79,0.756178,0,0.952064,0.129677,0,0.045669,0.003164,1144.496,604507.6,happy
0.036854,-52.530765,0.105159,0.307312,1.879781,0.47132,0.325727,0.129867,0.46864,1.090588,2.590486,0.4881,0.78348,0.221359,0.201097,0.192191,0.195976,6.070783,0.394627,0.204546,0.00003,0.000029,0.219702,0.436045,0.478933,1.060493,0.929772,0.097436,0.088003,0.074431,0.083844,0.085331,0.072327,0.087955,0.000034,0.103508,0.033575,0.036218,0.027321,0.216899,39.684301,41.341747,27.187452,1.006158,67.6911,4.485341,1.324808,0.933687,1.096067,0.895648,0.091791,43.86408,5.880656,177.8518,0.677965,0.018347,0.168869,0.289824,0.000236,0.010696,3224.476,0.711463,0,0.830226,0.115954,0,0.141045,0.004443,395.7743,57536.1,happy
0.060893,-44.915631,-0.599996,0.227525,1.853637,0.444816,0.250069,0.181209,0.497308,1.110989,2.58003,0.432094,0.744088,0.192846,0.176723,0.175001,0.166222,5.726387,0.610815,0.320756,0.000156,0.000174,0.267914,0.497305,0.640098,1.222851,1.20188,0.115261,0.124529,0.103825,0.093414,0.095448,0.075094,0.091037,0.00009,0.120178,0.03995,0.039222,0.029698,0.214096,49.020699,65.753691,40.013103,1.004744,78.15657,5.490399,1.495618,0.498877,0.736123,0.894203,0.106124,84.03548,5.182431,205.3143,0.71872,0.017656,0.013955,0.183854,0.000181,0.008335,3284.397,0.422047,0,0.936085,0.104033,0,0.05987,0.003121,656.6555,183193.4,happy
0.068565,-48.702406,-0.239487,-0.016727,1.945924,0.428209,0.290326,0.179402,0.480466,1.070495,2.563717,0.536163,0.793449,0.237853,0.214044,0.204865,0.200166,5.789911,0.520701,0.321352,0.000058,0.000059,0.60823,0.500816,0.671002,0.866306,1.429425,0.12376,0.101906,0.110302,0.085558,0.094124,0.069681,0.087263,0.000041,0.112207,0.045114,0.039077,0.034029,0.215197,37.999075,38.244933,59.274677,1.006071,83.7156,5.47561,1.450206,0.624352,1.076006,0.894483,0.06254,28.22911,5.477852,279.3618,0.827207,0.020492,0.034618,0.349677,0.000271,0.009514,1484.38,0.794193,0,0.92743,0.116804,0,0.067348,0.003233,740.5067,330368.2,happy
0.081322,-44.162285,0.235541,-0.456518,1.919251,0.364883,0.258727,0.184596,0.457659,1.057777,2.552199,0.482901,0.704039,0.205128,0.179222,0.149534,0.143782,5.052213,0.40282,0.242103,0.000207,0.00018,0.528913,0.508353,0.598172,0.897237,1.447909,0.14487,0.10314,0.059506,0.065592,0.062657,0.069292,0.087523,0.000153,0.165928,0.035941,0.036265,0.024134,0.210224,26.659736,25.244869,32.685877,1.002607,95.20202,5.872113,1.472462,0.518069,0.847506,0.891836,0.118978,113.5938,5.513315,43.3441,0.319721,0.008891,0.010594,0.049069,0.00011,0.007928,6617.293,0.2761,0,0.560586,0.073546,0,0.246494,0.005423,955.0565,118526.2,happy
0.098822,-43.784518,0.624712,0.356126,1.807083,0.402351,0.233335,0.208771,0.537073,1.042707,2.575369,0.547329,0.90917,0.214794,0.216128,0.193847,0.187429,5.076958,0.45151,0.351619,0.000188,0.000064,0.365699,0.418593,0.686236,0.801819,1.439812,0.102605,0.088417,0.096992,0.072815,0.068467,0.082115,0.090997,0.000084,0.102452,0.03647,0.036817,0.020979,0.214504,56.809428,46.235713,88.075826,1.00542,96.72982,6.406372,1.55795,0.499994,1.104881,0.888813,0.131037,34.71898,5.120555,190.7796,0.641159,0.009176,0.011884,0.09451,0.000103,0.027176,1442.799,0.238695,0,0.895473,0.133209,0,0.093664,0.004036,1114.863,173083.1,happy
0.066218,-42.896706,0.369248,0.012489,1.869877,0.373838,0.267443,0.177211,0.51166,1.051542,2.569367,0.405387,0.687152,0.211297,0.192482,0.188059,0.195544,4.93266,0.381689,0.144933,0.000133,0.000133,0.292483,0.396971,0.588823,0.874703,1.046844,0.105234,0.087056,0.100719,0.066351,0.071397,0.075933,0.089369,0.000088,0.106755,0.030129,0.034563,0.029677,0.213265,46.815034,78.676377,67.269164,1.00556,89.30832,5.947084,1.49943,0.55797,1.145207,0.898877,0.115169,62.48883,5.31117,74.59925,0.20177,0.003887,0.013296,0.174779,0.000076,0.010133,3188.879,0.157071,0,0.858855,0.114857,0,0.121304,0.004164,724.3481,66162.13,happy
0.02257,-47.295904,0.886813,0.444486,1.870951,0.512486,0.429914,0.095721,0.460944,1.045,2.540618,0.431116,0.8105,0.232484,0.200287,0.17328,0.174948,5.745694,0.438924,0.155044,0.00051,0.000576,0.146149,0.323051,0.435445,0.764421,2.031443,0.09423,0.076813,0.093829,0.065201,0.074528,0.067795,0.086332,0.000247,0.099888,0.036079,0.028592,0.028493,0.209963,69.634441,41.990941,47.966453,1.003419,61.00698,4.126602,1.260169,1.097087,0.94897,0.896309,0.032355,13.70494,5.982737,188.7387,1.012064,0.031468,0.266658,0.166127,0.000254,0.004588,484.6476,0.779908,0,0.920107,0.10812,0,0.073559,0.003761,249.9736,61163.39,happy
0.040689,-45.372523,0.531758,0.36575,1.866714,0.520556,0.291055,0.146344,0.462584,1.081646,2.548754,0.452934,0.800861,0.215743,0.187104,0.170462,0.166642,5.524869,0.583343,0.284649,0.00017,0.000169,0.218239,0.350243,0.593933,0.683012,0.995413,0.093132,0.099814,0.096703,0.074154,0.074743,0.080734,0.096381,0.000201,0.094318,0.043246,0.03873,0.025634,0.218158,65.915586,97.895277,109.09593,1.008094,69.84287,4.77536,1.365756,0.83397,0.994561,0.899404,0.07254,29.51966,5.54783,329.4914,1.198254,0.024676,0.069601,0.264603,0.000228,0.009549,1094.5,0.53046,0,0.950067,0.114546,0,0.047472,0.00276,429.4395,125957.5,happy
0.052209,-48.739727,0.457657,0.23061,1.942993,0.414813,0.310497,0.162957,0.417249,0.987195,2.546132,0.433938,0.762746,0.226621,0.181375,0.160931,0.138095,5.820278,0.366939,0.231732,0.000068,0.000097,0.291889,0.496194,0.565231,0.741265,2.019469,0.108462,0.094715,0.06739,0.062128,0.078296,0.069911,0.088134,0.000045,0.111115,0.039751,0.024684,0.040264,0.217388,20.196738,19.206043,19.384527,1.002615,102.2511,5.395835,1.335012,0.629979,1.227542,0.89234,0.135425,122.5989,6.725454,485.686,1.497604,0.018636,0.018062,0.133585,0.000145,0.007631,6200.618,0.46822,0,0.963382,0.146559,0,0.0353,0.00177,607.018,35342.83,happy
0.054762,-53.370942,0.415374,0.462896,1.931643,0.391894,0.330752,0.155544,0.445537,1.091561,2.589898,0.489188,0.935964,0.211296,0.187222,0.168269,0.173198,6.185983,0.375046,0.243492,0.000008,0.000011,0.400533,0.481965,0.41388,0.659101,1.308378,0.093784,0.079435,0.066426,0.082118,0.081743,0.077791,0.095138,0.000019,0.159215,0.031592,0.022884,0.031291,0.217798,27.549737,42.116596,23.756372,1.006918,75.33052,5.128821,1.426904,0.670833,0.838527,0.89674,0.080394,36.47626,5.33032,449.7857,1.735665,0.032743,0.048091,0.278805,0.000189,0.006837,1143.985,0.630745,0,0.696405,0.087681,0,0.211566,0.005832,622.8429,260860.2,happy
0.131046,-44.391843,-0.11516,0.507105,1.839414,0.38671,0.232527,0.219167,0.549307,1.07365,2.539108,0.48475,0.733064,0.198526,0.194732,0.180815,0.187624,5.115008,0.535439,0.410708,0.000037,0.00007,0.365684,0.445316,0.639697,0.788196,1.612219,0.109789,0.110325,0.10201,0.052631,0.079724,0.076197,0.093659,0.000034,0.107004,0.043143,0.033177,0.020992,0.21387,36.276346,56.74724,33.377172,1.004157,105.7266,7.084642,1.625781,0.472519,1.155612,0.89537,0.134282,60.09341,5.010552,141.4347,0.70685,0.009603,0.005915,0.09833,0.000048,0.01787,3073.247,0.123744,0,0.691079,0.091458,0,0.213631,0.005655,1403.105,190730.5,happy
0.041665,-45.169218,0.56901,-0.069026,1.715148,0.4971,0.297986,0.14775,0.420153,1.059486,2.559404,0.383363,0.735795,0.195531,0.183877,0.174177,0.159152,5.072249,0.405097,0.18588,0.000151,0.00019,0.223506,0.371057,0.524871,0.488361,1.146456,0.104626,0.078353,0.09755,0.060063,0.059541,0.068041,0.088814,0.000097,0.103148,0.041883,0.029803,0.026129,0.216633,35.153768,40.049004,53.094678,1.003507,80.40963,4.623583,1.278807,0.823464,1.166066,0.897269,0.082574,61.39973,6.634637,104.9832,0.485453,0.013454,0.037677,0.115454,0.000132,0.005505,4278.604,0.460435,0,0.98735,0.126022,0,0.012498,0.002381,438.1311,29524.24,happy
0.035082,-49.018345,0.357585,0.094256,1.810141,0.473978,0.319284,0.111857,0.515533,1.071299,2.593694,0.439673,0.76326,0.205119,0.189622,0.170703,0.165907,6.204394,0.547965,0.205359,0.000163,0.000194,0.169091,0.410704,0.557613,0.731628,1.147307,0.107008,0.095356,0.086995,0.082837,0.084163,0.079858,0.096013,0.000138,0.085179,0.040314,0.040601,0.028928,0.214452,65.677032,79.095162,113.75699,1.010862,73.54925,5.244412,1.433432,0.747278,1.012044,0.894927,0.080685,51.01553,5.488026,315.7673,1.639783,0.040615,0.195753,0.464298,0.000215,0.01208,7851.133,1.196249,0,0.948069,0.096073,0,0.049267,0.002843,384.6033,184109.4,happy
0.090479,-53.274982,0.217828,0.170475,1.973063,0.311283,0.265264,0.160448,0.501975,1.09414,2.602237,0.592589,0.971111,0.227989,0.233289,0.2091,0.20284,6.699496,0.529199,0.348108,0.000015,0.000023,0.498275,0.482376,0.636114,0.793337,1.15555,0.101765,0.071702,0.083327,0.073536,0.072296,0.085599,0.102679,0.000041,0.111338,0.040459,0.031669,0.019846,0.214703,27.226659,20.590622,21.13468,1.004587,78.29074,5.927246,1.608617,0.465985,0.684667,0.884828,0.045766,22.5359,4.373337,975.3502,2.34719,0.035612,0.02069,0.568416,0.000304,0.00498,919.6056,1.157962,0,0.509987,0.075725,0,0.250067,0.006497,1042.731,675164.3,happy
0.066246,-44.348957,0.568332,0.158035,1.906168,0.417811,0.300885,0.182345,0.479375,1.104165,2.574956,0.427406,0.791041,0.211502,0.196189,0.163529,0.166228,5.367159,0.48533,0.282717,0.000098,0.000106,0.279898,0.500937,0.612455,0.901014,1.209758,0.103647,0.115565,0.092373,0.070618,0.077403,0.079555,0.093276,0.000128,0.108966,0.043829,0.029122,0.028236,0.215385,39.867254,34.189653,65.191952,1.004748,83.70559,5.574648,1.459339,0.62469,1.028929,0.89983,0.150648,87.69752,5.433894,224.2869,1.066571,0.020525,0.021264,0.232926,0.000132,0.019088,8316.054,0.417084,0,0.967377,0.113369,0,0.03158,0.00263,657.3603,130308.9,happy
0.050996,-44.954888,0.172325,0.256131,1.852626,0.540629,0.253122,0.139619,0.523361,1.085006,2.558077,0.396608,0.695915,0.219991,0.186617,0.162215,0.155374,5.260646,0.403936,0.064851,0.000434,0.000478,0.149905,0.313714,0.422085,0.603808,1.205382,0.116234,0.076169,0.068531,0.069798,0.063348,0.076222,0.091687,0.000358,0.111762,0.025429,0.029583,0.026071,0.21449,103.354307,84.05376,171.849522,1.011009,65.82259,5.17983,1.497559,0.633523,0.72345,0.902286,0.1131,38.72944,4.533344,209.5121,1.013439,0.021164,0.027729,0.361666,0.00008,0.016913,1596.142,0.332934,0,0.788948,0.070486,0,0.16662,0.002886,539.3978,148836.3,happy
0.10216,-43.394663,0.510793,-0.053206,1.834396,0.526529,0.283015,0.208962,0.499037,1.043539,2.580771,0.436226,0.650368,0.216045,0.196849,0.165599,0.155914,4.920072,0.312563,0.208947,0.000061,0.000054,0.311395,0.326598,0.389337,0.638354,1.410857,0.100124,0.083734,0.076166,0.063763,0.062104,0.073697,0.089827,0.00006,0.130477,0.038749,0.02285,0.028363,0.215887,23.57905,44.463398,36.404879,1.004319,98.1866,6.339528,1.538082,0.577425,1.098391,0.897738,0.185621,62.80763,5.178081,88.47658,0.323085,0.005899,0.005033,0.118852,0.000039,0.03413,4516.604,0.163362,0,0.905459,0.131062,0,0.08566,0.00407,1139.978,132741.7,happy
0.084194,-46.72605,0.424463,-0.348701,1.888273,0.413711,0.25498,0.171138,0.471372,1.085122,2.53924,0.593731,0.85489,0.232775,0.219043,0.195933,0.196689,5.49785,0.505848,0.245704,0.000248,0.000279,0.389716,0.431494,0.456013,0.935552,1.691207,0.111334,0.090411,0.086308,0.070742,0.063409,0.075752,0.093844,0.000282,0.090324,0.031663,0.043965,0.028051,0.205799,67.004406,90.559518,56.929318,1.007214,103.9278,6.688516,1.55803,0.587914,1.361687,0.897203,0.061593,32.80141,5.638134,454.1705,2.351585,0.047693,0.029215,0.461929,0.000194,0.008051,2569.259,1.604256,0,0.83755,0.090126,0,0.136151,0.003903,896.3665,597847.5,happy
0.05752,-46.699653,0.301671,-0.16638,1.970659,0.376132,0.196208,0.166945,0.451101,1.061109,2.580877,0.453169,0.778653,0.22464,0.207992,0.188351,0.175078,5.570597,0.553114,0.414734,0.000159,0.000188,0.735088,0.492315,0.724419,1.058142,2.056311,0.175943,0.122539,0.083259,0.071729,0.074311,0.07827,0.092387,0.000182,0.122471,0.039871,0.035043,0.022326,0.215224,33.470673,45.721217,56.853467,1.004671,79.6132,5.24231,1.436208,0.619992,0.971825,0.892048,0.058365,29.05301,5.324391,211.7676,0.668522,0.017179,0.023401,0.145209,0.000209,0.004638,810.7425,0.682523,0,0.788948,0.130246,0,0.16662,0.005842,681.06,166738.1,happy
0.025316,-49.215807,1.079173,0.566463,2.147008,0.383219,0.385644,0.083837,0.471068,1.08636,2.549434,0.461599,0.819783,0.222672,0.207902,0.172383,0.174535,5.772576,0.692825,0.309498,0.000452,0.000517,0.182712,0.653507,0.518573,1.010141,1.755757,0.1191,0.113493,0.085167,0.10325,0.105134,0.073321,0.087425,0.000172,0.120638,0.048237,0.046567,0.025331,0.212333,23.875616,24.986525,29.029182,1.003184,63.1083,4.101182,1.232148,1.036837,0.964795,0.880928,0.057168,102.7055,6.641214,148.4224,1.237782,0.042446,0.263028,0.155007,0.000378,0.002719,9521.869,1.517799,0,0.994674,0.144555,0,0.005301,0.001315,287.1901,78123.69,happy
0.084194,-46.72605,0.424463,-0.348701,1.888273,0.413711,0.25498,0.171138,0.471372,1.085122,2.53924,0.593731,0.85489,0.232775,0.219043,0.195933,0.196689,5.49785,0.505848,0.245704,0.000248,0.000279,0.389716,0.431494,0.456013,0.935552,1.691207,0.111334,0.090411,0.086308,0.070742,0.063409,0.075752,0.093844,0.000282,0.090324,0.031663,0.043965,0.028051,0.205799,67.004406,90.559518,56.929318,1.007214,103.9278,6.688516,1.55803,0.587914,1.361687,0.897203,0.061593,32.80141,5.638134,454.1705,2.351585,0.047693,0.029215,0.461929,0.000194,0.008051,2569.259,1.604256,0,0.83755,0.090126,0,0.136151,0.003903,896.3665,597847.5,happy
0.071746,-46.377117,0.469984,0.203952,1.809966,0.398889,0.228973,0.172613,0.456255,1.066395,2.548819,0.485803,0.822187,0.218861,0.199494,0.18407,0.172163,5.462844,0.713159,0.360168,0.000162,0.000181,0.356367,0.449752,0.604751,0.838475,1.265853,0.111809,0.097067,0.072007,0.079971,0.07117,0.075576,0.095511,0.000116,0.097979,0.037352,0.038857,0.022555,0.211936,32.471737,89.527023,39.557614,1.005861,83.86996,5.367997,1.430884,0.639173,1.093512,0.895175,0.086456,43.01379,5.603858,410.9815,0.962518,0.020859,0.051533,0.340169,0.000248,0.008168,1515.945,0.985852,0,0.971372,0.129379,0,0.027827,0.002495,797.1929,227778.5,happy
0.0975,-47.096098,0.503779,0.360276,1.792345,0.303404,0.212541,0.204165,0.46463,1.070143,2.517204,0.507387,0.735264,0.216939,0.185796,0.155544,0.158988,5.447856,0.348602,0.164419,0.000144,0.000164,0.569818,0.376223,0.554563,0.834049,1.422175,0.113816,0.091574,0.077577,0.084196,0.06157,0.072838,0.090315,0.000083,0.122382,0.034309,0.034118,0.023972,0.211893,62.219821,37.397414,90.403196,1.008523,116.4624,6.936955,1.535334,0.556948,1.667543,0.900973,0.114007,71.74384,5.932338,675.8551,1.875698,0.02067,0.02352,0.864019,0.000129,0.011922,5125.443,1.062026,0,0.908788,0.127124,0,0.082947,0.003634,965.2411,250799.5,happy
0.048844,-47.451076,0.244292,0.349779,1.759925,0.449762,0.332487,0.155079,0.479766,1.046725,2.59995,0.429256,0.787192,0.203209,0.198031,0.164641,0.157765,5.453669,0.616479,0.2109,0.000082,0.000092,0.253086,0.40361,0.606054,0.596052,1.250045,0.100252,0.098078,0.066584,0.07579,0.060208,0.070136,0.08785,0.00006,0.094742,0.029505,0.034296,0.022915,0.216105,29.502485,33.342964,49.101689,1.004761,71.64054,4.646578,1.345386,0.685453,0.758444,0.902204,0.136457,79.79763,5.567766,84.66231,0.349451,0.010351,0.024168,0.057774,0.000113,0.013503,5089.761,0.404236,0,0.890147,0.0911,0,0.097851,0.002756,535.9121,48715.83,happy
0.048767,-45.703169,0.40547,0.244243,1.761503,0.473732,0.262763,0.169209,0.483974,1.071016,2.553234,0.447063,0.797904,0.213524,0.201679,0.189641,0.157422,5.306125,0.417868,0.111545,0.000124,0.000141,0.238196,0.372613,0.479189,0.650104,1.506834,0.10547,0.082197,0.093187,0.085114,0.082836,0.07461,0.09092,0.000222,0.142117,0.030327,0.02656,0.027296,0.214903,50.53791,90.317959,67.782537,1.005432,74.19657,5.269312,1.46534,0.654088,0.902869,0.902451,0.10018,28.41234,4.988791,241.6206,0.59062,0.009937,0.015788,0.248658,0.00013,0.013834,928.566,0.408181,0,0.763649,0.103281,0,0.18061,0.005608,523.511,113563.8,happy
0.040866,-47.952724,0.139109,0.272911,1.893298,0.414771,0.25485,0.144965,0.495951,1.077236,2.56869,0.471708,0.746626,0.208818,0.190788,0.170318,0.160488,5.671041,0.504287,0.248386,0.000048,0.000057,0.228892,0.539605,0.645549,1.038354,1.537497,0.101773,0.102217,0.101352,0.072229,0.078048,0.076248,0.090251,0.000048,0.086237,0.040146,0.04058,0.027258,0.216442,29.320734,25.731317,47.449797,1.004562,71.21446,4.907515,1.399333,0.616904,0.743396,0.89885,0.132677,94.49885,5.325972,129.5567,0.384878,0.010646,0.020323,0.1185,0.000117,0.008503,4108.718,0.537608,0,0.881491,0.097566,0,0.104534,0.003856,458.0042,71053.69,happy
