@attribute mfcc_sma_de[12]_maxPos numeric
@attribute mfcc_sma_de[12]_kurtosis numeric
@attribute pcm_zcr_sma_de_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute F0_sma_de_maxPos numeric
@attribute output {high,nothigh}

@data

0.018398,-4.718195,-4.329246,-22.06511,-4.563268,34.93256,-23.82191,-6.217769,32.13853,37.22583,39.64577,-15.44002,-24.31644,0.021779,0.000001,0.077055,3.506103,19.61884,0.678714,2386,13.27881,-2.748914,-0.002408,0.376834,4.813431,6.850595,4.339798,1657,3.539713,4.594743,3.230084,4.324751,8.864361,3.496516,203,3.640935,0.063884,-0.091894,-0.00004,18.65761,0.125848,3.971519,1108,nothigh
0.018398,-4.718195,-4.329246,-22.06511,-4.563268,34.93256,-23.82191,-6.217769,32.13853,37.22583,39.64577,-15.44002,-24.31644,0.021779,0.000001,0.077055,3.506103,19.61884,0.678714,2386,13.27881,-2.748914,-0.002408,0.376834,4.813431,6.850595,4.339798,1657,3.539713,4.594743,3.230084,4.324751,8.864361,3.496516,203,3.640935,0.063884,-0.091894,-0.00004,18.65761,0.125848,3.971519,1108,nothigh
0.003414,-4.124396,-4.055043,-20.31912,-2.146951,36.61767,-25.45348,-8.24401,36.68935,39.42455,37.91523,-15.1492,-26.78337,0.017544,0.000003,0.06147,1.124911,4.481708,0.731093,2030,4.804337,-3.981239,0.000775,1.464638,4.456542,9.71179,3.913319,599,3.736418,7.49157,4.045662,5.852251,10.67541,3.701308,513,3.323428,0.05366,-0.054325,-0.000001,8.02811,0.144631,3.306049,2578,nothigh
0.003414,-4.124396,-4.055043,-20.31912,-2.146951,36.61767,-25.45348,-8.24401,36.68935,39.42455,37.91523,-15.1492,-26.78337,0.017544,0.000003,0.06147,1.124911,4.481708,0.731093,2030,4.804337,-3.981239,0.000775,1.464638,4.456542,9.71179,3.913319,599,3.736418,7.49157,4.045662,5.852251,10.67541,3.701308,513,3.323428,0.05366,-0.054325,-0.000001,8.02811,0.144631,3.306049,2578,nothigh
0.019518,-8.06297,-8.319716,-21.9993,-4.189396,36.63002,-22.48775,-3.187869,33.1994,40.65594,33.89143,-23.66492,-26.61034,0.019964,-0.000002,0.086505,4.809927,31.89447,0.779134,1427,7.404917,-6.821088,-0.000447,1.083481,6.385749,9.370955,5.557989,958,5.424589,4.652092,3.828478,4.931455,10.79784,4.312815,389,4.327819,0.106473,-0.118754,-0.000024,20.81617,0.133169,5.97225,838,nothigh
0.019518,-8.06297,-8.319716,-21.9993,-4.189396,36.63002,-22.48775,-3.187869,33.1994,40.65594,33.89143,-23.66492,-26.61034,0.019964,-0.000002,0.086505,4.809927,31.89447,0.779134,1427,7.404917,-6.821088,-0.000447,1.083481,6.385749,9.370955,5.557989,958,5.424589,4.652092,3.828478,4.931455,10.79784,4.312815,389,4.327819,0.106473,-0.118754,-0.000024,20.81617,0.133169,5.97225,838,nothigh
0.069561,-1.918837,-2.138849,-10.96034,2.017691,34.05299,-16.88349,1.270964,22.90092,29.94163,34.14724,-16.50096,-16.03576,0.006655,0,0.122889,1.049257,5.99403,0.695009,2598,6.714725,-2.729402,0.000879,0.83915,4.233118,6.753423,4.680591,305,4.233024,5.315085,4.661362,3.679393,7.825962,3.648424,1500,3.153322,0.086751,-0.077374,0.000032,7.165948,0.146119,4.797427,319,nothigh
0.012331,2.617545,3.051675,-20.34103,-2.791209,36.20309,-24.41689,-1.039955,40.02403,40.24932,36.07619,-14.31779,-14.79892,0.006655,-0.000006,0.083155,3.509102,19.64233,0.761099,1942,11.29186,-6.930679,-0.004313,1.069151,5.675951,9.154803,5.634166,2063,3.885221,4.868922,4.08811,4.700716,9.331987,3.731601,2138,3.948083,0.107018,-0.09631,0.000015,17.39543,0.15907,5.274794,1102,nothigh
0.000964,0.595627,2.925677,-18.44784,-5.389142,31.41095,-17.58931,-4.240114,30.83823,33.32883,34.38849,-24.63656,-18.16412,0.012099,0.000005,0.055188,1.274539,6.128472,0.770664,2631,19.26308,-4.159213,-0.001899,0.807856,4.608084,6.566503,4.149956,1103,4.425796,3.648533,3.605315,4.845697,10.14367,4.271929,593,3.538209,0.030974,-0.039141,-0.000011,6.137106,0.130534,4.9257,1650,nothigh
0.084924,-7.665974,-8.217117,-8.709546,1.523488,29.23731,-10.18207,1.412576,13.80147,26.72816,22.66244,-12.38345,-15.57556,0.022989,-0.000005,0.143297,-0.179175,4.344303,0.400591,2192,7.087893,-2.106175,-0.00019,0.418984,5.00503,5.287126,3.3038,284,3.105022,4.587068,3.133624,3.982923,7.633936,3.30946,1984,3.548694,0.032849,-0.044707,-0.000022,5.017441,0.086444,4.311548,0,nothigh
0.048316,-2.69524,-0.551413,-18.97994,-0.23411,42.09571,-24.36889,-1.300188,30.06856,34.96068,34.43719,-22.08876,-22.88277,0.011494,0.000028,0.105092,1.456348,6.532453,0.768,2917,5.201529,-3.95132,-0.001495,1.334313,5.493851,10.28892,5.493062,2289,4.199566,5.884597,4.356263,5.027346,10.50884,3.943884,1935,3.602185,0.115124,-0.084029,0.000016,8.901937,0.166412,7.258236,1591,nothigh
0.048316,-2.69524,-0.551413,-18.97994,-0.23411,42.09571,-24.36889,-1.300188,30.06856,34.96068,34.43719,-22.08876,-22.88277,0.011494,0.000028,0.105092,1.456348,6.532453,0.768,2917,5.201529,-3.95132,-0.001495,1.334313,5.493851,10.28892,5.493062,2289,4.199566,5.884597,4.356263,5.027346,10.50884,3.943884,1935,3.602185,0.115124,-0.084029,0.000016,8.901937,0.166412,7.258236,1591,nothigh
0.048316,-2.69524,-0.551413,-18.97994,-0.23411,42.09571,-24.36889,-1.300188,30.06856,34.96068,34.43719,-22.08876,-22.88277,0.011494,0.000028,0.105092,1.456348,6.532453,0.768,2917,5.201529,-3.95132,-0.001495,1.334313,5.493851,10.28892,5.493062,2289,4.199566,5.884597,4.356263,5.027346,10.50884,3.943884,1935,3.602185,0.115124,-0.084029,0.000016,8.901937,0.166412,7.258236,1591,nothigh
0.016679,0.650123,0.239537,-17.38268,-1.883668,30.34174,-17.32639,-3.756497,20.69891,34.03539,30.51261,-15.6356,-13.02514,0.025408,0.000003,0.090578,1.069535,4.887642,0.719559,1407,5.557408,-2.709291,-0.000296,0.48589,4.170592,5.889753,3.600786,1445,3.339076,4.139892,3.171137,3.624821,8.285979,3.033685,1527,3.229249,0.053055,-0.052995,-0.00001,6.575039,0.123352,6.247842,282,nothigh
0.016679,0.650123,0.239537,-17.38268,-1.883668,30.34174,-17.32639,-3.756497,20.69891,34.03539,30.51261,-15.6356,-13.02514,0.025408,0.000003,0.090578,1.069535,4.887642,0.719559,1407,5.557408,-2.709291,-0.000296,0.48589,4.170592,5.889753,3.600786,1445,3.339076,4.139892,3.171137,3.624821,8.285979,3.033685,1527,3.229249,0.053055,-0.052995,-0.00001,6.575039,0.123352,6.247842,282,nothigh
0.019524,-2.523865,-1.604117,-14.35519,4.949752,36.40728,-22.2859,1.67605,45.05502,39.39627,34.66283,-14.48285,-16.88715,0.00605,0.000002,0.045405,1.971929,11.08184,0.75928,1914,5.714435,-5.047498,0.005071,0.743326,6.181757,8.829763,4.802136,492,3.910434,4.944942,4.940501,4.249791,9.492918,3.828876,1127,3.605346,0.057229,-0.050756,0.000053,8.879127,0.144391,5.236949,1145,nothigh
0.004796,2.789898,4.097074,-6.211187,6.965638,32.26261,-16.87251,-0.826869,15.35893,31.67473,33.84176,-15.20616,-13.39435,0.00484,0.000001,0.029672,1.897955,7.756694,0.645468,1437,9.310512,-1.782372,0.004641,0.335785,10.4906,6.717958,5.413682,369,3.387987,4.234347,3.651202,3.444113,6.729748,3.15754,2623,3.079212,0.016999,-0.022444,-0.000024,6.950554,0.098179,4.165521,62,nothigh
0.041783,-3.029167,-3.715054,-7.948706,-0.631725,17.29974,-12.03015,-2.386353,11.08006,23.87682,23.08435,-11.21591,-16.09708,0.026013,0.000007,0.076608,1.853078,8.139236,0.4389,1554,10.35944,-1.969719,0.001444,0.215469,4.032107,4.234663,3.458258,2803,2.961694,3.014805,2.945055,3.104944,5.641361,2.967867,656,2.828755,0.040956,-0.028494,-0.000006,6.974383,0.076171,5.058128,529,nothigh
0.034218,1.644029,1.6078,-7.346641,6.561622,40.37357,-17.99987,0.697427,35.0098,37.62504,31.24025,-12.78623,-15.14982,0.00363,0,0.03885,3.123976,16.36378,0.650772,1751,10.17386,-4.684227,-0.003499,1.382193,5.719999,8.48899,3.337388,607,3.823184,6.746961,4.019691,4.346704,8.277571,3.41505,1397,3.05354,0.060133,-0.065699,-0.000078,13.64227,0.137713,4.278048,1957,nothigh
0.02116,-1.779118,0.196502,-12.28018,1.757683,32.44014,-18.80553,-5.53223,23.04072,33.70094,27.05968,-18.47169,-19.58133,0.014519,0.000015,0.086724,1.151422,5.937212,0.676007,1555,6.700813,-2.829048,-0.002149,0.667442,5.143626,5.540488,3.657302,71,4.224276,5.868432,4.197802,4.153049,8.932007,3.555544,1196,3.576311,0.086509,-0.073503,0.000003,11.06802,0.117265,4.348389,949,nothigh
0.008955,-6.692908,-5.590516,-18.21107,-0.554273,46.16368,-32.04398,-11.08729,36.06924,45.53949,44.48482,-27.76695,-16.0647,0.018149,-0.000001,0.056213,4.363055,30.40651,0.722251,2360,38.79245,-5.708919,-0.001508,0.502907,7.158008,6.592758,4.485594,2669,3.638249,4.671189,3.860132,5.204191,9.21056,3.431545,2708,3.586068,0.062916,-0.082698,-0.000001,31.90117,0.144949,4.987658,297,nothigh
0.008955,-6.692908,-5.590516,-18.21107,-0.554273,46.16368,-32.04398,-11.08729,36.06924,45.53949,44.48482,-27.76695,-16.0647,0.018149,-0.000001,0.056213,4.363055,30.40651,0.722251,2360,38.79245,-5.708919,-0.001508,0.502907,7.158008,6.592758,4.485594,2669,3.638249,4.671189,3.860132,5.204191,9.21056,3.431545,2708,3.586068,0.062916,-0.082698,-0.000001,31.90117,0.144949,4.987658,297,nothigh
0.008955,-6.692908,-5.590516,-18.21107,-0.554273,46.16368,-32.04398,-11.08729,36.06924,45.53949,44.48482,-27.76695,-16.0647,0.018149,-0.000001,0.056213,4.363055,30.40651,0.722251,2360,38.79245,-5.708919,-0.001508,0.502907,7.158008,6.592758,4.485594,2669,3.638249,4.671189,3.860132,5.204191,9.21056,3.431545,2708,3.586068,0.062916,-0.082698,-0.000001,31.90117,0.144949,4.987658,297,nothigh
0.008955,-6.692908,-5.590516,-18.21107,-0.554273,46.16368,-32.04398,-11.08729,36.06924,45.53949,44.48482,-27.76695,-16.0647,0.018149,-0.000001,0.056213,4.363055,30.40651,0.722251,2360,38.79245,-5.708919,-0.001508,0.502907,7.158008,6.592758,4.485594,2669,3.638249,4.671189,3.860132,5.204191,9.21056,3.431545,2708,3.586068,0.062916,-0.082698,-0.000001,31.90117,0.144949,4.987658,297,nothigh
0.005125,-3.909896,-0.890108,-15.4944,0.508721,27.7664,-25.64592,-4.609423,26.61029,34.30701,32.67423,-22.44874,-18.96844,0.012704,0.000002,0.034684,4.563146,50.39234,0.746462,2911,10.62255,-6.159475,-0.000803,0.739215,5.426754,6.597013,4.596745,787,4.276207,3.728569,4.0906,4.133965,8.41342,4.202566,983,3.978799,0.0634,-0.048699,0,71.57509,0.145174,7.259029,1516,nothigh
0.005125,-3.909896,-0.890108,-15.4944,0.508721,27.7664,-25.64592,-4.609423,26.61029,34.30701,32.67423,-22.44874,-18.96844,0.012704,0.000002,0.034684,4.563146,50.39234,0.746462,2911,10.62255,-6.159475,-0.000803,0.739215,5.426754,6.597013,4.596745,787,4.276207,3.728569,4.0906,4.133965,8.41342,4.202566,983,3.978799,0.0634,-0.048699,0,71.57509,0.145174,7.259029,1516,nothigh
0.008076,1.233527,3.955129,-18.70366,-6.281908,39.38289,-30.96027,-6.479694,15.09238,29.46097,27.554,-21.29724,-17.63519,0.016939,0.000004,0.043817,1.884953,9.141669,0.759253,2864,5.337102,-5.663178,-0.000442,0.897671,5.19163,7.708542,3.389513,2695,3.570507,3.919854,3.649065,3.878935,7.520889,3.246402,1232,3.520608,0.041682,-0.038475,-0.000003,9.125384,0.136934,3.767823,800,nothigh
0.019726,-7.381972,-8.126358,-8.167264,5.060639,24.48516,-5.102112,8.201695,12.36874,29.70865,24.21442,-19.50965,-12.17015,0.024198,-0.000003,0.070158,1.383095,9.224329,0.659899,1389,14.30014,-2.178449,0.000636,0.218256,5.682854,5.480814,4.236729,2930,3.136977,4.515684,3.45265,3.965786,8.320768,3.308587,1764,3.057744,0.026255,-0.022263,-0.000005,4.405449,0.116053,5.786651,2212,nothigh
0.006999,-5.068625,-4.266706,-13.36378,1.000106,30.37297,-29.51383,-4.765191,34.54452,40.58723,45.51399,-15.57163,-26.66958,0.005445,0.000002,0.054989,1.573112,8.572909,0.782339,1277,6.487207,-3.313013,0.001527,0.556148,5.180602,7.444841,5.031497,2308,3.845594,5.584609,4.328504,4.369416,10.73694,4.291872,279,3.74409,0.045554,-0.043799,-0.000018,11.48564,0.170501,6.025908,2133,nothigh
0.015462,-7.797248,-6.845067,-25.47178,-4.053148,33.82587,-17.80534,0.044087,40.1296,34.71912,38.10072,-20.94597,-24.70328,0.014519,-0.000004,0.067712,3.782025,33.70942,0.757853,2938,15.12211,-2.963916,-0.002874,0.364714,4.986853,6.916866,4.195085,2140,3.69415,3.922586,3.303374,3.679384,7.480735,3.604679,1167,4.613281,0.028252,-0.063339,0.000007,41.10191,0.134884,4.99613,1813,nothigh
0.047065,0.250814,1.472114,-20.84197,-4.645092,30.43848,-31.21928,-3.129585,24.88666,30.79056,29.35686,-10.82272,-15.11889,0.012099,0.000002,0.078639,1.912111,11.1854,0.594312,2283,7.435926,-3.842734,0.001249,0.468897,4.3405,7.379593,4.528603,2826,3.513251,5.389377,3.489191,3.650516,8.419977,3.161076,2023,3.094172,0.088324,-0.081609,-0.000015,11.94546,0.102556,4.781699,1939,nothigh
0.019394,-3.727612,-3.352973,-16.25388,0.362359,43.27618,-27.55926,-6.368435,26.99514,34.25464,44.12129,-21.7312,-23.07184,0.010284,0.000011,0.067418,1.933193,11.16009,0.804125,2987,31.4167,-3.012472,0.005569,0.361543,7.128356,5.369471,3.727625,1269,3.565563,4.153212,3.321445,4.813973,10.69536,4.376657,1446,3.714074,0.068421,-0.050393,0.0001,13.03017,0.166867,6.936729,1811,nothigh
0.019394,-3.727612,-3.352973,-16.25388,0.362359,43.27618,-27.55926,-6.368435,26.99514,34.25464,44.12129,-21.7312,-23.07184,0.010284,0.000011,0.067418,1.933193,11.16009,0.804125,2987,31.4167,-3.012472,0.005569,0.361543,7.128356,5.369471,3.727625,1269,3.565563,4.153212,3.321445,4.813973,10.69536,4.376657,1446,3.714074,0.068421,-0.050393,0.0001,13.03017,0.166867,6.936729,1811,nothigh
0.019394,-3.727612,-3.352973,-16.25388,0.362359,43.27618,-27.55926,-6.368435,26.99514,34.25464,44.12129,-21.7312,-23.07184,0.010284,0.000011,0.067418,1.933193,11.16009,0.804125,2987,31.4167,-3.012472,0.005569,0.361543,7.128356,5.369471,3.727625,1269,3.565563,4.153212,3.321445,4.813973,10.69536,4.376657,1446,3.714074,0.068421,-0.050393,0.0001,13.03017,0.166867,6.936729,1811,nothigh
0.019394,-3.727612,-3.352973,-16.25388,0.362359,43.27618,-27.55926,-6.368435,26.99514,34.25464,44.12129,-21.7312,-23.07184,0.010284,0.000011,0.067418,1.933193,11.16009,0.804125,2987,31.4167,-3.012472,0.005569,0.361543,7.128356,5.369471,3.727625,1269,3.565563,4.153212,3.321445,4.813973,10.69536,4.376657,1446,3.714074,0.068421,-0.050393,0.0001,13.03017,0.166867,6.936729,1811,nothigh
0.005519,1.196523,2.67259,-13.97807,-0.394157,36.97964,-16.14156,2.276194,31.31139,35.77676,30.3606,-17.92362,-14.99473,0.00726,0.000006,0.052509,3.942217,25.82739,0.669646,2841,27.0043,-3.56547,-0.004207,0.425252,7.158919,6.842136,5.416293,2880,4.004978,3.746907,3.669084,3.977472,8.267233,3.76934,1199,3.108971,0.069147,-0.078705,0.000003,23.04784,0.12102,7.018795,417,nothigh
0.023731,-2.009987,-1.686928,-15.15097,-1.76702,31.5929,-28.24164,-4.886018,25.11169,32.10352,40.59621,-17.63638,-18.54561,0.012704,-0.000006,0.072959,0.827863,4.498931,0.727567,2330,16.27187,-3.570729,0.001659,0.776014,6.585406,7.462027,4.340395,1703,3.561668,4.280328,3.234336,4.761349,9.919172,3.652368,913,3.585328,0.026013,-0.029885,-0.000005,6.057036,0.108187,4.553182,93,nothigh
0.004082,-2.725161,-1.890579,-19.42177,-0.846288,41.63396,-20.37547,-3.520336,33.06192,35.8509,37.38313,-24.2116,-25.96936,0.009074,0.00001,0.03438,4.136471,26.4864,0.637338,923,19.10159,-4.278144,-0.001891,0.677668,4.902831,8.503369,4.201785,1421,3.973273,4.733903,4.143695,5.636159,12.80523,5.502164,1770,4.669335,0.099214,-0.105021,0.000002,29.7612,0.110223,4.805243,257,nothigh
0.011205,0.513061,0.324052,-19.00073,-4.66825,41.92316,-21.0376,-4.806398,37.03616,44.99488,35.54012,-26.2663,-24.82031,0.005445,0,0.050459,2.846048,17.31742,0.711695,1387,10.23169,-6.366,-0.000785,0.87715,6.355582,9.885445,6.053632,747,3.681044,7.19633,4.143672,6.394446,11.91877,4.451963,1322,3.871449,0.090321,-0.052813,-0.00001,30.77851,0.13528,4.547197,2232,nothigh
0.03331,-3.55614,-5.938879,-12.82227,-1.256043,23.16814,-11.03417,1.363179,14.80263,25.38934,27.67438,-13.72946,-11.39076,0.015729,0.000014,0.049824,1.126571,5.472489,0.539109,1828,8.700089,-2.724397,-0.000007,0.510299,6.830607,6.262417,4.287395,2434,3.712161,4.844728,4.151258,4.258344,7.447518,3.316961,744,3.073135,0.058318,-0.055112,0.000006,7.443314,0.07447,4.745608,925,nothigh
0.012508,1.504924,-0.320685,-5.683506,5.206822,25.94948,-13.72576,1.348661,15.7245,32.05613,26.47544,-15.60051,-13.91374,0.009074,0.000002,0.041035,5.733687,39.91105,0.475902,2086,56.78318,-3.869982,-0.000058,0.373809,9.270765,5.8178,5.221673,1903,3.395226,3.484368,3.589585,3.33261,5.969981,3.383353,1800,3.391271,0.074592,-0.080762,0.000001,42.44701,0.070993,4.77679,1246,nothigh
0.012508,1.504924,-0.320685,-5.683506,5.206822,25.94948,-13.72576,1.348661,15.7245,32.05613,26.47544,-15.60051,-13.91374,0.009074,0.000002,0.041035,5.733687,39.91105,0.475902,2086,56.78318,-3.869982,-0.000058,0.373809,9.270765,5.8178,5.221673,1903,3.395226,3.484368,3.589585,3.33261,5.969981,3.383353,1800,3.391271,0.074592,-0.080762,0.000001,42.44701,0.070993,4.77679,1246,nothigh
0.002656,-4.090827,-1.876609,-23.81409,-0.156574,46.8795,-42.60226,-11.18529,69.21224,63.27736,59.2215,-34.21213,-28.82214,0.007864,0.000026,0.050377,2.625385,11.7243,0.716017,2875,11.09388,-4.517528,-0.002461,0.682034,9.291652,7.970448,4.701692,2916,4.234709,5.367152,3.854956,6.063385,12.61403,4.01483,1688,4.103045,0.118693,-0.104356,0.000017,26.05271,0.150538,5.381866,331,nothigh
0.008606,-1.2455,-3.843004,-20.09419,-3.721351,47.41048,-28.57004,-5.407345,43.41965,39.13538,44.92123,-18.82627,-12.94623,0.009074,-0.000003,0.052433,2.539841,15.10383,0.836975,1557,13.51999,-2.729553,0.000826,0.618688,8.25532,7.843545,5.619968,2268,5.127551,3.722377,4.895984,3.253611,7.595852,4.064648,1596,4.303188,0.038355,-0.033454,0.000004,21.85998,0.153712,7.343892,2877,nothigh
0.011269,-6.72652,-3.892648,-22.15218,-9.638708,31.39988,-21.31593,-5.172864,39.76127,43.39391,34.7874,-28.25243,-25.22385,0.012704,0.000006,0.042582,4.273347,33.47692,0.738009,27,18.2199,-5.480406,-0.002056,0.553469,11.4701,6.847409,6.267279,1737,5.192517,4.824155,5.171917,5.034167,9.558161,5.767304,1363,4.797429,0.056987,-0.060133,-0.000004,43.87874,0.139691,7.757053,2133,nothigh
0.005616,-0.545699,-1.534884,-25.2383,-11.31388,35.06119,-31.12426,-7.90552,31.63681,37.88137,32.84972,-26.18402,-23.19011,0.013914,0.000002,0.041034,6.028647,47.04776,0.535243,501,66.01182,-4.348779,-0.000363,0.227544,21.49805,7.936924,8.615869,2079,5.144918,4.155348,4.573363,4.429212,9.120213,4.748299,410,3.646328,0.06098,-0.050756,0.000003,42.94756,0.091333,3.800388,1361,nothigh
0.005616,-0.545699,-1.534884,-25.2383,-11.31388,35.06119,-31.12426,-7.90552,31.63681,37.88137,32.84972,-26.18402,-23.19011,0.013914,0.000002,0.041034,6.028647,47.04776,0.535243,501,66.01182,-4.348779,-0.000363,0.227544,21.49805,7.936924,8.615869,2079,5.144918,4.155348,4.573363,4.429212,9.120213,4.748299,410,3.646328,0.06098,-0.050756,0.000003,42.94756,0.091333,3.800388,1361,nothigh
0.007288,3.280703,3.83958,-22.25212,-2.893473,38.61975,-20.46249,-6.488152,37.0267,40.65064,28.67712,-31.41148,-17.55582,0.00242,-0.000007,0.081155,2.727225,10.32205,0.758424,768,23.08986,-3.789845,-0.001154,0.589311,5.111184,8.711313,4.903435,681,3.935559,4.414134,3.954508,4.135284,8.941387,3.291798,2742,3.965152,0.085118,-0.083666,-0.000004,13.14654,0.114244,4.805518,2862,nothigh
0.007288,3.280703,3.83958,-22.25212,-2.893473,38.61975,-20.46249,-6.488152,37.0267,40.65064,28.67712,-31.41148,-17.55582,0.00242,-0.000007,0.081155,2.727225,10.32205,0.758424,768,23.08986,-3.789845,-0.001154,0.589311,5.111184,8.711313,4.903435,681,3.935559,4.414134,3.954508,4.135284,8.941387,3.291798,2742,3.965152,0.085118,-0.083666,-0.000004,13.14654,0.114244,4.805518,2862,nothigh
0.004717,-1.296243,-0.464778,-15.60398,-1.885813,34.20456,-20.56423,-1.211946,39.07344,42.58344,36.05321,-21.36651,-24.1624,0.008469,0.000014,0.041042,4.260091,32.53883,0.733793,1556,21.75965,-3.869131,0.000479,0.447228,8.671506,6.493926,4.137518,595,4.641072,5.415486,4.877157,3.876685,8.132226,3.635073,1381,3.886684,0.090502,-0.099516,0.000003,36.49575,0.126866,5.413815,422,nothigh
0.004717,-1.296243,-0.464778,-15.60398,-1.885813,34.20456,-20.56423,-1.211946,39.07344,42.58344,36.05321,-21.36651,-24.1624,0.008469,0.000014,0.041042,4.260091,32.53883,0.733793,1556,21.75965,-3.869131,0.000479,0.447228,8.671506,6.493926,4.137518,595,4.641072,5.415486,4.877157,3.876685,8.132226,3.635073,1381,3.886684,0.090502,-0.099516,0.000003,36.49575,0.126866,5.413815,422,nothigh
0.004717,-1.296243,-0.464778,-15.60398,-1.885813,34.20456,-20.56423,-1.211946,39.07344,42.58344,36.05321,-21.36651,-24.1624,0.008469,0.000014,0.041042,4.260091,32.53883,0.733793,1556,21.75965,-3.869131,0.000479,0.447228,8.671506,6.493926,4.137518,595,4.641072,5.415486,4.877157,3.876685,8.132226,3.635073,1381,3.886684,0.090502,-0.099516,0.000003,36.49575,0.126866,5.413815,422,nothigh
0.005143,-10.44942,-9.752284,-18.96996,-10.41544,20.74515,-22.30539,-9.231399,28.67289,28.96201,23.38997,-11.43676,-11.13045,0.032063,-0.000009,0.097421,1.004331,4.093875,0.722157,2421,11.67626,-1.024262,0.000561,0.213436,3.729022,4.483708,3.363002,939,3.147596,4.251061,3.662668,3.836559,7.413477,3.470655,2799,2.843902,0.021355,-0.024259,-0.00001,5.710251,0.13561,7.203938,2508,nothigh
0.025581,-11.06528,-10.11514,-18.12737,-7.127938,22.66187,-12.87678,0.675088,18.44318,28.37398,32.9357,-16.49677,-12.15982,0.045977,-0.000001,0.103549,1.677491,10.59943,0.621515,2321,4.793506,-2.917933,0.001427,0.40133,4.101281,5.569945,4.252532,2655,3.266973,4.450442,3.267711,4.886638,8.869247,3.753626,1735,3.449512,0.054083,-0.038355,0.000009,11.448,0.108918,3.987378,2103,nothigh
0.036822,-4.966865,-2.970947,-14.31743,-3.735196,26.82991,-20.86148,-0.184404,17.22009,28.39124,26.42006,-14.5012,-19.73196,0.013309,0,0.073191,1.078997,7.920975,0.583333,1364,5.737508,-2.881135,0.002949,0.438496,8.819877,6.102817,4.725632,1818,3.414647,4.297325,3.32917,3.735806,7.88581,3.431473,508,3.578279,0.030188,-0.044646,-0.000009,7.933347,0.093273,4.578674,1910,nothigh
0.01054,-3.265058,-3.091082,-16.17786,-1.960546,36.12415,-17.58752,1.021991,24.5123,28.94129,33.61092,-26.26996,-15.93671,0.013914,0.000016,0.064274,2.851791,14.24671,0.754581,2194,25.2171,-3.963496,0.002165,0.540459,5.553386,7.531324,4.187669,628,3.292775,3.878888,3.675367,4.80462,9.609655,3.637868,1324,4.24693,0.080157,-0.072656,0.000022,16.14643,0.144847,4.859655,821,nothigh
0.015711,-1.038688,-1.272573,-16.71784,-4.214694,30.8179,-20.16533,-2.608934,22.86192,34.28554,38.66962,-19.8149,-15.75686,0.006655,-0.000004,0.067209,3.545459,20.35008,0.641405,1133,30.29887,-3.577591,0.002774,0.604949,5.105597,6.040536,3.990997,1042,3.603663,4.115243,3.615642,3.775468,7.017774,3.047865,531,3.280043,0.084392,-0.075681,-0.00001,20.20198,0.101105,5.658491,874,nothigh
0.02481,-2.10797,-3.396749,-17.47671,-2.627812,44.35486,-17.03714,1.116933,25.2834,33.00613,35.43088,-27.72642,-13.7059,0.006655,-0.000005,0.078713,1.112334,4.295946,0.760481,1897,15.66714,-4.086073,0.000344,0.542717,6.454116,7.354379,5.574694,922,4.16156,3.771522,4.056663,3.83457,9.708546,4.950525,2502,3.468679,0.053902,-0.048034,0.000001,9.078603,0.165276,7.516794,1408,nothigh
0.007922,-1.080783,-1.396118,-25.27236,-8.158286,43.98843,-26.26477,-3.076767,30.70136,42.61668,38.67667,-20.31124,-21.55403,0.00726,-0.000002,0.084357,2.544707,13.23794,0.732597,2190,9.061134,-4.419476,-0.000575,1.661206,4.494314,8.761967,3.615638,1496,3.566092,4.511844,3.776234,5.988726,10.48699,4.417449,1810,3.774949,0.096491,-0.091047,-0.000012,11.54948,0.165808,5.19155,2507,nothigh
0.026307,-1.623877,-2.280187,-13.45506,-3.07207,36.65073,-8.706088,4.505229,18.97352,34.41739,34.75562,-15.39008,-17.39508,0.00726,0,0.061211,1.986907,11.20735,0.645438,1901,10.43786,-3.040394,-0.002255,0.623508,3.562114,6.560509,3.817363,2309,3.262277,3.772732,3.321172,3.489297,9.690363,3.875862,1743,3.216133,0.056201,-0.047489,-0.000039,10.13894,0.131207,4.508129,2763,nothigh
0.026307,-1.623877,-2.280187,-13.45506,-3.07207,36.65073,-8.706088,4.505229,18.97352,34.41739,34.75562,-15.39008,-17.39508,0.00726,0,0.061211,1.986907,11.20735,0.645438,1901,10.43786,-3.040394,-0.002255,0.623508,3.562114,6.560509,3.817363,2309,3.262277,3.772732,3.321172,3.489297,9.690363,3.875862,1743,3.216133,0.056201,-0.047489,-0.000039,10.13894,0.131207,4.508129,2763,nothigh
0.024941,-1.919377,-2.876268,-16.5134,0.565279,30.50904,-14.69295,1.628898,22.1594,29.40002,25.95607,-17.55194,-15.5253,0.019359,-0.000002,0.119787,1.444489,6.117177,0.640905,2715,4.514483,-2.338462,-0.000144,0.869798,4.725098,7.873696,4.225678,2470,3.319214,4.521089,3.657624,4.624249,8.670643,3.330996,1675,4.083392,0.061101,-0.066969,-0.000002,5.331463,0.128529,5.163564,2375,nothigh
