@attribute mfcc_sma_de[10]_max numeric
@attribute mfcc_sma_de[10]_range numeric
@attribute mfcc_sma_de[12]_max numeric
@attribute pcm_zcr_sma_de_min numeric
@attribute pcm_zcr_sma_de_amean numeric
@attribute pcm_zcr_sma_de_kurtosis numeric
@attribute voiceProb_sma_de_max numeric
@attribute voiceProb_sma_de_range numeric
@attribute voiceProb_sma_de_kurtosis numeric
@attribute output {high,nothigh}

@data

0.000951,0.027458,-22.22154,21.24979,-0.924988,-8.820133,36.7823,-5.712966,27.03471,0.151792,-16.5669,4.672419,12.65536,0.012099,0.298246,1940,0.214245,2.764653,0.013721,87.27324,266,5.964491,-0.000004,0.822509,5.32816,7.716416,774,4.222874,3.672306,2271,-0.065737,3.182957,3.307835,7.686696,3.652623,-0.053358,-0.000021,5.99521,0.147278,0.278574,4.924187,high
0.00264,0.024527,-22.45798,18.85354,0.70206,-18.12815,39.4962,-1.513341,24.61212,-0.207177,-16.23164,5.205137,16.67077,0.004235,0.449486,964,2.044902,8.142401,0.034508,64.4105,1121,5.69378,0.000001,0.893267,4.310926,7.190235,489,3.874722,3.59483,1966,0.217979,3.722388,5.008864,9.336134,5.100027,-0.074955,0,7.855791,0.139708,0.270885,4.603459,high
0.011794,0.027993,-15.73774,4.719627,-7.692518,-8.650318,23.52837,4.483683,17.88781,0.259297,-19.59438,4.258161,15.8188,0.016334,0.177858,1314,0.835228,4.060431,0.021563,16.81817,1913,5.060166,-0.000004,0.724,4.945683,6.461747,1274,4.213358,3.447169,2462,-0.119744,3.487688,3.583991,7.32706,2.956573,-0.026013,0.000003,4.386329,0.129711,0.250481,6.218506,high
0.00674,0.052425,-20.04007,6.925823,-4.022403,-14.46958,24.97645,-0.244514,21.26725,0.108825,-13.81662,4.289137,11.20585,0.011494,0.283122,1390,1.425685,6.824287,0.007565,2.643353,1509,5.268902,0.000001,0.53814,3.898969,5.685854,2120,3.526415,3.446933,451,0.10566,3.221076,3.205215,7.348141,4.675124,-0.061646,0.000002,7.631837,0.087935,0.197503,4.248005,high
0.002071,0.015012,-24.34343,10.49293,-3.885248,-12.16988,30.0827,-2.139814,25.27727,0.356325,-15.24681,4.386231,19.70687,0.009679,0.410768,2874,1.597386,6.696317,0.009235,7.743256,2716,4.129234,-0.000003,0.834547,4.827185,7.08012,18,4.58701,3.268477,2929,0.069121,3.188881,4.286098,8.022484,3.729026,-0.062855,-0.000025,5.461983,0.08367,0.177572,3.576726,high
0.00059,0.009554,-18.62626,6.296974,-6.580949,-18.22508,33.99337,-1.893204,19.81853,0.007849,-19.10438,4.5586,14.14753,0.012099,0.341198,2268,1.671336,9.163857,0.013555,32.96329,2724,6.157671,0.000003,0.47028,5.595809,6.210823,1397,3.991116,3.936893,1550,-0.022395,3.337181,4.680424,9.280876,3.709985,-0.052813,-0.000034,8.325608,0.110866,0.245328,5.065289,high
0.002648,0.017896,-20.81236,9.593239,-6.097003,-16.47256,31.65654,1.45569,29.8522,0.37543,-17.09625,5.45725,8.850965,0.020569,0.332728,318,0.862354,4.377537,0.026107,91.18022,1428,4.911998,0.000001,0.600806,4.808772,5.336747,656,3.465547,3.770637,1956,0.097667,3.486435,3.776224,7.523871,3.28865,-0.041258,0.000019,5.452879,0.130121,0.297634,5.035834,nothigh
0.000053,0.015968,-28.0693,15.3907,-5.043816,-16.91997,43.71378,5.0177,30.18045,-0.020723,-16.31906,5.580383,16.06716,0.003025,0.634604,813,2.378163,14.91572,0.01493,55.72003,818,3.737066,-0.000001,1.435016,4.726502,10.0162,213,4.080497,4.055307,2558,-0.210516,3.661459,4.47304,9.14847,4.743718,-0.146098,-0.00001,19.62115,0.146122,0.315954,5.63587,nothigh
0.000136,0.003313,-24.6091,23.55723,7.174468,-13.06999,40.41472,-2.802912,28.93765,0.005582,-20.33426,5.177564,15.52153,0.003025,0.373866,1131,3.062437,15.6424,0.025748,16.3094,1917,7.061761,-0.000008,0.636603,10.51972,6.99492,537,4.108219,3.693075,1429,-0.238906,4.462949,5.675866,12.03033,4.056603,-0.057834,0.000013,12.6914,0.152738,0.302151,5.753724,nothigh
0.007759,0.032841,-20.31776,10.66743,-1.696051,-18.92984,34.31047,-2.974044,21.78591,-0.483491,-16.69023,4.966311,19.28062,0.021779,0.30974,1783,1.117977,4.441314,0.023629,27.33316,771,4.677892,-0.000005,0.54324,3.805938,8.376377,1787,3.480605,3.812253,2435,-0.146781,3.325478,4.584356,9.452679,3.195481,-0.037447,-0.000002,4.970418,0.149275,0.318465,5.804184,nothigh
0.00653,0.030854,-17.81157,5.643244,-3.842684,-10.55252,24.39203,3.150233,15.56558,0.021993,-17.56854,3.681278,11.40993,0.013914,0.212946,1707,0.728087,4.835546,0.013812,7.469111,1986,5.089596,-0.000002,0.52168,3.720023,4.993293,1648,3.48801,3.504433,1784,0.002804,3.294048,3.643382,7.037333,3.470655,-0.040109,0.000003,6.060762,0.108307,0.274522,4.937707,nothigh
0.000945,0.006341,-28.64321,14.00071,-2.047504,-29.4385,39.61541,-9.250192,26.46202,0.097127,-21.18509,5.267241,9.629071,0.018754,0.644283,891,5.054691,32.35585,0.019853,37.47979,899,7.658062,-0.000001,0.597313,5.818867,11.30504,1415,4.165618,3.647298,693,0.130983,3.917103,5.2927,10.00132,3.936574,-0.11222,-0.000003,27.05466,0.111123,0.235739,4.177893,nothigh
0.000397,0.008489,-18.00727,23.28132,2.446285,-21.03292,38.75542,-1.596834,32.34745,0.222358,-18.37012,6.031594,16.29044,0.00484,0.205687,2066,1.453187,7.14118,0.030137,44.62496,2068,3.886106,-0.000006,1.477976,3.997453,8.890174,725,3.789432,3.670996,210,0.225167,3.506304,5.040072,10.18129,3.827112,-0.042105,0.000015,7.818204,0.153504,0.317387,4.000232,nothigh
0.001535,0.038127,-25.56456,26.99235,-3.954368,-17.23005,36.57654,3.147707,32.17385,0.044132,-15.29247,5.555634,14.28202,0.010284,0.418633,895,1.211109,5.778065,0.026734,54.00136,2834,6.622718,0.000004,1.0679,4.044901,7.047873,593,3.470131,3.260605,706,-0.12809,3.572357,4.127028,10.39493,3.100547,-0.061343,0.000005,6.766547,0.135363,0.293027,4.866654,nothigh
0.000878,0.009223,-20.86744,14.28995,-5.597293,-23.41339,37.74119,-8.170114,22.57233,-0.199022,-22.99348,4.881014,9.614145,0.015124,0.519056,2326,3.658228,17.78267,0.017053,65.6291,2963,7.284833,0.000005,0.514517,6.083315,6.869224,673,3.778982,3.686633,1105,0.276033,3.468254,5.600511,10.72869,5.677152,-0.089292,-0.000003,19.35648,0.10778,0.213047,4.078659,nothigh
0.000878,0.009223,-20.86744,14.28995,-5.597293,-23.41339,37.74119,-8.170114,22.57233,-0.199022,-22.99348,4.881014,9.614145,0.015124,0.519056,2326,3.658228,17.78267,0.017053,65.6291,2963,7.284833,0.000005,0.514517,6.083315,6.869224,673,3.778982,3.686633,1105,0.276033,3.468254,5.600511,10.72869,5.677152,-0.089292,-0.000003,19.35648,0.10778,0.213047,4.078659,nothigh
0.002098,0.026569,-20.31932,13.26781,-4.655708,-17.16957,42.10515,2.223935,26.90367,-0.615912,-16.43624,5.588058,16.62308,0.005445,0.403509,605,1.066362,6.803271,0.017893,36.33685,521,4.345984,-0.000002,1.285246,4.143484,9.497841,608,3.288273,3.906416,2512,0.03516,3.244969,6.189048,10.78449,4.673717,-0.091107,0.000004,8.833071,0.109636,0.245486,3.624259,nothigh
0.003789,0.014412,-28.42119,8.972016,-0.71524,-17.49624,35.64295,-3.401529,19.52936,0.123894,-15.03327,3.955243,13.64674,0.019359,0.445856,1150,1.2874,5.447071,0.014654,2.47551,1796,5.598355,0.000002,1.13437,6.61998,8.256145,88,5.494785,4.06406,1648,-0.211615,4.045518,4.404726,9.570734,3.959744,-0.060496,0.000035,6.27019,0.166347,0.340339,5.668395,nothigh
0.003789,0.014412,-28.42119,8.972016,-0.71524,-17.49624,35.64295,-3.401529,19.52936,0.123894,-15.03327,3.955243,13.64674,0.019359,0.445856,1150,1.2874,5.447071,0.014654,2.47551,1796,5.598355,0.000002,1.13437,6.61998,8.256145,88,5.494785,4.06406,1648,-0.211615,4.045518,4.404726,9.570734,3.959744,-0.060496,0.000035,6.27019,0.166347,0.340339,5.668395,nothigh
0.002557,0.031795,-34.66671,12.79987,-4.386868,-24.59464,36.64867,-2.593317,37.34878,-0.416676,-14.65781,6.324546,23.51289,0.008469,0.627949,2763,1.076796,4.403007,0.018148,29.97334,743,9.404021,-0.000008,1.357883,5.884199,10.51128,2764,5.733867,4.513761,570,-0.544861,4.713215,4.96307,11.22229,3.89877,-0.143557,0.000048,7.608114,0.140715,0.314183,9.325272,nothigh
0.002557,0.031795,-34.66671,12.79987,-4.386868,-24.59464,36.64867,-2.593317,37.34878,-0.416676,-14.65781,6.324546,23.51289,0.008469,0.627949,2763,1.076796,4.403007,0.018148,29.97334,743,9.404021,-0.000008,1.357883,5.884199,10.51128,2764,5.733867,4.513761,570,-0.544861,4.713215,4.96307,11.22229,3.89877,-0.143557,0.000048,7.608114,0.140715,0.314183,9.325272,nothigh
0.009656,0.045167,-23.10205,7.314303,-10.30414,-13.49007,32.77647,3.766593,33.69087,-0.075178,-22.90389,6.85709,16.76905,0.00363,0.383545,1418,1.510059,7.818388,0.033233,144.1958,1422,6.727329,-0.000001,0.521194,7.066234,6.988657,2692,3.681945,4.3749,77,0.28113,3.994587,5.437932,10.78838,5.887694,-0.063279,-0.000031,9.007213,0.152272,0.307422,5.130223,nothigh
0.007684,0.036083,-23.71634,15.50779,-1.003475,-16.07695,27.4032,-3.588464,21.82861,0.177039,-16.33726,5.559433,11.32691,0.025408,0.38778,2935,1.778284,7.791205,0.018337,21.7532,921,4.81258,0,0.49232,4.478764,7.298392,1361,3.791334,4.013698,370,0.114019,3.940001,4.48592,8.336835,3.530252,-0.056987,0.000024,7.990755,0.137342,0.277701,5.354952,nothigh
0.001174,0.0411,-21.31056,10.66995,-7.228828,-15.1146,35.36167,-2.372999,33.21665,-0.053441,-21.82998,5.641127,20.54619,0.008469,0.45614,1888,1.968805,9.648586,0.041892,235.4866,1896,7.59501,0.000007,0.414404,5.669734,5.907859,2089,4.063618,3.19937,370,-0.020187,3.381537,7.103311,11.02512,3.885842,-0.05735,0.000006,10.829,0.159647,0.307734,5.437665,nothigh
0.001174,0.0411,-21.31056,10.66995,-7.228828,-15.1146,35.36167,-2.372999,33.21665,-0.053441,-21.82998,5.641127,20.54619,0.008469,0.45614,1888,1.968805,9.648586,0.041892,235.4866,1896,7.59501,0.000007,0.414404,5.669734,5.907859,2089,4.063618,3.19937,370,-0.020187,3.381537,7.103311,11.02512,3.885842,-0.05735,0.000006,10.829,0.159647,0.307734,5.437665,nothigh
0.001174,0.0411,-21.31056,10.66995,-7.228828,-15.1146,35.36167,-2.372999,33.21665,-0.053441,-21.82998,5.641127,20.54619,0.008469,0.45614,1888,1.968805,9.648586,0.041892,235.4866,1896,7.59501,0.000007,0.414404,5.669734,5.907859,2089,4.063618,3.19937,370,-0.020187,3.381537,7.103311,11.02512,3.885842,-0.05735,0.000006,10.829,0.159647,0.307734,5.437665,nothigh
0.000126,0.005253,-9.355029,11.84372,-8.822045,-12.87121,24.04182,-1.180081,24.87591,-0.499672,-16.59432,6.444085,16.77649,0.012704,0.130067,904,0.770683,5.66106,0.017575,-50.77839,2130,15.48769,0.000004,0.243061,5.429111,7.10328,2518,3.588418,3.280634,2758,0.021104,2.853176,2.850401,10.47582,3.228572,-0.016273,-0.000006,4.664883,0.119294,0.226154,4.603593,nothigh
0.001227,0.012602,-14.91033,14.05496,-3.608697,-25.36671,32.98813,-11.22736,44.79774,-0.110959,-28.09098,5.576863,12.92167,0.015729,0.130672,2224,0.892903,5.046017,0.026415,145.628,518,11.17682,-0.000008,0.465298,8.618868,7.579275,205,5.22141,4.54072,2327,0.118219,4.487691,4.442835,8.46154,4.774375,-0.026376,-0.000003,13.33226,0.135467,0.283366,6.291828,nothigh
0.00283,0.013454,-21.21291,21.53153,-5.812531,-24.45972,42.82513,-2.007777,25.66675,0.047118,-20.43617,5.050441,22.05763,0.010284,0.369631,80,6.464478,61.32076,0.018078,106.0993,728,13.57812,-0.000001,0.600839,8.617713,7.964679,366,5.441874,4.69505,1306,0.204541,4.584322,4.253057,9.845182,3.239572,-0.073684,0.000001,60.92897,0.120216,0.224278,7.768942,nothigh
0.000031,0.002281,-27.09002,20.01737,-4.812574,-19.38676,46.77451,-8.972784,35.13196,0.356731,-28.60578,5.90522,7.487867,0.009074,0.581367,234,7.465896,73.40672,0.031533,103.567,2216,6.482155,0.000001,0.716269,6.682239,6.936033,870,5.07888,4.150721,2920,-0.13771,5.117842,4.340401,8.822994,4.45536,-0.123352,-0.000007,76.89747,0.172954,0.348809,6.760075,nothigh
0.000031,0.002281,-27.09002,20.01737,-4.812574,-19.38676,46.77451,-8.972784,35.13196,0.356731,-28.60578,5.90522,7.487867,0.009074,0.581367,234,7.465896,73.40672,0.031533,103.567,2216,6.482155,0.000001,0.716269,6.682239,6.936033,870,5.07888,4.150721,2920,-0.13771,5.117842,4.340401,8.822994,4.45536,-0.123352,-0.000007,76.89747,0.172954,0.348809,6.760075,nothigh
0.000031,0.002281,-27.09002,20.01737,-4.812574,-19.38676,46.77451,-8.972784,35.13196,0.356731,-28.60578,5.90522,7.487867,0.009074,0.581367,234,7.465896,73.40672,0.031533,103.567,2216,6.482155,0.000001,0.716269,6.682239,6.936033,870,5.07888,4.150721,2920,-0.13771,5.117842,4.340401,8.822994,4.45536,-0.123352,-0.000007,76.89747,0.172954,0.348809,6.760075,nothigh
0.000585,0.01411,-26.40362,19.59536,-3.275273,-24.24678,34.27403,0.655545,23.06017,0.3171,-15.98417,4.772676,12.11006,0.007864,0.549909,1394,1.421206,9.777167,0.028312,58.92986,1314,5.661993,-0.000013,1.967125,4.439698,11.18261,1426,4.053131,4.226706,2037,0.024879,3.245323,4.663739,9.394646,3.951736,-0.134604,-0.000023,11.15695,0.133609,0.295146,5.302975,nothigh
0.008089,0.015357,-19.27702,13.8729,-1.244572,-10.67069,32.33984,-1.65747,31.33863,0.027003,-16.70793,5.277077,22.84072,0.00726,0.335753,2467,4.380388,44.37745,0.017978,124.9234,2470,5.766183,-0.000003,0.368749,3.975219,4.960816,567,4.189463,3.811481,2476,0.019426,3.857286,3.977687,8.205851,4.276316,-0.057834,0.000008,34.34737,0.118795,0.250202,5.197768,nothigh
0.008089,0.015357,-19.27702,13.8729,-1.244572,-10.67069,32.33984,-1.65747,31.33863,0.027003,-16.70793,5.277077,22.84072,0.00726,0.335753,2467,4.380388,44.37745,0.017978,124.9234,2470,5.766183,-0.000003,0.368749,3.975219,4.960816,567,4.189463,3.811481,2476,0.019426,3.857286,3.977687,8.205851,4.276316,-0.057834,0.000008,34.34737,0.118795,0.250202,5.197768,nothigh
0.008089,0.015357,-19.27702,13.8729,-1.244572,-10.67069,32.33984,-1.65747,31.33863,0.027003,-16.70793,5.277077,22.84072,0.00726,0.335753,2467,4.380388,44.37745,0.017978,124.9234,2470,5.766183,-0.000003,0.368749,3.975219,4.960816,567,4.189463,3.811481,2476,0.019426,3.857286,3.977687,8.205851,4.276316,-0.057834,0.000008,34.34737,0.118795,0.250202,5.197768,nothigh
0.001608,0.015263,-19.86318,17.22305,-5.107969,-16.98194,48.39555,0.762267,26.23076,-0.318458,-21.84445,5.13204,13.59189,0.014519,0.454326,932,2.413964,14.11769,0.028345,102.671,731,4.295237,0.000021,1.270644,4.646451,8.708981,1253,4.200386,3.759905,1295,0.012943,3.062433,4.222501,8.925799,4.077562,-0.099153,-0.000077,17.43361,0.141957,0.322292,4.254568,nothigh
0.003488,0.008399,-20.86046,14.12788,-6.982772,-20.21939,33.31948,-4.621318,34.42318,-0.219098,-28.09202,6.786897,25.31497,0.005445,0.327889,1329,4.823334,37.66949,0.020822,133.1862,1337,13.94406,0.000006,0.445216,7.010166,6.842334,1575,5.434527,3.888011,1661,0.107662,4.294863,4.938301,9.320861,3.856637,-0.066425,0.000077,36.31585,0.143693,0.279152,5.254762,nothigh
0.003488,0.008399,-20.86046,14.12788,-6.982772,-20.21939,33.31948,-4.621318,34.42318,-0.219098,-28.09202,6.786897,25.31497,0.005445,0.327889,1329,4.823334,37.66949,0.020822,133.1862,1337,13.94406,0.000006,0.445216,7.010166,6.842334,1575,5.434527,3.888011,1661,0.107662,4.294863,4.938301,9.320861,3.856637,-0.066425,0.000077,36.31585,0.143693,0.279152,5.254762,nothigh
0.003488,0.008399,-20.86046,14.12788,-6.982772,-20.21939,33.31948,-4.621318,34.42318,-0.219098,-28.09202,6.786897,25.31497,0.005445,0.327889,1329,4.823334,37.66949,0.020822,133.1862,1337,13.94406,0.000006,0.445216,7.010166,6.842334,1575,5.434527,3.888011,1661,0.107662,4.294863,4.938301,9.320861,3.856637,-0.066425,0.000077,36.31585,0.143693,0.279152,5.254762,nothigh
0.001014,0.010715,-21.27346,8.733707,-6.131784,-18.92821,37.143,-4.373892,37.95492,-0.052974,-27.00702,5.66433,13.87823,0.006655,0.301875,2216,1.191969,6.058153,0.033234,84.71522,747,5.660862,0.000001,0.935757,4.84625,9.089835,2733,4.358376,4.415298,1953,0.099263,4.592339,4.250031,8.133672,3.935706,-0.047429,-0.000009,7.96953,0.124791,0.278075,4.2956,nothigh
0.001014,0.010715,-21.27346,8.733707,-6.131784,-18.92821,37.143,-4.373892,37.95492,-0.052974,-27.00702,5.66433,13.87823,0.006655,0.301875,2216,1.191969,6.058153,0.033234,84.71522,747,5.660862,0.000001,0.935757,4.84625,9.089835,2733,4.358376,4.415298,1953,0.099263,4.592339,4.250031,8.133672,3.935706,-0.047429,-0.000009,7.96953,0.124791,0.278075,4.2956,nothigh
0.001826,0.006135,-17.38668,12.52931,-12.52684,-29.00414,37.61813,-2.136452,30.35744,0.138201,-21.95383,6.914744,11.00264,0.011494,0.347852,574,2.684424,13.97473,0.034336,78.72366,1354,7.585809,0.000002,0.463554,7.043931,7.806961,1310,4.553347,4.487702,2060,0.107709,3.863247,4.031838,8.032887,4.121147,-0.057653,0.000002,16.83829,0.139584,0.293403,5.903827,nothigh
0.001826,0.006135,-17.38668,12.52931,-12.52684,-29.00414,37.61813,-2.136452,30.35744,0.138201,-21.95383,6.914744,11.00264,0.011494,0.347852,574,2.684424,13.97473,0.034336,78.72366,1354,7.585809,0.000002,0.463554,7.043931,7.806961,1310,4.553347,4.487702,2060,0.107709,3.863247,4.031838,8.032887,4.121147,-0.057653,0.000002,16.83829,0.139584,0.293403,5.903827,nothigh
0.001826,0.006135,-17.38668,12.52931,-12.52684,-29.00414,37.61813,-2.136452,30.35744,0.138201,-21.95383,6.914744,11.00264,0.011494,0.347852,574,2.684424,13.97473,0.034336,78.72366,1354,7.585809,0.000002,0.463554,7.043931,7.806961,1310,4.553347,4.487702,2060,0.107709,3.863247,4.031838,8.032887,4.121147,-0.057653,0.000002,16.83829,0.139584,0.293403,5.903827,nothigh
0.003699,0.010067,-13.1161,3.697644,-5.061733,-11.2662,25.29498,-4.446712,23.19115,-0.149452,-24.26527,6.15426,24.14427,0.010284,0.117362,2370,0.328312,2.643816,0.007303,8.20624,1675,14.56425,-0.000002,0.183116,4.665915,6.748831,197,3.718317,3.650588,2815,0.048452,3.300994,3.82613,8.337073,3.851481,-0.017181,-0.000008,4.50458,0.090752,0.192951,3.71637,nothigh
0.00166,0.06449,-26.06454,17.14507,-2.881164,-18.66228,35.55206,-0.189796,28.8067,0.152838,-22.84449,5.972669,20.64802,0.003025,0.524501,2753,1.772818,11.09018,0.016128,27.97894,356,8.426787,0.000001,0.514406,6.02922,7.079137,2320,5.065253,4.301092,2316,0.14756,4.602755,4.381199,8.838334,4.28722,-0.108893,-0.000025,20.36719,0.121069,0.240372,4.875993,nothigh
0.00166,0.06449,-26.06454,17.14507,-2.881164,-18.66228,35.55206,-0.189796,28.8067,0.152838,-22.84449,5.972669,20.64802,0.003025,0.524501,2753,1.772818,11.09018,0.016128,27.97894,356,8.426787,0.000001,0.514406,6.02922,7.079137,2320,5.065253,4.301092,2316,0.14756,4.602755,4.381199,8.838334,4.28722,-0.108893,-0.000025,20.36719,0.121069,0.240372,4.875993,nothigh
0.000937,0.004687,-22.71667,14.18401,-4.624796,-21.35763,29.95887,-4.795667,36.12871,0.052671,-31.21426,5.780625,9.707744,0.015729,0.495463,2712,4.119159,20.87811,0.020736,-40.04971,1898,12.42138,-0.000001,0.49325,8.653178,9.876007,2276,3.930151,4.064846,2210,-0.07958,4.443851,3.708299,7.644618,3.714638,-0.101452,-0.000016,45.11108,0.169362,0.283297,10.80501,nothigh
0.000384,0.007099,-20.13658,13.06688,-6.700217,-17.66728,37.56316,-5.17214,34.11041,-0.464112,-21.90835,5.242932,18.19334,0.009074,0.453116,2499,5.844844,59.65466,0.03823,198.3914,216,15.05751,0.000008,0.467095,13.78463,7.394516,2855,6.890664,5.715618,557,-0.150378,3.968564,4.119864,8.348131,5.585645,-0.09274,-0.000008,108.8697,0.182395,0.332398,11.52233,nothigh
0.000384,0.007099,-20.13658,13.06688,-6.700217,-17.66728,37.56316,-5.17214,34.11041,-0.464112,-21.90835,5.242932,18.19334,0.009074,0.453116,2499,5.844844,59.65466,0.03823,198.3914,216,15.05751,0.000008,0.467095,13.78463,7.394516,2855,6.890664,5.715618,557,-0.150378,3.968564,4.119864,8.348131,5.585645,-0.09274,-0.000008,108.8697,0.182395,0.332398,11.52233,nothigh
0.003469,0.043186,-27.72476,16.56755,3.454322,-7.833368,42.22799,-0.572481,45.95945,-0.088035,-15.78471,6.661867,16.0061,0.005445,0.449486,109,0.834312,3.150323,0.016916,11.88224,2279,4.547141,-0.000009,0.867795,3.861606,7.168693,790,4.078591,3.565442,1997,-0.034371,3.123084,5.186028,10.73597,4.377297,-0.095765,0.000006,4.535491,0.132323,0.293673,5.016152,nothigh
0.003469,0.043186,-27.72476,16.56755,3.454322,-7.833368,42.22799,-0.572481,45.95945,-0.088035,-15.78471,6.661867,16.0061,0.005445,0.449486,109,0.834312,3.150323,0.016916,11.88224,2279,4.547141,-0.000009,0.867795,3.861606,7.168693,790,4.078591,3.565442,1997,-0.034371,3.123084,5.186028,10.73597,4.377297,-0.095765,0.000006,4.535491,0.132323,0.293673,5.016152,nothigh
0.007551,0.024606,-18.12733,9.690044,-5.926449,-19.93683,46.11092,-1.638699,77.23016,0.118796,-14.37018,7.352908,26.67188,0.00363,0.203267,2923,0.510519,3.317519,0.039791,148.036,1903,3.198082,-0.000002,0.907779,3.833519,6.940797,2680,4.960266,5.195427,2522,0.173321,3.977647,3.84116,8.789341,3.82919,-0.030732,-0.000003,5.156488,0.142248,0.30868,3.691512,nothigh
0.007551,0.024606,-18.12733,9.690044,-5.926449,-19.93683,46.11092,-1.638699,77.23016,0.118796,-14.37018,7.352908,26.67188,0.00363,0.203267,2923,0.510519,3.317519,0.039791,148.036,1903,3.198082,-0.000002,0.907779,3.833519,6.940797,2680,4.960266,5.195427,2522,0.173321,3.977647,3.84116,8.789341,3.82919,-0.030732,-0.000003,5.156488,0.142248,0.30868,3.691512,nothigh
0.002605,0.00925,-14.07978,5.445501,-1.099592,-11.00507,22.85278,-9.428179,17.39134,-0.129144,-16.98688,4.852375,9.093073,0.013914,0.127042,2935,1.535278,6.45055,0.008197,2.446407,2938,8.12152,0.000001,0.301356,3.9306,5.043797,487,3.406276,3.79649,1398,0.041773,3.120498,2.834749,7.585789,3.209344,-0.027102,0.000007,9.047057,0.070833,0.18947,5.318642,nothigh
0.009956,0.074668,-28.01324,7.708204,-7.525606,-19.0092,37.43156,-1.655767,39.92807,0.03445,-20.94395,6.475027,14.36259,0.046582,0.489413,2223,1.726023,9.179611,0.015548,17.54243,2216,6.429224,-0.000004,0.730144,5.176098,8.503868,1172,4.224624,3.942258,1872,0.117559,3.90388,5.11001,9.560097,4.200194,-0.10127,0.000005,9.968175,0.13213,0.259918,5.03286,nothigh
0.000132,0.008718,-29.64834,27.27053,9.586528,-20.77357,53.69307,0.69136,58.10485,0.832799,-26.15213,7.385201,34.34574,0,0.54265,2046,1.70185,6.471581,0.019912,47.62984,1731,7.003951,-0.000002,1.141648,6.398873,8.681076,1592,5.806957,3.664487,647,-0.157462,3.985208,4.926591,11.76648,5.841232,-0.092499,0.000065,7.172947,0.132946,0.293277,5.677257,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.001978,0.04455,-25.30861,15.15566,-2.33806,-16.43805,23.67204,1.124293,13.85681,0.145931,-12.13359,3.722245,11.22004,0.005445,0.359347,2677,2.278961,10.6399,0.017379,34.60844,1063,5.369192,0.000002,0.710237,4.48847,9.781034,421,3.053396,3.230665,1235,0.076135,3.55271,4.336524,8.943111,4.257251,-0.070841,-0.000017,8.691265,0.107265,0.225168,5.240469,nothigh
0.012551,0.028789,-20.12765,11.60841,-5.099049,-12.16639,28.4029,0.710892,13.61507,0.091965,-17.86246,4.585154,10.87126,0.016334,0.488808,2309,4.621037,50.26391,0.026059,1.495614,2315,3.872354,0.000004,0.596644,5.775879,5.016626,2641,3.252595,3.181013,1535,-0.082213,3.279958,3.783774,7.313104,3.146061,-0.072656,-0.000008,11.77647,0.149898,0.351034,6.171719,nothigh
0.000816,0.011143,-10.96068,21.09854,1.405257,-20.06168,43.59554,-11.63545,53.87327,-0.003815,-35.07585,7.956311,15.86143,0.00726,0.140351,2360,1.334453,6.134793,0.021124,322.8519,2978,11.25849,0.000002,0.533089,9.376688,7.651352,1522,6.816305,6.402995,1526,-0.138225,5.128748,4.277841,9.610953,4.873762,-0.028554,-0.000002,49.21035,0.13136,0.261929,8.795312,nothigh
