@attribute mean_Volume numeric
@attribute std_Volume numeric
@attribute mean_Pure_Tonal numeric
@attribute std_Pure_Tonal numeric
@attribute mean_Complex_Tonal numeric
@attribute std_Complex_Tonal numeric
@attribute mean_Multiplicity numeric
@attribute std_Multiplicity numeric
@attribute mean_SpectralCentroid numeric
@attribute std_SpectralCentroid numeric

@data

0.705233,1.152002,0.130801,3.127199,0.126649,2.311148,2.587146,2.700552,0.047161,0.918346,1.798405,3.19944,0.197877,0.113989,0.067587,0.07931,0.074473,0.070788,0.077417,2.29488,0.335433,0.408592,0.509265,0.787295,1.202636,0.109628,0.104151,0.126355,0.234707,0.247143,0.052756,0.084204,0.695012,0.177228,0.166863,0.127165,0.115036,0.10934,0.099028,0.147347,0.194021,0.240196,0.504365,0.043684,0.024464,0.022121,0.010814,0.179427,20.430049,1.004588,55.34539,3.938178,1.322379,0.713913,0.429563,0.884163,0.066392,24.13971,5.105354,319.4293,0.706017,0.027501,0.0508,0.08231,0.000193,0.010967,712.5911,1.388688,0,0.891478,0.128656,0,0.096809,0.002695,553.2341,501689.5
0.992871,0.798298,0.128055,3.367641,0.125407,2.247442,2.534493,2.683284,0.017481,1.050422,2.147521,3.019156,0.220542,0.145349,0.080428,0.086173,0.075842,0.07672,0.080057,2.220033,0.261329,0.588312,0.716255,1.316444,1.430366,0.113424,0.106167,0.122561,0.221126,0.235294,0.008218,0.085039,0.452396,0.152447,0.129298,0.119909,0.098958,0.100157,0.112791,0.118141,0.190262,0.322674,0.490716,0.038745,0.029743,0.023772,0.007848,0.179579,20.956964,1.00549,65.35186,4.15669,1.263663,0.849902,0.8427,0.893843,0.047408,21.97851,6.114048,287.255,0.739996,0.016305,0.09876,0.233099,0.000205,0.005223,998.6509,0.882444,0,0.81225,0.11036,0,0.152601,0.004558,345.7262,36792.39
-0.491048,0.15979,0.371389,3.470614,0.189339,2.253858,2.553229,2.682251,0.046745,1.019386,1.841624,2.702291,0.17213,0.115426,0.058158,0.067798,0.066845,0.070911,0.080188,3.249549,0.285781,0.337018,0.685757,0.933626,1.381927,0.104595,0.10779,0.125866,0.228666,0.242848,0.016766,0.033349,0.355424,0.108811,0.12658,0.094524,0.094542,0.090308,0.136668,0.128039,0.266109,0.323166,0.410859,0.040064,0.027368,0.027124,0.011735,0.172776,56.9315,1.005928,90.77695,5.969514,1.503183,0.564389,1.233892,0.898451,0.103341,50.13089,5.390502,400.1663,1.022237,0.016533,0.02462,0.41221,0.000185,0.014337,4011.944,0.910102,0,0.947404,0.112516,0,0.049863,0.002833,754.8105,266566.1
0.363504,0.270765,0.38503,3.6313,0.157371,2.309238,2.602484,2.734186,0.037204,1.12882,1.811232,3.361329,0.180697,0.142918,0.063844,0.07083,0.084549,0.081609,0.087766,3.096333,0.281927,0.371195,0.651887,1.144104,1.264491,0.107341,0.101403,0.121038,0.228463,0.244556,0.035226,0.073408,0.513108,0.111075,0.106878,0.121199,0.095715,0.068975,0.107334,0.148111,0.272455,0.25145,0.435269,0.033271,0.021929,0.020259,0.011209,0.181374,20.9429,1.004133,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6
0.363504,0.270765,0.38503,3.6313,0.157371,2.309238,2.602484,2.734186,0.037204,1.12882,1.811232,3.361329,0.180697,0.142918,0.063844,0.07083,0.084549,0.081609,0.087766,3.096333,0.281927,0.371195,0.651887,1.144104,1.264491,0.107341,0.101403,0.121038,0.228463,0.244556,0.035226,0.073408,0.513108,0.111075,0.106878,0.121199,0.095715,0.068975,0.107334,0.148111,0.272455,0.25145,0.435269,0.033271,0.021929,0.020259,0.011209,0.181374,20.9429,1.004133,67.73019,4.460188,1.357732,0.688877,0.586157,0.885763,0.08674,62.36436,5.408779,204.5858,0.758156,0.024534,0.033899,0.055958,0.000199,0.0069,3284.328,0.923805,0,0.796937,0.124581,0,0.161936,0.004653,630.7932,331120.6
-1.330406,0.33413,0.048202,3.303833,0.19518,2.230443,2.600764,2.718699,0.042434,1.037992,2.117458,2.903588,0.199342,0.121635,0.059396,0.066521,0.084309,0.094977,0.076801,1.755393,0.251995,0.326673,0.736448,1.087007,1.658172,0.105572,0.105237,0.121779,0.224455,0.238209,0.015924,0.065133,0.318019,0.141773,0.121797,0.120591,0.116871,0.089509,0.087941,0.171889,0.217953,0.265148,0.333594,0.036605,0.027356,0.031081,0.017766,0.174052,43.300016,1.006657,76.04378,5.081059,1.421614,0.635584,0.916192,0.895956,0.059229,15.54126,5.212549,191.069,0.52561,0.011527,0.026491,0.190964,0.000139,0.010108,459.4359,0.419894,0,0.870839,0.120417,0,0.112554,0.004095,740.4802,221418.3
0.00361,0.249457,0.173898,3.21544,0.185014,2.282347,2.554872,2.673912,0.05074,0.949657,2.573007,3.653469,0.20342,0.171602,0.056628,0.060371,0.058638,0.083614,0.091677,4.081778,0.240713,0.35751,0.670353,0.7634,1.181967,0.112628,0.109096,0.125271,0.225292,0.24077,0.021883,0.072569,0.411936,0.09947,0.086252,0.083604,0.093093,0.087642,0.114607,0.136984,0.206141,0.273256,0.268572,0.036532,0.035451,0.027093,0.01834,0.177486,73.270263,1.009041,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8
0.00361,0.249457,0.173898,3.21544,0.185014,2.282347,2.554872,2.673912,0.05074,0.949657,2.573007,3.653469,0.20342,0.171602,0.056628,0.060371,0.058638,0.083614,0.091677,4.081778,0.240713,0.35751,0.670353,0.7634,1.181967,0.112628,0.109096,0.125271,0.225292,0.24077,0.021883,0.072569,0.411936,0.09947,0.086252,0.083604,0.093093,0.087642,0.114607,0.136984,0.206141,0.273256,0.268572,0.036532,0.035451,0.027093,0.01834,0.177486,73.270263,1.009041,86.65456,5.823932,1.50014,0.570868,1.117096,0.903362,0.179048,134.4754,5.265652,152.6599,0.384048,0.01067,0.014182,0.308257,0.000114,0.019914,18488.68,0.540236,0,0.756325,0.102984,0,0.18442,0.005165,833.7963,301631.8
-0.637377,0.69018,-0.079118,3.098404,0.225041,2.308556,2.59407,2.715453,0.108394,1.042885,1.848172,2.568919,0.211864,0.13782,0.079059,0.078742,0.088686,0.072874,0.074321,14.981542,0.278883,0.369547,1.221316,1.304003,1.464512,0.14158,0.11675,0.134113,0.231699,0.246462,0.03216,0.045897,0.589973,0.132556,0.19074,0.239037,0.201745,0.164958,0.102474,0.123957,0.273069,0.408009,0.56862,0.036024,0.037562,0.032577,0.014983,0.181608,110.48095,1.013613,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577
-0.637377,0.69018,-0.079118,3.098404,0.225041,2.308556,2.59407,2.715453,0.108394,1.042885,1.848172,2.568919,0.211864,0.13782,0.079059,0.078742,0.088686,0.072874,0.074321,14.981542,0.278883,0.369547,1.221316,1.304003,1.464512,0.14158,0.11675,0.134113,0.231699,0.246462,0.03216,0.045897,0.589973,0.132556,0.19074,0.239037,0.201745,0.164958,0.102474,0.123957,0.273069,0.408009,0.56862,0.036024,0.037562,0.032577,0.014983,0.181608,110.48095,1.013613,72.37757,6.124872,1.68917,0.524445,0.847764,0.888046,0.069038,16.89071,4.003211,463.9287,1.816901,0.047511,0.016456,0.612431,0.000371,0.013553,522.1224,1.125897,0,0.788282,0.096244,0,0.167005,0.004606,1599.696,1815577
-1.75124,-0.012314,0.256367,3.644734,0.170533,2.175102,2.48601,2.708308,0.028585,1.006058,2.067444,4.821519,0.172941,0.159104,0.051995,0.065147,0.062043,0.071857,0.089368,1.584201,0.280316,0.349045,1.259081,1.807426,3.069795,0.097283,0.106793,0.119796,0.211351,0.22587,0.018389,0.12867,0.548478,0.207462,0.176577,0.180863,0.11669,0.150079,0.105896,0.153797,0.209856,0.390133,0.522525,0.047169,0.036412,0.030852,0.011527,0.170128,66.752081,1.005705,64.21316,4.201738,1.297793,0.584468,0.606354,0.889071,0.259485,194.6522,5.47068,132.9548,1.143729,0.034598,0.072378,0.1997,0.00018,0.033205,28798.79,0.840753,0,0.848868,0.07893,0,0.128377,0.003039,590.5922,213853.9
0.777338,0.352417,0.309581,3.343517,0.160099,2.284343,2.572953,2.709037,0.036427,0.923904,1.838312,2.494271,0.18336,0.12022,0.051122,0.068278,0.072007,0.079177,0.083634,0.798196,0.280829,0.415947,0.739554,1.302314,1.638608,0.118719,0.111904,0.128637,0.229641,0.245203,0.018649,0.051445,0.240369,0.125868,0.101244,0.172773,0.101574,0.096063,0.108598,0.117534,0.185915,0.287756,0.359333,0.040936,0.028415,0.024472,0.009192,0.178077,26.207904,1.003737,84.60171,5.876019,1.515703,0.592196,1.129026,0.901034,0.104146,72.52674,5.261323,152.4883,0.579594,0.015169,0.020828,0.194326,0.000072,0.010039,4353.963,0.401306,0,0.896139,0.103238,0,0.093136,0.003568,728.8981,167857.2
-0.51674,-0.910181,0.203324,3.437633,0.201429,2.259849,2.555776,2.693953,0.041938,0.950631,1.955487,3.973075,0.169435,0.143261,0.045483,0.053493,0.05596,0.078647,0.081039,4.313357,0.229596,0.488251,1.560607,1.691736,2.457042,0.097839,0.103636,0.121261,0.22473,0.242017,0.025864,0.077689,0.283817,0.173046,0.120836,0.166244,0.133229,0.123534,0.10763,0.131918,0.174329,0.483783,0.441041,0.036031,0.03182,0.041318,0.016498,0.179456,29.204137,1.003647,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
-0.51674,-0.910181,0.203324,3.437633,0.201429,2.259849,2.555776,2.693953,0.041938,0.950631,1.955487,3.973075,0.169435,0.143261,0.045483,0.053493,0.05596,0.078647,0.081039,4.313357,0.229596,0.488251,1.560607,1.691736,2.457042,0.097839,0.103636,0.121261,0.22473,0.242017,0.025864,0.077689,0.283817,0.173046,0.120836,0.166244,0.133229,0.123534,0.10763,0.131918,0.174329,0.483783,0.441041,0.036031,0.03182,0.041318,0.016498,0.179456,29.204137,1.003647,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
-0.51674,-0.910181,0.203324,3.437633,0.201429,2.259849,2.555776,2.693953,0.041938,0.950631,1.955487,3.973075,0.169435,0.143261,0.045483,0.053493,0.05596,0.078647,0.081039,4.313357,0.229596,0.488251,1.560607,1.691736,2.457042,0.097839,0.103636,0.121261,0.22473,0.242017,0.025864,0.077689,0.283817,0.173046,0.120836,0.166244,0.133229,0.123534,0.10763,0.131918,0.174329,0.483783,0.441041,0.036031,0.03182,0.041318,0.016498,0.179456,29.204137,1.003647,78.05248,5.364002,1.472095,0.524865,0.787024,0.887452,0.061588,42.70353,5.029482,382.8465,1.28264,0.024166,0.046676,0.202295,0.000264,0.004816,2206.586,0.783191,0,0.817577,0.116924,0,0.149245,0.005191,842.9282,289864.6
-0.113014,-0.109024,-0.40309,3.556166,0.136354,2.205603,2.542394,2.709036,0.008996,0.942733,2.064482,2.445621,0.165195,0.109959,0.033026,0.037273,0.037029,0.071007,0.071812,1.579696,0.264868,0.702358,0.704244,0.775121,1.689383,0.105402,0.094894,0.113203,0.216972,0.235714,0.005226,0.019257,0.499554,0.070096,0.072107,0.056819,0.060106,0.05878,0.114366,0.158195,0.172604,0.264926,0.417176,0.042781,0.032215,0.025203,0.008643,0.169802,11.992842,1.002515,77.80429,4.024121,1.167944,0.81673,1.36981,0.872514,0.135104,102.7687,7.477823,481.1593,0.788729,0.014337,0.067407,0.528224,0.000968,0.008833,4490.405,2.918893,0,0.886152,0.132383,0,0.100954,0.004503,347.982,10173.53
0.691982,0.456275,0.173568,4.184772,0.130128,2.257295,2.553059,2.702516,0.010708,1.243131,1.924341,3.244024,0.154647,0.151042,0.046719,0.063832,0.060406,0.071857,0.079359,44.99699,0.368416,0.535112,0.805903,1.14591,2.694925,0.14048,0.097284,0.117802,0.229592,0.24267,0.006286,0.013481,0.618061,0.118369,0.169628,0.130432,0.11302,0.151143,0.141547,0.227011,0.330426,0.345708,0.479431,0.053004,0.052331,0.037159,0.011616,0.181042,23.512925,1.003539,62.61242,3.759377,1.206695,0.677861,0.524207,0.869605,0.063282,79.75022,6.262537,213.6202,0.657081,0.017741,0.091187,0.133998,0.000753,0.003182,6387.762,0.94771,0,0.688415,0.110636,0,0.214643,0.006096,411.5353,17845.65
0.919007,0.280797,-0.616603,4.141503,0.132919,2.285231,2.575264,2.743939,0.014897,0.881589,2.297034,3.214486,0.139407,0.149686,0.064202,0.085432,0.087536,0.069949,0.085203,1.249649,0.346947,0.497301,1.721237,1.518189,2.081087,0.109313,0.12375,0.149706,0.234471,0.248059,0.021729,0.041616,0.820912,0.21764,0.192446,0.163004,0.196869,0.138916,0.140449,0.155042,0.2676,0.617673,0.519559,0.037173,0.039486,0.036076,0.011043,0.181739,15.063458,1.00259,57.02025,3.347186,1.141491,0.65412,0.442562,0.870555,0.114049,148.7198,6.77677,189.9843,0.562621,0.018209,0.051342,0.065014,0.000304,0.007761,9590.944,1.117186,0,0.659121,0.063695,0,0.22483,0.003277,404.5552,57251.79
0.554596,0.368627,0.545294,3.720034,0.119731,2.302804,2.623279,2.786691,0.019424,0.95803,1.949569,3.989382,0.149937,0.22144,0.057074,0.063943,0.071811,0.087523,0.088564,54.942895,0.345139,0.6287,1.279128,1.867601,4.241146,0.103711,0.114192,0.131067,0.225158,0.243607,0.039322,0.057986,0.595055,0.15832,0.210233,0.15922,0.12893,0.242649,0.195687,0.247603,0.37039,0.544607,0.659409,0.05459,0.043069,0.044114,0.014209,0.177738,9.830687,1.003043,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.554596,0.368627,0.545294,3.720034,0.119731,2.302804,2.623279,2.786691,0.019424,0.95803,1.949569,3.989382,0.149937,0.22144,0.057074,0.063943,0.071811,0.087523,0.088564,54.942895,0.345139,0.6287,1.279128,1.867601,4.241146,0.103711,0.114192,0.131067,0.225158,0.243607,0.039322,0.057986,0.595055,0.15832,0.210233,0.15922,0.12893,0.242649,0.195687,0.247603,0.37039,0.544607,0.659409,0.05459,0.043069,0.044114,0.014209,0.177738,9.830687,1.003043,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
0.554596,0.368627,0.545294,3.720034,0.119731,2.302804,2.623279,2.786691,0.019424,0.95803,1.949569,3.989382,0.149937,0.22144,0.057074,0.063943,0.071811,0.087523,0.088564,54.942895,0.345139,0.6287,1.279128,1.867601,4.241146,0.103711,0.114192,0.131067,0.225158,0.243607,0.039322,0.057986,0.595055,0.15832,0.210233,0.15922,0.12893,0.242649,0.195687,0.247603,0.37039,0.544607,0.659409,0.05459,0.043069,0.044114,0.014209,0.177738,9.830687,1.003043,61.25741,3.371314,1.117917,0.732322,0.463141,0.853981,0.121971,170.6964,7.304286,746.8907,2.273645,0.07033,0.132639,0.075699,0.000795,0.013489,23654.32,3.506694,0,0.924767,0.108764,0,0.069619,0.002356,419.0627,208592.8
-0.397619,0.223099,0.705246,3.256579,0.185319,2.280665,2.569656,2.697833,0.056819,1.023729,1.787313,2.654646,0.194667,0.137284,0.055695,0.065711,0.070539,0.075627,0.077247,6.4182,0.257206,0.464125,0.774482,1.110522,1.397611,0.096132,0.112496,0.126299,0.228333,0.242784,0.017235,0.043,0.338973,0.18319,0.119877,0.129404,0.091696,0.181522,0.091268,0.129955,0.236238,0.362781,0.523952,0.036189,0.035476,0.031296,0.015212,0.176621,61.627523,1.012067,75.65916,5.613026,1.530552,0.634031,0.970271,0.891726,0.102335,22.26867,4.65158,429.6891,1.189926,0.014254,0.043126,0.342053,0.000189,0.020932,860.4766,0.368771,0,0.628495,0.087178,0,0.233645,0.005771,848.7159,295425.4
0.424226,0.343404,0.01618,3.577551,0.135465,2.296873,2.570892,2.6845,0.009055,1.001449,2.158087,5.609066,0.141477,0.164276,0.06964,0.078004,0.075863,0.080686,0.078045,0.865168,0.275314,0.465266,0.815009,1.340727,4.947839,0.139518,0.102315,0.120167,0.226604,0.247633,0.005302,0.011025,0.554076,0.095939,0.12118,0.141268,0.122473,0.185831,0.115459,0.136698,0.294706,0.368841,0.522828,0.044871,0.02195,0.029793,0.012111,0.180883,43.522363,1.004219,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
0.424226,0.343404,0.01618,3.577551,0.135465,2.296873,2.570892,2.6845,0.009055,1.001449,2.158087,5.609066,0.141477,0.164276,0.06964,0.078004,0.075863,0.080686,0.078045,0.865168,0.275314,0.465266,0.815009,1.340727,4.947839,0.139518,0.102315,0.120167,0.226604,0.247633,0.005302,0.011025,0.554076,0.095939,0.12118,0.141268,0.122473,0.185831,0.115459,0.136698,0.294706,0.368841,0.522828,0.044871,0.02195,0.029793,0.012111,0.180883,43.522363,1.004219,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
0.424226,0.343404,0.01618,3.577551,0.135465,2.296873,2.570892,2.6845,0.009055,1.001449,2.158087,5.609066,0.141477,0.164276,0.06964,0.078004,0.075863,0.080686,0.078045,0.865168,0.275314,0.465266,0.815009,1.340727,4.947839,0.139518,0.102315,0.120167,0.226604,0.247633,0.005302,0.011025,0.554076,0.095939,0.12118,0.141268,0.122473,0.185831,0.115459,0.136698,0.294706,0.368841,0.522828,0.044871,0.02195,0.029793,0.012111,0.180883,43.522363,1.004219,69.41359,3.939501,1.19045,0.525862,0.696922,0.886827,0.07102,84.52229,7.026138,91.75266,0.587504,0.017717,0.045404,0.111354,0.000233,0.003565,3388.85,0.857318,0,0.984021,0.093704,0,0.015734,0.001606,316.2226,29129.09
-0.452295,0.019652,0.170063,3.500925,0.185662,2.246459,2.549301,2.67058,0.035587,1.081442,1.941764,3.154672,0.181998,0.13268,0.057303,0.06806,0.075956,0.074278,0.07634,4.422551,0.263,0.506763,0.677095,4.053967,1.861313,0.118445,0.10034,0.12446,0.223654,0.23751,0.021568,0.044933,0.382504,0.154982,0.126796,0.138172,0.101151,0.094959,0.150657,0.143734,0.281113,0.273895,0.333041,0.035357,0.028286,0.027151,0.012084,0.177458,22.379263,1.005333,76.29934,4.960308,1.393443,0.64882,0.900108,0.892465,0.078962,34.56361,5.513985,190.388,0.581706,0.016909,0.065257,0.349919,0.000246,0.009783,1527.758,0.744573,0,0.852197,0.085128,0,0.126041,0.003462,706.9303,187035.1
-0.076535,-0.227516,-0.344153,4.430688,0.137357,2.244638,2.620268,2.756105,0.014025,0.923118,2.000411,2.932237,0.124582,0.177768,0.062753,0.067917,0.063252,0.081838,0.081811,3.02114,0.309335,0.504749,0.877677,1.615754,2.126635,0.155588,0.122532,0.13764,0.230064,0.241016,0.018534,0.046366,0.879503,0.177482,0.12732,0.140908,0.083204,0.12247,0.120537,0.17212,0.30591,0.468499,0.560157,0.045552,0.053023,0.039256,0.011464,0.176771,23.112715,1.003076,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.076535,-0.227516,-0.344153,4.430688,0.137357,2.244638,2.620268,2.756105,0.014025,0.923118,2.000411,2.932237,0.124582,0.177768,0.062753,0.067917,0.063252,0.081838,0.081811,3.02114,0.309335,0.504749,0.877677,1.615754,2.126635,0.155588,0.122532,0.13764,0.230064,0.241016,0.018534,0.046366,0.879503,0.177482,0.12732,0.140908,0.083204,0.12247,0.120537,0.17212,0.30591,0.468499,0.560157,0.045552,0.053023,0.039256,0.011464,0.176771,23.112715,1.003076,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-0.076535,-0.227516,-0.344153,4.430688,0.137357,2.244638,2.620268,2.756105,0.014025,0.923118,2.000411,2.932237,0.124582,0.177768,0.062753,0.067917,0.063252,0.081838,0.081811,3.02114,0.309335,0.504749,0.877677,1.615754,2.126635,0.155588,0.122532,0.13764,0.230064,0.241016,0.018534,0.046366,0.879503,0.177482,0.12732,0.140908,0.083204,0.12247,0.120537,0.17212,0.30591,0.468499,0.560157,0.045552,0.053023,0.039256,0.011464,0.176771,23.112715,1.003076,63.18002,3.520835,1.148567,0.602024,0.510025,0.8664,0.072257,101.0439,6.840905,257.3494,1.384205,0.037868,0.026463,0.116929,0.000342,0.002331,3377.186,1.467545,0,0.736352,0.066899,0,0.194267,0.002952,415.737,60490.74
-1.317457,0.10116,0.365598,3.646219,0.178406,2.26053,2.553076,2.691075,0.029598,0.953905,2.108962,3.594029,0.175976,0.127963,0.060331,0.065879,0.062513,0.067536,0.071316,4.412166,0.253877,0.621221,1.019669,1.599871,1.16705,0.097838,0.099915,0.117304,0.221623,0.237277,0.012611,0.037868,0.407094,0.133479,0.10626,0.142147,0.088414,0.079662,0.100784,0.158407,0.192949,0.338956,0.33015,0.041157,0.040195,0.034018,0.015085,0.180062,49.155581,1.007934,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
-1.317457,0.10116,0.365598,3.646219,0.178406,2.26053,2.553076,2.691075,0.029598,0.953905,2.108962,3.594029,0.175976,0.127963,0.060331,0.065879,0.062513,0.067536,0.071316,4.412166,0.253877,0.621221,1.019669,1.599871,1.16705,0.097838,0.099915,0.117304,0.221623,0.237277,0.012611,0.037868,0.407094,0.133479,0.10626,0.142147,0.088414,0.079662,0.100784,0.158407,0.192949,0.338956,0.33015,0.041157,0.040195,0.034018,0.015085,0.180062,49.155581,1.007934,79.13048,4.736278,1.334113,0.669986,1.032055,0.889492,0.069013,39.45985,5.954416,589.6779,1.529155,0.024325,0.093355,0.498293,0.000162,0.006647,2284.232,1.426797,0,0.890147,0.122009,0,0.097851,0.003847,642.0856,134177.3
-0.963616,0.073466,0.345768,3.892575,0.16396,2.216083,2.493614,2.653776,0.024729,1.109885,2.032356,3.720857,0.167942,0.154611,0.053277,0.063945,0.071063,0.085726,0.09893,5.747266,0.272348,0.60722,1.088638,1.304342,2.36236,0.126915,0.10837,0.130512,0.2226,0.238031,0.023031,0.062243,0.59319,0.167586,0.106446,0.155424,0.120251,0.094236,0.120444,0.177337,0.36072,0.472332,0.387664,0.051113,0.03338,0.030334,0.010439,0.170797,15.586591,1.003172,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
-0.963616,0.073466,0.345768,3.892575,0.16396,2.216083,2.493614,2.653776,0.024729,1.109885,2.032356,3.720857,0.167942,0.154611,0.053277,0.063945,0.071063,0.085726,0.09893,5.747266,0.272348,0.60722,1.088638,1.304342,2.36236,0.126915,0.10837,0.130512,0.2226,0.238031,0.023031,0.062243,0.59319,0.167586,0.106446,0.155424,0.120251,0.094236,0.120444,0.177337,0.36072,0.472332,0.387664,0.051113,0.03338,0.030334,0.010439,0.170797,15.586591,1.003172,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
-0.963616,0.073466,0.345768,3.892575,0.16396,2.216083,2.493614,2.653776,0.024729,1.109885,2.032356,3.720857,0.167942,0.154611,0.053277,0.063945,0.071063,0.085726,0.09893,5.747266,0.272348,0.60722,1.088638,1.304342,2.36236,0.126915,0.10837,0.130512,0.2226,0.238031,0.023031,0.062243,0.59319,0.167586,0.106446,0.155424,0.120251,0.094236,0.120444,0.177337,0.36072,0.472332,0.387664,0.051113,0.03338,0.030334,0.010439,0.170797,15.586591,1.003172,104.632,5.549336,1.350592,0.57045,1.085896,0.889334,0.092116,85.31716,6.859,606.6926,2.10062,0.029681,0.030078,0.133694,0.000192,0.005961,5101.987,0.841501,0,0.870839,0.083967,0,0.112554,0.002363,623.2714,111510.6
-0.216116,-0.659341,-0.277635,3.213625,0.125702,2.191189,2.534389,2.702695,0.009623,0.902254,1.974523,3.701278,0.154566,0.129011,0.03995,0.048353,0.040477,0.068328,0.072765,1.008229,0.215121,0.488352,0.599708,1.266506,2.975999,0.105724,0.096571,0.110391,0.215565,0.23233,0.004959,0.023274,0.377573,0.071981,0.110716,0.107593,0.100414,0.127495,0.115148,0.207914,0.266209,0.267232,0.37018,0.032443,0.03318,0.022369,0.011154,0.175866,20.09946,1.00271,71.78439,4.337265,1.256977,0.585946,0.66435,0.887835,0.108043,86.04478,6.245695,139.6184,0.580288,0.014318,0.015978,0.056229,0.000087,0.006513,2997.702,0.505383,0,0.665779,0.062699,0,0.222666,0.002409,381.3835,15262.63
0.563285,-0.177874,-0.049309,3.771414,0.177835,2.229854,2.550663,2.682975,0.027998,0.896784,2.405593,3.853064,0.147609,0.12655,0.054637,0.048831,0.054293,0.07502,0.074325,0.889081,0.238617,0.612851,0.706522,1.399188,3.010861,0.109881,0.106111,0.121111,0.222187,0.234961,0.016372,0.073038,0.473034,0.139053,0.154332,0.212864,0.11704,0.11364,0.084257,0.114981,0.225128,0.436335,0.382588,0.051065,0.040754,0.032995,0.011594,0.17532,43.752782,1.004114,80.73064,5.567702,1.474498,0.516186,0.734295,0.893766,0.090115,64.39119,5.222242,380.2242,1.361818,0.029797,0.02949,0.092103,0.00014,0.007429,4106.535,0.521136,0,0.780959,0.08285,0,0.171176,0.004337,653.6522,245788.2
