@attribute Std_Acc1000_Std_Mem40_SCF_19 numeric
@attribute Std_Acc1000_Std_Mem40_SCF_20 numeric
@attribute Std_Acc1000_Std_Mem40_SFM_11 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_3 numeric
@attribute Std_Acc1000_Std_Mem40_LSP_4 numeric
@attribute BeatHisto_MidBPM numeric
@attribute BeatHisto_MeanACR numeric
@attribute BeatHisto_MaxHPS numeric
@attribute BeatHisto_Flatness numeric
@attribute output {angry,notangry}

@data

0.104798,0.091725,0.223191,0.583797,0.075605,2.069739,0.436487,0.403106,0.407783,0.427873,2.579612,0.439099,0.876327,1.378551,1.555767,1.868521,2.876896,0.122477,0.104151,0.078604,0.039409,0.053282,0.060486,0.011172,0.175401,0.311648,0.168639,0.392713,0.944783,0.779896,1.144782,0.200894,0.237952,0.196935,0.089641,0.133056,0.263959,0.084744,0.291906,10.472885,0.226725,0.322697,0.678854,1.461363,0.04627,0.035098,0.046513,125.5,0.604949,1.003997,0.001501,angry
0.126383,0.096152,0.213824,0.032814,-0.191784,1.846947,0.448307,0.456675,0.480814,0.479991,2.558051,0.60835,1.04333,1.592942,2.165728,1.961858,2.750793,0.140376,0.115706,0.08764,0.048151,0.054897,0.08155,0.010483,0.258834,0.171461,0.136595,0.218988,0.329003,0.388179,0.675277,0.089717,0.075903,0.084135,0.074856,0.129882,0.26082,0.088204,0.17269,2.571798,0.132323,0.288832,0.564487,0.430569,0.023048,0.026375,0.043078,127,0.608308,1.003659,0.00151,angry
0.157341,0.118178,0.270301,0.444537,0.288143,1.829226,0.377335,0.343586,0.421565,0.393232,2.555421,0.518659,0.99732,1.506636,1.752329,1.833575,3.5308,0.137274,0.127546,0.079965,0.046431,0.03997,0.04205,0.010528,0.248501,0.149965,0.143285,0.246692,0.408975,0.523917,0.85375,0.092851,0.160797,0.110715,0.07813,0.123756,0.25619,0.100877,0.234629,1.881374,0.113027,0.249445,0.529471,0.624289,0.020917,0.035108,0.046883,123.5,0.585791,1.002891,0.00159,angry
0.172057,0.128304,0.29897,0.118687,-0.061742,1.828228,0.460789,0.378242,0.427667,0.333253,2.544577,0.482344,1.052926,1.49314,1.570274,1.975051,4.598897,0.140978,0.134105,0.085631,0.030534,0.039389,0.04414,0.009645,0.250982,0.198643,0.284884,0.265034,0.610426,0.489097,1.531756,0.089474,0.105447,0.117753,0.077892,0.125424,0.258928,0.107765,0.143012,1.1918,0.160325,0.30663,1.518631,1.540143,0.026897,0.039082,0.049611,90.75,0.582515,1.003491,0.001553,angry
0.160524,0.116956,0.280323,0.278456,0.093645,1.8336,0.463582,0.44383,0.421113,0.283084,2.557536,0.549651,1.171738,1.731989,1.952985,2.379761,4.542039,0.153884,0.116206,0.084073,0.046929,0.043828,0.073336,0.010575,0.384692,0.258039,0.170315,0.243022,0.438254,0.516351,1.0737,0.095811,0.080447,0.077932,0.07761,0.12746,0.255331,0.095783,0.240426,1.95659,0.164505,0.371531,0.822964,0.791881,0.030481,0.035207,0.051897,107.75,0.569808,1.0028,0.00159,angry
0.146592,0.102577,0.269904,0.695507,-0.183093,1.847959,0.542956,0.546377,0.511883,0.40071,2.547449,0.435307,0.864514,1.134378,1.216354,1.160771,3.205909,0.112217,0.097907,0.071801,0.038276,0.030801,0.037269,0.009587,0.21182,0.158311,0.143123,0.231144,0.336214,0.40386,0.497731,0.093797,0.085501,0.08709,0.075844,0.123474,0.254484,0.056914,0.108378,0.468224,0.148768,0.201292,0.41751,0.363427,0.028812,0.040477,0.052747,133.25,0.575328,1.00306,0.001594,angry
0.088138,0.060799,0.130296,0.953528,0.151657,1.940265,0.369371,0.373904,0.440247,0.292878,2.541768,0.637087,1.17799,1.875739,2.442267,2.256087,3.472603,0.156288,0.12279,0.134623,0.042198,0.09596,0.080208,0.012804,0.251513,0.280414,0.300306,0.261041,0.473202,0.518209,0.775201,0.095163,0.096564,0.117116,0.077223,0.133539,0.254697,0.130887,0.210374,7.433455,0.128312,0.26876,0.518543,0.773705,0.029081,0.024552,0.034625,121,0.596038,1.005668,0.001385,angry
0.16143,0.116253,0.293123,0.042784,-0.113437,1.795529,0.493607,0.472349,0.517052,0.444938,2.558857,0.434188,0.874474,1.13595,1.261584,1.606941,3.063603,0.117051,0.096303,0.067608,0.028784,0.039348,0.045839,0.00923,0.174587,0.134983,0.153703,0.259282,0.367179,0.467719,0.766901,0.091994,0.102667,0.08409,0.074725,0.125431,0.255091,0.078266,0.200483,1.160209,0.12303,0.314741,0.428976,0.42736,0.033149,0.03974,0.050056,108.75,0.561535,1.002719,0.001614,angry
0.169072,0.120404,0.311353,0.302529,0.359898,1.834635,0.468666,0.462841,0.460015,0.334902,2.539326,0.441572,0.866166,1.218004,1.373059,1.75159,3.645068,0.12795,0.114776,0.08699,0.043429,0.039161,0.043663,0.00971,0.302912,0.271135,0.237663,0.228549,0.653285,0.563974,0.965057,0.101654,0.093758,0.075921,0.080546,0.129689,0.256936,0.084359,0.220408,2.006235,0.143535,0.281294,0.604563,0.80716,0.033818,0.043008,0.053991,114.25,0.568348,1.002811,0.001594,angry
0.04346,0.024595,0.35442,0.408061,-0.059245,1.807044,0.523747,0.494992,0.410109,0.432659,2.524189,0.557037,0.943151,1.694292,1.800602,2.464327,3.270504,0.167164,0.121661,0.183486,0.049663,0.056397,0.082262,0.011478,0.379424,0.24046,0.150549,0.216413,0.360265,0.434375,1.072252,0.088665,0.084593,0.087658,0.070798,0.119141,0.250867,0.084299,0.171029,1.217442,0.107791,0.21806,0.441492,0.516374,0.029018,0.030209,0.045446,93.5,0.61154,1.004237,0.001476,angry
0.056798,0.033056,0.07888,0.546078,0.175995,1.750113,0.522296,0.518049,0.487689,0.318611,2.529455,0.476799,0.865181,1.223785,1.412121,1.572516,3.316158,0.126172,0.137196,0.164484,0.033992,0.038435,0.051278,0.011522,0.202802,0.230707,0.138659,0.212334,0.379724,0.459357,0.868622,0.083392,0.077673,0.090472,0.069826,0.115256,0.250701,0.091668,0.299967,2.626505,0.094605,0.254171,0.76442,1.348945,0.025977,0.034014,0.045927,106.75,0.554742,1.011179,0.001343,angry
0.019957,0.015983,0.020402,0.697419,0.792876,2.254289,0.614055,0.600809,0.621932,0.593247,2.59937,0.333689,0.812291,1.013509,1.127308,1.091426,2.253564,0.140199,0.13065,0.180269,0.009246,0.05934,0.044901,0.010184,0.381415,0.467283,0.273704,0.422685,1.145813,0.680427,1.065004,0.242708,0.182552,0.123456,0.093155,0.127602,0.262967,0.109438,0.15518,4.195088,0.179023,0.279043,0.319026,0.564414,0.035434,0.03175,0.049205,105,0.575702,1.002808,0.001566,angry
0.061758,0.035981,0.081651,0.306767,-0.222711,1.7507,0.459357,0.391159,0.404262,0.409345,2.548606,0.435331,0.899226,1.795995,2.167757,2.119557,3.119016,0.140659,0.118768,0.147169,0.024684,0.041703,0.066215,0.011115,0.174429,0.211669,0.221529,0.210754,0.41204,0.483998,0.824913,0.099337,0.108608,0.091836,0.073713,0.122367,0.254957,0.081907,0.183962,1.312733,0.161333,0.241055,0.331401,0.53661,0.027884,0.034062,0.044678,101.5,0.569253,1.002853,0.001594,angry
0.079209,0.047175,0.159469,0.439922,-0.048533,1.821513,0.546774,0.539813,0.527225,0.415364,2.545395,0.471849,0.920837,1.231708,1.286686,1.393687,3.019429,0.125992,0.104155,0.091674,0.041524,0.053642,0.060564,0.012762,0.252165,0.202434,0.123278,0.223623,0.363349,0.474038,0.603044,0.10656,0.092836,0.082126,0.081524,0.124836,0.257877,0.111851,0.17024,0.784457,0.129615,0.408142,0.298995,0.568916,0.028426,0.035054,0.046989,107,0.553942,1.004648,0.001504,angry
0.074369,0.044999,0.103145,0.171577,-0.033467,1.801219,0.425389,0.417239,0.420845,0.412396,2.539688,0.525817,0.973493,1.465365,2.162569,1.85403,3.786716,0.134569,0.153781,0.155024,0.031639,0.050858,0.070661,0.010575,0.260426,0.258509,0.188577,0.236149,0.431661,0.467575,0.7165,0.106381,0.087074,0.09542,0.069424,0.120836,0.259411,0.082007,0.151122,0.742325,0.118077,0.188699,0.599347,0.5708,0.0184,0.032195,0.040691,94.5,0.525518,1.005028,0.001445,angry
0.057403,0.035082,0.106851,0.357585,0.324059,2.047194,0.473978,0.447392,0.430529,0.376093,2.593694,0.533644,1.007745,1.788665,1.821323,2.011653,2.920744,0.151587,0.14863,0.159781,0.029624,0.072954,0.079695,0.014341,0.283521,0.202252,0.167696,0.351646,0.746015,0.557613,1.527485,0.099387,0.129527,0.095356,0.079858,0.126903,0.26679,0.091314,0.115871,0.670467,0.143013,0.266272,0.77818,0.592056,0.031031,0.039601,0.045406,102.75,0.602655,1.010862,0.001367,angry
0.164851,0.137276,0.25867,0.01495,0.232456,2.062488,0.436271,0.3942,0.32994,0.424615,2.595739,0.45305,0.894032,1.639849,2.037147,2.19341,3.243979,0.120418,0.102267,0.078991,0.03698,0.035067,0.052256,0.008539,0.257598,0.313309,0.296152,0.321244,0.532948,0.514509,1.095308,0.109551,0.138955,0.079795,0.072645,0.129402,0.264961,0.08314,0.253295,2.741725,0.140807,0.302212,0.51153,0.798293,0.024219,0.036163,0.043636,135.5,0.559659,1.003011,0.001574,angry
0.027624,0.01966,0.033804,0.713679,0.143911,1.954499,0.553107,0.523135,0.5286,0.539155,2.58678,0.430165,0.993828,1.207331,1.257691,1.979168,3.031883,0.181298,0.178693,0.254105,0.025825,0.108153,0.095803,0.014544,0.212622,0.119259,0.148213,0.245831,0.325076,0.347784,0.881554,0.086627,0.091375,0.074622,0.064163,0.118142,0.258827,0.084862,0.09123,0.421033,0.119569,0.192748,0.345303,0.600892,0.025114,0.023707,0.037893,95,0.648732,1.006363,0.001283,angry
0.126292,0.082649,0.217488,0.030237,0.0473,1.775549,0.54166,0.534614,0.490278,0.316308,2.548387,0.459162,0.935075,1.380824,1.700414,1.680075,3.925951,0.133858,0.108258,0.067362,0.030234,0.031193,0.042257,0.00975,0.109392,0.157482,0.11986,0.238272,0.452888,0.519915,0.863172,0.096287,0.095199,0.095392,0.073794,0.123741,0.25532,0.065763,0.210028,0.792577,0.122612,0.256671,0.380787,0.552122,0.029815,0.039536,0.049506,114.25,0.572513,1.004038,0.001566,angry
0.181904,0.141542,0.314907,0.620109,-0.062843,1.750057,0.545765,0.553778,0.513534,0.413438,2.540421,0.401585,0.787746,1.09996,1.200475,1.443533,3.83732,0.11678,0.102532,0.067386,0.03439,0.027822,0.033063,0.009231,0.138062,0.191319,0.116874,0.20215,0.413562,0.454704,0.665897,0.093162,0.109185,0.097478,0.077105,0.120814,0.25564,0.070488,0.1295,0.509205,0.111957,0.275823,0.474784,0.590532,0.028241,0.043791,0.052489,108.25,0.567177,1.002683,0.001616,angry
0.123204,0.080269,0.211513,0.117071,0.014421,1.828674,0.50072,0.460395,0.50779,0.452799,2.584589,0.476724,0.968926,1.396004,1.550541,1.518971,2.929964,0.12252,0.111534,0.080092,0.033536,0.051225,0.058744,0.010309,0.205723,0.286777,0.221488,0.234572,0.427725,0.499561,0.878842,0.123578,0.104264,0.098713,0.080571,0.129283,0.260628,0.081348,0.290674,9.690461,0.124836,0.316847,0.625958,0.615647,0.027087,0.034273,0.0461,83.25,0.585813,1.007242,0.00152,angry
0.059472,0.03923,0.072803,-0.436895,0.008299,1.962928,0.488554,0.476071,0.48508,0.408019,2.515955,0.424746,0.912819,1.41634,1.551234,1.606186,3.964728,0.11951,0.114599,0.172377,0.017113,0.037133,0.051069,0.009954,0.345257,0.448165,0.219458,0.296922,0.474741,0.50176,0.656451,0.136196,0.137153,0.069785,0.070802,0.119949,0.2513,0.062179,0.134584,0.766518,0.130094,0.291891,0.396508,0.549791,0.027962,0.030743,0.041843,101.75,0.579408,1.002377,0.001611,angry
0.115974,0.071585,0.201766,0.373562,0.140547,1.816856,0.511579,0.508946,0.502807,0.384327,2.573191,0.459232,0.997307,1.107919,1.29852,1.422759,3.081904,0.119803,0.099848,0.082832,0.040187,0.03628,0.047692,0.010425,0.269581,0.155367,0.231047,0.23621,0.383628,0.431335,0.559714,0.0868,0.111316,0.082921,0.0761,0.128206,0.258746,0.076939,0.22001,1.624418,0.111191,0.304248,0.494212,0.435072,0.0298,0.038368,0.050209,86.25,0.562393,1.004104,0.001568,angry
0.130231,0.09599,0.200345,1.281968,0.760782,1.807075,0.44622,0.423473,0.345723,0.400563,2.53105,0.436956,0.982096,1.899196,2.590643,2.409076,3.932439,0.154732,0.143654,0.090309,0.042223,0.042106,0.042911,0.011142,0.477196,0.434031,0.483758,0.239069,0.408217,0.677026,1.51701,0.103663,0.082426,0.082464,0.084562,0.119117,0.256443,0.089477,0.154153,0.906512,0.120706,0.553331,0.833045,1.159691,0.035355,0.035569,0.04671,108.25,0.571486,1.003186,0.001588,angry
0.11622,0.089609,0.196255,-0.59804,0.138169,2.608105,0.28351,0.183533,0.177193,0.429092,2.558495,0.656134,1.196754,1.754487,1.906278,2.986114,3.050411,0.134089,0.128524,0.131826,0.020848,0.044386,0.053033,0.010909,0.407421,0.265631,0.198719,0.318101,0.70936,0.65531,1.526771,0.081208,0.12947,0.093702,0.078993,0.128301,0.263016,0.098417,0.23931,38.8604,0.154103,0.344824,1.758303,0.564181,0.04893,0.029467,0.04411,85.5,0.564072,1.006662,0.00122,angry
0.084171,0.051219,0.129584,0.388802,0.240841,1.783325,0.548028,0.511096,0.434315,0.410152,2.577393,0.451744,0.790081,1.144994,1.190217,1.614671,3.662212,0.127647,0.114262,0.108458,0.030618,0.061323,0.083568,0.009963,0.195554,0.158041,0.184571,0.274606,0.421942,0.42086,0.662872,0.109025,0.10747,0.080842,0.076089,0.124699,0.2585,0.101812,0.127479,0.276587,0.126324,0.269422,0.431505,0.49952,0.031032,0.030765,0.044285,126.25,0.577895,1.002694,0.001596,angry
0.174761,0.133443,0.303694,0.387782,-0.112229,1.816397,0.450946,0.434806,0.482424,0.348466,2.535915,0.566257,1.369991,1.888399,1.641843,1.757813,3.280993,0.132257,0.095769,0.075297,0.042744,0.061145,0.053884,0.009042,0.273534,0.188646,0.249063,0.232094,0.47078,0.585309,0.675264,0.092965,0.08315,0.096022,0.076371,0.128663,0.2537,0.115143,0.307498,7.49732,0.096571,0.33584,0.321277,0.514509,0.038726,0.034442,0.046391,144.75,0.605914,1.003156,0.00159,angry
0.064953,0.045285,0.219937,0.043133,0.383109,1.908388,0.501793,0.531427,0.499564,0.381724,2.58148,0.555681,0.958169,1.3732,1.295953,1.498477,3.245237,0.122778,0.150913,0.160451,0.057618,0.058235,0.069268,0.0124,0.284625,0.235538,0.211034,0.248795,0.436402,0.526266,0.735045,0.109792,0.128566,0.124705,0.076901,0.129911,0.265794,0.080713,0.282511,2.419381,0.137374,0.488965,0.422136,0.392891,0.030828,0.027692,0.038676,100.75,0.620868,1.008289,0.001349,angry
0.137363,0.100814,0.241532,0.238844,0.140022,1.977133,0.542914,0.511682,0.526955,0.453872,2.572447,0.4816,0.85618,1.118483,1.585717,1.188614,2.946483,0.112671,0.09537,0.07984,0.031743,0.031259,0.039643,0.009201,0.249765,0.195412,0.196874,0.25918,0.583751,0.397751,0.659352,0.092326,0.090296,0.086109,0.072959,0.119785,0.258938,0.070272,0.124084,0.563765,0.12043,0.345285,0.344943,0.463599,0.029991,0.038608,0.048339,134,0.575495,1.0023,0.001613,angry
0.127301,0.089332,0.227017,0.633188,0.338307,1.842415,0.568172,0.537712,0.535006,0.430551,2.557288,0.446526,0.870925,1.174743,1.243417,1.297234,3.35316,0.121384,0.118165,0.093308,0.045413,0.040124,0.056691,0.010545,0.161427,0.163762,0.208622,0.23954,0.398637,0.455886,0.682505,0.087881,0.103443,0.097527,0.080406,0.123679,0.255393,0.091973,0.254647,2.094828,0.126446,0.269642,0.519449,0.48882,0.034082,0.038809,0.049416,92.5,0.56166,1.007071,0.001456,angry
0.080259,0.062138,0.118602,0.109706,0.02768,1.84985,0.462547,0.442447,0.412563,0.397225,2.529056,0.427424,0.893621,1.529723,1.714217,2.314785,3.145267,0.126814,0.120277,0.154189,0.026976,0.035849,0.046872,0.009976,0.43527,0.300763,0.246497,0.29336,0.335252,0.483394,0.937032,0.117265,0.099836,0.111933,0.063882,0.113153,0.255184,0.071351,0.245662,1.642401,0.13757,0.270114,0.788347,1.126305,0.02407,0.031483,0.041781,91,0.567037,1.002635,0.001584,angry
0.067426,0.038722,0.113787,0.387643,0.173573,1.805327,0.459472,0.433823,0.445336,0.398225,2.598406,0.537412,1.069241,1.638298,1.745489,1.97276,3.877523,0.141753,0.118087,0.100974,0.039563,0.08014,0.081578,0.01032,0.332107,0.290732,0.21543,0.242097,0.4641,0.53465,2.361738,0.092714,0.092983,0.124821,0.077971,0.129242,0.263577,0.108266,0.21857,1.160334,0.134544,0.444837,0.480666,0.636403,0.027964,0.036303,0.051191,82,0.557004,1.006064,0.001493,angry
0.107025,0.069713,0.179882,0.416452,0.066827,1.830235,0.558983,0.506041,0.467153,0.418797,2.585015,0.472479,0.850945,1.156311,1.424399,1.67469,3.025763,0.134119,0.112401,0.087258,0.038813,0.048667,0.062764,0.010791,0.301415,0.162097,0.145052,0.234908,0.351407,0.390899,0.700311,0.101123,0.09308,0.078548,0.074608,0.127467,0.259727,0.079202,0.145232,0.592987,0.122008,0.298335,0.604082,0.469071,0.026305,0.031335,0.048951,111.75,0.566081,1.004264,0.001513,angry
0.070087,0.041161,0.11642,0.984245,0.365929,1.84899,0.420383,0.464782,0.330082,0.364456,2.568183,0.482138,0.808578,1.850918,2.121217,3.356129,4.442607,0.167078,0.123698,0.170177,0.031282,0.051438,0.071593,0.009661,0.333995,0.527953,0.270778,0.227297,0.412652,0.612765,3.448605,0.094027,0.090043,0.096616,0.086515,0.12162,0.257745,0.113835,0.097373,0.160162,0.106739,0.532453,2.683125,2.285068,0.036787,0.031137,0.048423,103.25,0.587,1.005542,0.001519,angry
0.148411,0.094909,0.279628,0.545361,0.031233,1.823962,0.496569,0.509583,0.499304,0.408032,2.551245,0.431125,0.885295,1.169816,1.266078,1.575794,3.045696,0.122609,0.101421,0.064725,0.033735,0.037036,0.041709,0.009309,0.424719,0.384186,0.45376,0.250042,0.550703,0.599605,0.672478,0.091904,0.120348,0.129384,0.081904,0.130511,0.258079,0.090264,0.222643,0.966521,0.133638,0.326715,0.41592,0.657528,0.031178,0.037358,0.050161,149,0.554156,1.0041,0.00157,angry
0.123286,0.077394,0.226594,0.255853,0.094043,1.778257,0.568117,0.557451,0.544234,0.386736,2.550069,0.426726,0.76678,1.079861,1.201554,1.146861,3.909829,0.117609,0.10201,0.075692,0.038234,0.035492,0.040815,0.009963,0.159591,0.158354,0.146397,0.212553,0.322201,0.330906,0.53477,0.085814,0.081767,0.072346,0.076772,0.125702,0.25736,0.080333,0.135021,0.402036,0.119721,0.177737,0.343817,0.568121,0.027327,0.037096,0.05073,101.5,0.572807,1.003946,0.001558,angry
0.108302,0.088377,0.170999,0.219231,0.037461,2.097795,0.345343,0.367121,0.379456,0.334076,2.554397,0.613167,0.887008,1.445382,1.821585,2.329059,4.75606,0.14732,0.126613,0.152299,0.030721,0.049451,0.054053,0.009049,0.343583,0.336163,0.23779,0.367876,0.423832,0.660359,1.216902,0.133796,0.165253,0.148802,0.0766,0.12742,0.251234,0.125957,0.279425,24.915388,0.210553,0.4683,0.703377,0.83301,0.027442,0.033297,0.041141,83.25,0.547833,1.00292,0.001582,angry
0.106529,0.064015,0.193606,0.3556,-0.011006,1.751086,0.588916,0.569937,0.529384,0.423006,2.569539,0.423164,0.74557,1.077035,1.308561,1.413876,3.098228,0.12687,0.105247,0.086781,0.030397,0.06621,0.066174,0.009791,0.129204,0.19194,0.124264,0.225061,0.397817,0.382818,1.017932,0.099358,0.094817,0.0775,0.078845,0.130186,0.258323,0.073947,0.128329,0.431053,0.112133,0.287972,0.645182,0.567042,0.034787,0.030694,0.042833,115.5,0.529686,1.009711,0.001428,angry
0.115538,0.085856,0.183263,0.059426,0.44813,1.889024,0.53214,0.503513,0.478092,0.474651,2.577512,0.518216,0.873794,1.128456,1.15404,1.487753,2.610748,0.127296,0.100824,0.089809,0.031101,0.039726,0.045302,0.009537,0.204333,0.161869,0.206302,0.232638,0.401433,0.403294,0.733994,0.081681,0.080237,0.070259,0.071333,0.119163,0.260831,0.097085,0.167062,2.856605,0.124838,0.274872,0.502613,0.330866,0.026138,0.032774,0.046951,104.25,0.556269,1.002661,0.001597,angry
0.104158,0.069058,0.167122,0.353927,-0.012552,1.954891,0.482311,0.499536,0.487143,0.42103,2.572751,0.460674,0.89831,1.229458,1.56641,1.637095,3.290689,0.139941,0.126771,0.093988,0.040577,0.054401,0.06151,0.010143,0.330189,0.207471,0.213438,0.298166,0.445887,0.537279,0.882849,0.104449,0.161672,0.117213,0.081549,0.1297,0.262247,0.083744,0.195157,1.577965,0.128371,0.465804,0.655735,0.753008,0.039328,0.038469,0.049561,89.5,0.590634,1.006704,0.001405,angry
0.093986,0.069556,0.16517,0.502494,0.19118,1.758718,0.480911,0.430491,0.440541,0.446551,2.552049,0.388059,0.830407,1.341679,1.42045,1.519554,3.75707,0.116568,0.120183,0.12404,0.029815,0.040604,0.048768,0.010001,0.282539,0.382115,0.100054,0.224858,0.369498,0.441847,1.800409,0.091732,0.10436,0.104951,0.105404,0.151408,0.259575,0.055484,0.155214,1.09288,0.138876,0.302996,0.746638,0.96354,0.037648,0.024116,0.031897,101.25,0.572432,1.004645,0.001567,angry
0.071646,0.044913,0.09273,0.021095,0.013622,1.770875,0.521497,0.490788,0.475487,0.447818,2.571617,0.502583,0.843464,1.326746,1.703403,2.060328,2.55111,0.140215,0.11754,0.075432,0.036896,0.038989,0.052529,0.010516,0.242636,0.213549,0.116213,0.215463,0.367948,0.393807,0.57407,0.090433,0.094861,0.076609,0.073177,0.128379,0.26151,0.079004,0.287043,14.292372,0.113273,0.259551,0.566228,0.438561,0.031044,0.034144,0.047662,91.5,0.545653,1.004203,0.001523,angry
0.062875,0.042924,0.089365,0.751932,0.119942,1.951354,0.393387,0.381854,0.347485,0.343219,2.575299,0.561959,1.122418,1.959451,2.128059,2.687934,4.58504,0.172901,0.168695,0.134836,0.044268,0.071023,0.078907,0.010682,0.411056,0.226702,0.211337,0.245647,0.495384,0.60026,1.331254,0.108296,0.105448,0.10874,0.076507,0.12665,0.258778,0.090999,0.210276,1.862701,0.146915,0.302119,1.122174,0.904207,0.027107,0.030552,0.038219,105,0.561891,1.008839,0.001435,angry
0.126775,0.069364,0.212341,0.34231,0.189483,1.737724,0.573191,0.559687,0.519543,0.474502,2.57343,0.388921,0.770452,1.238032,1.156049,1.323107,2.633716,0.118127,0.096985,0.071924,0.036834,0.035163,0.04269,0.009513,0.173068,0.166893,0.13525,0.21019,0.33015,0.361207,0.750946,0.093262,0.087017,0.083,0.07941,0.129665,0.261323,0.084891,0.102577,0.177717,0.105782,0.234199,0.835413,0.88252,0.028429,0.040787,0.051169,103,0.581073,1.002834,0.001619,angry
0.119463,0.08004,0.199228,0.05258,-0.092368,1.782212,0.529841,0.503641,0.512096,0.423342,2.56715,0.507631,0.728697,1.038467,1.236038,1.438064,2.752287,0.123679,0.099628,0.074441,0.03009,0.045407,0.055455,0.010008,0.158094,0.11664,0.165369,0.210951,0.427952,0.399478,0.493899,0.086136,0.100187,0.080792,0.07363,0.123908,0.259382,0.074712,0.143858,0.604249,0.10896,0.203014,0.366804,0.459788,0.024223,0.032107,0.044995,122,0.58998,1.00399,0.001551,angry
0.191673,0.143366,0.368086,0.285602,0.282856,1.777424,0.534629,0.505969,0.506301,0.376593,2.570365,0.439004,0.970536,1.46131,1.43915,1.647921,3.154388,0.126793,0.099131,0.080737,0.040204,0.039947,0.045639,0.008977,0.174417,0.174573,0.127462,0.229319,0.444851,0.421179,0.599968,0.099387,0.102285,0.081822,0.078173,0.126542,0.257109,0.065512,0.126773,0.43576,0.111861,0.277146,0.435144,0.573738,0.028866,0.039204,0.053061,132,0.610894,1.004573,0.001563,angry
0.063668,0.03946,0.092032,0.55079,0.352139,1.913905,0.440985,0.459906,0.395186,0.31042,2.555973,0.563123,1.015653,1.848548,1.814273,2.262806,4.018544,0.168768,0.161957,0.149447,0.034113,0.079162,0.084503,0.011679,0.401228,0.289272,0.139861,0.242404,0.494926,0.565464,1.205343,0.09502,0.090263,0.139767,0.077699,0.127353,0.257853,0.102549,0.193971,1.205167,0.140009,0.311462,0.883405,0.502544,0.032677,0.033711,0.044842,114.75,0.589301,1.004004,0.001537,angry
0.127421,0.09414,0.204383,0.248958,0.283806,1.813635,0.42191,0.388845,0.404267,0.344654,2.526703,0.562869,0.987334,1.821289,1.987152,2.210874,4.399069,0.145537,0.119694,0.094168,0.033591,0.055772,0.05923,0.00983,0.412348,0.397131,0.274257,0.23362,0.492271,0.499745,1.1699,0.097131,0.111008,0.099467,0.07274,0.121834,0.251307,0.133822,0.306138,4.71393,0.129557,0.350293,0.393221,0.590777,0.027605,0.036974,0.04699,98,0.605824,1.003377,0.001577,notangry
0.045332,0.02954,0.093159,0.645624,-0.09377,1.897973,0.498981,0.50993,0.491153,0.435182,2.581004,0.533417,0.899775,1.262438,1.518421,1.651177,2.714407,0.142361,0.123207,0.112895,0.033441,0.067966,0.068015,0.010895,0.276065,0.285084,0.19494,0.259416,0.442081,0.511026,1.018871,0.102689,0.098962,0.103016,0.080811,0.129881,0.262256,0.096907,0.132235,2.007635,0.144689,0.29934,0.40399,0.806782,0.03004,0.0362,0.046319,118.5,0.571574,1.007268,0.001227,notangry
0.102816,0.067219,0.144438,0.23189,-0.256556,1.828704,0.439809,0.418809,0.445738,0.427955,2.557943,0.556946,1.089528,1.631207,1.873598,2.045501,3.607605,0.147934,0.120071,0.086712,0.033049,0.048971,0.056111,0.010689,0.300351,0.328001,0.223887,0.22643,0.4865,0.872206,0.927668,0.09865,0.094184,0.105071,0.07223,0.127404,0.256521,0.095211,0.288828,2.986355,0.132507,0.313475,0.77465,0.658673,0.024468,0.035829,0.045842,80.75,0.559278,1.007131,0.001489,notangry
0.082683,0.052575,0.130045,0.014467,0.123375,1.917802,0.424499,0.332561,0.388859,0.41856,2.539369,0.482879,0.911343,1.487237,1.709219,2.584521,3.544109,0.135089,0.111056,0.100702,0.02857,0.043328,0.062902,0.010206,0.249216,0.216335,0.232004,0.256837,0.362343,0.520578,0.758604,0.095964,0.103644,0.09015,0.074203,0.121482,0.256898,0.087922,0.16442,0.772831,0.122125,0.288556,0.956951,0.582106,0.023149,0.034611,0.046424,101,0.559423,1.00478,0.001547,notangry
0.069481,0.05363,0.089237,0.229486,0.221255,2.076116,0.477791,0.448262,0.380814,0.397622,2.587146,0.611066,0.918346,1.627717,1.798405,2.552861,3.063596,0.148432,0.113989,0.09533,0.034216,0.070214,0.07931,0.01021,0.290938,0.284038,0.20169,0.300103,0.441801,0.415972,0.787295,0.132171,0.102071,0.087573,0.071255,0.126355,0.265372,0.094652,0.151819,2.133639,0.147347,0.240196,0.714886,1.018082,0.022121,0.024944,0.038505,105.5,0.545164,1.004588,0.001475,notangry
0.047996,0.032058,0.082048,0.211548,0.08853,1.884746,0.418413,0.422722,0.408043,0.409471,2.534493,0.621843,1.050422,2.014157,2.147521,2.525155,3.665224,0.178208,0.145349,0.180516,0.034088,0.063795,0.086173,0.01322,0.363672,0.245585,0.232035,0.234967,0.438587,0.52472,1.316444,0.095617,0.086926,0.11473,0.068335,0.122561,0.253616,0.10183,0.216648,5.074856,0.118141,0.322674,0.86271,0.868195,0.023772,0.028247,0.038864,128.5,0.619925,1.00549,0.001313,notangry
